name,lat,lon
Сергиев Посад,56.308207265015625,38.13450098779037
Серов,59.608382693931155,60.58202113425449
Серпухов,54.919661854831,37.41006560556374
Смоленск,54.79143235589108,32.02271865929745
Сочи,43.6670054626347,39.65190938180064
Ставрополь,45.03973740522618,41.96185874216467
Старый Оскол,51.30082753577917,37.85847133674396
Стерлитамак,53.65016651705696,55.97025020597203
Сургут,61.29339555724814,73.48784720805477
Сызрань,53.12386176623192,48.421734377286924
Сыктывкар,61.72499304141362,50.77474932624205
Таганрог,47.23926823025209,38.88415842727189
Тамбов,52.68963817589058,41.42566621635749
Тверь,56.85138745645745,35.8992136145719
Тобольск,58.23501881997761,68.34377688060168
Тольятти,53.52347687558672,49.40662052176425
Томск,56.489047646153644,85.0012119551081
Тула,54.18371153871786,37.613040566118954
Тюмень,57.173533219499134,65.55984578834918
Улан-Удэ,51.835816810349776,107.64367080050738
Ульяновск,54.31651606431283,48.44691088284646
Уссурийск,43.79517429469048,131.9729289209258
Уфа,54.75693481856103,56.04939147137821
Ухта,63.5777878005387,53.719687577986335
Хабаровск,48.47422615154714,135.06303296161846
Ханты-Мансийск,61.025384514257254,69.14400447610186
Хасавюрт,43.24730924573774,46.594739312991884
Химки,55.93157259832491,37.38712826751127
Чебоксары,56.113957744541686,47.24759120230118
Челябинск,55.1666171869001,61.40557484850982
Череповец,59.13115640276662,37.8890635650873
Черкесск,44.21936229926641,42.05797084671583
Чита,52.047937796657735,113.40558729264109
Шахты,47.72690411862008,40.22884069995774
Щелково,55.90701410872475,38.025205384199815
Электро-сталь,55.862635,37.548372
Элиста,46.3173908030117,44.265405071445834
Энгельс,51.476499584916105,46.099904123770784
Южно-Сахалинск,46.94871625569658,142.74415937207235
Якутск,62.06205649440196,129.72064522139829
Ярославль,57.63346594666984,39.85672105331747
