oktmo,name,year,avgsalary
33618432,Поломское,2013,13812.7
33618434,Селезеневское,2012,9641.7
33618434,Селезеневское,2013,11637.0
33618436,Фатеевское,2012,11559.3
33618436,Фатеевское,2013,14364.9
33618442,Федяковское,2012,11247.9
33618442,Федяковское,2013,13942.3
33618444,Филипповское,2012,11750.3
33618444,Филипповское,2013,12778.4
33618448,Чепецкое,2012,13672.2
33618448,Чепецкое,2013,16249.9
33618452,Чувашевское,2012,10149.5
33618452,Чувашевское,2013,11461.8
33619000,Котельничский муниципальный район,2012,11650.4
33619000,Котельничский муниципальный район,2013,13698.8
33619000,Котельничский муниципальный район,2014,15156.4
33619000,Котельничский муниципальный район,2015,16839.4
33619000,Котельничский муниципальный район,2016,17753.0
33619400,Сельские поселения Котельничского муниципального района/,2012,11653.5
33619400,Сельские поселения Котельничского муниципального района/,2013,13698.8
33619404,Биртяевское,2012,10251.1
33619404,Биртяевское,2013,12445.6
33619416,Ежихинское,2012,8485.8
33619416,Ежихинское,2013,11646.3
33619424,Родичевское,2012,10299.6
33619424,Родичевское,2013,14758.7
33619428,Зайцевское,2012,11937.9
33619428,Зайцевское,2013,17613.3
33619432,Вишкильское,2012,8027.5
33619432,Вишкильское,2013,11554.8
33619436,Молотниковское,2012,9592.0
33619436,Молотниковское,2013,10076.9
33619440,Карпушинское,2012,8890.8
33619440,Карпушинское,2013,11184.9
33619448,Юбилейное,2012,13713.6
33619448,Юбилейное,2013,15891.4
33619452,Комсомольское,2012,13959.0
33619452,Комсомольское,2013,16226.6
33619456,Котельничское,2012,11400.9
33619456,Котельничское,2013,12930.6
33619460,Макарьевское,2012,11296.5
33619460,Макарьевское,2013,12105.4
33619464,Александровское,2012,8007.3
33619464,Александровское,2013,10385.9
33619468,Морозовское,2012,14793.7
33619468,Морозовское,2013,17815.1
33619480,Покровское,2012,9253.5
33619480,Покровское,2013,11503.5
33619481,Светловское,2012,9904.0
33619481,Светловское,2013,11741.7
33619484,Спасское,2012,9379.8
33619484,Спасское,2013,10729.8
33619486,Сретенское,2012,10785.0
33619486,Сретенское,2013,11281.7
33619488,Красногорское,2012,8819.4
33619488,Красногорское,2013,10397.2
33619490,Чистопольское,2012,8080.7
33619490,Чистопольское,2013,10264.7
33619492,Шалеевское,2012,4958.3
33619492,Шалеевское,2013,0.0
33619494,Юрьевское,2012,9378.3
33619494,Юрьевское,2013,12383.9
33620000,Куменский муниципальный район,2012,16093.5
33620000,Куменский муниципальный район,2013,18208.0
33620000,Куменский муниципальный район,2014,20196.4
33620000,Куменский муниципальный район,2015,21875.6
33620000,Куменский муниципальный район,2016,23551.2
33620100,Городские поселения Куменского муниципального района/,2012,16107.4
33620100,Городские поселения Куменского муниципального района/,2013,18428.9
33620151,Куменское,2012,15562.1
33620151,Куменское,2013,18435.5
33620154,Нижнеивкинское,2012,17393.4
33620154,Нижнеивкинское,2013,18416.9
33620400,Сельские поселения Куменского муниципального района/,2012,16071.8
33620400,Сельские поселения Куменского муниципального района/,2013,17875.4
33620408,Березниковское,2012,15481.6
33620408,Березниковское,2013,16673.4
33620416,Верхобыстрицкое,2012,9506.3
33620416,Верхобыстрицкое,2013,11754.4
33620420,Вичевское,2012,21403.3
33620420,Вичевское,2013,22973.7
33620421,Вожгальское,2012,14158.0
33620421,Вожгальское,2013,17017.9
33620428,Куменское,2012,14956.5
33620428,Куменское,2013,17220.9
33620432,Рябиновское (Куменское МО),2012,17721.0
33620440,Большеперелазское,2012,10853.9
33620440,Большеперелазское,2013,12621.3
33620444,Речное,2012,8390.5
33620444,Речное,2013,12822.0
33621000,Лебяжский муниципальный район,2012,12306.1
33621000,Лебяжский муниципальный район,2013,14600.1
33621000,Лебяжский муниципальный район,2014,16632.0
33621000,Лебяжский муниципальный район,2015,16336.9
33621000,Лебяжский муниципальный район,2016,17014.1
33621100,Городские поселения Лебяжского муниципального района,2012,11848.8
33621100,Городские поселения Лебяжского муниципального района,2013,14676.7
33621151,Лебяжское,2012,11848.8
33621151,Лебяжское,2013,14676.7
33621400,Сельские поселения Лебяжского муниципального района,2012,15007.8
33621400,Сельские поселения Лебяжского муниципального района,2013,14411.4
33621404,Михеевское,2012,9393.4
33621404,Михеевское,2013,15805.6
33621412,Ветошкинское,2012,12260.4
33621412,Ветошкинское,2013,12141.2
33621416,Вотское,2012,10391.7
33621416,Вотское,2013,0.0
33621426,Изиморское,2012,10194.4
33621426,Изиморское,2013,0.0
33621428,Индыгойское,2012,13236.1
33621428,Индыгойское,2013,0.0
33621432,Кокоревское,2012,16137.5
33621432,Кокоревское,2013,0.0
33621436,Красноярское,2012,17376.1
33621436,Красноярское,2013,0.0
33621440,Кузнецовское,2012,10493.8
33621440,Кузнецовское,2013,0.0
33621444,Лажское,2012,9201.5
33621444,Лажское,2013,12067.2
33621452,Окуневское,2012,9911.1
33621452,Окуневское,2013,0.0
33622000,Лузский муниципальный район,2012,14392.0
33622000,Лузский муниципальный район,2013,16672.7
33622000,Лузский муниципальный район,2014,18482.8
33622000,Лузский муниципальный район,2015,18690.5
33622000,Лузский муниципальный район,2016,20823.3
33622100,Городские поселения Лузского муниципального района,2012,14501.0
33622100,Городские поселения Лузского муниципального района,2013,16765.5
33622101,Лузское,2012,14601.4
33622101,Лузское,2013,17225.7
33622154,Лальское,2012,12380.9
33622154,Лальское,2013,12756.5
33622400,Сельские поселения Лузского муниципального района,2012,8395.9
33622400,Сельские поселения Лузского муниципального района,2013,12389.6
33622412,Грибошинское,2012,7904.2
33622428,Папуловское,2012,8963.1
33622428,Папуловское,2013,12389.6
33622432,Учецкое,2012,10878.6
33622436,Христофоровское,2012,7182.3
33623000,Малмыжский муниципальный район,2012,10044.1
33623000,Малмыжский муниципальный район,2013,13835.0
33623000,Малмыжский муниципальный район,2014,15922.6
33623000,Малмыжский муниципальный район,2015,16899.5
33623000,Малмыжский муниципальный район,2016,18128.1
33623100,Городские поселения Малмыжского муниципального района/,2012,11972.2
33623100,Городские поселения Малмыжского муниципального района/,2013,14233.6
33623101,Малмыжское,2012,11972.2
33623101,Малмыжское,2013,14233.6
33623400,Сельские поселения Малмыжского муниципального района/,2012,8154.3
33623400,Сельские поселения Малмыжского муниципального района/,2013,13475.8
33623404,Аджимское,2012,5863.7
33623404,Аджимское,2013,10219.5
33623408,Арыкское,2012,9136.0
33623408,Арыкское,2013,12117.6
33623412,Большекитякское,2012,9251.9
33623412,Большекитякское,2013,12172.1
33623424,Каксинвайское,2012,9992.0
33623424,Каксинвайское,2013,11761.3
33623428,Калининское,2012,6364.9
33623428,Калининское,2013,8958.6
33623432,Константиновское,2012,10107.4
33623432,Константиновское,2013,12215.3
33623436,Мари-Малмыжское,2012,6447.6
33623436,Мари-Малмыжское,2013,12616.4
33623440,Мелетское,2012,8845.4
33623440,Мелетское,2013,11166.7
33623444,Новосмаильское,2012,8885.5
33623444,Новосмаильское,2013,10140.1
33623448,Плотбищенское,2012,10253.6
33623448,Плотбищенское,2013,14010.5
33623452,Преображенское,2012,9326.7
33623452,Преображенское,2013,13243.1
33623456,Ральниковское,2012,8682.8
33623456,Ральниковское,2013,11632.7
33623460,Рожкинское,2012,10362.8
33623460,Рожкинское,2013,34269.5
33623464,Савальское,2012,10199.6
33623464,Савальское,2013,11108.0
33623470,Староирюкское,2012,9423.5
33623470,Староирюкское,2013,10504.0
33623472,Старотушкинское,2012,7304.8
33623472,Старотушкинское,2013,8131.0
33623476,Тат-Верх-Гоньбинское,2012,7116.2
33623476,Тат-Верх-Гоньбинское,2013,8838.1
33624000,Мурашинский муниципальный район,2012,16605.2
33624000,Мурашинский муниципальный район,2013,18858.6
33624000,Мурашинский муниципальный район,2014,20686.0
33624000,Мурашинский муниципальный район,2015,21656.5
33624000,Мурашинский муниципальный район,2016,23596.4
33624100,Городские поселения Мурашинского муниципального района,2012,18703.9
33624100,Городские поселения Мурашинского муниципального района,2013,22013.9
33624101,Мурашинское,2012,18703.9
33624101,Мурашинское,2013,22013.9
33624400,Сельские поселения Мурашинского муниципального района,2012,12040.6
33624400,Сельские поселения Мурашинского муниципального района,2013,12840.8
33624408,Безбожниковское,2012,12027.1
33624412,Боровицкое,2012,12247.5
33624416,Верхораменское,2012,10884.3
33624424,Даниловское,2012,9713.5
33624428,Староверческое,2012,16375.0
33624430,Октябрьское (Мурашинское МО),2012,11988.3
33624432,Паломохинское,2012,9078.3
33624435,Мурашинское (Мурашинское МО),2013,12840.8
33625000,Нагорский муниципальный район,2012,11965.6
33625000,Нагорский муниципальный район,2013,14651.5
33625000,Нагорский муниципальный район,2014,16547.9
33625000,Нагорский муниципальный район,2015,16931.6
33625000,Нагорский муниципальный район,2016,18026.6
33625100,Городские поселения Нагорского муниципального района/,2012,12796.7
33625100,Городские поселения Нагорского муниципального района/,2013,15367.2
33625151,Нагорское,2012,12796.7
33625151,Нагорское,2013,15367.2
33625400,Сельские поселения Нагорского муниципального района/,2012,9299.3
33625400,Сельские поселения Нагорского муниципального района/,2013,12097.7
33625416,Кобринское,2012,9011.4
33625416,Кобринское,2013,11939.8
33625424,Метелевское,2012,6978.8
33625424,Метелевское,2013,11611.0
33625428,Мулинское,2012,10447.8
33625428,Мулинское,2013,13463.2
33625432,Чеглаковское,2012,8185.3
33625432,Чеглаковское,2013,10615.4
33625444,Синегорское,2012,10710.9
33625444,Синегорское,2013,12912.5
33626000,Немский муниципальный район,2012,12374.3
33626000,Немский муниципальный район,2013,14189.8
33626000,Немский муниципальный район,2014,15972.8
33626000,Немский муниципальный район,2015,17521.4
33626000,Немский муниципальный район,2016,19466.3
33626100,Городские поселения Немского муниципального района,2012,12384.2
33626100,Городские поселения Немского муниципального района,2013,14946.5
33626151,Немское (Немское ГП),2012,12384.2
33626151,Немское (Немское ГП),2013,14946.5
33626400,Сельские поселения Немского муниципального района,2012,12347.7
33626400,Сельские поселения Немского муниципального района,2013,12947.2
33626404,Архангельское,2012,12452.9
33626404,Архангельское,2013,13454.7
33626412,Ильинское,2012,13066.7
33626412,Ильинское,2013,10230.8
33626416,Колобовское,2012,0.0
33626418,Городищенское (Немское МО),2012,0.0
33626420,Марковское,2012,0.0
33626424,Немское (Немское СП),2012,11654.6
33626424,Немское (Немское СП),2013,11316.1
33626432,Соколовское (Немское МО),2012,0.0
33626436,Васильевское,2012,0.0
33627000,Нолинский муниципальный район,2012,12841.9
33627000,Нолинский муниципальный район,2013,14988.7
33627000,Нолинский муниципальный район,2014,16490.0
33627000,Нолинский муниципальный район,2015,17205.2
33627000,Нолинский муниципальный район,2016,18079.7
33627100,Городские поселения Нолинского муниципального района/,2012,13164.1
33627100,Городские поселения Нолинского муниципального района/,2013,15436.9
33627101,Нолинское,2012,12955.1
33627101,Нолинское,2013,15269.2
33627152,Аркульское,2012,18786.9
33627152,Аркульское,2013,18138.5
33627400,Сельские поселения Нолинского муниципального района/,2012,10038.2
33627400,Сельские поселения Нолинского муниципального района/,2013,12135.5
33627418,Красноярское,2012,12663.5
33627418,Красноярское,2013,12511.7
33627420,Кырчанское,2012,9892.5
33627420,Кырчанское,2013,12723.0
33627428,Лудянское,2012,8179.2
33627428,Лудянское,2013,10399.2
33627430,Медведское,2012,11662.1
33627430,Медведское,2013,12093.8
33627432,Рябиновское,2012,8920.0
33627432,Рябиновское,2013,10780.4
33627436,Перевозское,2012,13932.6
33627436,Перевозское,2013,17309.5
33627452,Татауровское,2012,8061.9
33627452,Татауровское,2013,11853.8
33627456,Шварихинское,2012,9870.9
33627456,Шварихинское,2013,11895.0
33628000,Омутнинский муниципальный район,2012,15178.9
33628000,Омутнинский муниципальный район,2013,17412.4
33628000,Омутнинский муниципальный район,2014,18794.9
33628000,Омутнинский муниципальный район,2015,20011.5
33628000,Омутнинский муниципальный район,2016,21715.2
33628100,Городские поселения Омутнинского муниципального района/,2012,15291.1
33628100,Городские поселения Омутнинского муниципального района/,2013,17550.2
33628101,Омутнинское,2012,16460.3
33628101,Омутнинское,2013,18346.5
33628155,Восточное,2012,12644.2
33628155,Восточное,2013,15829.1
33628162,Песковское,2012,10160.5
33628162,Песковское,2013,14529.1
33628400,Сельские поселения Омутнинского муниципального района/,2012,11097.1
33628400,Сельские поселения Омутнинского муниципального района/,2013,13038.6
33628410,Белореченское,2012,11764.2
33628410,Белореченское,2013,14493.5
33628412,Вятское,2012,14888.3
33628412,Вятское,2013,12508.8
33628420,Залазнинское,2012,11374.6
33628420,Залазнинское,2013,13582.4
33628424,Леснополянское,2012,10523.8
33628424,Леснополянское,2013,12984.4
33628430,Чернохолуницкое,2012,9742.4
33628430,Чернохолуницкое,2013,11235.7
33628432,Шахровское,2012,15758.3
33628432,Шахровское,2013,12093.1
33629000,Опаринский муниципальный район,2012,12647.5
33629000,Опаринский муниципальный район,2013,15721.0
33629000,Опаринский муниципальный район,2014,17764.5
33629000,Опаринский муниципальный район,2015,17961.4
33629000,Опаринский муниципальный район,2016,20239.8
33629100,Городские поселения Опаринского муниципального района,2012,12770.5
33629100,Городские поселения Опаринского муниципального района,2013,16211.3
33629151,Опаринское,2012,12770.5
33629151,Опаринское,2013,16211.3
33629400,Сельские поселения Опаринского муниципального района,2012,12475.6
33629400,Сельские поселения Опаринского муниципального района,2013,15323.7
33629404,Альмежское,2012,9858.3
33629404,Альмежское,2013,12526.4
33629408,Вазюкское,2012,9515.8
33629408,Вазюкское,2013,12832.2
33629414,Заринское,2012,11224.5
33629414,Заринское,2013,11492.3
33629424,Маромицкое,2012,11040.3
33629424,Маромицкое,2013,11461.3
33629428,Моломское,2012,10155.6
33629428,Моломское,2013,11295.8
33629434,Речное,2012,13334.3
33629434,Речное,2013,18311.1
33629435,Стрельское,2012,11125.0
33629435,Стрельское,2013,15761.2
33630000,Оричевский муниципальный район,2012,14182.2
33630000,Оричевский муниципальный район,2013,16147.7
33630000,Оричевский муниципальный район,2014,17600.2
33630000,Оричевский муниципальный район,2015,19104.2
33630000,Оричевский муниципальный район,2016,20226.3
33630100,Городские поселения Оричевского муниципального района/,2012,14843.9
33630100,Городские поселения Оричевского муниципального района/,2013,16848.4
33630151,Оричевское,2012,14361.5
33630151,Оричевское,2013,16457.0
33630153,Лёвинское,2012,10238.9
33630153,Лёвинское,2013,13591.6
33630154,Мирнинское,2012,22740.4
33630154,Мирнинское,2013,20664.1
33630157,Стрижевское,2012,13909.1
33630157,Стрижевское,2013,15817.4
33630400,Сельские поселения Оричевского муниципального района/,2012,12924.3
33630400,Сельские поселения Оричевского муниципального района/,2013,14804.1
33630404,Адышевское,2012,12860.0
33630404,Адышевское,2013,14604.4
33630406,Быстрицкое,2012,13975.4
33630406,Быстрицкое,2013,14591.5
33630412,Гарское,2012,14027.2
33630412,Гарское,2013,14682.4
33630416,Истобенское,2012,8771.8
33630416,Истобенское,2013,13790.4
33630420,Коршикское,2012,13230.0
33630420,Коршикское,2013,15943.6
33630424,Кучелаповское,2012,13446.1
33630424,Кучелаповское,2013,15428.8
33630426,Лугоболотное,2012,13157.7
33630426,Лугоболотное,2013,15047.7
33630432,Оричевское (Оричевское МО),2012,10140.0
33630436,Пищальское,2012,11875.0
33630436,Пищальское,2013,14064.6
33630440,Пустошенское,2012,13156.6
33630440,Пустошенское,2013,14223.1
33630444,Спас-Талицкое,2012,8458.1
33630444,Спас-Талицкое,2013,10631.3
33630448,Суводское,2012,8902.9
33630448,Суводское,2013,9692.1
33630450,Торфяное,2012,14014.3
33630450,Торфяное,2013,17266.3
33630452,Усовское,2012,11520.1
33630452,Усовское,2013,13107.5
33630456,Шалеговское,2012,9105.8
33630456,Шалеговское,2013,13200.4
33631000,Пижанский муниципальный район,2012,11715.8
33631000,Пижанский муниципальный район,2013,14536.6
33631000,Пижанский муниципальный район,2014,17038.0
33631000,Пижанский муниципальный район,2015,18474.8
33631000,Пижанский муниципальный район,2016,20121.9
33631100,Городские поселения Пижанского муниципального района,2012,12409.6
33631100,Городские поселения Пижанского муниципального района,2013,15819.4
33631151,Пижанское,2012,12409.6
33631151,Пижанское,2013,15819.4
33631400,Сельские поселения Пижанского муниципального района,2012,10084.3
33631400,Сельские поселения Пижанского муниципального района,2013,12490.7
33631404,Ахмановское,2012,9254.9
33631404,Ахмановское,2013,11951.4
33631408,Безводнинское,2012,9553.2
33631408,Безводнинское,2013,14122.5
33631412,Войское,2012,6951.6
33631412,Войское,2013,10135.5
33631416,Ижевское,2012,12817.2
33631416,Ижевское,2013,14690.8
33631436,Обуховское,2012,9189.3
33631436,Обуховское,2013,11477.2
33632000,Подосиновский муниципальный район,2012,14603.5
33632000,Подосиновский муниципальный район,2013,17553.8
33632000,Подосиновский муниципальный район,2014,18299.5
33632000,Подосиновский муниципальный район,2015,19030.9
33632000,Подосиновский муниципальный район,2016,20458.8
33632100,Городские поселения Подосиновского муниципального района/,2012,14426.5
33632100,Городские поселения Подосиновского муниципального района/,2013,17446.3
33632151,Подосиновское,2012,14680.0
33632151,Подосиновское,2013,17591.6
33632154,Демьяновское,2012,15036.0
33632154,Демьяновское,2013,17716.2
33632157,Пинюгское,2012,10557.6
33632157,Пинюгское,2013,12859.1
33632400,Сельские поселения Подосиновского муниципального района/,2012,17669.7
33632400,Сельские поселения Подосиновского муниципального района/,2013,19831.2
33632404,Лунданское,2012,14972.2
33632412,Зареченское,2012,14157.2
33632416,Октябрьское (Подосиновское МО),2012,9482.3
33632424,Пушемское,2012,35785.5
33632424,Пушемское,2013,26506.1
33632428,Утмановское,2012,10206.3
33632428,Утмановское,2013,14985.2
33632432,Шолгское,2012,18244.4
33632436,Щеткинское,2012,9409.7
33632440,Яхреньгское,2012,10653.3
33632440,Яхреньгское,2013,13165.8
33633000,Санчурский муниципальный район,2012,10952.2
33633000,Санчурский муниципальный район,2013,13242.3
33633000,Санчурский муниципальный район,2014,15015.0
33633000,Санчурский муниципальный район,2015,15569.7
33633000,Санчурский муниципальный район,2016,16145.4
33633100,Городские поселения Санчурского муниципального района,2012,11605.6
33633100,Городские поселения Санчурского муниципального района,2013,14368.8
33633151,Санчурское,2012,11605.6
33633151,Санчурское,2013,14368.8
33633400,Сельские поселения Санчурского муниципального района,2012,7786.4
33633400,Сельские поселения Санчурского муниципального района,2013,10115.8
33633418,Городищенское (Санчурское МО),2012,9061.2
33633418,Городищенское (Санчурское МО),2013,10438.9
33633432,Корляковское,2012,7925.0
33633432,Корляковское,2013,10309.9
33633444,Люмпанурское,2012,6708.3
33633444,Люмпанурское,2013,9546.4
33633448,Матвинурское,2012,9082.8
33633448,Матвинурское,2013,9220.5
33633452,Сметанинское,2012,5847.7
33633452,Сметанинское,2013,10107.5
33633456,Шишовское,2012,6416.5
33633456,Шишовское,2013,10744.1
33634000,Свечинский муниципальный район,2012,11381.8
33634000,Свечинский муниципальный район,2013,14176.7
33634000,Свечинский муниципальный район,2014,15140.8
33634000,Свечинский муниципальный район,2015,15652.9
33634000,Свечинский муниципальный район,2016,17265.2
33634100,Городские поселения Свечинского муниципального района,2012,11377.7
33634100,Городские поселения Свечинского муниципального района,2013,14253.0
33634151,Свечинское (Свечинское ГП),2012,11377.7
33634151,Свечинское (Свечинское ГП),2013,14253.0
33634400,Сельские поселения Свечинского муниципального района,2012,11818.8
33634400,Сельские поселения Свечинского муниципального района,2013,13024.7
33634404,Благовещенское,2012,0.0
33634412,Круглыжское,2012,0.0
33634416,Октябрьское (Свечинское МО),2012,0.0
33634428,Свечинское,2012,0.0
33634444,Шмелевское,2012,0.0
33634448,Свечинское (Свечинское СП),2012,11818.8
33634448,Свечинское (Свечинское СП),2013,13024.7
33635000,Слободской муниципальный район,2012,12748.3
33635000,Слободской муниципальный район,2013,14691.9
33635000,Слободской муниципальный район,2014,16938.0
33635000,Слободской муниципальный район,2015,17701.8
33635000,Слободской муниципальный район,2016,19039.4
33635100,Городские поселения Слободского муниципального района/,2012,12456.6
33635100,Городские поселения Слободского муниципального района/,2013,14429.2
33635153,Вахрушевское,2012,12456.6
33635153,Вахрушевское,2013,14429.2
33635400,Сельские поселения Слободского муниципального района/,2012,13011.6
33635400,Сельские поселения Слободского муниципального района/,2013,15001.8
33635402,Бобинское,2012,14454.4
33635402,Бобинское,2013,16344.0
33635404,Денисовское,2012,11190.4
33635404,Денисовское,2013,14091.4
33635412,Закаринское,2012,12348.0
33635412,Закаринское,2013,13853.3
33635416,Ильинское,2012,10589.7
33635416,Ильинское,2013,13124.8
33635420,Сухоборское,2012,9899.3
33635424,Каринское,2012,8947.0
33635424,Каринское,2013,11231.4
33635432,Ленинское,2012,11587.3
33635432,Ленинское,2013,15045.2
33635436,Озерницкое,2012,10993.8
33635436,Озерницкое,2013,12035.6
33635440,Октябрьское,2012,9447.6
33635440,Октябрьское,2013,12406.1
33635446,Светозаревское,2012,10558.6
33635446,Светозаревское,2013,14411.4
33635452,Шиховское,2012,13807.4
33635452,Шиховское,2013,15981.7
33635456,Стуловское,2012,12717.9
33635456,Стуловское,2013,15140.0
33635460,Шестаковское,2012,14952.7
33635460,Шестаковское,2013,15242.9
33636000,Советский муниципальный район,2012,13455.2
33636000,Советский муниципальный район,2013,14902.1
33636000,Советский муниципальный район,2014,16332.5
33636000,Советский муниципальный район,2015,16927.6
33636000,Советский муниципальный район,2016,18529.1
33636100,Городские поселения Советского муниципального района/,2012,13699.6
33636100,Городские поселения Советского муниципального района/,2013,15358.8
33636101,Советское,2012,13699.6
33636101,Советское,2013,15358.8
33636400,Сельские поселения Советского муниципального района/,2012,12688.5
33636400,Сельские поселения Советского муниципального района/,2013,13821.7
33636420,Зашижемское,2012,8950.0
33636420,Зашижемское,2013,12057.0
33636424,Ильинское,2012,10409.0
33636424,Ильинское,2013,12664.4
33636428,Кичминское,2012,9180.0
33636428,Кичминское,2013,10447.5
33636436,Колянурское,2012,19907.5
33636436,Колянурское,2013,20894.6
33636440,Лесниковское,2012,7848.3
33636440,Лесниковское,2013,14607.0
33636444,Лошкаринское,2012,10247.6
33636444,Лошкаринское,2013,11246.4
33636448,Мокинское,2012,10571.8
33636448,Мокинское,2013,12173.4
33636452,Мушинское,2012,6984.7
33636456,Прозоровское,2012,9436.3
33636456,Прозоровское,2013,12354.2
33636460,Греховское,2012,8462.6
33636460,Греховское,2013,10981.2
33636464,Родыгинское,2012,12176.2
33636464,Родыгинское,2013,12464.0
33637000,Сунский муниципальный район,2012,12620.3
33637000,Сунский муниципальный район,2013,15347.7
33637000,Сунский муниципальный район,2014,17021.1
33637000,Сунский муниципальный район,2015,17905.7
33637000,Сунский муниципальный район,2016,19587.3
33637100,Городские поселения Сунского муниципального района/,2012,11918.7
33637100,Городские поселения Сунского муниципального района/,2013,15454.6
33637151,Сунское,2012,11918.7
33637151,Сунское,2013,15454.6
33637400,Сельские поселения Сунского муниципального района/,2012,13888.9
33637400,Сельские поселения Сунского муниципального района/,2013,15198.4
33637406,Кокуйское,2012,10836.3
33637406,Кокуйское,2013,11969.3
33637412,Курчумское,2012,11836.1
33637412,Курчумское,2013,11406.0
33637428,Большевистское,2012,15311.6
33637428,Большевистское,2013,16804.7
33638000,Тужинский муниципальный район,2012,11482.1
33638000,Тужинский муниципальный район,2013,13699.0
33638000,Тужинский муниципальный район,2014,15035.5
33638000,Тужинский муниципальный район,2015,15934.3
33638000,Тужинский муниципальный район,2016,16539.8
33638100,Городские поселения Тужинского муниципального района/,2012,11477.2
33638100,Городские поселения Тужинского муниципального района/,2013,14053.7
33638151,Тужинское,2012,11477.2
33638151,Тужинское,2013,14053.7
33638400,Сельские поселения Тужинского муниципального района/,2012,11524.7
33638400,Сельские поселения Тужинского муниципального района/,2013,12187.7
33638416,Грековское,2012,8210.7
33638416,Грековское,2013,12002.6
33638424,Караванское,2012,11091.7
33638428,Михайловское,2012,9611.1
33638428,Михайловское,2013,10136.4
33638436,Ныровское,2012,11942.8
33638436,Ныровское,2013,12382.8
33638440,Пачинское,2012,9538.9
33638440,Пачинское,2013,11937.6
33640000,Унинский муниципальный район,2012,11796.6
33640000,Унинский муниципальный район,2013,14137.5
33640000,Унинский муниципальный район,2014,16315.5
33640000,Унинский муниципальный район,2015,17024.7
33640000,Унинский муниципальный район,2016,17945.5
33640100,Городские поселения Унинского муниципального района,2012,12372.7
33640100,Городские поселения Унинского муниципального района,2013,15288.7
33640151,Унинское,2012,12372.7
33640151,Унинское,2013,15288.7
33640400,Сельские поселения Унинского муниципального района,2012,7744.2
33640400,Сельские поселения Унинского муниципального района,2013,11080.3
33640402,Астраханское,2012,6908.9
33640402,Астраханское,2013,11676.9
33640412,Елганское,2012,6634.1
33640412,Елганское,2013,9068.2
33640414,Канахинское,2012,10540.5
33640414,Канахинское,2013,12030.0
33640420,Комаровское,2012,9746.1
33640420,Комаровское,2013,11445.8
33640424,Малополомское,2012,12154.2
33640424,Малополомское,2013,13170.4
33640428,Порезское,2012,8366.7
33640428,Порезское,2013,12902.0
33640436,Сардыкское,2012,15566.7
33640436,Сардыкское,2013,12531.5
33640440,Сосновское (Унинское МО),2012,15536.1
33640440,Сосновское (Унинское МО),2013,11613.0
33641000,Уржумский муниципальный район,2012,14199.9
33641000,Уржумский муниципальный район,2013,15966.1
33641000,Уржумский муниципальный район,2014,17347.4
33641000,Уржумский муниципальный район,2015,18130.7
33641000,Уржумский муниципальный район,2016,20283.6
33641100,Городские поселения Уржумского муниципального района/,2012,14777.1
33641100,Городские поселения Уржумского муниципального района/,2013,16252.9
33641101,Уржумское,2012,14777.1
33641101,Уржумское,2013,16252.9
33641400,Сельские поселения Уржумского муниципального района/,2012,13007.3
33641400,Сельские поселения Уржумского муниципального района/,2013,15401.9
33641404,Андреевское,2012,8176.0
33641404,Андреевское,2013,0.0
33641408,Байсинское,2012,7881.5
33641408,Байсинское,2013,10459.1
33641412,Богдановское,2012,7496.2
33641412,Богдановское,2013,0.0
33641416,Большеройское,2012,9728.3
33641416,Большеройское,2013,12459.9
33641420,Буйское,2012,9616.5
33641420,Буйское,2013,11685.0
33641432,Лазаревское,2012,32820.9
33641432,Лазаревское,2013,35639.6
33641436,Лебедевское,2012,9011.9
33641436,Лебедевское,2013,0.0
33641440,Лопьяльское,2012,8368.4
33641440,Лопьяльское,2013,10637.6
33641452,Петровское,2012,9341.0
33641452,Петровское,2013,11127.5
33641454,Петряевское,2012,9541.7
33641454,Петряевское,2013,0.0
33641456,Пиляндышевское,2012,9629.6
33641456,Пиляндышевское,2013,11024.8
33641460,Рождественское (Уржумское МО),2012,12289.9
33641460,Рождественское (Уржумское МО),2013,0.0
33641464,Рублевское,2012,10679.2
33641464,Рублевское,2013,11667.9
33641468,ND,2012,6459.2
33641468,ND,2013,0.0
33641472,Русско-Турекское,2012,8921.8
33641472,Русско-Турекское,2013,10693.7
33641476,Савиновское,2012,8816.4
33641476,Савиновское,2013,11703.1
33641480,Донауровское,2012,8020.2
33641480,Донауровское,2013,9667.8
33641484,Цепочкинское,2012,12160.0
33641484,Цепочкинское,2013,0.0
33641488,Шевнинское,2012,8614.8
33641488,Шевнинское,2013,0.0
33641492,Шурминское,2012,9384.7
33641492,Шурминское,2013,11684.1
33641496,Уржумское,2013,12667.2
33643000,Фаленский муниципальный район,2012,11431.6
33643000,Фаленский муниципальный район,2013,13375.0
33643000,Фаленский муниципальный район,2014,15863.3
33643000,Фаленский муниципальный район,2015,17009.7
33643000,Фаленский муниципальный район,2016,18177.7
33643100,Городские поселения Фаленского муниципального района,2012,12604.1
33643100,Городские поселения Фаленского муниципального района,2013,14912.1
33643151,Фаленское,2012,12604.1
33643151,Фаленское,2013,14912.1
33643400,Сельские поселения Фаленского муниципального района,2012,8802.2
33643400,Сельские поселения Фаленского муниципального района,2013,11118.2
33643416,Верхосунское (Фаленское МО),2012,9699.6
33643416,Верхосунское (Фаленское МО),2013,11242.3
33643424,Левановское,2012,9876.0
33643424,Левановское,2013,11973.8
33643428,Медвеженское,2012,7392.8
