oktmo,name,year,avgsalary
97629460,Эльбарусовское,2013,12099.0
97629465,Большешигаевское,2013,11418.2
97632000,Моргаушский муниципальный район,2013,18068.4
97632000,Моргаушский муниципальный район,2014,19503.5
97632000,Моргаушский муниципальный район,2015,18390.8
97632000,Моргаушский муниципальный район,2016,18995.5
97632410,Александровское,2013,8975.4
97632420,Большесундырское,2013,15589.5
97632425,Ильинское,2013,13406.1
97632430,Кадикасинское,2013,15377.0
97632435,Моргаушское,2013,17701.4
97632440,Москакасинское,2013,33274.3
97632445,Орининское,2013,14449.5
97632455,Сятракасинское,2013,10008.9
97632460,Тораевское,2013,10121.8
97632463,Хорнойское,2013,12939.2
97632465,Чуманкасинское,2013,13519.9
97632470,Шатьмапосинское,2013,13656.8
97632480,Юнгинское,2013,14350.9
97632485,Юськасинское,2013,11336.4
97632488,Ярабайкасинское,2013,13870.2
97632490,Ярославское,2013,14105.4
97635000,Порецкий муниципальный район,2013,16727.4
97635000,Порецкий муниципальный район,2014,18046.9
97635000,Порецкий муниципальный район,2015,17820.3
97635000,Порецкий муниципальный район,2016,18364.7
97635405,Анастасовское,2013,18223.9
97635420,Козловское.,2013,14694.8
97635425,Кудеихинское,2013,15469.9
97635430,Мишуковское,2013,16240.3
97635435,Напольновское,2013,15634.8
97635440,Никулинское,2013,12723.7
97635445,Октябрьское,2013,16418.6
97635455,Порецкое,2013,16992.9
97635465,Семеновское,2013,15024.2
97635470,Сиявское,2013,11008.3
97635480,Сыресинское,2013,13702.2
97635485,Рындинское,2013,11965.7
97638000,Урмарский муниципальный район,2013,15062.6
97638000,Урмарский муниципальный район,2014,16092.5
97638000,Урмарский муниципальный район,2015,16397.2
97638000,Урмарский муниципальный район,2016,17197.3
97638151,Урмарское,2013,15846.7
97638405,Арабосинское,2013,12040.8
97638408,Бишевское,2013,11760.1
97638410,Большечакинское,2013,12812.5
97638415,Большеяниковское,2013,15275.2
97638425,Ковалинское,2013,13058.3
97638430,Кудеснерское,2013,12673.1
97638432,Кульгешское,2013,13583.1
97638435,Мусирминское,2013,14403.0
97638440,Староурмарское,2013,13182.7
97638445,Тегешевское,2013,13646.5
97638450,Челкасинское,2013,13698.5
97638455,Чубаевское,2013,14729.3
97638460,Шигалинское,2013,12956.7
97638462,Шихабыловское,2013,13861.0
97638465,Шоркистринское,2013,13496.9
97641000,Цивильский муниципальный район,2013,17893.1
97641000,Цивильский муниципальный район,2014,18998.6
97641000,Цивильский муниципальный район,2015,19639.6
97641000,Цивильский муниципальный район,2016,19545.7
97641101,Цивильское,2013,18030.2
97641404,Богатыревское,2013,13054.4
97641408,Первостепановское,2013,12551.2
97641412,Булдеевское,2013,12683.0
97641420,Игорварское,2013,14779.7
97641424,Опытное,2013,14130.1
97641432,Медикасинское,2013,10586.5
97641434,Михайловское,2013,14099.1
97641437,Малоянгорчинское,2013,14122.1
97641440,Второвурманкасинское,2013,14381.8
97641444,Поваркасинское,2013,13122.9
97641448,Рындинское.,2013,10519.1
97641452,Конарское,2013,33258.4
97641464,Тувсинское,2013,12916.3
97641468,Таушкасинское,2013,16325.9
97641475,Чиричкасинское,2013,13135.6
97641480,Чурачикское,2013,17791.4
97644000,Чебоксарский муниципальный район,2013,17356.7
97644000,Чебоксарский муниципальный район,2014,18714.6
97644000,Чебоксарский муниципальный район,2015,19668.7
97644000,Чебоксарский муниципальный район,2016,20368.8
97644404,Абашевское,2013,13717.7
97644408,Акулевское,2013,11628.4
97644416,Большекатрасьское,2013,16875.5
97644420,ND,2013,14975.3
97644428,Ишакское,2013,10348.4
97644432,Ишлейское,2013,16883.4
97644440,Кшаушское,2013,16053.1
97644442,Кугесьское,2013,18698.8
97644444,Лапсарское,2013,19062.7
97644448,Атлашевское,2013,15176.3
97644452,Сарабакасинское,2013,13225.0
97644454,Сирмапосинское,2013,15175.7
97644456,ND,2013,24579.0
97644460,Синьяльское,2013,18949.5
97644482,Чиршкасинское,2013,16008.0
97644484,Шинерпосинское,2013,15996.6
97644488,Янышское,2013,15307.3
97647000,Шемуршинский муниципальный район,2013,14432.8
97647000,Шемуршинский муниципальный район,2014,15921.5
97647000,Шемуршинский муниципальный район,2015,15995.5
97647000,Шемуршинский муниципальный район,2016,16600.3
97647410,ND,2013,13888.8
97647417,Большебуяновское,2013,12382.9
97647422,ND,2013,11961.0
97647428,Малобуяновское,2013,12784.1
97647442,Старочукальское,2013,12950.3
97647448,Трехбалтаевское,2013,12642.8
97647455,ND,2013,13571.9
97647460,Чукальское,2013,11405.8
97647464,Шемуршинское,2013,15255.0
97650000,Шумерлинский муниципальный район,2013,13670.5
97650000,Шумерлинский муниципальный район,2014,15410.5
97650000,Шумерлинский муниципальный район,2015,15564.1
97650000,Шумерлинский муниципальный район,2016,16121.9
97650405,Большеалгашинское,2013,11320.8
97650410,Егоркинское,2013,14798.3
97650415,Краснооктябрьское,2013,13865.9
97650420,Магаринское,2013,14733.8
97650430,Нижнекумашкинское,2013,12491.7
97650440,ND,2013,14554.4
97650445,Торханское,2013,11554.6
97650450,Туванское,2013,13252.6
97650455,Ходарское,2013,14680.0
97650460,Шумерлинское,2013,13903.4
97650465,Юманайское,2013,14712.7
97653000,Ядринский муниципальный район,2013,16030.6
97653000,Ядринский муниципальный район,2014,17876.7
97653000,Ядринский муниципальный район,2015,17630.9
97653000,Ядринский муниципальный район,2016,19702.0
97653101,Ядринское,2013,18245.2
97653410,Большесундырское.,2013,11641.0
97653415,Большечурашевское,2013,13195.2
97653420,Большешемердянское,2013,8899.5
97653425,Иваньковское,2013,13737.2
97653435,Кильдишевское,2013,10887.5
97653440,Кукшумское,2013,8215.8
97653445,Малокарачкинское,2013,13196.5
97653448,Мочарское,2013,9485.8
97653450,Николаевское,2013,12839.0
97653455,Персирланское,2013,11246.3
97653460,Советское,2013,13300.8
97653465,Старотиньгешское,2013,15194.3
97653470,Стрелецкое,2013,9163.9
97653475,Хочашевское,2013,12427.0
97653480,Чебаковское,2013,9006.7
97653485,Ювановское,2013,11248.5
97653490,Ядринское.,2013,15361.6
97655000,Яльчикский муниципальный район,2013,14831.2
97655000,Яльчикский муниципальный район,2014,16009.4
97655000,Яльчикский муниципальный район,2015,16286.6
97655000,Яльчикский муниципальный район,2016,17361.2
97655405,Большетаябинское,2013,13728.6
97655410,Большеяльчикское,2013,14873.2
97655415,Кильдюшевское,2013,14742.7
97655420,ND,2013,12570.2
97655425,Малотаябинское,2013,14127.2
97655430,Новошимкусское,2013,15326.0
97655435,Сабанчинское,2013,13687.3
97655440,Яльчикское,2013,15298.9
97655445,Янтиковское,2013,13185.1
97658000,Янтиковский муниципальный район,2013,14093.6
97658000,Янтиковский муниципальный район,2014,15454.8
97658000,Янтиковский муниципальный район,2015,15773.5
97658000,Янтиковский муниципальный район,2016,16247.2
97658405,Алдиаровское,2013,11912.8
97658410,Индырчское,2013,13450.6
97658415,Можарское,2013,13002.5
97658420,Новобуяновское,2013,12136.5
97658425,Турмышское,2013,12019.8
97658430,Тюмеревское,2013,11222.7
97658435,Чутеевское,2013,11897.2
97658440,Шимкусское,2013,11679.8
97658445,Янтиковское.,2013,14850.3
97658450,ND,2013,12108.3
97701000,город Чебоксары,2013,23807.8
97701000,город Чебоксары,2014,25620.9
97701000,город Чебоксары,2015,26288.4
97701000,город Чебоксары,2016,28372.5
97704000,город Алатырь,2013,17482.7
97704000,город Алатырь,2014,18442.4
97704000,город Алатырь,2015,19407.5
97704000,город Алатырь,2016,20617.2
97707000,город Канаш,2013,19957.6
97707000,город Канаш,2014,20597.6
97707000,город Канаш,2015,20043.1
97707000,город Канаш,2016,21514.4
97710000,город Новочебоксарск,2013,20722.2
97710000,город Новочебоксарск,2014,22301.1
97710000,город Новочебоксарск,2015,22635.5
97710000,город Новочебоксарск,2016,23722.9
97713000,город Шумерля,2013,19448.4
97713000,город Шумерля,2014,22627.2
97713000,город Шумерля,2015,23961.0
97713000,город Шумерля,2016,27023.0
98601000,Абыйский муниципальный район,2013,38397.5
98601000,Абыйский муниципальный район,2014,42953.9
98601000,Абыйский муниципальный район,2015,47809.9
98601000,Абыйский муниципальный район,2016,50652.0
98603000,Алданский муниципальный район,2013,46502.2
98603000,Алданский муниципальный район,2014,50430.9
98603000,Алданский муниципальный район,2015,52173.9
98603000,Алданский муниципальный район,2016,55621.7
98604000,Таттинский муниципальный район,2013,30764.9
98604000,Таттинский муниципальный район,2014,35015.3
98604000,Таттинский муниципальный район,2015,38384.7
98604000,Таттинский муниципальный район,2016,40022.0
98606000,Аллаиховский муниципальный район,2013,44887.8
98606000,Аллаиховский муниципальный район,2014,50208.4
98606000,Аллаиховский муниципальный район,2015,52662.6
98606000,Аллаиховский муниципальный район,2016,57023.1
98608000,Амгинский муниципальный район,2013,28899.6
98608000,Амгинский муниципальный район,2014,33634.0
98608000,Амгинский муниципальный район,2015,37459.9
98608000,Амгинский муниципальный район,2016,38792.5
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2013,69805.6
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2014,84417.5
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2015,92298.6
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2016,96167.7
98612000,Булунский муниципальный район,2013,38484.1
98612000,Булунский муниципальный район,2014,53359.3
98612000,Булунский муниципальный район,2015,60825.7
98612000,Булунский муниципальный район,2016,63299.2
98614000,Верхневилюйский муниципальный район,2013,31644.7
98614000,Верхневилюйский муниципальный район,2014,35272.8
98614000,Верхневилюйский муниципальный район,2015,38146.9
98614000,Верхневилюйский муниципальный район,2016,40597.7
98615000,Верхнеколымский муниципальный район,2013,43815.6
98615000,Верхнеколымский муниципальный район,2014,50329.5
98615000,Верхнеколымский муниципальный район,2015,52358.5
98615000,Верхнеколымский муниципальный район,2016,55921.5
98616000,Верхоянский муниципальный район,2013,35498.3
98616000,Верхоянский муниципальный район,2014,40263.9
98616000,Верхоянский муниципальный район,2015,43029.9
98616000,Верхоянский муниципальный район,2016,45504.7
98618000,Вилюйский муниципальный район,2013,32540.6
98618000,Вилюйский муниципальный район,2014,38057.1
98618000,Вилюйский муниципальный район,2015,40728.1
98618000,Вилюйский муниципальный район,2016,42580.8
98620000,Горный муниципальный район,2013,31013.1
98620000,Горный муниципальный район,2014,37104.1
98620000,Горный муниципальный район,2015,38631.2
98620000,Горный муниципальный район,2016,38754.2
98622000,Жиганский национальный эвенкийский муниципальный район,2013,44802.4
98622000,Жиганский национальный эвенкийский муниципальный район,2014,41503.0
98622000,Жиганский национальный эвенкийский муниципальный район,2015,45474.1
98622000,Жиганский национальный эвенкийский муниципальный район,2016,47361.0
98624000,Кобяйский муниципальный район,2013,32292.7
98624000,Кобяйский муниципальный район,2014,37469.9
98624000,Кобяйский муниципальный район,2015,39971.0
98624000,Кобяйский муниципальный район,2016,41932.7
98626000,Нюрбинский муниципальный район,2013,46012.9
98626000,Нюрбинский муниципальный район,2014,49976.2
98626000,Нюрбинский муниципальный район,2015,53515.3
98626000,Нюрбинский муниципальный район,2016,58642.0
98627000,Ленский муниципальный район,2013,68814.1
98627000,Ленский муниципальный район,2014,72183.8
98627000,Ленский муниципальный район,2015,76540.0
98627000,Ленский муниципальный район,2016,79828.4
98629000,Мегино-Кангаласский муниципальный район,2013,30174.1
98629000,Мегино-Кангаласский муниципальный район,2014,35818.7
98629000,Мегино-Кангаласский муниципальный район,2015,38647.0
98629000,Мегино-Кангаласский муниципальный район,2016,40688.0
98631000,Мирнинский муниципальный район,2013,79532.6
98631000,Мирнинский муниципальный район,2014,84518.6
98631000,Мирнинский муниципальный район,2015,89151.7
98631000,Мирнинский муниципальный район,2016,101371.9
98633000,Момский муниципальный район,2013,30285.5
98633000,Момский муниципальный район,2014,36381.4
98633000,Момский муниципальный район,2015,38580.1
98633000,Момский муниципальный район,2016,42176.3
98635000,Намский муниципальный район,2013,31505.4
98635000,Намский муниципальный район,2014,35414.9
98635000,Намский муниципальный район,2015,38341.6
98635000,Намский муниципальный район,2016,41112.9
98637000,Нижнеколымский муниципальный район,2013,40053.6
98637000,Нижнеколымский муниципальный район,2014,46001.0
98637000,Нижнеколымский муниципальный район,2015,49414.5
98637000,Нижнеколымский муниципальный район,2016,52290.4
98639000,Оймяконский муниципальный район,2013,59030.7
98639000,Оймяконский муниципальный район,2014,56488.3
98639000,Оймяконский муниципальный район,2015,67879.5
98639000,Оймяконский муниципальный район,2016,77926.3
98641000,Олекминский муниципальный район,2013,38019.5
98641000,Олекминский муниципальный район,2014,50283.9
98641000,Олекминский муниципальный район,2015,52829.7
98641000,Олекминский муниципальный район,2016,58126.9
98642000,Оленекский эвенкийский национальный муниципальный район,2013,35908.7
98642000,Оленекский эвенкийский национальный муниципальный район,2014,48865.7
98642000,Оленекский эвенкийский национальный муниципальный район,2015,60660.9
98642000,Оленекский эвенкийский национальный муниципальный район,2016,69841.3
98644000,Хангаласский муниципальный район,2013,33892.3
98644000,Хангаласский муниципальный район,2014,38948.8
98644000,Хангаласский муниципальный район,2015,40220.8
98644000,Хангаласский муниципальный район,2016,41924.7
98646000,Среднеколымский муниципальный район,2013,37436.7
98646000,Среднеколымский муниципальный район,2014,41295.6
98646000,Среднеколымский муниципальный район,2015,44021.6
98646000,Среднеколымский муниципальный район,2016,45234.9
98648000,Сунтарский муниципальный район,2013,30730.0
98648000,Сунтарский муниципальный район,2014,36693.0
98648000,Сунтарский муниципальный район,2015,37730.9
98648000,Сунтарский муниципальный район,2016,39803.0
98650000,Томпонский муниципальный район,2013,41808.8
98650000,Томпонский муниципальный район,2014,43821.7
98650000,Томпонский муниципальный район,2015,45364.7
98650000,Томпонский муниципальный район,2016,49669.1
98652000,Усть-Алданский муниципальный район,2013,30098.2
98652000,Усть-Алданский муниципальный район,2014,35490.7
98652000,Усть-Алданский муниципальный район,2015,37344.4
98652000,Усть-Алданский муниципальный район,2016,38699.5
98654000,Усть-Майский муниципальный район,2013,37679.0
98654000,Усть-Майский муниципальный район,2014,42528.6
98654000,Усть-Майский муниципальный район,2015,43686.6
98654000,Усть-Майский муниципальный район,2016,47651.0
98656000,Усть-Янский муниципальный район,2013,41376.9
98656000,Усть-Янский муниципальный район,2014,45222.5
98656000,Усть-Янский муниципальный район,2015,50231.3
98656000,Усть-Янский муниципальный район,2016,54981.4
98658000,Чурапчинский муниципальный район,2013,30992.2
98658000,Чурапчинский муниципальный район,2014,34665.8
98658000,Чурапчинский муниципальный район,2015,37337.2
98658000,Чурапчинский муниципальный район,2016,38114.8
98659000,Эвено-Бытантайский национальный муниципальный район,2013,30721.9
98659000,Эвено-Бытантайский национальный муниципальный район,2014,34392.6
98659000,Эвено-Бытантайский национальный муниципальный район,2015,37071.1
98659000,Эвено-Бытантайский национальный муниципальный район,2016,37696.9
98660000,Нерюнгринский муниципальный район,2013,47298.3
98660000,Нерюнгринский муниципальный район,2014,52709.9
98660000,Нерюнгринский муниципальный район,2015,57925.1
98660000,Нерюнгринский муниципальный район,2016,62152.5
98701000,город Якутск,2013,50424.9
98701000,город Якутск,2014,54898.4
98701000,город Якутск,2015,57718.1
98701000,город Якутск,2016,61087.0
98702000,Жатай,2013,37268.1
98702000,Жатай,2014,43440.7
98702000,Жатай,2015,47679.3
98702000,Жатай,2016,50248.7
99605000,Биробиджанский муниципальный район,2013,22617.4
99605000,Биробиджанский муниципальный район,2014,25258.4
99605000,Биробиджанский муниципальный район,2015,25535.9
99605000,Биробиджанский муниципальный район,2016,26747.0
99605400,Сельские поселения Биробиджанского муниципального района/,2013,22617.4
99605405,Бирофельдское,2013,17402.3
99605412,Валдгеймское,2013,22130.5
99605415,Надеждинское,2013,21105.8
99605420,Дубовское,2013,20571.9
99605440,Найфельдское,2013,16726.9
99605445,Птичнинское,2013,25315.9
99610000,Ленинский муниципальный район,2013,22123.3
99610000,Ленинский муниципальный район,2014,22720.7
99610000,Ленинский муниципальный район,2015,25185.4
99610000,Ленинский муниципальный район,2016,27887.3
99610400,Сельские поселения Ленинского муниципального района/,2013,22123.3
99610405,Бабстовское,2013,18716.2
99610412,Биджанское,2013,29694.0
99610430,Дежневское,2013,16749.6
99610455,Лазаревское,2013,13467.5
99610460,Ленинское,2013,21612.0
99620000,Облученский муниципальный район,2013,31856.7
99620000,Облученский муниципальный район,2014,34618.9
99620000,Облученский муниципальный район,2015,36386.6
99620000,Облученский муниципальный район,2016,38223.1
99620100,Городские поселения Облученского муниципального района/,2013,33305.8
99620101,Облученское,2013,38755.2
99620153,Бирское,2013,36723.8
99620156,Бираканское,2013,19092.2
99620159,Известковское,2013,34446.4
99620162,Кульдурское,2013,19614.0
99620170,Теплоозерское,2013,22478.2
99620400,Сельские поселения Облученского муниципального района/,2013,10247.5
99620440,Пашковское,2013,9354.1
99620450,Раддевское,2013,19899.8
99625000,Октябрьский муниципальный район,2013,19173.2
99625000,Октябрьский муниципальный район,2014,21697.9
99625000,Октябрьский муниципальный район,2015,23208.3
99625000,Октябрьский муниципальный район,2016,23720.1
99625400,Сельские поселения Октябрьского муниципального района/,2013,19173.2
99625405,Амурзетское,2013,20822.6
99625435,Нагибовское,2013,14910.1
99625440,Полевское,2013,10945.8
99630000,Смидовичский муниципальный район,2013,29791.7
99630000,Смидовичский муниципальный район,2014,31080.1
99630000,Смидовичский муниципальный район,2015,33625.6
99630000,Смидовичский муниципальный район,2016,36347.0
99630100,Городские поселения Смидовичского муниципального района/,2013,30536.7
99630151,Смидовичское,2013,34562.3
99630155,Волочаевское,2013,23157.0
99630160,Николаевское,2013,20938.2
99630165,Приамурское,2013,21909.9
99630400,Сельские поселения Смидовичского муниципального района/,2013,20501.0
99630425,Камышовское,2013,18664.4
99630440,Волочаевское,2013,23099.5
99700000,Городские округа Еврейской автономной области/,2013,31432.9
99700000,Городские округа Еврейской автономной области/,2014,33460.7
99700000,Городские округа Еврейской автономной области/,2015,34495.9
99700000,Городские округа Еврейской автономной области/,2016,35765.0
99701000,город Биробиджан,2013,31432.9
99701000,город Биробиджан,2014,33460.7
99701000,город Биробиджан,2015,34495.9
99701000,город Биробиджан,2016,35765.0
1512000,Залесовский муниципальный округ,2022,32600.0
1601000,Алейский муниципальный район,2017,16177.8
1601000,Алейский муниципальный район,2018,19183.4
1601000,Алейский муниципальный район,2019,21418.7
1601000,Алейский муниципальный район,2020,24098.3
1601000,Алейский муниципальный район,2021,27627.6
1601000,Алейский муниципальный район,2022,32525.1
1602000,Алтайский муниципальный район,2017,18603.4
1602000,Алтайский муниципальный район,2018,21725.4
1602000,Алтайский муниципальный район,2019,23660.7
1602000,Алтайский муниципальный район,2020,26043.8
1602000,Алтайский муниципальный район,2021,28445.8
1602000,Алтайский муниципальный район,2022,32967.0
1603000,Баевский муниципальный район,2017,19026.9
1603000,Баевский муниципальный район,2018,23081.3
1603000,Баевский муниципальный район,2019,24382.0
1603000,Баевский муниципальный район,2020,27972.4
1603000,Баевский муниципальный район,2021,30412.1
1603000,Баевский муниципальный район,2022,34458.6
1604000,Бийский муниципальный район,2017,19444.1
1604000,Бийский муниципальный район,2018,22142.5
1604000,Бийский муниципальный район,2019,24909.0
1604000,Бийский муниципальный район,2020,27628.9
1604000,Бийский муниципальный район,2021,30537.2
1604000,Бийский муниципальный район,2022,35106.9
1605000,Благовещенский муниципальный район,2017,24056.5
1605000,Благовещенский муниципальный район,2018,27539.8
1605000,Благовещенский муниципальный район,2019,30584.1
1605000,Благовещенский муниципальный район,2020,33443.5
1605000,Благовещенский муниципальный район,2021,36305.2
1605000,Благовещенский муниципальный район,2022,38977.4
1606000,Бурлинский муниципальный район,2017,17368.9
1606000,Бурлинский муниципальный район,2018,20332.0
1606000,Бурлинский муниципальный район,2019,22464.4
1606000,Бурлинский муниципальный район,2020,25279.2
1606000,Бурлинский муниципальный район,2021,28402.5
1606000,Бурлинский муниципальный район,2022,32424.8
1607000,Быстроистокский муниципальный район,2017,17720.7
1607000,Быстроистокский муниципальный район,2018,20398.1
1607000,Быстроистокский муниципальный район,2019,22530.1
1607000,Быстроистокский муниципальный район,2020,24765.7
1607000,Быстроистокский муниципальный район,2021,27679.8
1607000,Быстроистокский муниципальный район,2022,33082.0
1608000,Волчихинский муниципальный район,2017,19670.9
1608000,Волчихинский муниципальный район,2018,22271.6
1608000,Волчихинский муниципальный район,2019,24284.6
1608000,Волчихинский муниципальный район,2020,26685.2
1608000,Волчихинский муниципальный район,2021,29262.4
1608000,Волчихинский муниципальный район,2022,33327.9
1609000,Егорьевский муниципальный район,2017,18334.2
1609000,Егорьевский муниципальный район,2018,21298.1
1609000,Егорьевский муниципальный район,2019,23573.9
1609000,Егорьевский муниципальный район,2020,25748.5
1609000,Егорьевский муниципальный район,2021,28118.1
1609000,Егорьевский муниципальный район,2022,32494.9
1610000,Ельцовский муниципальный район,2017,17822.3
1610000,Ельцовский муниципальный район,2018,19816.3
1610000,Ельцовский муниципальный район,2019,22181.7
1610000,Ельцовский муниципальный район,2020,24653.2
1610000,Ельцовский муниципальный район,2021,26745.5
1610000,Ельцовский муниципальный район,2022,29844.7
1611000,Завьяловский муниципальный район,2017,18996.2
1611000,Завьяловский муниципальный район,2018,22150.5
1611000,Завьяловский муниципальный район,2019,25266.6
1611000,Завьяловский муниципальный район,2020,28243.6
1611000,Завьяловский муниципальный район,2021,31198.2
1611000,Завьяловский муниципальный район,2022,36840.9
1612000,Залесовский муниципальный район,2017,17697.0
1612000,Залесовский муниципальный район,2018,20897.0
1612000,Залесовский муниципальный район,2019,22651.3
1612000,Залесовский муниципальный район,2020,25466.3
1612000,Залесовский муниципальный район,2021,28216.3
1613000,Заринский муниципальный район,2017,20996.3
1613000,Заринский муниципальный район,2018,24050.3
1613000,Заринский муниципальный район,2019,25888.1
1613000,Заринский муниципальный район,2020,27976.2
1613000,Заринский муниципальный район,2021,31235.7
1613000,Заринский муниципальный район,2022,36485.5
1614000,Змеиногорский муниципальный район,2017,28952.3
1614000,Змеиногорский муниципальный район,2018,32965.5
1614000,Змеиногорский муниципальный район,2019,36618.3
1614000,Змеиногорский муниципальный район,2020,38290.5
1614000,Змеиногорский муниципальный район,2021,44715.2
1614000,Змеиногорский муниципальный район,2022,50580.1
1615000,Калманский муниципальный район,2017,22760.8
1615000,Калманский муниципальный район,2018,24811.9
1615000,Калманский муниципальный район,2019,28417.8
1615000,Калманский муниципальный район,2020,31408.8
1615000,Калманский муниципальный район,2021,33837.7
1615000,Калманский муниципальный район,2022,38339.9
1616000,Каменский муниципальный район,2017,20860.6
1616000,Каменский муниципальный район,2018,24039.1
1616000,Каменский муниципальный район,2019,26351.7
1616000,Каменский муниципальный район,2020,28664.5
1616000,Каменский муниципальный район,2021,30867.9
1616000,Каменский муниципальный район,2022,34077.3
1617000,Ключевский муниципальный район,2017,18306.6
1617000,Ключевский муниципальный район,2018,21789.3
1617000,Ключевский муниципальный район,2019,23957.7
1617000,Ключевский муниципальный район,2020,26270.9
1617000,Ключевский муниципальный район,2021,28339.7
1617000,Ключевский муниципальный район,2022,32268.5
1618000,Косихинский муниципальный район,2017,18673.8
1618000,Косихинский муниципальный район,2018,21540.9
1618000,Косихинский муниципальный район,2019,23446.6
1618000,Косихинский муниципальный район,2020,25207.3
1618000,Косихинский муниципальный район,2021,27270.4
1618000,Косихинский муниципальный район,2022,31203.3
1619000,Красногорский муниципальный район,2017,18127.5
1619000,Красногорский муниципальный район,2018,20928.7
1619000,Красногорский муниципальный район,2019,22386.4
1619000,Красногорский муниципальный район,2020,24724.8
1619000,Красногорский муниципальный район,2021,25218.4
1619000,Красногорский муниципальный район,2022,29227.4
1620000,Краснощёковский муниципальный район,2017,18336.2
1620000,Краснощёковский муниципальный район,2018,21721.0
1620000,Краснощёковский муниципальный район,2019,24137.2
1620000,Краснощёковский муниципальный район,2020,26800.9
1620000,Краснощёковский муниципальный район,2021,31572.9
1620000,Краснощёковский муниципальный район,2022,40066.8
1621000,Крутихинский муниципальный район,2017,19219.4
1621000,Крутихинский муниципальный район,2018,21764.0
1621000,Крутихинский муниципальный район,2019,23489.5
1621000,Крутихинский муниципальный район,2020,25015.0
1621000,Крутихинский муниципальный район,2021,28122.4
1621000,Крутихинский муниципальный район,2022,32173.3
1622000,Кулундинский муниципальный район,2017,24204.7
1622000,Кулундинский муниципальный район,2018,28343.2
1622000,Кулундинский муниципальный район,2019,30982.4
1622000,Кулундинский муниципальный район,2020,33302.3
1622000,Кулундинский муниципальный район,2021,36215.9
1622000,Кулундинский муниципальный район,2022,40848.3
1623000,Курьинский муниципальный район,2017,21399.6
1623000,Курьинский муниципальный район,2018,24747.0
1623000,Курьинский муниципальный район,2019,25238.3
1623000,Курьинский муниципальный район,2020,27748.2
1623000,Курьинский муниципальный район,2021,30890.8
1623000,Курьинский муниципальный район,2022,34026.3
1624000,Кытмановский муниципальный район,2017,19210.9
1624000,Кытмановский муниципальный район,2018,22028.7
1624000,Кытмановский муниципальный район,2019,24310.3
1624000,Кытмановский муниципальный район,2020,27135.3
1624000,Кытмановский муниципальный район,2021,29537.0
1624000,Кытмановский муниципальный район,2022,34555.3
1625000,Локтевский муниципальный район,2017,19862.8
1625000,Локтевский муниципальный район,2018,22473.2
1625000,Локтевский муниципальный район,2019,24684.7
1625000,Локтевский муниципальный район,2020,27095.3
1625000,Локтевский муниципальный район,2021,29957.2
1625000,Локтевский муниципальный район,2022,33870.8
1626000,Мамонтовский муниципальный район,2017,19198.0
1626000,Мамонтовский муниципальный район,2018,22553.1
1626000,Мамонтовский муниципальный район,2019,25001.5
1626000,Мамонтовский муниципальный район,2020,27568.2
1626000,Мамонтовский муниципальный район,2021,30004.6
1626000,Мамонтовский муниципальный район,2022,34000.0
1627000,Михайловский муниципальный район,2017,18590.2
1627000,Михайловский муниципальный район,2018,22159.7
1627000,Михайловский муниципальный район,2019,24161.0
1627000,Михайловский муниципальный район,2020,26681.5
1627000,Михайловский муниципальный район,2021,29483.4
1627000,Михайловский муниципальный район,2022,33473.1
1628000,Новичихинский муниципальный район,2017,19336.4
1628000,Новичихинский муниципальный район,2018,21955.6
1628000,Новичихинский муниципальный район,2019,24340.6
1628000,Новичихинский муниципальный район,2020,26372.3
1628000,Новичихинский муниципальный район,2021,29352.3
1628000,Новичихинский муниципальный район,2022,33346.3
1629000,Зональный муниципальный район,2017,21315.8
1629000,Зональный муниципальный район,2018,23804.6
1629000,Зональный муниципальный район,2019,25580.0
1629000,Зональный муниципальный район,2020,28581.2
1629000,Зональный муниципальный район,2021,32153.3
1629000,Зональный муниципальный район,2022,37163.6
1630000,Павловский муниципальный район,2017,22735.5
1630000,Павловский муниципальный район,2018,25770.2
1630000,Павловский муниципальный район,2019,28011.2
1630000,Павловский муниципальный район,2020,30928.8
1630000,Павловский муниципальный район,2021,34904.0
1630000,Павловский муниципальный район,2022,40354.8
1631000,Панкрушихинский муниципальный район,2017,20893.7
1631000,Панкрушихинский муниципальный район,2018,23922.7
1631000,Панкрушихинский муниципальный район,2019,26187.2
1631000,Панкрушихинский муниципальный район,2020,29014.0
1631000,Панкрушихинский муниципальный район,2021,31998.6
1631000,Панкрушихинский муниципальный район,2022,35904.3
1632000,Первомайский муниципальный район,2017,20125.1
1632000,Первомайский муниципальный район,2018,23510.5
1632000,Первомайский муниципальный район,2019,26084.4
1632000,Первомайский муниципальный район,2020,29286.8
1632000,Первомайский муниципальный район,2021,32451.3
1632000,Первомайский муниципальный район,2022,36482.6
1633000,Петропавловский муниципальный район,2017,23647.1
1633000,Петропавловский муниципальный район,2018,25791.0
1633000,Петропавловский муниципальный район,2019,28343.0
1633000,Петропавловский муниципальный район,2020,30455.5
1633000,Петропавловский муниципальный район,2021,34731.9
1633000,Петропавловский муниципальный район,2022,40142.9
1634000,Поспелихинский муниципальный район,2017,19712.1
