oktmo,name,year,agrprod
01512000,Залесовский муниципальный округ,2022,1229742.0
01601000,Алейский муниципальный район,2007,1344273.0
01601000,Алейский муниципальный район,2008,1514570.0
01601000,Алейский муниципальный район,2009,1603763.0
01601000,Алейский муниципальный район,2010,1996221.0
01601000,Алейский муниципальный район,2011,1942415.0
01601000,Алейский муниципальный район,2012,1600536.0
01601000,Алейский муниципальный район,2013,2143733.0
01601000,Алейский муниципальный район,2014,1850311.0
01601000,Алейский муниципальный район,2015,2421710.0
01601000,Алейский муниципальный район,2016,3107494.0
01601000,Алейский муниципальный район,2017,2688638.0
01601000,Алейский муниципальный район,2018,2828127.0
01601000,Алейский муниципальный район,2019,3394659.0
01601000,Алейский муниципальный район,2020,3870008.0
01601000,Алейский муниципальный район,2021,6892641.0
01601000,Алейский муниципальный район,2022,6907776.0
01602000,Алтайский муниципальный район,2007,818969.0
01602000,Алтайский муниципальный район,2008,1087187.0
01602000,Алтайский муниципальный район,2009,1040123.0
01602000,Алтайский муниципальный район,2010,1321903.0
01602000,Алтайский муниципальный район,2011,1284813.0
01602000,Алтайский муниципальный район,2012,1337900.0
01602000,Алтайский муниципальный район,2013,1336664.0
01602000,Алтайский муниципальный район,2014,1536109.0
01602000,Алтайский муниципальный район,2015,1778321.0
01602000,Алтайский муниципальный район,2016,1953962.0
01602000,Алтайский муниципальный район,2017,1773443.0
01602000,Алтайский муниципальный район,2018,1826222.0
01602000,Алтайский муниципальный район,2019,1980770.0
01602000,Алтайский муниципальный район,2020,2197944.0
01602000,Алтайский муниципальный район,2021,2742656.0
01602000,Алтайский муниципальный район,2022,3067036.0
01603000,Баевский муниципальный район,2007,557045.0
01603000,Баевский муниципальный район,2008,750533.0
01603000,Баевский муниципальный район,2009,751926.0
01603000,Баевский муниципальный район,2010,665942.0
01603000,Баевский муниципальный район,2011,782944.0
01603000,Баевский муниципальный район,2012,667572.0
01603000,Баевский муниципальный район,2013,1043163.0
01603000,Баевский муниципальный район,2014,829739.0
01603000,Баевский муниципальный район,2015,1463467.0
01603000,Баевский муниципальный район,2016,1833550.0
01603000,Баевский муниципальный район,2017,1412287.0
01603000,Баевский муниципальный район,2018,1470202.0
01603000,Баевский муниципальный район,2019,1561211.0
01603000,Баевский муниципальный район,2020,1997806.0
01603000,Баевский муниципальный район,2021,3170587.0
01603000,Баевский муниципальный район,2022,2972157.0
01604000,Бийский муниципальный район,2007,1527975.0
01604000,Бийский муниципальный район,2008,1876684.0
01604000,Бийский муниципальный район,2009,1864731.0
01604000,Бийский муниципальный район,2010,1972917.0
01604000,Бийский муниципальный район,2011,2427508.0
01604000,Бийский муниципальный район,2012,2458974.0
01604000,Бийский муниципальный район,2013,2554296.0
01604000,Бийский муниципальный район,2014,2853986.0
01604000,Бийский муниципальный район,2015,3341521.0
01604000,Бийский муниципальный район,2016,3703613.0
01604000,Бийский муниципальный район,2017,3447524.0
01604000,Бийский муниципальный район,2018,3522664.0
01604000,Бийский муниципальный район,2019,4150792.0
01604000,Бийский муниципальный район,2020,4733484.0
01604000,Бийский муниципальный район,2021,5799310.0
01604000,Бийский муниципальный район,2022,6052017.0
01605000,Благовещенский муниципальный район,2007,1019153.0
01605000,Благовещенский муниципальный район,2008,1370368.0
01605000,Благовещенский муниципальный район,2009,1368279.0
01605000,Благовещенский муниципальный район,2010,1280582.0
01605000,Благовещенский муниципальный район,2011,1248855.0
01605000,Благовещенский муниципальный район,2012,1094817.0
01605000,Благовещенский муниципальный район,2013,1694570.0
01605000,Благовещенский муниципальный район,2014,1520115.0
01605000,Благовещенский муниципальный район,2015,1894200.0
01605000,Благовещенский муниципальный район,2016,2268868.0
01605000,Благовещенский муниципальный район,2017,2254291.0
01605000,Благовещенский муниципальный район,2018,2265106.0
01605000,Благовещенский муниципальный район,2019,2376137.0
01605000,Благовещенский муниципальный район,2020,2708659.0
01605000,Благовещенский муниципальный район,2021,3428028.0
01605000,Благовещенский муниципальный район,2022,3271006.0
01606000,Бурлинский муниципальный район,2007,522279.0
01606000,Бурлинский муниципальный район,2008,634539.0
01606000,Бурлинский муниципальный район,2009,676500.0
01606000,Бурлинский муниципальный район,2010,574267.0
01606000,Бурлинский муниципальный район,2011,664822.0
01606000,Бурлинский муниципальный район,2012,641420.0
01606000,Бурлинский муниципальный район,2013,748435.0
01606000,Бурлинский муниципальный район,2014,664797.0
01606000,Бурлинский муниципальный район,2015,845737.0
01606000,Бурлинский муниципальный район,2016,866073.0
01606000,Бурлинский муниципальный район,2017,786441.0
01606000,Бурлинский муниципальный район,2018,663918.0
01606000,Бурлинский муниципальный район,2019,674417.0
01606000,Бурлинский муниципальный район,2020,665525.0
01606000,Бурлинский муниципальный район,2021,1047219.0
01606000,Бурлинский муниципальный район,2022,927778.0
01607000,Быстроистокский муниципальный район,2007,482163.0
01607000,Быстроистокский муниципальный район,2008,579724.0
01607000,Быстроистокский муниципальный район,2009,548736.0
01607000,Быстроистокский муниципальный район,2010,594388.0
01607000,Быстроистокский муниципальный район,2011,842516.0
01607000,Быстроистокский муниципальный район,2012,688497.0
01607000,Быстроистокский муниципальный район,2013,719756.0
01607000,Быстроистокский муниципальный район,2014,784553.0
01607000,Быстроистокский муниципальный район,2015,1009440.0
01607000,Быстроистокский муниципальный район,2016,1243148.0
01607000,Быстроистокский муниципальный район,2017,1067485.0
01607000,Быстроистокский муниципальный район,2018,1197261.0
01607000,Быстроистокский муниципальный район,2019,1347316.0
01607000,Быстроистокский муниципальный район,2020,1835036.0
01607000,Быстроистокский муниципальный район,2021,2669635.0
01607000,Быстроистокский муниципальный район,2022,2920843.0
01608000,Волчихинский муниципальный район,2007,1088446.0
01608000,Волчихинский муниципальный район,2008,1117525.0
01608000,Волчихинский муниципальный район,2009,1195539.0
01608000,Волчихинский муниципальный район,2010,1205667.0
01608000,Волчихинский муниципальный район,2011,1319246.0
01608000,Волчихинский муниципальный район,2012,1135476.0
01608000,Волчихинский муниципальный район,2013,1669030.0
01608000,Волчихинский муниципальный район,2014,1413279.0
01608000,Волчихинский муниципальный район,2015,2282369.0
01608000,Волчихинский муниципальный район,2016,2527245.0
01608000,Волчихинский муниципальный район,2017,2219956.0
01608000,Волчихинский муниципальный район,2018,2311373.0
01608000,Волчихинский муниципальный район,2019,2317879.0
01608000,Волчихинский муниципальный район,2020,2927835.0
01608000,Волчихинский муниципальный район,2021,4644734.0
01608000,Волчихинский муниципальный район,2022,4226729.0
01609000,Егорьевский муниципальный район,2007,764081.0
01609000,Егорьевский муниципальный район,2008,664742.0
01609000,Егорьевский муниципальный район,2009,831723.0
01609000,Егорьевский муниципальный район,2010,763850.0
01609000,Егорьевский муниципальный район,2011,892614.0
01609000,Егорьевский муниципальный район,2012,859003.0
01609000,Егорьевский муниципальный район,2013,1055008.0
01609000,Егорьевский муниципальный район,2014,947982.0
01609000,Егорьевский муниципальный район,2015,1299395.0
01609000,Егорьевский муниципальный район,2016,1547457.0
01609000,Егорьевский муниципальный район,2017,1219337.0
01609000,Егорьевский муниципальный район,2018,1318892.0
01609000,Егорьевский муниципальный район,2019,1586110.0
01609000,Егорьевский муниципальный район,2020,1880491.0
01609000,Егорьевский муниципальный район,2021,2743950.0
01609000,Егорьевский муниципальный район,2022,2241052.0
01610000,Ельцовский муниципальный район,2007,205865.0
01610000,Ельцовский муниципальный район,2008,272883.0
01610000,Ельцовский муниципальный район,2009,298357.0
01610000,Ельцовский муниципальный район,2010,390242.0
01610000,Ельцовский муниципальный район,2011,435425.0
01610000,Ельцовский муниципальный район,2012,443808.0
01610000,Ельцовский муниципальный район,2013,470538.0
01610000,Ельцовский муниципальный район,2014,447793.0
01610000,Ельцовский муниципальный район,2015,520351.0
01610000,Ельцовский муниципальный район,2016,539824.0
01610000,Ельцовский муниципальный район,2017,490162.0
01610000,Ельцовский муниципальный район,2018,490270.0
01610000,Ельцовский муниципальный район,2019,483632.0
01610000,Ельцовский муниципальный район,2020,537250.0
01610000,Ельцовский муниципальный район,2021,739616.0
01610000,Ельцовский муниципальный район,2022,904769.0
01611000,Завьяловский муниципальный район,2007,1096266.0
01611000,Завьяловский муниципальный район,2008,1440610.0
01611000,Завьяловский муниципальный район,2009,1392803.0
01611000,Завьяловский муниципальный район,2010,1407922.0
01611000,Завьяловский муниципальный район,2011,1538479.0
01611000,Завьяловский муниципальный район,2012,1188971.0
01611000,Завьяловский муниципальный район,2013,1704963.0
01611000,Завьяловский муниципальный район,2014,1508694.0
01611000,Завьяловский муниципальный район,2015,2122845.0
01611000,Завьяловский муниципальный район,2016,2176889.0
01611000,Завьяловский муниципальный район,2017,1970711.0
01611000,Завьяловский муниципальный район,2018,2085447.0
01611000,Завьяловский муниципальный район,2019,2047398.0
01611000,Завьяловский муниципальный район,2020,2818552.0
01611000,Завьяловский муниципальный район,2021,4022833.0
01611000,Завьяловский муниципальный район,2022,4550783.0
01612000,Залесовский муниципальный район,2007,489616.0
01612000,Залесовский муниципальный район,2008,600905.0
01612000,Залесовский муниципальный район,2009,624223.0
01612000,Залесовский муниципальный район,2010,608534.0
01612000,Залесовский муниципальный район,2011,688413.0
01612000,Залесовский муниципальный район,2012,734248.0
01612000,Залесовский муниципальный район,2013,661922.0
01612000,Залесовский муниципальный район,2014,676670.0
01612000,Залесовский муниципальный район,2015,665488.0
01612000,Залесовский муниципальный район,2016,664551.0
01612000,Залесовский муниципальный район,2017,592439.0
01612000,Залесовский муниципальный район,2018,641244.0
01612000,Залесовский муниципальный район,2019,669388.0
01612000,Залесовский муниципальный район,2020,942963.0
01612000,Залесовский муниципальный район,2021,1297982.0
01613000,Заринский муниципальный район,2007,912898.0
01613000,Заринский муниципальный район,2008,1227566.0
01613000,Заринский муниципальный район,2009,1199398.0
01613000,Заринский муниципальный район,2010,1218947.0
01613000,Заринский муниципальный район,2011,1477503.0
01613000,Заринский муниципальный район,2012,1565705.0
01613000,Заринский муниципальный район,2013,1644669.0
01613000,Заринский муниципальный район,2014,1731036.0
01613000,Заринский муниципальный район,2015,2080419.0
01613000,Заринский муниципальный район,2016,2358470.0
01613000,Заринский муниципальный район,2017,2409518.0
01613000,Заринский муниципальный район,2018,2347402.0
01613000,Заринский муниципальный район,2019,2808364.0
01613000,Заринский муниципальный район,2020,3232796.0
01613000,Заринский муниципальный район,2021,4146158.0
01613000,Заринский муниципальный район,2022,5263586.0
01614000,Змеиногорский муниципальный район,2007,680241.0
01614000,Змеиногорский муниципальный район,2008,681187.0
01614000,Змеиногорский муниципальный район,2009,881872.0
01614000,Змеиногорский муниципальный район,2010,1114439.0
01614000,Змеиногорский муниципальный район,2011,925448.0
01614000,Змеиногорский муниципальный район,2012,1384948.0
01614000,Змеиногорский муниципальный район,2013,1293609.0
01614000,Змеиногорский муниципальный район,2014,1354835.0
01614000,Змеиногорский муниципальный район,2015,1578062.0
01614000,Змеиногорский муниципальный район,2016,1754369.0
01614000,Змеиногорский муниципальный район,2017,1480796.0
01614000,Змеиногорский муниципальный район,2018,1445141.0
01614000,Змеиногорский муниципальный район,2019,1827781.0
01614000,Змеиногорский муниципальный район,2020,1642254.0
01614000,Змеиногорский муниципальный район,2021,3113783.0
01614000,Змеиногорский муниципальный район,2022,2720503.0
01615000,Калманский муниципальный район,2007,603753.0
01615000,Калманский муниципальный район,2008,775134.0
01615000,Калманский муниципальный район,2009,752322.0
01615000,Калманский муниципальный район,2010,703483.0
01615000,Калманский муниципальный район,2011,820384.0
01615000,Калманский муниципальный район,2012,736495.0
01615000,Калманский муниципальный район,2013,1187570.0
01615000,Калманский муниципальный район,2014,1075867.0
01615000,Калманский муниципальный район,2015,2109164.0
01615000,Калманский муниципальный район,2016,2594718.0
01615000,Калманский муниципальный район,2017,1767542.0
01615000,Калманский муниципальный район,2018,1937564.0
01615000,Калманский муниципальный район,2019,2035430.0
01615000,Калманский муниципальный район,2020,2526913.0
01615000,Калманский муниципальный район,2021,3319819.0
01615000,Калманский муниципальный район,2022,4202786.0
01616000,Каменский муниципальный район,2007,747023.0
01616000,Каменский муниципальный район,2008,1108104.0
01616000,Каменский муниципальный район,2009,1278532.0
01616000,Каменский муниципальный район,2010,1079201.0
01616000,Каменский муниципальный район,2011,1296437.0
01616000,Каменский муниципальный район,2012,1067099.0
01616000,Каменский муниципальный район,2013,1337414.0
01616000,Каменский муниципальный район,2014,1123968.0
01616000,Каменский муниципальный район,2015,1889065.0
01616000,Каменский муниципальный район,2016,2164391.0
01616000,Каменский муниципальный район,2017,2374743.0
01616000,Каменский муниципальный район,2018,2469230.0
01616000,Каменский муниципальный район,2019,2165308.0
01616000,Каменский муниципальный район,2020,3244683.0
01616000,Каменский муниципальный район,2021,5135615.0
01616000,Каменский муниципальный район,2022,6508689.0
01617000,Ключевский муниципальный район,2007,1112589.0
01617000,Ключевский муниципальный район,2008,1122223.0
01617000,Ключевский муниципальный район,2009,1268860.0
01617000,Ключевский муниципальный район,2010,1461584.0
01617000,Ключевский муниципальный район,2011,1755005.0
01617000,Ключевский муниципальный район,2012,1735345.0
01617000,Ключевский муниципальный район,2013,1836971.0
01617000,Ключевский муниципальный район,2014,1499734.0
01617000,Ключевский муниципальный район,2015,1749770.0
01617000,Ключевский муниципальный район,2016,2078171.0
01617000,Ключевский муниципальный район,2017,1584851.0
01617000,Ключевский муниципальный район,2018,1657639.0
01617000,Ключевский муниципальный район,2019,1734787.0
01617000,Ключевский муниципальный район,2020,2031681.0
01617000,Ключевский муниципальный район,2021,2773298.0
01617000,Ключевский муниципальный район,2022,2847991.0
01618000,Косихинский муниципальный район,2007,613170.0
01618000,Косихинский муниципальный район,2008,902178.0
01618000,Косихинский муниципальный район,2009,891126.0
01618000,Косихинский муниципальный район,2010,1006600.0
01618000,Косихинский муниципальный район,2011,1291970.0
01618000,Косихинский муниципальный район,2012,1393789.0
01618000,Косихинский муниципальный район,2013,1643335.0
01618000,Косихинский муниципальный район,2014,1715258.0
01618000,Косихинский муниципальный район,2015,1902260.0
01618000,Косихинский муниципальный район,2016,1899589.0
01618000,Косихинский муниципальный район,2017,1553669.0
01618000,Косихинский муниципальный район,2018,1544505.0
01618000,Косихинский муниципальный район,2019,1780783.0
01618000,Косихинский муниципальный район,2020,2178731.0
01618000,Косихинский муниципальный район,2021,3353572.0
01618000,Косихинский муниципальный район,2022,3636806.0
01619000,Красногорский муниципальный район,2007,523435.0
01619000,Красногорский муниципальный район,2008,736052.0
01619000,Красногорский муниципальный район,2009,764996.0
01619000,Красногорский муниципальный район,2010,1055578.0
01619000,Красногорский муниципальный район,2011,1221513.0
01619000,Красногорский муниципальный район,2012,1022486.0
01619000,Красногорский муниципальный район,2013,1074607.0
01619000,Красногорский муниципальный район,2014,1215368.0
01619000,Красногорский муниципальный район,2015,1396289.0
01619000,Красногорский муниципальный район,2016,1555650.0
01619000,Красногорский муниципальный район,2017,1437845.0
01619000,Красногорский муниципальный район,2018,1409779.0
01619000,Красногорский муниципальный район,2019,1598904.0
01619000,Красногорский муниципальный район,2020,1815719.0
01619000,Красногорский муниципальный район,2021,1900822.0
01619000,Красногорский муниципальный район,2022,2317808.0
01620000,Краснощёковский муниципальный район,2007,1172766.0
01620000,Краснощёковский муниципальный район,2008,1383840.0
01620000,Краснощёковский муниципальный район,2009,1389132.0
01620000,Краснощёковский муниципальный район,2010,1687375.0
01620000,Краснощёковский муниципальный район,2011,1745380.0
01620000,Краснощёковский муниципальный район,2012,1924901.0
01620000,Краснощёковский муниципальный район,2013,1889468.0
01620000,Краснощёковский муниципальный район,2014,2041762.0
01620000,Краснощёковский муниципальный район,2015,2226048.0
01620000,Краснощёковский муниципальный район,2016,2348404.0
01620000,Краснощёковский муниципальный район,2017,2204296.0
01620000,Краснощёковский муниципальный район,2018,2150083.0
01620000,Краснощёковский муниципальный район,2019,2409585.0
01620000,Краснощёковский муниципальный район,2020,2372206.0
01620000,Краснощёковский муниципальный район,2021,3214668.0
01620000,Краснощёковский муниципальный район,2022,3883713.0
01621000,Крутихинский муниципальный район,2007,669661.0
01621000,Крутихинский муниципальный район,2008,950966.0
01621000,Крутихинский муниципальный район,2009,862362.0
01621000,Крутихинский муниципальный район,2010,732784.0
01621000,Крутихинский муниципальный район,2011,877205.0
01621000,Крутихинский муниципальный район,2012,739110.0
01621000,Крутихинский муниципальный район,2013,1077683.0
01621000,Крутихинский муниципальный район,2014,875169.0
01621000,Крутихинский муниципальный район,2015,1330787.0
01621000,Крутихинский муниципальный район,2016,1450143.0
01621000,Крутихинский муниципальный район,2017,1282086.0
01621000,Крутихинский муниципальный район,2018,1501757.0
01621000,Крутихинский муниципальный район,2019,1530723.0
01621000,Крутихинский муниципальный район,2020,1640681.0
01621000,Крутихинский муниципальный район,2021,2754471.0
01621000,Крутихинский муниципальный район,2022,2818346.0
01622000,Кулундинский муниципальный район,2007,701359.0
01622000,Кулундинский муниципальный район,2008,766149.0
01622000,Кулундинский муниципальный район,2009,842152.0
01622000,Кулундинский муниципальный район,2010,782943.0
01622000,Кулундинский муниципальный район,2011,871552.0
01622000,Кулундинский муниципальный район,2012,779490.0
01622000,Кулундинский муниципальный район,2013,1353445.0
01622000,Кулундинский муниципальный район,2014,989819.0
01622000,Кулундинский муниципальный район,2015,1360331.0
01622000,Кулундинский муниципальный район,2016,1858229.0
01622000,Кулундинский муниципальный район,2017,1590756.0
01622000,Кулундинский муниципальный район,2018,1499818.0
01622000,Кулундинский муниципальный район,2019,1649930.0
01622000,Кулундинский муниципальный район,2020,1384784.0
01622000,Кулундинский муниципальный район,2021,2062275.0
01622000,Кулундинский муниципальный район,2022,2355750.0
01623000,Курьинский муниципальный район,2007,536122.0
01623000,Курьинский муниципальный район,2008,529161.0
01623000,Курьинский муниципальный район,2009,701019.0
01623000,Курьинский муниципальный район,2010,874514.0
01623000,Курьинский муниципальный район,2011,738819.0
01623000,Курьинский муниципальный район,2012,855481.0
01623000,Курьинский муниципальный район,2013,792309.0
01623000,Курьинский муниципальный район,2014,818042.0
01623000,Курьинский муниципальный район,2015,796210.0
01623000,Курьинский муниципальный район,2016,968629.0
01623000,Курьинский муниципальный район,2017,879632.0
01623000,Курьинский муниципальный район,2018,1054332.0
01623000,Курьинский муниципальный район,2019,1352872.0
01623000,Курьинский муниципальный район,2020,1112455.0
01623000,Курьинский муниципальный район,2021,2031760.0
01623000,Курьинский муниципальный район,2022,1950245.0
01624000,Кытмановский муниципальный район,2007,860262.0
01624000,Кытмановский муниципальный район,2008,1002557.0
01624000,Кытмановский муниципальный район,2009,1123953.0
01624000,Кытмановский муниципальный район,2010,1318789.0
01624000,Кытмановский муниципальный район,2011,1530610.0
01624000,Кытмановский муниципальный район,2012,1413712.0
01624000,Кытмановский муниципальный район,2013,1707552.0
01624000,Кытмановский муниципальный район,2014,1767221.0
01624000,Кытмановский муниципальный район,2015,2309433.0
01624000,Кытмановский муниципальный район,2016,3106441.0
01624000,Кытмановский муниципальный район,2017,2541577.0
01624000,Кытмановский муниципальный район,2018,2645602.0
01624000,Кытмановский муниципальный район,2019,2833203.0
01624000,Кытмановский муниципальный район,2020,3524730.0
01624000,Кытмановский муниципальный район,2021,4544810.0
01624000,Кытмановский муниципальный район,2022,5748735.0
01625000,Локтевский муниципальный район,2007,966106.0
01625000,Локтевский муниципальный район,2008,724383.0
01625000,Локтевский муниципальный район,2009,1234238.0
01625000,Локтевский муниципальный район,2010,1378006.0
01625000,Локтевский муниципальный район,2011,1253825.0
01625000,Локтевский муниципальный район,2012,1714694.0
01625000,Локтевский муниципальный район,2013,1786707.0
01625000,Локтевский муниципальный район,2014,1704741.0
01625000,Локтевский муниципальный район,2015,2139864.0
01625000,Локтевский муниципальный район,2016,3024972.0
01625000,Локтевский муниципальный район,2017,2163310.0
01625000,Локтевский муниципальный район,2018,2500450.0
01625000,Локтевский муниципальный район,2019,2552125.0
01625000,Локтевский муниципальный район,2020,2860059.0
01625000,Локтевский муниципальный район,2021,5522296.0
01625000,Локтевский муниципальный район,2022,3794804.0
01626000,Мамонтовский муниципальный район,2007,1176967.0
01626000,Мамонтовский муниципальный район,2008,1578614.0
01626000,Мамонтовский муниципальный район,2009,1426894.0
01626000,Мамонтовский муниципальный район,2010,1390614.0
01626000,Мамонтовский муниципальный район,2011,1531379.0
01626000,Мамонтовский муниципальный район,2012,1264201.0
01626000,Мамонтовский муниципальный район,2013,1727027.0
01626000,Мамонтовский муниципальный район,2014,1638791.0
01626000,Мамонтовский муниципальный район,2015,2291559.0
01626000,Мамонтовский муниципальный район,2016,2898094.0
01626000,Мамонтовский муниципальный район,2017,2310501.0
01626000,Мамонтовский муниципальный район,2018,2661523.0
01626000,Мамонтовский муниципальный район,2019,2497649.0
01626000,Мамонтовский муниципальный район,2020,3172121.0
01626000,Мамонтовский муниципальный район,2021,5737289.0
01626000,Мамонтовский муниципальный район,2022,5664302.0
01627000,Михайловский муниципальный район,2007,786637.0
01627000,Михайловский муниципальный район,2008,876036.0
01627000,Михайловский муниципальный район,2009,901008.0
01627000,Михайловский муниципальный район,2010,907577.0
01627000,Михайловский муниципальный район,2011,1105804.0
01627000,Михайловский муниципальный район,2012,1423245.0
01627000,Михайловский муниципальный район,2013,1452104.0
01627000,Михайловский муниципальный район,2014,1300810.0
01627000,Михайловский муниципальный район,2015,1568880.0
01627000,Михайловский муниципальный район,2016,1852570.0
01627000,Михайловский муниципальный район,2017,1468888.0
01627000,Михайловский муниципальный район,2018,1465829.0
01627000,Михайловский муниципальный район,2019,1510347.0
01627000,Михайловский муниципальный район,2020,1970966.0
01627000,Михайловский муниципальный район,2021,2625343.0
01627000,Михайловский муниципальный район,2022,2257883.0
01628000,Новичихинский муниципальный район,2007,711343.0
01628000,Новичихинский муниципальный район,2008,811018.0
01628000,Новичихинский муниципальный район,2009,825730.0
01628000,Новичихинский муниципальный район,2010,799379.0
01628000,Новичихинский муниципальный район,2011,983641.0
01628000,Новичихинский муниципальный район,2012,1075529.0
01628000,Новичихинский муниципальный район,2013,1325536.0
01628000,Новичихинский муниципальный район,2014,1140121.0
01628000,Новичихинский муниципальный район,2015,1663577.0
01628000,Новичихинский муниципальный район,2016,2028965.0
01628000,Новичихинский муниципальный район,2017,1651981.0
01628000,Новичихинский муниципальный район,2018,1785779.0
01628000,Новичихинский муниципальный район,2019,1917270.0
01628000,Новичихинский муниципальный район,2020,2400530.0
01628000,Новичихинский муниципальный район,2021,4243815.0
01628000,Новичихинский муниципальный район,2022,3756670.0
01629000,Зональный муниципальный район,2007,880110.0
01629000,Зональный муниципальный район,2008,1118492.0
01629000,Зональный муниципальный район,2009,3569859.0
01629000,Зональный муниципальный район,2010,4637528.0
01629000,Зональный муниципальный район,2011,5464055.0
01629000,Зональный муниципальный район,2012,5589827.0
01629000,Зональный муниципальный район,2013,5860798.0
01629000,Зональный муниципальный район,2014,6405937.0
01629000,Зональный муниципальный район,2015,7590012.0
01629000,Зональный муниципальный район,2016,8120497.0
01629000,Зональный муниципальный район,2017,7426503.0
01629000,Зональный муниципальный район,2018,7818950.0
01629000,Зональный муниципальный район,2019,9051188.0
01629000,Зональный муниципальный район,2020,8077811.0
01629000,Зональный муниципальный район,2021,8731951.0
01629000,Зональный муниципальный район,2022,10195510.0
01630000,Павловский муниципальный район,2007,2014085.0
01630000,Павловский муниципальный район,2008,2297070.0
01630000,Павловский муниципальный район,2009,2690450.0
01630000,Павловский муниципальный район,2010,2779968.0
01630000,Павловский муниципальный район,2011,3165197.0
01630000,Павловский муниципальный район,2012,2792344.0
01630000,Павловский муниципальный район,2013,4015199.0
01630000,Павловский муниципальный район,2014,4355482.0
01630000,Павловский муниципальный район,2015,5525789.0
01630000,Павловский муниципальный район,2016,5895330.0
01630000,Павловский муниципальный район,2017,5458304.0
01630000,Павловский муниципальный район,2018,5403658.0
01630000,Павловский муниципальный район,2019,6780673.0
01630000,Павловский муниципальный район,2020,7429067.0
01630000,Павловский муниципальный район,2021,10024835.0
01630000,Павловский муниципальный район,2022,11546075.0
01631000,Панкрушихинский муниципальный район,2007,837554.0
01631000,Панкрушихинский муниципальный район,2008,1107662.0
01631000,Панкрушихинский муниципальный район,2009,935892.0
01631000,Панкрушихинский муниципальный район,2010,875233.0
01631000,Панкрушихинский муниципальный район,2011,658187.0
01631000,Панкрушихинский муниципальный район,2012,828714.0
01631000,Панкрушихинский муниципальный район,2013,1269717.0
01631000,Панкрушихинский муниципальный район,2014,970974.0
01631000,Панкрушихинский муниципальный район,2015,1515221.0
01631000,Панкрушихинский муниципальный район,2016,1629436.0
01631000,Панкрушихинский муниципальный район,2017,1491735.0
01631000,Панкрушихинский муниципальный район,2018,1190455.0
01631000,Панкрушихинский муниципальный район,2019,1408539.0
01631000,Панкрушихинский муниципальный район,2020,2021743.0
01631000,Панкрушихинский муниципальный район,2021,3245635.0
01631000,Панкрушихинский муниципальный район,2022,3058853.0
01632000,Первомайский муниципальный район,2007,1845093.0
01632000,Первомайский муниципальный район,2008,2584324.0
01632000,Первомайский муниципальный район,2009,2227038.0
01632000,Первомайский муниципальный район,2010,2440619.0
01632000,Первомайский муниципальный район,2011,2939302.0
01632000,Первомайский муниципальный район,2012,3008090.0
01632000,Первомайский муниципальный район,2013,3107609.0
01632000,Первомайский муниципальный район,2014,3137860.0
01632000,Первомайский муниципальный район,2015,3336829.0
01632000,Первомайский муниципальный район,2016,4478393.0
01632000,Первомайский муниципальный район,2017,3580101.0
01632000,Первомайский муниципальный район,2018,3880380.0
01632000,Первомайский муниципальный район,2019,3989325.0
01632000,Первомайский муниципальный район,2020,4517071.0
01632000,Первомайский муниципальный район,2021,6963190.0
01632000,Первомайский муниципальный район,2022,7628141.0
01633000,Петропавловский муниципальный район,2007,903198.0
01633000,Петропавловский муниципальный район,2008,1123743.0
01633000,Петропавловский муниципальный район,2009,1078386.0
01633000,Петропавловский муниципальный район,2010,1236483.0
01633000,Петропавловский муниципальный район,2011,1428462.0
01633000,Петропавловский муниципальный район,2012,1439675.0
01633000,Петропавловский муниципальный район,2013,1520524.0
01633000,Петропавловский муниципальный район,2014,1577739.0
01633000,Петропавловский муниципальный район,2015,1883235.0
01633000,Петропавловский муниципальный район,2016,2352650.0
01633000,Петропавловский муниципальный район,2017,2158985.0
01633000,Петропавловский муниципальный район,2018,2123700.0
01633000,Петропавловский муниципальный район,2019,2405562.0
01633000,Петропавловский муниципальный район,2020,2655190.0
01633000,Петропавловский муниципальный район,2021,3760831.0
01633000,Петропавловский муниципальный район,2022,3855313.0
