oktmo,name,year,saldo
1601000,Алейский муниципальный район,2019,29.0
1601402,Алейский сельсовет,2019,0.0
1601432,Кашинский сельсовет,2019,1.0
1601485,Урюпинский сельсовет,2019,4.0
1602000,Алтайский муниципальный район,2019,26.0
1602407,Алтайский сельсовет,2019,7.0
1604000,Бийский муниципальный район,2019,67.0
1604410,Большеугреневский сельсовет,2019,0.0
1604415,Верх-Бехтемирский сельсовет,2019,6.0
1604417,Верх-Катунский сельсовет,2019,9.0
1604422,Енисейский сельсовет,2019,8.0
1604424,Заринский сельсовет,2019,1.0
1604459,Малоугреневский сельсовет,2019,6.0
1604470,Первомайский сельсовет,2019,4.0
1604480,Светлоозёрский сельсовет,2019,-1.0
1604483,Сростинский сельсовет,2019,22.0
1604488,Усятский сельсовет,2019,7.0
1604495,Шебалинский сельсовет,2019,-1.0
1605000,Благовещенский муниципальный район,2019,43.0
1605151,Благовещенский поссовет,2019,20.0
1605157,Степноозёрский поссовет,2019,4.0
1605420,Гляденьский сельсовет,2019,5.0
1605436,Леньковский сельсовет,2019,10.0
1605452,Николаевский сельсовет,2019,1.0
1605458,Орлеанский сельсовет,2019,1.0
1605494,Яготинский сельсовет,2019,-1.0
1606000,Бурлинский муниципальный район,2019,0.0
1606411,Бурлинский сельсовет,2019,4.0
1606444,Новосельский сельсовет,2019,-3.0
1606455,Ореховский сельсовет,2019,0.0
1606466,Партизанский сельсовет,2019,-2.0
1606477,Устьянский сельсовет,2019,4.0
1607000,Быстроистокский муниципальный район,2019,13.0
1607455,Хлеборобный сельсовет,2019,2.0
1608000,Волчихинский муниципальный район,2019,42.0
1608421,Волчихинский сельсовет,2019,25.0
1609000,Егорьевский муниципальный район,2019,-4.0
1609433,Новоегорьевский сельсовет,2019,-3.0
1609455,Сростинский сельсовет,2019,0.0
1611000,Завьяловский муниципальный район,2019,46.0
1611416,Глубоковский сельсовет,2019,8.0
1611423,Гоноховский сельсовет,2019,0.0
1611434,Завьяловский сельсовет,2019,17.0
1611445,Камышенский сельсовет,2019,0.0
1611456,Малиновский сельсовет,2019,0.0
1611489,Чистоозёрский сельсовет,2019,7.0
1612000,Залесовский муниципальный район,2019,-6.0
1612426,Залесовский сельсовет,2019,-7.0
1612459,Пещерский сельсовет,2019,0.0
1613000,Заринский муниципальный район,2019,5.0
1613488,Тягунский сельсовет,2019,0.0
1614000,Змеиногорский муниципальный район,2019,73.0
1614101,город Змеиногорск,2019,49.0
1614422,Барановский сельсовет,2019,5.0
1614433,Карамышевский сельсовет,2019,7.0
1614444,Кузьминский сельсовет,2019,-1.0
1615000,Калманский муниципальный район,2019,24.0
1615427,Калманский сельсовет,2019,7.0
1616000,Каменский муниципальный район,2019,38.0
1616101,г Камень-на-Оби,2019,12.0
1616437,Корниловский сельсовет,2019,7.0
1616461,Новоярковский сельсовет,2019,1.0
1616490,Телеутский сельсовет,2019,12.0
1616494,Толстовский сельсовет,2019,5.0
1617000,Ключевский муниципальный район,2019,4.0
1617406,Васильчуковский сельсовет,2019,-2.0
1617412,Зелёнополянский сельсовет,2019,0.0
1617415,Истимисский сельсовет,2019,0.0
1617424,Ключевский сельсовет,2019,6.0
1617479,Северский сельсовет,2019,0.0
1618000,Косихинский муниципальный район,2019,33.0
1618430,Контошинский сельсовет,2019,-1.0
1619000,Красногорский муниципальный район,2019,13.0
1619445,Новозыковский сельсовет,2019,2.0
1620000,Краснощёковский муниципальный район,2019,14.0
1620406,Акимовский сельсовет,2019,-1.0
1620430,Краснощёковский сельсовет,2019,9.0
1620442,Маралихинский сельсовет,2019,0.0
1622000,Кулундинский муниципальный район,2019,-8.0
1622411,Ананьевский сельсовет,2019,4.0
1622433,Воздвиженский сельсовет,2019,-6.0
1622444,Златополинский сельсовет,2019,1.0
1622455,Константиновский сельсовет,2019,0.0
1622460,Кулундинский сельсовет,2019,-9.0
1622466,Курский сельсовет,2019,6.0
1622472,Мирабилитский сельсовет,2019,-3.0
1622477,Октябрьский сельсовет,2019,1.0
1623000,Курьинский муниципальный район,2019,9.0
1623466,Курьинский сельсовет,2019,3.0
1623488,Усть-Таловский сельсовет,2019,4.0
1624000,Кытмановский муниципальный район,2019,-22.0
1624423,Кытмановский сельсовет,2019,-11.0
1625000,Локтевский муниципальный район,2019,107.0
1625101,город Горняк,2019,71.0
1625409,Второкаменский сельсовет,2019,7.0
1625413,Георгиевский сельсовет,2019,0.0
1625417,Гилёвский сельсовет,2019,6.0
1625419,Ермошихинский сельсовет,2019,0.0
1625426,Кировский сельсовет,2019,1.0
1625434,Локтевский сельсовет,2019,-3.0
1625440,Масальский сельсовет,2019,-2.0
1625456,Новенский сельсовет,2019,3.0
1625459,Новомихайловский сельсовет,2019,0.0
1625466,Покровский сельсовет,2019,2.0
1625473,Ремовский сельсовет,2019,3.0
1625476,Самарский сельсовет,2019,-2.0
1626000,Мамонтовский муниципальный район,2019,43.0
1626449,Мамонтовский сельсовет,2019,13.0
1626478,Тимирязевский сельсовет,2019,1.0
1627000,Михайловский муниципальный район,2019,84.0
1627154,Малиновоозёрский поссовет,2019,5.0
1627416,Михайловский сельсовет,2019,52.0
1627422,Николаевский сельсовет,2019,0.0
1627433,Полуямский сельсовет,2019,-1.0
1627444,Ракитовский сельсовет,2019,17.0
