oktmo,name,year,saldo
1601000,Алейский муниципальный район,2013,32.0
1601402,Алейский сельсовет,2013,0.0
1604000,Бийский муниципальный район,2013,27.0
1604483,Сростинский сельсовет,2013,7.0
1605000,Благовещенский муниципальный район,2013,0.0
1605151,Благовещенский поссовет,2013,12.0
1605157,Степноозёрский поссовет,2013,-3.0
1605420,Гляденьский сельсовет,2013,3.0
1605456,Новокулундинский сельсовет,2013,-1.0
1605458,Орлеанский сельсовет,2013,-6.0
1605461,Суворовский сельсовет,2013,-1.0
1605494,Яготинский сельсовет,2013,-1.0
1606000,Бурлинский муниципальный район,2013,12.0
1606411,Бурлинский сельсовет,2013,7.0
1606422,Михайловский сельсовет,2013,3.0
1606444,Новосельский сельсовет,2013,-1.0
1606466,Партизанский сельсовет,2013,2.0
1606477,Устьянский сельсовет,2013,1.0
1607000,Быстроистокский муниципальный район,2013,5.0
1607405,Быстроистокский сельсовет,2013,2.0
1607411,Верх-Ануйский сельсовет,2013,-1.0
1608000,Волчихинский муниципальный район,2013,5.0
1608421,Волчихинский сельсовет,2013,6.0
1609000,Егорьевский муниципальный район,2013,74.0
1609411,Кругло-Семенцовский сельсовет,2013,16.0
1609433,Новоегорьевский сельсовет,2013,41.0
1611000,Завьяловский муниципальный район,2013,41.0
1611416,Глубоковский сельсовет,2013,1.0
1611434,Завьяловский сельсовет,2013,23.0
1611470,Тумановский сельсовет,2013,0.0
1611489,Чистоозёрский сельсовет,2013,6.0
1612000,Залесовский муниципальный район,2013,7.0
1612426,Залесовский сельсовет,2013,6.0
1613000,Заринский муниципальный район,2013,6.0
1613430,Гоношихинский сельсовет,2013,0.0
1614000,Змеиногорский муниципальный район,2013,19.0
1614101,город Змеиногорск,2013,9.0
1614422,Барановский сельсовет,2013,5.0
1614433,Карамышевский сельсовет,2013,0.0
1614477,Таловский сельсовет,2013,0.0
1614488,Черепановский сельсовет,2013,2.0
1615000,Калманский муниципальный район,2013,8.0
1615414,Зимарёвский сельсовет,2013,4.0
1616000,Каменский муниципальный район,2013,13.0
1616461,Новоярковский сельсовет,2013,4.0
1617000,Ключевский муниципальный район,2013,8.0
1617406,Васильчуковский сельсовет,2013,-2.0
1617424,Ключевский сельсовет,2013,7.0
1619000,Красногорский муниципальный район,2013,5.0
1619405,Берёзовский сельсовет,2013,1.0
1619407,Быстрянский сельсовет,2013,0.0
1619423,Красногорский сельсовет,2013,4.0
1620000,Краснощёковский муниципальный район,2013,6.0
1620430,Краснощёковский сельсовет,2013,1.0
1622000,Кулундинский муниципальный район,2013,82.0
1622444,Златополинский сельсовет,2013,0.0
1622460,Кулундинский сельсовет,2013,56.0
1622466,Курский сельсовет,2013,13.0
1622472,Мирабилитский сельсовет,2013,-8.0
1622477,Октябрьский сельсовет,2013,12.0
1623000,Курьинский муниципальный район,2013,-10.0
1623422,Ивановский сельсовет,2013,-5.0
1623438,Колыванский сельсовет,2013,2.0
1623444,Краснознаменский сельсовет,2013,1.0
1623466,Курьинский сельсовет,2013,-8.0
1623477,Трусовский сельсовет,2013,0.0
1623488,Усть-Таловский сельсовет,2013,1.0
1624000,Кытмановский муниципальный район,2013,10.0
1624423,Кытмановский сельсовет,2013,5.0
1624434,Червовский сельсовет,2013,0.0
1624446,Новотарабинский сельсовет,2013,0.0
1624457,Октябрьский сельсовет,2013,2.0
1625000,Локтевский муниципальный район,2013,52.0
1625101,город Горняк,2013,33.0
1625426,Кировский сельсовет,2013,1.0
1625440,Масальский сельсовет,2013,1.0
1625473,Ремовский сельсовет,2013,-4.0
1625476,Самарский сельсовет,2013,5.0
1625484,Успенский сельсовет,2013,6.0
1626000,Мамонтовский муниципальный район,2013,17.0
1626449,Мамонтовский сельсовет,2013,7.0
1627000,Михайловский муниципальный район,2013,47.0
1627154,Малиновоозёрский поссовет,2013,13.0
1627416,Михайловский сельсовет,2013,18.0
1627420,Назаровский сельсовет,2013,2.0
1627422,Николаевский сельсовет,2013,5.0
1627444,Ракитовский сельсовет,2013,5.0
1628000,Новичихинский муниципальный район,2013,11.0
1628444,Новичихинский сельсовет,2013,3.0
1628466,Солоновский сельсовет,2013,3.0
1629000,Зональный муниципальный район,2013,19.0
1629426,Зональный сельсовет,2013,0.0
1629474,Плешковский сельсовет,2013,1.0
1630000,Павловский муниципальный район,2013,98.0
1630401,Арбузовский сельсовет,2013,0.0
1630437,Комсомольский сельсовет,2013,5.0
1630449,Лебяжинский сельсовет,2013,1.0
1630455,Новозоринский сельсовет,2013,4.0
1630460,Павловский сельсовет,2013,36.0
1630462,Павлозаводской сельсовет,2013,11.0
1630464,Прутской сельсовет,2013,1.0
1630473,Стуковский сельсовет,2013,12.0
1630482,Черемновский сельсовет,2013,9.0
1630490,Шаховский сельсовет,2013,5.0
1631000,Панкрушихинский муниципальный район,2013,18.0
1631417,Железнодорожный сельсовет,2013,0.0
1631444,Луковский сельсовет,2013,0.0
1631456,Панкрушихинский сельсовет,2013,5.0
1631478,Романовский сельсовет,2013,-3.0
1632000,Первомайский муниципальный район,2013,146.0
1632416,Берёзовский сельсовет,2013,21.0
1632420,Бобровский сельсовет,2013,9.0
1632422,Боровихинский сельсовет,2013,41.0
1632425,Жилинский сельсовет,2013,4.0
1632434,Зудиловский сельсовет,2013,15.0
1632449,Первомайский сельсовет,2013,9.0
1632454,Повалихинский сельсовет,2013,8.0
1632496,Солнечный сельсовет,2013,0.0
1632497,Сорочелоговской сельсовет,2013,-1.0
1633000,Петропавловский муниципальный район,2013,2.0
1633414,Зеленодольский сельсовет,2013,0.0
1634000,Поспелихинский муниципальный район,2013,37.0
1634467,Мамонтовский сельсовет,2013,5.0
1634495,Поспелихинский Центральный сельсовет,2013,24.0
