oktmo,name,year,saldo
1512000,Залесовский муниципальный округ,2022,-3.0
1601000,Алейский муниципальный район,2022,3.0
1601402,Алейский сельсовет,2022,1.0
1601420,Дружбинский сельсовет,2022,3.0
1601426,Заветильичёвский сельсовет,2022,1.0
1601432,Кашинский сельсовет,2022,1.0
1601477,Совхозный сельсовет,2022,1.0
1601498,Чапаевский сельсовет,2022,1.0
1604000,Бийский муниципальный район,2022,-28.0
1604410,Большеугреневский сельсовет,2022,-2.0
1604417,Верх-Катунский сельсовет,2022,3.0
1604422,Енисейский сельсовет,2022,-10.0
1604424,Заринский сельсовет,2022,0.0
1604434,Калининский сельсовет,2022,-3.0
1604437,Лесной сельсовет,2022,0.0
1604455,Малоенисейский сельсовет,2022,3.0
1604459,Малоугреневский сельсовет,2022,4.0
1604464,Новиковский сельсовет,2022,-3.0
1604470,Первомайский сельсовет,2022,-10.0
1604480,Светлоозёрский сельсовет,2022,4.0
1604483,Сростинский сельсовет,2022,-8.0
1604488,Усятский сельсовет,2022,-2.0
1604495,Шебалинский сельсовет,2022,-2.0
1605000,Благовещенский муниципальный район,2022,-6.0
1605151,Благовещенский поссовет,2022,5.0
1605157,Степноозёрский поссовет,2022,2.0
1605420,Гляденьский сельсовет,2022,20.0
1605436,Леньковский сельсовет,2022,-5.0
1605461,Суворовский сельсовет,2022,6.0
1606000,Бурлинский муниципальный район,2022,2.0
1606411,Бурлинский сельсовет,2022,-3.0
1606422,Михайловский сельсовет,2022,8.0
1606444,Новосельский сельсовет,2022,-1.0
1606455,Ореховский сельсовет,2022,0.0
1606477,Устьянский сельсовет,2022,1.0
1607000,Быстроистокский муниципальный район,2022,18.0
1607403,Акутихинский сельсовет,2022,12.0
1607405,Быстроистокский сельсовет,2022,2.0
1608000,Волчихинский муниципальный район,2022,-2.0
1608421,Волчихинский сельсовет,2022,-2.0
1609000,Егорьевский муниципальный район,2022,10.0
1609422,Лебяжинский сельсовет,2022,0.0
1609433,Новоегорьевский сельсовет,2022,5.0
1610000,Ельцовский муниципальный район,2022,0.0
1610422,Ельцовский сельсовет,2022,0.0
