oktmo,name,year,saldo
1601000,Алейский муниципальный район,2016,0.0
1601432,Кашинский сельсовет,2016,0.0
1601464,Моховской сельсовет,2016,0.0
1602000,Алтайский муниципальный район,2016,4.0
1602407,Алтайский сельсовет,2016,5.0
1604000,Бийский муниципальный район,2016,51.0
1604424,Заринский сельсовет,2016,3.0
1604437,Лесной сельсовет,2016,2.0
1604455,Малоенисейский сельсовет,2016,2.0
1604459,Малоугреневский сельсовет,2016,0.0
1604464,Новиковский сельсовет,2016,1.0
1604470,Первомайский сельсовет,2016,14.0
1604483,Сростинский сельсовет,2016,2.0
1604488,Усятский сельсовет,2016,10.0
1605000,Благовещенский муниципальный район,2016,24.0
1605151,Благовещенский поссовет,2016,18.0
1605157,Степноозёрский поссовет,2016,1.0
1605420,Гляденьский сельсовет,2016,-5.0
1605452,Николаевский сельсовет,2016,2.0
1605458,Орлеанский сельсовет,2016,-1.0
1605494,Яготинский сельсовет,2016,0.0
1606000,Бурлинский муниципальный район,2016,6.0
1606411,Бурлинский сельсовет,2016,2.0
1606422,Михайловский сельсовет,2016,2.0
1606444,Новосельский сельсовет,2016,-1.0
1606455,Ореховский сельсовет,2016,-1.0
1606466,Партизанский сельсовет,2016,2.0
1608000,Волчихинский муниципальный район,2016,-2.0
1608421,Волчихинский сельсовет,2016,-2.0
1609000,Егорьевский муниципальный район,2016,-20.0
1609411,Кругло-Семенцовский сельсовет,2016,-9.0
1609422,Лебяжинский сельсовет,2016,1.0
1609433,Новоегорьевский сельсовет,2016,1.0
1609466,Титовский сельсовет,2016,-3.0
1611000,Завьяловский муниципальный район,2016,20.0
1611411,Гилёвский сельсовет,2016,3.0
1611416,Глубоковский сельсовет,2016,2.0
1611423,Гоноховский сельсовет,2016,10.0
1611434,Завьяловский сельсовет,2016,-1.0
1611445,Камышенский сельсовет,2016,0.0
1611456,Малиновский сельсовет,2016,0.0
1611489,Чистоозёрский сельсовет,2016,-1.0
1612000,Залесовский муниципальный район,2016,3.0
1612426,Залесовский сельсовет,2016,2.0
1613000,Заринский муниципальный район,2016,10.0
1613428,Голухинский сельсовет,2016,0.0
1613438,Зыряновский сельсовет,2016,0.0
1613450,Комарский сельсовет,2016,3.0
1613474,Смазневский сельсовет,2016,0.0
1613487,Стародраченинский сельсовет,2016,1.0
1613488,Тягунский сельсовет,2016,0.0
1614000,Змеиногорский муниципальный район,2016,38.0
1614101,город Змеиногорск,2016,25.0
1614422,Барановский сельсовет,2016,6.0
1614433,Карамышевский сельсовет,2016,4.0
1615000,Калманский муниципальный район,2016,1.0
1615457,Новоромановский сельсовет,2016,-1.0
1615468,Обской сельсовет,2016,1.0
1616000,Каменский муниципальный район,2016,-1.0
1616101,г Камень-на-Оби,2016,13.0
1616461,Новоярковский сельсовет,2016,-4.0
1617000,Ключевский муниципальный район,2016,41.0
1617415,Истимисский сельсовет,2016,2.0
1617424,Ключевский сельсовет,2016,21.0
1617468,Покровский сельсовет,2016,-2.0
1618000,Косихинский муниципальный район,2016,19.0
1618434,Косихинский сельсовет,2016,0.0
1619000,Красногорский муниципальный район,2016,3.0
1619407,Быстрянский сельсовет,2016,1.0
1619423,Красногорский сельсовет,2016,0.0
1619445,Новозыковский сельсовет,2016,0.0
1620000,Краснощёковский муниципальный район,2016,-1.0
1622000,Кулундинский муниципальный район,2016,73.0
1622433,Воздвиженский сельсовет,2016,5.0
1622455,Константиновский сельсовет,2016,0.0
1622460,Кулундинский сельсовет,2016,55.0
1622466,Курский сельсовет,2016,-3.0
