oktmo,name,year,saldo
1601000,Алейский муниципальный район,2014,14.0
1601432,Кашинский сельсовет,2014,-2.0
1602000,Алтайский муниципальный район,2014,39.0
1602405,Айский сельсовет,2014,3.0
1602407,Алтайский сельсовет,2014,17.0
1604000,Бийский муниципальный район,2014,89.0
1604424,Заринский сельсовет,2014,8.0
1604455,Малоенисейский сельсовет,2014,10.0
1604464,Новиковский сельсовет,2014,7.0
1605000,Благовещенский муниципальный район,2014,4.0
1605151,Благовещенский поссовет,2014,12.0
1605157,Степноозёрский поссовет,2014,1.0
1605420,Гляденьский сельсовет,2014,3.0
1605436,Леньковский сельсовет,2014,6.0
1605452,Николаевский сельсовет,2014,-8.0
1605456,Новокулундинский сельсовет,2014,-6.0
1605458,Орлеанский сельсовет,2014,-5.0
1605494,Яготинский сельсовет,2014,1.0
1606000,Бурлинский муниципальный район,2014,28.0
1606411,Бурлинский сельсовет,2014,14.0
1606422,Михайловский сельсовет,2014,2.0
1606430,Новоандреевский сельсовет,2014,-1.0
1606444,Новосельский сельсовет,2014,6.0
1606466,Партизанский сельсовет,2014,1.0
1608000,Волчихинский муниципальный район,2014,8.0
1608421,Волчихинский сельсовет,2014,7.0
1608489,Усть-Волчихинский сельсовет,2014,-5.0
1609000,Егорьевский муниципальный район,2014,-8.0
1609411,Кругло-Семенцовский сельсовет,2014,-4.0
1609422,Лебяжинский сельсовет,2014,-2.0
1609433,Новоегорьевский сельсовет,2014,-11.0
1609490,Шубинский сельсовет,2014,-3.0
1611000,Завьяловский муниципальный район,2014,39.0
1611423,Гоноховский сельсовет,2014,-2.0
1611489,Чистоозёрский сельсовет,2014,1.0
1612000,Залесовский муниципальный район,2014,11.0
1612426,Залесовский сельсовет,2014,10.0
1614000,Змеиногорский муниципальный район,2014,25.0
1614101,город Змеиногорск,2014,18.0
1614422,Барановский сельсовет,2014,1.0
1614433,Карамышевский сельсовет,2014,1.0
1614488,Черепановский сельсовет,2014,3.0
1615000,Калманский муниципальный район,2014,4.0
1616000,Каменский муниципальный район,2014,12.0
1616437,Корниловский сельсовет,2014,0.0
1616461,Новоярковский сельсовет,2014,2.0
1616482,Рыбинский сельсовет,2014,2.0
1617000,Ключевский муниципальный район,2014,15.0
1617406,Васильчуковский сельсовет,2014,3.0
1617412,Зелёнополянский сельсовет,2014,0.0
1617415,Истимисский сельсовет,2014,0.0
1617424,Ключевский сельсовет,2014,4.0
1617468,Покровский сельсовет,2014,2.0
1620000,Краснощёковский муниципальный район,2014,-18.0
1620417,Верх-Камышенский сельсовет,2014,1.0
1620430,Краснощёковский сельсовет,2014,-1.0
1620442,Маралихинский сельсовет,2014,-12.0
1622000,Кулундинский муниципальный район,2014,54.0
1622411,Ананьевский сельсовет,2014,-9.0
1622444,Златополинский сельсовет,2014,-3.0
1622455,Константиновский сельсовет,2014,-5.0
