oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2014,515,383,380,332,145,328,424,454,478,496,1589,855,667,322
1601000,Алейский муниципальный район,male,2014,546,441,407,353,234,422,415,444,462,473,1490,798,571,279
1602000,Алтайский муниципальный район,female,2014,848,786,697,775,733,852,970,918,783,790,2099,1226,1040,553
1602000,Алтайский муниципальный район,male,2014,968,856,748,761,746,943,969,890,709,644,1854,1041,820,436
1603000,Баевский муниципальный район,female,2014,362,272,297,228,127,212,316,315,309,318,1040,574,399,204
1603000,Баевский муниципальный район,male,2014,352,300,252,206,147,234,298,301,313,335,944,523,312,165
1604000,Бийский муниципальный район,female,2014,1180,923,783,740,756,960,1097,1179,1042,1034,2878,1696,1433,820
1604000,Бийский муниципальный район,male,2014,1248,999,844,770,887,1160,1042,1106,938,869,2511,1501,1120,540
1605000,Благовещенский муниципальный район,female,2014,1007,861,792,821,702,979,1090,1107,891,889,2587,1440,1117,642
1605000,Благовещенский муниципальный район,male,2014,1087,924,855,733,823,1037,1029,1016,936,786,2246,1195,839,441
1606000,Бурлинский муниципальный район,female,2014,365,355,340,208,178,274,355,442,364,344,1032,571,402,219
1606000,Бурлинский муниципальный район,male,2014,388,331,365,255,166,321,360,360,379,358,938,508,351,174
1607000,Быстроистокский муниципальный район,female,2014,326,289,270,171,116,210,288,292,329,280,872,503,481,247
1607000,Быстроистокский муниципальный район,male,2014,334,324,301,226,169,221,300,279,300,272,783,459,420,198
1608000,Волчихинский муниципальный район,female,2014,651,581,522,438,443,565,635,690,641,542,1516,841,697,364
1608000,Волчихинский муниципальный район,male,2014,650,618,580,442,426,613,641,615,583,533,1382,755,530,289
1609000,Егорьевский муниципальный район,female,2014,456,429,378,405,222,375,437,469,450,451,1209,662,517,331
1609000,Егорьевский муниципальный район,male,2014,452,370,422,444,320,375,438,480,415,395,1124,614,445,259
1610000,Ельцовский муниципальный район,female,2014,181,179,149,115,70,168,184,206,183,207,628,345,307,157
1610000,Ельцовский муниципальный район,male,2014,217,164,179,127,97,157,199,203,185,177,558,318,242,99
1611000,Завьяловский муниципальный район,female,2014,545,569,500,422,187,473,645,707,639,565,1787,964,722,408
1611000,Завьяловский муниципальный район,male,2014,638,589,566,475,243,456,575,630,626,530,1684,906,595,282
