oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2016,512,403,353,316,199,205,389,435,457,474,1501,899,729,463
1601000,Алейский муниципальный район,male,2016,547,454,405,317,274,348,392,426,479,417,1394,857,614,398
1602000,Алтайский муниципальный район,female,2016,915,818,728,697,728,751,956,944,883,748,1988,1231,1123,839
1602000,Алтайский муниципальный район,male,2016,988,909,807,641,816,794,1001,890,786,651,1745,1090,878,606
1603000,Баевский муниципальный район,female,2016,333,319,256,230,137,158,268,287,322,290,942,604,447,313
1603000,Баевский муниципальный район,male,2016,344,301,261,189,126,208,272,279,327,266,866,532,339,227
1604000,Бийский муниципальный район,female,2016,1230,968,837,682,663,916,1011,1168,1081,1024,2655,1639,1556,1146
1604000,Бийский муниципальный район,male,2016,1272,1010,911,762,800,1079,1093,1021,1003,857,2281,1374,1260,784
1605000,Благовещенский муниципальный район,female,2016,955,918,781,748,753,785,1080,1062,969,809,2412,1488,1173,929
1605000,Благовещенский муниципальный район,male,2016,998,1007,843,667,613,1120,988,943,987,768,2048,1218,905,623
1606000,Бурлинский муниципальный район,female,2016,358,369,346,252,148,225,324,378,386,335,974,584,440,320
1606000,Бурлинский муниципальный район,male,2016,347,351,361,270,165,247,311,352,349,338,903,513,375,254
1607000,Быстроистокский муниципальный район,female,2016,325,278,264,181,139,138,254,263,334,265,778,481,487,360
1607000,Быстроистокский муниципальный район,male,2016,305,312,278,248,177,185,232,279,285,269,706,451,399,273
1608000,Волчихинский муниципальный район,female,2016,621,602,545,407,430,496,556,677,637,567,1423,852,722,524
1608000,Волчихинский муниципальный район,male,2016,607,652,589,411,414,544,581,612,612,475,1251,750,600,405
1609000,Егорьевский муниципальный район,female,2016,447,426,381,361,286,274,424,439,460,417,1127,706,528,447
1609000,Егорьевский муниципальный район,male,2016,454,393,419,415,365,322,401,443,434,382,1015,643,492,324
1610000,Ельцовский муниципальный район,female,2016,209,184,160,120,60,126,175,195,213,186,579,367,326,237
1610000,Ельцовский муниципальный район,male,2016,222,183,158,138,84,161,178,200,189,176,507,315,259,166
1611000,Завьяловский муниципальный район,female,2016,548,522,529,462,255,319,580,669,711,554,1717,1042,792,578
1611000,Завьяловский муниципальный район,male,2016,621,607,555,485,304,381,492,606,630,546,1575,988,656,437
1612000,Залесовский муниципальный район,female,2016,519,423,399,305,204,300,415,471,500,439,1270,772,591,449
1612000,Залесовский муниципальный район,male,2016,518,447,414,318,301,378,450,449,490,426,1183,682,543,344
1613000,Заринский муниципальный район,female,2016,631,592,481,413,374,556,593,677,629,510,1485,939,754,552
1613000,Заринский муниципальный район,male,2016,656,591,514,436,346,624,661,694,678,507,1453,915,691,433
1614000,Змеиногорский муниципальный район,female,2016,669,637,531,470,315,521,704,721,637,564,1701,1096,969,675
1614000,Змеиногорский муниципальный район,male,2016,729,714,550,447,389,612,705,710,662,494,1519,986,747,476
1615000,Калманский муниципальный район,female,2016,476,367,370,273,188,308,361,434,419,378,1089,678,668,495
1615000,Калманский муниципальный район,male,2016,501,380,358,272,269,564,527,540,506,432,988,590,497,327
1616000,Каменский муниципальный район,female,2016,1571,1654,1588,1376,1629,1678,2115,1989,1996,1543,4438,2624,2298,1641
1616000,Каменский муниципальный район,male,2016,1792,1582,1502,1006,1510,2060,1856,1696,1739,1379,3452,2086,1637,1018
1617000,Ключевский муниципальный район,female,2016,554,550,472,407,327,471,599,616,609,545,1415,857,652,502
1617000,Ключевский муниципальный район,male,2016,631,566,530,443,347,487,594,603,581,499,1241,709,553,375
1618000,Косихинский муниципальный район,female,2016,648,482,460,392,252,359,480,496,583,483,1464,884,805,580
1618000,Косихинский муниципальный район,male,2016,635,483,516,365,338,422,510,548,496,460,1330,815,578,393
1619000,Красногорский муниципальный район,female,2016,513,550,452,333,237,354,538,523,536,458,1216,771,695,564
1619000,Красногорский муниципальный район,male,2016,552,617,509,357,233,372,483,514,532,418,1196,731,602,383
1620000,Краснощёковский муниципальный район,female,2016,491,438,460,410,183,370,586,625,612,509,1629,996,812,538
1620000,Краснощёковский муниципальный район,male,2016,465,519,486,437,281,478,601,589,581,475,1544,987,667,428
1621000,Крутихинский муниципальный район,female,2016,337,330,327,269,182,188,304,375,380,320,975,585,514,332
