oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2021,321,458,392,294,332,144,148,338,408,453,1013,665,828,640
1601000,Алейский муниципальный район,male,2021,369,495,466,318,333,269,285,311,404,470,872,555,739,488
1602000,Алтайский муниципальный район,female,2021,667,905,824,756,672,667,757,1004,957,918,1530,922,1223,1068
1602000,Алтайский муниципальный район,male,2021,747,954,919,797,593,839,762,992,901,785,1271,764,1020,772
1603000,Баевский муниципальный район,female,2021,206,296,297,204,186,115,117,234,269,308,616,391,555,407
1603000,Баевский муниципальный район,male,2021,231,302,278,204,190,117,154,233,251,319,568,362,451,280
1604000,Бийский муниципальный район,female,2021,777,1152,930,720,641,543,747,880,1080,1029,1946,1180,1527,1419
1604000,Бийский муниципальный район,male,2021,836,1201,952,747,712,780,968,996,937,925,1629,1000,1255,1070
1605000,Благовещенский муниципальный район,female,2021,644,944,925,700,734,710,720,1008,1035,950,1729,1093,1375,1073
1605000,Благовещенский муниципальный район,male,2021,699,1005,999,754,477,745,1018,928,897,946,1445,893,1079,730
1606000,Бурлинский муниципальный район,female,2021,190,319,366,260,252,96,173,289,343,373,716,460,530,393
1606000,Бурлинский муниципальный район,male,2021,229,325,327,275,308,162,207,276,328,321,658,414,437,298
1607000,Быстроистокский муниципальный район,female,2021,199,313,272,215,176,125,111,240,246,321,545,336,428,430
1607000,Быстроистокский муниципальный район,male,2021,215,312,291,237,226,196,150,202,284,265,480,288,387,332
1608000,Волчихинский муниципальный район,female,2021,432,569,592,466,396,333,418,520,663,610,1077,662,792,645
1608000,Волчихинский муниципальный район,male,2021,494,575,630,473,405,385,498,543,594,574,917,555,654,496
1609000,Егорьевский муниципальный район,female,2021,318,444,426,357,254,209,226,384,411,445,800,483,651,478
1609000,Егорьевский муниципальный район,male,2021,317,453,371,399,268,342,298,349,418,381,710,418,569,394
1610000,Ельцовский муниципальный район,female,2021,126,201,201,126,115,63,109,179,202,210,419,266,356,300
1610000,Ельцовский муниципальный район,male,2021,144,210,200,140,132,83,146,187,186,193,360,228,299,232
1611000,Завьяловский муниципальный район,female,2021,393,514,519,433,439,211,272,541,642,683,1174,764,983,714
1611000,Завьяловский муниципальный район,male,2021,419,606,603,462,479,306,313,455,573,604,1041,632,888,536
1612000,Залесовский муниципальный район,female,2021,319,514,416,343,290,173,254,385,469,482,902,569,712,544
1612000,Залесовский муниципальный район,male,2021,371,501,445,402,279,314,333,438,448,472,885,552,575,454
1613000,Заринский муниципальный район,female,2021,283,560,552,368,420,273,428,495,625,583,1023,630,843,679
1613000,Заринский муниципальный район,male,2021,355,543,557,386,440,307,518,603,622,638,976,607,751,574
1614000,Змеиногорский муниципальный район,female,2021,461,640,621,459,450,294,447,671,680,605,1083,658,1005,855
1614000,Змеиногорский муниципальный район,male,2021,491,696,705,433,313,512,541,661,672,630,949,579,857,597
1615000,Калманский муниципальный район,female,2021,371,429,356,302,271,182,292,362,414,419,778,486,647,594
1615000,Калманский муниципальный район,male,2021,383,466,372,285,264,185,483,436,471,477,741,421,517,398
1616000,Каменский муниципальный район,female,2021,1089,1508,1603,1584,1302,1587,1508,1976,1925,1900,3235,2053,2459,2074
1616000,Каменский муниципальный район,male,2021,1095,1732,1545,1474,509,1788,2001,1721,1596,1593,2481,1479,1843,1293
1617000,Ключевский муниципальный район,female,2021,322,523,526,401,405,243,375,562,581,575,1050,657,814,586
1617000,Ключевский муниципальный район,male,2021,335,571,546,424,449,304,412,540,564,551,981,598,626,466
1618000,Косихинский муниципальный район,female,2021,451,611,453,419,400,185,268,425,477,549,1005,652,826,734
1618000,Косихинский муниципальный район,male,2021,474,583,456,440,347,331,379,461,488,469,915,568,710,464
1619000,Красногорский муниципальный район,female,2021,432,533,567,399,345,205,305,544,535,546,904,537,765,677
1619000,Красногорский муниципальный район,male,2021,363,558,620,437,378,238,348,492,495,536,805,474,676,519
1620000,Краснощёковский муниципальный район,female,2021,354,473,432,384,394,156,308,556,597,582,1105,698,920,740
1620000,Краснощёковский муниципальный район,male,2021,350,435,504,368,442,261,429,544,567,542,949,583,863,576
1621000,Крутихинский муниципальный район,female,2021,240,356,357,299,272,176,185,329,375,375,725,466,576,499
1621000,Крутихинский муниципальный район,male,2021,240,389,408,285,272,217,215,320,342,324,637,392,499,354
1622000,Кулундинский муниципальный район,female,2021,553,746,718,521,561,382,664,794,809,793,1447,888,1051,807
1622000,Кулундинский муниципальный район,male,2021,556,727,778,517,548,489,677,853,820,692,1218,760,851,585
1623000,Курьинский муниципальный район,female,2021,199,245,256,207,133,65,140,265,286,309,582,344,531,427
1623000,Курьинский муниципальный район,male,2021,188,284,281,206,205,158,206,265,255,294,557,338,443,344
1624000,Кытмановский муниципальный район,female,2021,301,424,380,264,362,129,167,363,390,423,798,490,637,541
1624000,Кытмановский муниципальный район,male,2021,315,423,387,321,296,170,319,345,395,398,705,434,513,427
1625000,Локтевский муниципальный район,female,2021,509,739,640,644,604,453,649,836,871,896,1523,967,1263,1103
1625000,Локтевский муниципальный район,male,2021,517,733,740,638,411,641,699,789,857,783,1238,733,1058,730
1626000,Мамонтовский муниципальный район,female,2021,481,702,702,515,525,322,527,759,802,755,1422,882,1133,982
1626000,Мамонтовский муниципальный район,male,2021,498,698,683,538,467,402,559,801,800,717,1156,706,966,752
1627000,Михайловский муниципальный район,female,2021,444,632,608,495,466,353,419,692,657,684,1311,842,964,814
1627000,Михайловский муниципальный район,male,2021,495,681,606,501,459,566,480,570,583,600,1100,693,780,548
1628000,Новичихинский муниципальный район,female,2021,209,303,264,255,202,132,122,311,290,321,599,375,489,385
1628000,Новичихинский муниципальный район,male,2021,227,299,317,225,244,130,157,270,302,273,536,312,422,313
1629000,Зональный муниципальный район,female,2021,541,754,669,493,455,412,566,734,725,663,1202,753,885,782
1629000,Зональный муниципальный район,male,2021,543,748,721,438,381,498,685,741,655,663,1040,650,771,570
1630000,Павловский муниципальный район,female,2021,993,1308,1223,945,838,650,1030,1449,1452,1381,2422,1538,2007,1758
1630000,Павловский муниципальный район,male,2021,1013,1342,1317,948,788,931,1216,1401,1382,1256,2048,1298,1525,1217
1631000,Панкрушихинский муниципальный район,female,2021,271,348,357,320,264,170,223,394,393,407,763,458,634,443
1631000,Панкрушихинский муниципальный район,male,2021,294,364,425,293,311,219,234,348,364,351,735,460,538,347
1632000,Первомайский муниципальный район,female,2021,1277,1839,1748,1321,1223,1109,1850,2105,2088,1925,3183,1915,2558,2121
1632000,Первомайский муниципальный район,male,2021,1335,1866,1766,1322,1212,1347,1957,2284,1996,1887,3065,1859,2157,1660
1633000,Петропавловский муниципальный район,female,2021,305,424,361,297,285,158,188,363,442,447,748,463,564,518
1633000,Петропавловский муниципальный район,male,2021,310,475,360,289,287,195,217,375,368,440,598,351,484,365
1634000,Поспелихинский муниципальный район,female,2021,551,818,736,587,631,352,487,859,873,828,1381,866,1183,967
1634000,Поспелихинский муниципальный район,male,2021,601,834,774,635,546,382,527,816,734,696,1138,695,973,708
1635000,Ребрихинский муниципальный район,female,2021,508,739,703,599,514,336,383,718,748,789,1398,885,1234,1006
1635000,Ребрихинский муниципальный район,male,2021,555,730,721,631,575,467,557,697,750,748,1303,804,990,782
1636000,Родинский муниципальный район,female,2021,368,563,506,409,428,400,365,569,587,654,1207,765,1076,782
1636000,Родинский муниципальный район,male,2021,420,552,520,421,419,412,443,480,606,556,1032,677,852,618
1637000,Романовский муниципальный район,female,2021,213,333,341,318,206,154,194,351,391,451,793,512,746,537
1637000,Романовский муниципальный район,male,2021,267,385,328,299,291,245,179,303,413,390,693,425,597,465
1638000,Рубцовский муниципальный район,female,2021,483,704,754,566,445,337,554,724,743,788,1359,834,1136,833
1638000,Рубцовский муниципальный район,male,2021,534,763,745,647,568,465,678,728,710,800,1282,774,993,688
1640000,Смоленский муниципальный район,female,2021,551,706,620,468,404,274,364,656,708,773,1270,783,1056,1047
1640000,Смоленский муниципальный район,male,2021,629,744,663,517,463,426,522,621,673,684,1089,646,880,707
1641000,Суетский муниципальный район,female,2021,100,131,130,116,124,56,61,125,137,186,276,182,205,166
1641000,Суетский муниципальный район,male,2021,101,137,149,97,123,82,80,153,146,166,260,156,177,133
1642000,Советский муниципальный район,female,2021,373,564,600,402,360,180,277,450,516,546,973,589,791,694
1642000,Советский муниципальный район,male,2021,459,577,532,392,389,243,328,390,477,445,810,499,707,504
1643000,Солонешенский муниципальный район,female,2021,215,289,301,280,201,151,187,323,290,352,550,359,421,365
1643000,Солонешенский муниципальный район,male,2021,216,344,377,295,193,219,251,338,281,317,535,326,386,259
1644000,Солтонский муниципальный район,female,2021,211,303,196,190,300,116,98,185,284,338,365,221,430,261
1644000,Солтонский муниципальный район,male,2021,181,350,241,193,210,126,159,235,267,194,472,291,270,177
1645000,Шелаболихинский муниципальный район,female,2021,323,497,380,339,329,149,208,358,441,442,771,489,728,559
1645000,Шелаболихинский муниципальный район,male,2021,379,451,413,350,323,253,271,347,441,408,707,437,618,456
1646000,Табунский муниципальный район,female,2021,295,396,376,248,282,147,215,312,293,297,533,328,380,310
1646000,Табунский муниципальный район,male,2021,310,427,341,259,286,183,249,299,280,272,500,308,295,234
1647000,Тальменский муниципальный район,female,2021,1148,1558,1503,1282,1097,1163,1427,1736,1705,1571,2588,1550,2071,1849
1647000,Тальменский муниципальный район,male,2021,1179,1614,1573,1348,842,1218,1839,1721,1678,1494,2264,1355,1627,1249
1648000,Тогульский муниципальный район,female,2021,185,250,248,175,174,99,109,206,244,276,508,338,421,350
1648000,Тогульский муниципальный район,male,2021,170,260,270,193,189,133,133,209,222,237,467,303,321,268
