oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1622000,Кулундинский муниципальный район,male,2022,520,725,806,513,507,592,549,862,776,727,1183,690,835,584
1623000,Курьинский муниципальный район,female,2022,187,259,231,200,170,60,92,259,264,308,536,301,506,430
1623000,Курьинский муниципальный район,male,2022,186,272,275,198,190,201,173,237,258,276,532,328,416,349
1624000,Кытмановский муниципальный район,female,2022,250,391,429,265,332,168,117,312,392,419,724,435,625,548
1624000,Кытмановский муниципальный район,male,2022,284,394,421,299,296,209,239,336,387,358,647,377,499,428
1625000,Локтевский муниципальный район,female,2022,434,709,652,651,588,497,536,790,857,904,1443,830,1232,1084
1625000,Локтевский муниципальный район,male,2022,465,700,744,652,418,592,687,789,820,781,1173,662,970,784
1626000,Мамонтовский муниципальный район,female,2022,406,675,722,538,520,359,389,762,773,773,1306,774,1138,1009
1626000,Мамонтовский муниципальный район,male,2022,464,669,687,551,474,451,453,766,786,756,1092,620,946,760
1627000,Михайловский муниципальный район,female,2022,404,590,645,491,467,375,350,678,632,667,1227,752,973,832
1627000,Михайловский муниципальный район,male,2022,452,679,645,485,466,589,408,583,545,583,993,587,805,566
1628000,Новичихинский муниципальный район,female,2022,196,285,269,247,210,151,65,277,313,303,569,335,477,390
1628000,Новичихинский муниципальный район,male,2022,191,295,312,222,247,168,109,238,293,299,526,291,390,331
1629000,Зональный муниципальный район,female,2022,491,731,710,501,480,386,510,731,709,673,1124,654,869,826
1629000,Зональный муниципальный район,male,2022,510,714,736,485,418,480,582,753,641,677,992,589,774,561
1630000,Павловский муниципальный район,female,2022,918,1277,1264,963,845,650,881,1384,1463,1358,2270,1357,1930,1803
1630000,Павловский муниципальный район,male,2022,943,1310,1340,978,790,976,1077,1377,1344,1296,1937,1153,1514,1213
1631000,Панкрушихинский муниципальный район,female,2022,272,334,352,308,281,182,160,379,392,410,703,408,614,483
1631000,Панкрушихинский муниципальный район,male,2022,264,366,415,295,300,270,212,305,341,380,672,408,528,390
1632000,Первомайский муниципальный район,female,2022,1164,1820,1793,1347,1249,1092,1655,2209,2047,2040,3116,1796,2511,2158
1632000,Первомайский муниципальный район,male,2022,1222,1806,1862,1363,1253,1348,1800,2282,2067,1928,2987,1719,2150,1684
1633000,Петропавловский муниципальный район,female,2022,280,410,376,312,284,193,143,330,439,443,674,400,562,515
1633000,Петропавловский муниципальный район,male,2022,273,474,384,301,269,222,182,323,394,435,562,322,452,389
1634000,Поспелихинский муниципальный район,female,2022,530,764,783,610,614,435,378,817,859,859,1274,781,1175,976
1634000,Поспелихинский муниципальный район,male,2022,554,796,812,637,534,465,417,774,765,657,1083,615,936,714
1635000,Ребрихинский муниципальный район,female,2022,478,713,732,569,533,379,349,611,741,771,1321,800,1181,1047
1635000,Ребрихинский муниципальный район,male,2022,519,713,733,626,577,536,482,648,730,754,1210,742,988,774
1636000,Родинский муниципальный район,female,2022,341,521,544,406,414,432,320,519,586,632,1111,694,1036,847
1636000,Родинский муниципальный район,male,2022,386,512,541,435,427,433,380,467,592,528,956,574,864,634
1637000,Романовский муниципальный район,female,2022,219,303,321,299,220,174,162,286,417,448,748,443,732,568
1637000,Романовский муниципальный район,male,2022,243,364,338,276,303,263,165,267,394,388,665,372,573,451
1638000,Рубцовский муниципальный район,female,2022,438,687,741,587,473,344,475,682,753,774,1304,791,1083,879
1638000,Рубцовский муниципальный район,male,2022,445,741,760,650,580,494,585,719,712,767,1213,709,998,702
1640000,Смоленский муниципальный район,female,2022,531,675,647,463,421,322,276,608,685,758,1213,704,1014,1027
1640000,Смоленский муниципальный район,male,2022,572,713,693,510,480,475,423,600,635,688,1039,575,857,697
1641000,Суетский муниципальный район,female,2022,94,125,140,113,119,66,41,115,129,180,263,169,203,167
1641000,Суетский муниципальный район,male,2022,78,133,150,105,104,104,65,128,152,158,238,137,180,129
1642000,Советский муниципальный район,female,2022,356,512,625,423,357,227,197,433,513,531,926,524,770,705
1642000,Советский муниципальный район,male,2022,416,571,556,399,364,313,232,404,465,463,742,444,670,531
1643000,Солонешенский муниципальный район,female,2022,191,297,298,287,207,176,132,319,289,353,524,315,435,349
1643000,Солонешенский муниципальный район,male,2022,200,327,370,323,176,230,195,333,266,319,542,301,352,282
1644000,Солтонский муниципальный район,female,2022,192,313,181,185,299,168,72,175,326,281,409,239,409,174
1644000,Солтонский муниципальный район,male,2022,152,313,242,177,226,169,143,211,284,229,409,224,261,226
1645000,Шелаболихинский муниципальный район,female,2022,316,452,424,343,328,183,149,312,452,429,706,417,703,583
1645000,Шелаболихинский муниципальный район,male,2022,351,443,425,341,297,303,238,324,441,401,643,377,575,501
1646000,Табунский муниципальный район,female,2022,253,387,399,235,276,146,179,281,295,295,502,289,372,302
1646000,Табунский муниципальный район,male,2022,293,363,363,269,275,227,213,271,268,282,451,281,281,232
1647000,Тальменский муниципальный район,female,2022,1021,1525,1547,1282,1083,1186,1268,1682,1701,1615,2489,1436,1980,1861
1647000,Тальменский муниципальный район,male,2022,1080,1555,1612,1373,891,1132,1772,1705,1687,1510,2172,1264,1586,1285
1648000,Тогульский муниципальный район,female,2022,159,252,246,174,195,106,72,196,253,258,476,308,409,363
1648000,Тогульский муниципальный район,male,2022,166,231,278,205,192,154,120,189,212,231,440,272,324,266
1649000,Топчихинский муниципальный район,female,2022,515,822,766,560,575,305,340,623,752,757,1288,783,1097,975
1649000,Топчихинский муниципальный район,male,2022,569,889,782,628,578,482,743,640,707,703,1059,652,886,710
1650000,Третьяковский муниципальный район,female,2022,322,471,475,302,272,194,205,371,467,439,703,422,593,498
1650000,Третьяковский муниципальный район,male,2022,369,433,447,317,312,230,247,403,358,428,599,336,501,352
1651000,Троицкий муниципальный район,female,2022,497,745,706,559,511,362,320,647,723,772,1333,772,1121,1050
1651000,Троицкий муниципальный район,male,2022,495,783,740,692,508,551,426,601,712,713,1222,704,949,805
1652000,Тюменцевский муниципальный район,female,2022,274,389,394,295,335,228,300,380,446,535,767,446,646,621
1652000,Тюменцевский муниципальный район,male,2022,265,413,444,346,366,296,349,414,476,423,752,439,575,424
1653000,Угловский муниципальный район,female,2022,265,364,434,331,278,177,182,377,402,393,747,450,578,444
1653000,Угловский муниципальный район,male,2022,249,373,423,358,341,254,270,351,393,351,631,377,489,347
1654000,Усть-Калманский муниципальный район,female,2022,284,391,373,364,315,210,226,407,465,478,872,565,769,637
1654000,Усть-Калманский муниципальный район,male,2022,281,417,442,401,361,353,282,390,473,459,717,437,672,474
1655000,Усть-Пристанский муниципальный район,female,2022,220,327,321,217,267,128,65,216,326,367,741,449,666,564
1655000,Усть-Пристанский муниципальный район,male,2022,240,318,329,216,264,195,110,237,322,369,631,376,581,426
1656000,Хабарский муниципальный район,female,2022,338,451,479,342,393,228,140,427,504,497,869,559,761,636
1656000,Хабарский муниципальный район,male,2022,368,466,504,348,372,303,234,407,412,524,762,473,650,493
1657000,Целинный муниципальный район,female,2022,322,475,455,383,363,239,215,362,505,580,878,527,712,643
1657000,Целинный муниципальный район,male,2022,356,494,553,385,377,308,253,428,425,520,793,459,626,493
1658000,Чарышский муниципальный район,female,2022,316,376,402,241,296,195,113,315,387,404,703,402,534,456
1658000,Чарышский муниципальный район,male,2022,316,421,381,290,337,248,221,360,376,368,658,376,462,355
1659000,Шипуновский муниципальный район,female,2022,610,879,929,760,729,527,746,1310,1437,1232,2055,1210,1667,1389
1659000,Шипуновский муниципальный район,male,2022,642,863,1006,695,653,702,563,950,1056,839,1459,893,1240,924
1660000,Немецкий национальный муниципальный район,female,2022,437,608,620,531,382,331,241,527,601,554,918,581,742,612
1660000,Немецкий национальный муниципальный район,male,2022,435,555,676,470,464,468,333,490,514,508,812,487,599,489
1701000,город Барнаул,female,2022,16634,21822,18542,18056,14898,21743,41367,34681,28971,26677,37223,20796,26023,23769
1701000,город Барнаул,male,2022,17698,22880,19487,19066,14281,19429,32622,32098,25112,22495,29682,16095,17562,13748
1703000,город Алейск,female,2022,642,968,1024,786,569,631,851,1279,1042,919,1257,694,1151,984
1703000,город Алейск,male,2022,661,976,1007,1141,2335,1456,818,1203,942,739,967,540,725,575
1704000,город Белокуриха,female,2022,378,549,477,380,350,273,372,715,759,668,884,489,735,650
1704000,город Белокуриха,male,2022,370,489,522,405,203,322,486,575,542,603,755,417,496,408
1705000,город Бийск,female,2022,4581,6684,6155,5084,4335,6070,9031,9116,8700,8162,12062,6795,9034,8291
1705000,город Бийск,male,2022,5103,7085,6582,5726,4647,5519,8026,8615,7166,6689,9119,4974,5902,4736
1706000,город Заринск,female,2022,944,1476,1561,1210,1086,794,1127,2121,2059,1745,2486,1428,2564,2189
1706000,город Заринск,male,2022,1006,1529,1666,985,527,1171,1669,2047,1852,1454,1888,1039,1665,1388
1713000,город Новоалтайск,female,2022,2092,2897,2475,1830,1524,1843,3040,3439,3039,2766,4108,2376,3144,2890
1713000,город Новоалтайск,male,2022,2182,2825,2486,1478,583,2179,3734,3684,3043,2614,3460,1928,2150,1643
1716000,город Рубцовск,female,2022,2573,3986,3841,3234,2739,3167,5058,5580,5166,4904,7574,4299,5853,5564
1716000,город Рубцовск,male,2022,2759,4113,4093,3517,2947,3772,6562,7219,6090,5116,6860,3864,4433,3301
1719000,город Славгород,female,2022,1010,1289,1129,1415,961,1353,1474,1484,1546,1422,2113,1218,1706,1461
1719000,город Славгород,male,2022,1100,1318,1325,1424,458,1091,1564,1518,1212,1196,1687,935,1219,897
1730000,город Яровое,female,2022,194,427,483,585,363,403,537,606,636,638,1204,710,992,983
1730000,город Яровое,male,2022,241,436,483,566,154,479,655,643,581,522,928,546,673,563
1755000,ЗАТО Сибирский,female,2022,278,393,344,276,291,301,521,509,417,315,464,251,268,170
1755000,ЗАТО Сибирский,male,2022,302,429,365,902,2501,774,443,455,394,290,309,176,192,112
3601000,Абинский муниципальный район,female,2022,2619,3392,3155,2564,2059,2326,3083,3712,3357,3349,5646,3455,4178,4041
3601000,Абинский муниципальный район,male,2022,2926,3404,3321,2578,2112,2697,3539,3967,3584,3070,4954,2784,3226,2711
3605000,Апшеронский муниципальный район,female,2022,2368,3499,3196,2780,2166,2326,3142,3744,3412,3251,5746,3432,3976,3634
3605000,Апшеронский муниципальный район,male,2022,2459,3736,3346,2764,2279,2997,3881,3864,3764,3210,5245,2885,3059,2356
3607000,Белоглинский муниципальный район,female,2022,664,875,879,801,714,715,927,1032,953,1062,1940,1175,1223,1116
3607000,Белоглинский муниципальный район,male,2022,709,939,982,797,736,883,1148,1125,977,931,1701,985,1034,762
3608000,Белореченский муниципальный район,female,2022,2766,3890,3589,3044,2332,2717,3693,4169,3724,3683,6336,3733,4395,4118
3608000,Белореченский муниципальный район,male,2022,2934,4002,3893,3079,2406,3012,3982,4161,3474,3312,5175,2952,3377,2620
3610000,Брюховецкий муниципальный район,female,2022,962,1426,1503,1367,955,1029,1282,1564,1683,1735,3075,1799,2106,1895
3610000,Брюховецкий муниципальный район,male,2022,999,1485,1622,1432,991,1163,1392,1645,1506,1560,2623,1472,1637,1336
3612000,Выселковский муниципальный район,female,2022,1017,1494,1535,1433,1352,1383,1814,1979,2062,2013,3543,2026,2373,2068
3612000,Выселковский муниципальный район,male,2022,1051,1608,1762,1560,1362,1596,2007,2167,1877,1835,3145,1761,1861,1381
3613000,Гулькевичский муниципальный район,female,2022,2662,2900,2824,2489,2514,2460,3206,3514,3425,3543,5990,3368,4105,3812
3613000,Гулькевичский муниципальный район,male,2022,2839,3079,3120,2567,2455,2853,3767,3601,3491,3231,5363,2923,3026,2370
3614000,Динской муниципальный район,female,2022,3427,4357,4371,4003,3691,4102,5223,6451,5795,5220,8626,4885,5825,5213
3614000,Динской муниципальный район,male,2022,3773,4811,4732,4036,3670,4304,5804,6426,5844,5049,7662,4204,4681,3714
3616000,Ейский муниципальный район,female,2022,3222,3822,3564,3516,2883,3187,4199,4897,4640,4808,8504,5071,6135,5899
3616000,Ейский муниципальный район,male,2022,3278,3872,3621,3544,3127,3766,4857,5089,4708,4352,7263,4049,4721,3746
3618000,Кавказский муниципальный район,female,2022,2882,4057,3854,3219,2619,3032,4084,4471,4248,4101,6898,4139,4954,4561
3618000,Кавказский муниципальный район,male,2022,3024,4248,4049,3592,2567,3265,4364,4369,4179,3801,5614,3160,3634,2803
3619000,Калининский муниципальный район,female,2022,1183,1623,1520,1386,1321,1443,1606,1785,1715,1763,3123,1842,2046,1743
3619000,Калининский муниципальный район,male,2022,1154,1651,1742,1421,1292,1601,1901,1940,1741,1690,2715,1536,1723,1284
3620000,Каневской муниципальный район,female,2022,1922,2824,3170,2862,2631,2702,3247,3731,3466,3472,6270,3646,3918,3361
3620000,Каневской муниципальный район,male,2022,2058,2996,3235,2920,2484,2899,3484,3924,3412,3277,5350,2989,3127,2368
3621000,Кореновский муниципальный район,female,2022,2273,2754,2552,2049,1471,2117,2769,3149,2780,2805,5000,2966,3586,3178
3621000,Кореновский муниципальный район,male,2022,2572,2922,2871,2335,2442,2566,3185,3222,2985,2744,4337,2426,2625,1921
3623000,Красноармейский муниципальный район,female,2022,2234,3220,3326,2930,2282,2564,3103,3636,3575,3649,6133,3663,4181,3901
3623000,Красноармейский муниципальный район,male,2022,2474,3405,3382,2861,2383,2835,3454,3780,3523,3411,5464,3144,3389,2689
3624000,Крыловский муниципальный район,female,2022,602,884,996,847,908,955,1192,1175,1224,1197,2364,1380,1398,1050
3624000,Крыловский муниципальный район,male,2022,681,988,1070,916,924,1075,1327,1422,1181,1110,2031,1171,1166,840
3625000,Крымский муниципальный район,female,2022,3467,4686,4381,3438,2733,3202,4242,4884,4534,4379,7546,4492,5652,5166
3625000,Крымский муниципальный район,male,2022,3851,4806,4354,3601,2918,3632,4848,4875,4883,4206,6560,3730,4325,3535
3627000,Курганинский муниципальный район,female,2022,2663,3474,3448,3037,2169,2602,3158,3589,3381,3609,6028,3590,4166,3836
3627000,Курганинский муниципальный район,male,2022,2889,3580,3648,2913,2273,3083,3551,3543,3357,3363,5061,2824,3342,2467
3628000,Кущевский муниципальный район,female,2022,1161,1824,2141,1850,1617,1613,1992,2342,2331,2416,3984,2304,2718,2286
3628000,Кущевский муниципальный район,male,2022,1273,1969,2219,1838,1709,1689,2168,2242,2194,2225,3562,2031,2191,1626
3630000,Лабинский муниципальный район,female,2022,2122,3082,2863,2835,1956,2262,2719,3338,3257,3181,5325,3158,3820,3607
3630000,Лабинский муниципальный район,male,2022,2523,3442,3115,2809,1995,2669,2863,3022,3072,2812,4451,2416,2797,2254
3632000,Ленинградский муниципальный район,female,2022,1271,1655,1868,2128,1444,1518,1824,2092,1994,2145,3760,2261,2530,2243
3632000,Ленинградский муниципальный район,male,2022,1241,1858,1834,1796,1317,1655,1950,2280,1882,1993,3266,1900,1999,1574
3633000,Мостовский муниципальный район,female,2022,1635,2427,2284,1975,1570,1670,2173,2594,2390,2378,4006,2334,2831,2556
3633000,Мостовский муниципальный район,male,2022,1649,2567,2516,1977,1502,2055,2515,2671,2490,2225,3393,1933,2222,1712
3634000,Новокубанский муниципальный район,female,2022,2088,2715,2677,2311,2248,2341,2933,3329,3113,3034,4966,2870,3245,3094
3634000,Новокубанский муниципальный район,male,2022,2078,2836,2874,2478,2254,2498,3203,3348,2877,2725,4204,2374,2587,1957
3635000,Новопокровский муниципальный район,female,2022,856,1215,1242,1087,1013,1032,1242,1290,1408,1435,2774,1615,1721,1565
3635000,Новопокровский муниципальный район,male,2022,931,1308,1404,1036,1014,1180,1356,1448,1344,1343,2458,1402,1488,1080
3637000,Отрадненский муниципальный район,female,2022,1369,1897,2053,1699,1784,1876,2187,2369,2159,2320,3741,2141,2433,2141
3637000,Отрадненский муниципальный район,male,2022,1466,2133,2084,1701,1719,2014,2497,2602,2302,2114,3511,1977,2163,1658
3639000,Павловский муниципальный район,female,2022,1147,1665,1747,1815,1559,1655,1902,2283,2132,2344,3989,2329,2590,2372
3639000,Павловский муниципальный район,male,2022,1141,1744,1932,1782,1529,1948,2185,2454,2198,2058,3524,1999,2088,1611
3641000,Приморско-Ахтарский муниципальный район,female,2022,1085,1522,1600,1280,1087,1234,1505,1876,1851,2015,3950,2411,2829,2454
3641000,Приморско-Ахтарский муниципальный район,male,2022,1121,1569,1717,1374,1379,1650,1932,2081,1979,1884,3356,1871,2229,1626
3643000,Северский муниципальный район,female,2022,3248,3973,3696,3105,2734,3031,4074,4764,4480,4266,6917,4166,5038,4836
3643000,Северский муниципальный район,male,2022,3322,4328,3711,3286,3010,3602,4611,5102,4591,4039,6177,3408,3850,3356
3645000,Славянский муниципальный район,female,2022,3105,4359,3756,3616,2853,3389,4369,5176,4705,4463,7617,4507,5477,4847
3645000,Славянский муниципальный район,male,2022,3222,4344,4157,3580,2884,3768,4791,5266,4444,4045,6420,3587,4157,3229
3647000,Староминский муниципальный район,female,2022,783,1151,1227,1088,869,1109,1205,1428,1429,1435,2536,1508,1667,1488
3647000,Староминский муниципальный район,male,2022,828,1221,1264,1211,965,1241,1346,1521,1302,1425,2189,1248,1286,990
3649000,Тбилисский муниципальный район,female,2022,956,1445,1603,1401,1224,1274,1561,1847,1704,1718,2929,1734,1984,1862
3649000,Тбилисский муниципальный район,male,2022,968,1452,1759,1435,1270,1405,1765,1811,1687,1591,2560,1469,1654,1291
3651000,Темрюкский муниципальный район,female,2022,3234,3887,3625,3209,2955,3364,4194,4550,4434,4508,7618,4458,5094,4924
3651000,Темрюкский муниципальный район,male,2022,3473,4169,3772,3366,3118,4014,4938,4615,4498,4229,6782,3838,4006,3375
3653000,Тимашевский муниципальный район,female,2022,2852,3167,2966,2548,2308,2670,3445,3895,3722,3873,6791,3990,4619,4173
3653000,Тимашевский муниципальный район,male,2022,2910,3422,3069,2729,2509,3122,3928,4041,3797,3517,5924,3336,3599,2804
3654000,Тихорецкий муниципальный район,female,2022,2823,3476,3537,3023,2261,2748,3260,3954,3790,4022,6898,4190,4829,4592
3654000,Тихорецкий муниципальный район,male,2022,2970,3723,3552,3083,2271,3109,3812,4102,3735,3750,5825,3298,3574,2827
3655000,Туапсинский муниципальный район,female,2022,2603,3751,3465,3101,2399,3027,4183,5007,4713,4702,8038,4788,5819,5091
3655000,Туапсинский муниципальный район,male,2022,2659,3827,3518,3100,2600,3503,4755,4779,4698,4293,6766,3702,4239,3225
3656000,Успенский муниципальный район,female,2022,830,1205,1196,1161,1132,1228,1272,1455,1418,1462,2388,1332,1500,1366
3656000,Успенский муниципальный район,male,2022,838,1311,1303,1095,1059,1388,1494,1549,1421,1310,2180,1222,1163,924
3657000,Усть-Лабинский муниципальный район,female,2022,2556,3234,3098,2509,2155,2481,3047,3650,3533,3723,6098,3531,4180,3927
3657000,Усть-Лабинский муниципальный район,male,2022,2812,3443,3340,2614,2166,3062,3674,3905,3688,3546,5578,3023,3470,2537
3659000,Щербиновский муниципальный район,female,2022,672,986,1124,1000,793,819,998,1190,1162,1180,2210,1263,1464,1257
3659000,Щербиновский муниципальный район,male,2022,709,1063,1115,1054,772,961,1145,1171,1095,1105,1932,1118,1192,804
3701000,город Краснодар,female,2022,41144,43843,31152,25472,24385,34724,62737,62844,52089,44613,68439,36577,39750,34767
3701000,город Краснодар,male,2022,43878,47462,32451,27390,25481,32863,54433,57200,46412,40730,57314,30550,30624,22928
3703000,город-курорт Анапа,female,2022,5388,5617,5550,5163,4334,5498,7627,8961,8070,7440,12559,7550,9246,8285
3703000,город-курорт Анапа,male,2022,5661,5752,5791,5229,4957,5882,7897,8546,7699,6776,10345,5813,6951,5600
3705000,город Армавир,female,2022,4697,4845,5505,6528,5757,7437,9897,9458,8744,7910,10866,5559,6140,5536
3705000,город Армавир,male,2022,5090,5031,5955,6386,6270,7798,9896,9355,8874,7819,10337,5038,5202,4557
3708000,город-курорт Геленджик,female,2022,3000,4092,3309,2492,2630,2787,4528,5493,4864,4293,7327,4342,4859,4436
3708000,город-курорт Геленджик,male,2022,2751,4199,3320,2491,2618,3112,4442,5210,4887,4024,6445,3586,3503,3091
3709000,город Горячий Ключ,female,2022,1693,2008,1764,1406,1251,1458,2080,2496,2306,2191,4101,2549,3291,3017
3709000,город Горячий Ключ,male,2022,1616,2105,1906,1564,1469,1747,2381,2603,2395,1989,3366,1979,2561,2036
3720000,город Новороссийск,female,2022,7898,8590,8084,8656,7998,10559,14719,16122,15279,13448,19433,10663,12333,10530
3720000,город Новороссийск,male,2022,8604,9235,9131,9777,10577,10729,14021,15919,15073,13416,18461,9698,9811,7821
3726000,город-курорт Сочи,female,2022,18197,20933,14840,11731,9904,15074,24844,27638,25090,21388,33088,18070,19896,18197
3726000,город-курорт Сочи,male,2022,19621,22507,15362,11993,10240,13730,24514,25780,23552,20138,28873,15093,15271,13442
3731000,Сириус,female,2022,480,510,452,312,412,517,670,690,482,462,742,435,420,308
3731000,Сириус,male,2022,474,519,419,281,370,469,678,644,479,405,579,306,344,246
4545000,Пировский муниципальный округ,female,2022,204,247,235,126,83,124,162,171,214,204,389,232,259,228
4545000,Пировский муниципальный округ,male,2022,207,277,277,113,79,132,211,210,193,173,368,230,260,197
4555000,Тюхтетский муниципальный округ,female,2022,230,289,281,210,169,182,237,275,239,249,526,327,356,298
4555000,Тюхтетский муниципальный округ,male,2022,222,325,318,191,157,225,304,299,237,233,457,264,315,266
4558000,Шарыповский муниципальный округ,female,2022,280,451,435,270,180,216,294,451,429,407,800,514,640,524
4558000,Шарыповский муниципальный округ,male,2022,317,524,504,297,199,258,349,412,349,330,663,403,485,425
4601000,Абанский муниципальный район,female,2022,463,681,640,432,327,410,537,626,637,662,1165,731,903,835
4601000,Абанский муниципальный район,male,2022,525,721,742,415,319,469,716,710,631,538,1019,613,708,606
4603000,Ачинский муниципальный район,female,2022,326,443,450,390,191,257,329,493,490,441,837,513,632,618
4603000,Ачинский муниципальный район,male,2022,312,502,504,431,244,279,398,464,482,434,766,445,515,414
4604000,Балахтинский муниципальный район,female,2022,521,691,652,357,337,434,549,674,672,604,1152,741,860,738
4604000,Балахтинский муниципальный район,male,2022,565,755,717,484,333,482,582,643,614,542,915,550,705,538
4605000,Березовский муниципальный район,female,2022,1055,1507,1274,1012,857,1015,1383,1817,1579,1365,2163,1282,1538,1406
4605000,Березовский муниципальный район,male,2022,1181,1593,1376,1130,872,1167,1513,1794,1566,1294,1914,1066,1145,963
4606000,Бирилюсский муниципальный район,female,2022,215,299,296,166,133,146,210,289,279,289,657,406,431,378
4606000,Бирилюсский муниципальный район,male,2022,229,325,298,189,136,226,269,297,270,255,525,327,365,271
4608000,Боготольский муниципальный район,female,2022,210,259,304,214,145,154,214,265,269,277,531,327,373,315
4608000,Боготольский муниципальный район,male,2022,232,327,347,230,169,194,259,337,290,281,451,262,332,217
4609000,Богучанский муниципальный район,female,2022,1178,1478,1476,948,838,1029,1348,1614,1749,1591,2375,1411,1780,1451
4609000,Богучанский муниципальный район,male,2022,1196,1500,1536,964,983,1536,1937,2064,1756,1655,2302,1318,1426,1170
4610000,Большемуртинский муниципальный район,female,2022,379,452,513,339,230,287,358,504,445,464,920,576,799,720
4610000,Большемуртинский муниципальный район,male,2022,371,518,495,331,232,323,447,488,431,376,764,484,582,522
4611000,Большеулуйский муниципальный район,female,2022,168,266,252,141,104,139,225,272,213,249,468,283,325,298
