oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2013,500,379,363,331,181,360,451,459,479,561,1582,814,638,260
1601000,Алейский муниципальный район,male,2013,546,409,413,372,278,464,414,497,452,524,1492,766,547,205
1602000,Алтайский муниципальный район,female,2013,886,752,701,756,700,909,958,907,763,829,2128,1205,988,442
1602000,Алтайский муниципальный район,male,2013,966,816,698,824,717,987,966,814,694,692,1910,1019,773,342
1603000,Баевский муниципальный район,female,2013,367,262,295,217,148,248,343,325,304,362,1032,541,398,152
1603000,Баевский муниципальный район,male,2013,342,292,254,216,178,265,322,326,292,365,941,478,308,126
1604000,Бийский муниципальный район,female,2013,1168,884,788,752,860,1042,1171,1176,1036,1093,2960,1685,1375,648
1604000,Бийский муниципальный район,male,2013,1186,995,832,800,949,1254,1039,1142,928,977,2582,1476,1067,443
1605000,Благовещенский муниципальный район,female,2013,1012,821,780,868,710,1089,1087,1100,853,977,2594,1388,1108,526
1605000,Благовещенский муниципальный район,male,2013,1113,904,865,802,829,1074,997,1064,861,867,2276,1173,857,361
1606000,Бурлинский муниципальный район,female,2013,366,374,317,196,213,309,381,416,363,400,1032,541,387,172
1606000,Бурлинский муниципальный район,male,2013,391,346,363,233,213,376,371,364,377,396,916,470,365,137
1607000,Быстроистокский муниципальный район,female,2013,313,302,250,172,140,234,291,323,307,306,898,521,457,181
1607000,Быстроистокский муниципальный район,male,2013,352,304,272,226,196,236,300,297,287,273,801,443,397,159
1608000,Волчихинский муниципальный район,female,2013,682,603,492,465,481,616,671,708,628,593,1535,850,677,273
1608000,Волчихинский муниципальный район,male,2013,706,588,584,441,461,667,690,638,551,582,1405,742,532,215
1609000,Егорьевский муниципальный район,female,2013,461,403,373,362,254,412,445,478,445,448,1192,633,523,262
1609000,Егорьевский муниципальный район,male,2013,423,386,415,421,312,389,466,463,394,420,1144,600,466,185
1610000,Ельцовский муниципальный район,female,2013,182,165,149,108,92,179,193,201,185,218,652,353,292,123
1610000,Ельцовский муниципальный район,male,2013,195,162,184,126,113,181,191,206,184,188,582,317,219,90
1611000,Завьяловский муниципальный район,female,2013,575,547,510,394,213,583,681,708,635,620,1788,920,696,342
1611000,Завьяловский муниципальный район,male,2013,640,586,554,466,292,510,592,650,621,580,1679,835,584,209
1612000,Залесовский муниципальный район,female,2013,521,403,385,284,240,414,488,518,454,522,1333,703,550,282
1612000,Залесовский муниципальный район,male,2013,512,439,375,341,300,483,497,470,466,538,1274,690,454,209
1613000,Заринский муниципальный район,female,2013,700,521,491,426,556,655,665,680,573,604,1650,912,720,317
1613000,Заринский муниципальный район,male,2013,690,549,556,355,527,789,752,725,591,603,1627,874,628,242
1614000,Змеиногорский муниципальный район,female,2013,679,546,569,435,388,676,756,715,605,608,1988,1130,834,352
1614000,Змеиногорский муниципальный район,male,2013,742,579,574,500,422,679,767,688,568,574,1752,994,708,257
1615000,Калманский муниципальный район,female,2013,470,346,334,256,250,396,423,459,378,426,1229,718,626,286
1615000,Калманский муниципальный район,male,2013,445,379,341,246,386,554,535,521,447,435,1068,575,470,170
1616000,Каменский муниципальный район,female,2013,366,304,305,226,150,279,342,417,356,368,1110,630,457,230
