oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2018,426,457,363,305,305,148,313,407,452,463,1327,886,763,556
1601000,Алейский муниципальный район,male,2018,472,522,405,319,353,236,386,381,477,447,1201,798,694,472
1602000,Алтайский муниципальный район,female,2018,836,877,749,713,749,642,852,998,934,767,1789,1109,1182,955
1602000,Алтайский муниципальный район,male,2018,893,960,819,659,749,698,962,927,823,704,1542,1006,922,670
1603000,Баевский муниципальный район,female,2018,282,336,240,241,180,126,207,296,297,277,848,566,495,361
1603000,Баевский муниципальный район,male,2018,306,321,277,209,170,134,216,290,296,261,770,516,394,244
1604000,Бийский муниципальный район,female,2018,1070,1121,852,681,722,711,876,1096,1100,1017,2345,1483,1600,1279
1604000,Бийский муниципальный район,male,2018,1160,1119,968,726,749,930,1090,955,1057,858,1981,1225,1317,910
1605000,Благовещенский муниципальный район,female,2018,878,999,810,727,822,652,1008,1042,1065,823,2110,1353,1303,1020
1605000,Благовещенский муниципальный район,male,2018,911,1105,879,623,567,990,1040,913,1015,809,1868,1203,976,683
1606000,Бурлинский муниципальный район,female,2018,308,358,358,241,201,159,257,337,398,351,878,565,504,353
1606000,Бурлинский муниципальный район,male,2018,309,378,331,264,244,185,302,331,339,355,807,513,402,302
1607000,Быстроистокский муниципальный район,female,2018,286,296,289,195,162,99,206,267,300,291,661,422,482,424
1607000,Быстроистокский муниципальный район,male,2018,271,328,295,237,213,158,188,263,280,271,618,407,375,316
1608000,Волчихинский муниципальный район,female,2018,543,631,568,422,420,397,521,621,660,598,1263,799,771,610
1608000,Волчихинский муниципальный район,male,2018,574,672,558,482,382,426,573,613,587,505,1144,712,636,419
1609000,Егорьевский муниципальный район,female,2018,437,449,390,384,309,169,372,422,447,418,1008,660,615,461
1609000,Егорьевский муниципальный район,male,2018,426,433,383,422,351,312,355,445,439,361,891,571,520,361
1610000,Ельцовский муниципальный район,female,2018,189,203,182,130,83,82,187,190,212,183,542,363,341,268
1610000,Ельцовский муниципальный район,male,2018,185,233,170,151,117,121,168,205,195,177,441,288,292,198
1611000,Завьяловский муниципальный район,female,2018,484,571,545,429,395,157,520,634,700,634,1514,1007,881,656
1611000,Завьяловский муниципальный район,male,2018,550,646,568,481,449,275,457,558,614,583,1379,935,749,480
1612000,Залесовский муниципальный район,female,2018,437,496,387,350,268,196,368,451,510,448,1138,718,661,487
1612000,Залесовский муниципальный район,male,2018,484,490,418,382,325,297,446,470,459,448,1083,662,580,372
1613000,Заринский муниципальный район,female,2018,488,630,478,437,386,431,517,613,647,538,1267,802,827,624
1613000,Заринский муниципальный район,male,2018,504,608,518,444,325,464,656,654,678,548,1258,800,755,509
1614000,Змеиногорский муниципальный район,female,2018,589,690,537,497,406,334,635,725,675,559,1437,974,1040,759
1614000,Змеиногорский муниципальный район,male,2018,670,749,567,428,414,536,663,745,649,530,1263,827,847,527
1615000,Калманский муниципальный район,female,2018,407,429,325,291,258,223,375,391,443,362,951,605,672,561
1615000,Калманский муниципальный район,male,2018,456,415,352,280,220,380,503,494,502,425,874,541,504,378
1616000,Каменский муниципальный район,female,2018,1413,1602,1569,1442,1437,1549,1931,1936,2048,1603,3928,2482,2456,1945
1616000,Каменский муниципальный район,male,2018,1547,1666,1494,1003,1019,2148,1857,1671,1664,1494,3084,1969,1670,1235
1617000,Ключевский муниципальный район,female,2018,430,584,489,411,357,329,497,639,591,546,1319,812,702,556
1617000,Ключевский муниципальный район,male,2018,515,561,551,435,399,341,550,597,593,477,1158,683,565,453
1618000,Косихинский муниципальный район,female,2018,582,533,457,424,319,228,435,499,529,540,1276,832,819,676
1618000,Косихинский муниципальный район,male,2018,581,567,449,417,372,309,514,493,517,464,1177,747,625,426
1619000,Красногорский муниципальный район,female,2018,479,564,483,360,325,234,469,531,541,502,1056,677,722,622
1619000,Красногорский муниципальный район,male,2018,473,621,558,377,292,254,487,466,531,448,1051,687,638,434
1620000,Краснощёковский муниципальный район,female,2018,468,454,437,425,258,214,526,596,651,508,1440,933,878,603
1620000,Краснощёковский муниципальный район,male,2018,419,506,488,429,375,292,571,587,563,520,1321,898,734,507
1621000,Крутихинский муниципальный район,female,2018,324,372,321,293,251,152,266,357,387,343,874,558,576,416
1621000,Крутихинский муниципальный район,male,2018,333,427,340,284,270,177,246,370,330,318,794,514,474,322
1622000,Кулундинский муниципальный район,female,2018,664,768,675,527,512,499,810,823,799,759,1708,1052,988,737
1622000,Кулундинский муниципальный район,male,2018,718,752,665,520,518,529,827,801,804,680,1454,881,776,533
1623000,Курьинский муниципальный район,female,2018,280,234,275,198,81,110,270,281,309,306,765,521,500,402
1623000,Курьинский муниципальный район,male,2018,275,304,279,194,214,177,251,283,298,279,720,467,437,303
1624000,Кытмановский муниципальный район,female,2018,386,418,335,348,272,132,326,390,456,411,974,626,632,497
1624000,Кытмановский муниципальный район,male,2018,391,425,394,348,271,224,381,392,390,389,848,535,569,409
1625000,Локтевский муниципальный район,female,2018,687,683,731,630,591,569,831,912,974,825,1982,1318,1254,1089
1625000,Локтевский муниципальный район,male,2018,682,772,731,596,556,758,854,896,844,721,1595,1013,1035,727
1626000,Мамонтовский муниципальный район,female,2018,637,755,620,538,472,343,751,737,824,721,1730,1166,1163,855
1626000,Мамонтовский муниципальный район,male,2018,649,714,643,503,438,425,767,813,783,648,1499,993,930,640
1627000,Михайловский муниципальный район,female,2018,545,654,564,494,479,346,655,687,653,677,1606,1019,940,787
1627000,Михайловский муниципальный район,male,2018,627,682,574,515,563,409,606,555,639,588,1360,889,733,499
1628000,Новичихинский муниципальный район,female,2018,275,307,290,220,181,103,258,326,314,316,718,463,478,321
1628000,Новичихинский муниципальный район,male,2018,294,331,299,262,213,93,229,324,326,274,666,417,411,244
1629000,Зональный муниципальный район,female,2018,671,746,594,470,450,499,778,754,668,642,1406,908,916,720
1629000,Зональный муниципальный район,male,2018,699,765,595,438,431,559,801,699,681,563,1287,812,733,533
1630000,Павловский муниципальный район,female,2018,1305,1329,1116,1004,849,913,1452,1525,1456,1276,3005,1960,2017,1548
1630000,Павловский муниципальный район,male,2018,1318,1370,1186,1017,914,1146,1479,1476,1403,1099,2519,1598,1526,1047
1631000,Панкрушихинский муниципальный район,female,2018,330,361,361,304,286,158,393,405,419,396,956,642,582,428
1631000,Панкрушихинский муниципальный район,male,2018,361,437,365,317,307,225,308,374,417,342,909,564,482,316
1632000,Первомайский муниципальный район,female,2018,1654,1779,1497,1277,1199,1489,2117,2023,2008,1667,3762,2412,2365,1917
1632000,Первомайский муниципальный район,male,2018,1686,1846,1536,1303,1199,1677,2253,2066,1911,1661,3530,2237,1978,1386
1633000,Петропавловский муниципальный район,female,2018,398,399,352,309,274,141,308,448,483,381,888,565,573,489
1633000,Петропавловский муниципальный район,male,2018,456,412,356,281,271,199,322,415,453,352,786,510,463,327
1634000,Поспелихинский муниципальный район,female,2018,774,795,687,630,562,314,830,878,906,692,1782,1159,1147,867
1634000,Поспелихинский муниципальный район,male,2018,743,845,760,574,510,400,785,826,698,681,1513,1002,901,630
1635000,Ребрихинский муниципальный район,female,2018,675,760,645,588,484,347,627,748,789,719,1802,1180,1207,874
1635000,Ребрихинский муниципальный район,male,2018,680,760,736,585,557,451,644,783,803,649,1599,1035,1014,653
1636000,Родинский муниципальный район,female,2018,517,601,459,422,510,430,508,614,649,589,1582,1020,996,673
1636000,Родинский муниципальный район,male,2018,526,585,523,476,427,428,473,600,614,563,1385,912,802,514
1637000,Романовский муниципальный район,female,2018,258,331,343,243,204,132,291,416,446,401,1057,745,642,483
1637000,Романовский муниципальный район,male,2018,346,358,322,274,298,172,260,370,427,376,867,591,580,362
1638000,Рубцовский муниципальный район,female,2018,691,833,676,550,481,490,763,833,812,714,1757,1110,1041,831
