oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
4601000,Абанский муниципальный район,female,2012,0.0691,0.05942,0.062,0.0438,0.05615,0.0663,0.0688,0.0663,0.0606,0.0764,0.1775,0.0979,0.07,0.02567
4601000,Абанский муниципальный район,male,2012,0.08026,0.0631,0.05563,0.06046,0.0706,0.0766,0.07025,0.0627,0.0639,0.0744,0.1615,0.08435,0.0574,0.0188
4603000,Ачинский муниципальный район,female,2012,0.06,0.0484,0.0469,0.06836,0.08105,0.0696,0.07086,0.06137,0.05563,0.068,0.1675,0.09644,0.0772,0.02881
4603000,Ачинский муниципальный район,male,2012,0.0769,0.05502,0.0488,0.0652,0.09393,0.07806,0.07117,0.06207,0.05984,0.0709,0.1509,0.07947,0.0654,0.02225
4604000,Балахтинский муниципальный район,female,2012,0.0651,0.0553,0.06094,0.0448,0.05115,0.0675,0.07007,0.0671,0.06046,0.08185,0.1758,0.09393,0.0736,0.0324
4604000,Балахтинский муниципальный район,male,2012,0.07306,0.06287,0.0667,0.0542,0.0566,0.0688,0.07056,0.0679,0.06256,0.07574,0.1648,0.0869,0.0647,0.02466
4605000,Березовский муниципальный район,female,2012,0.06323,0.0538,0.04788,0.04922,0.0802,0.0923,0.0799,0.0712,0.06,0.07196,0.1555,0.086,0.06128,0.02751
4605000,Березовский муниципальный район,male,2012,0.07043,0.06165,0.05356,0.06097,0.0854,0.10095,0.08844,0.0729,0.0649,0.06866,0.1332,0.0707,0.04843,0.01979
4606000,Бирилюсский муниципальный район,female,2012,0.0657,0.04764,0.05713,0.04593,0.05695,0.06854,0.0615,0.06433,0.06946,0.0835,0.1826,0.0976,0.0699,0.02924
4606000,Бирилюсский муниципальный район,male,2012,0.0672,0.06464,0.0577,0.05237,0.0587,0.06757,0.0626,0.06244,0.0674,0.0826,0.1794,0.09406,0.06464,0.01877
4608000,Боготольский муниципальный район,female,2012,0.0775,0.061,0.05267,0.0591,0.0894,0.0834,0.06824,0.0631,0.0576,0.07294,0.1465,0.079,0.0629,0.02672
