oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1512000,Залесовский муниципальный округ,female,2023,0.0451,0.06494,0.0777,0.04785,0.032,0.02965,0.03967,0.0653,0.0726,0.0815,0.1372,0.0837,0.11554,0.10736
1512000,Залесовский муниципальный округ,male,2023,0.0501,0.07684,0.07904,0.06854,0.03592,0.03445,0.0503,0.07355,0.06854,0.07446,0.1334,0.0774,0.10284,0.07465
1539000,Муниципальный округ город Славгород,female,2023,0.0491,0.0675,0.0712,0.05795,0.09454,0.0904,0.04904,0.05624,0.07056,0.06305,0.10626,0.05893,0.0929,0.07227
1539000,Муниципальный округ город Славгород,male,2023,0.05725,0.0741,0.0853,0.0722,0.0891,0.101,0.0677,0.0545,0.06137,0.06107,0.09863,0.0527,0.07,0.05496
1541000,Муниципальный округ Суетский район,female,2023,0.0425,0.0686,0.0753,0.03522,0.03036,0.03824,0.04553,0.06012,0.0783,0.088,0.1415,0.08624,0.1075,0.1026
1541000,Муниципальный округ Суетский район,male,2023,0.05417,0.06525,0.0775,0.05908,0.03693,0.0517,0.0523,0.05908,0.0701,0.07324,0.139,0.08246,0.10645,0.07263
1558000,Муниципальный округ Чарышский район,female,2023,0.05597,0.0671,0.07776,0.05066,0.03087,0.02887,0.0462,0.07263,0.08307,0.07684,0.132,0.0744,0.11176,0.092
1558000,Муниципальный округ Чарышский район,male,2023,0.0591,0.07477,0.08124,0.05954,0.03336,0.0423,0.05753,0.075,0.0752,0.07367,0.1259,0.0721,0.09735,0.073
1601000,Алейский муниципальный район,female,2023,0.04514,0.0633,0.068,0.05087,0.043,0.03787,0.04422,0.06726,0.0683,0.0715,0.1346,0.0771,0.1243,0.1045
1601000,Алейский муниципальный район,male,2023,0.04538,0.0667,0.0724,0.06165,0.04883,0.05182,0.06137,0.07227,0.07184,0.0676,0.12036,0.07153,0.1114,0.0769
1602000,Алтайский муниципальный район,female,2023,0.04718,0.0739,0.0768,0.06305,0.04703,0.0404,0.05594,0.0826,0.0801,0.07635,0.1168,0.0661,0.083,0.0907
1602000,Алтайский муниципальный район,male,2023,0.05496,0.0824,0.0912,0.07513,0.05365,0.05322,0.0631,0.0769,0.0759,0.06885,0.1055,0.05774,0.0786,0.06287
1603000,Баевский муниципальный район,female,2023,0.04346,0.06,0.0815,0.04605,0.02328,0.02199,0.04553,0.05923,0.0758,0.0691,0.1392,0.0867,0.1329,0.11536
1603000,Баевский муниципальный район,male,2023,0.05045,0.0759,0.0888,0.0625,0.02467,0.03125,0.0499,0.0592,0.07294,0.0713,0.12476,0.07837,0.12146,0.08856
1604000,Бийский муниципальный район,female,2023,0.04376,0.0695,0.0755,0.05685,0.03928,0.0345,0.0538,0.0764,0.0805,0.07764,0.125,0.07166,0.0969,0.09863
1604000,Бийский муниципальный район,male,2023,0.05023,0.0845,0.0833,0.06006,0.04843,0.0433,0.06464,0.08014,0.07263,0.0761,0.116,0.0653,0.0822,0.0732
1605000,Благовещенский муниципальный район,female,2023,0.0437,0.06396,0.07166,0.06757,0.04645,0.0365,0.05087,0.0758,0.0805,0.07947,0.1179,0.06793,0.10297,0.0947
1605000,Благовещенский муниципальный район,male,2023,0.04834,0.0698,0.08673,0.0862,0.05502,0.04294,0.05426,0.0762,0.0736,0.07666,0.1092,0.06067,0.09186,0.0686
1606000,Бурлинский муниципальный район,female,2023,0.0392,0.06305,0.0697,0.06122,0.02863,0.031,0.03366,0.0615,0.0721,0.0808,0.1396,0.0811,0.1265,0.1119
1606000,Бурлинский муниципальный район,male,2023,0.04517,0.07263,0.0789,0.05545,0.03717,0.0386,0.0526,0.05746,0.07117,0.07007,0.1355,0.07635,0.1243,0.0846
1607000,Быстроистокский муниципальный район,female,2023,0.046,0.0645,0.0731,0.05276,0.02771,0.02977,0.03918,0.0643,0.07135,0.0719,0.145,0.0819,0.10846,0.1241
1607000,Быстроистокский муниципальный район,male,2023,0.0492,0.0753,0.0929,0.0698,0.03876,0.04398,0.0449,0.0615,0.0646,0.075,0.1298,0.07135,0.1009,0.0821
1608000,Волчихинский муниципальный район,female,2023,0.04333,0.062,0.0796,0.0587,0.02885,0.03177,0.0499,0.0746,0.0847,0.0839,0.1278,0.07135,0.1055,0.09796
1608000,Волчихинский муниципальный район,male,2023,0.05338,0.0703,0.08795,0.0699,0.04514,0.0386,0.05627,0.07275,0.0827,0.0716,0.11774,0.06757,0.0927,0.0735
1609000,Егорьевский муниципальный район,female,2023,0.0416,0.0594,0.0789,0.0648,0.0387,0.02863,0.04758,0.0652,0.0737,0.07935,0.1339,0.0737,0.1138,0.10077
1609000,Егорьевский муниципальный район,male,2023,0.04617,0.06354,0.07715,0.08136,0.05615,0.04596,0.05017,0.0629,0.0726,0.06995,0.1255,0.06976,0.10034,0.07855
1610000,Ельцовский муниципальный район,female,2023,0.04807,0.0616,0.05768,0.0542,0.02884,0.02492,0.0354,0.059,0.07385,0.0673,0.1447,0.0848,0.1377,0.12195
1610000,Ельцовский муниципальный район,male,2023,0.04684,0.07117,0.0927,0.06137,0.03232,0.02763,0.05432,0.06415,0.06555,0.06696,0.1307,0.07495,0.11804,0.0932
1611000,Завьяловский муниципальный район,female,2023,0.0415,0.05435,0.0645,0.0514,0.03815,0.03613,0.04257,0.0684,0.07806,0.0826,0.1383,0.0771,0.1237,0.1032
1611000,Завьяловский муниципальный район,male,2023,0.04828,0.0641,0.0798,0.05838,0.04187,0.05142,0.05496,0.06573,0.0674,0.07446,0.1316,0.07184,0.11237,0.0779
1613000,Заринский муниципальный район,female,2023,0.03537,0.06018,0.0746,0.05618,0.04962,0.03473,0.04495,0.0661,0.07776,0.0816,0.1298,0.0757,0.1114,0.1021
1613000,Заринский муниципальный район,male,2023,0.04028,0.0632,0.08325,0.05988,0.0569,0.04013,0.06445,0.0746,0.0722,0.08136,0.12244,0.0687,0.0954,0.0773
1614000,Змеиногорский муниципальный район,female,2023,0.04852,0.0633,0.0756,0.04828,0.02888,0.0331,0.0512,0.0788,0.0823,0.0796,0.12115,0.0662,0.10846,0.1145
1614000,Змеиногорский муниципальный район,male,2023,0.0469,0.0766,0.0864,0.05786,0.03665,0.03912,0.0576,0.07794,0.0878,0.0759,0.1132,0.06305,0.09314,0.0878
1615000,Калманский муниципальный район,female,2023,0.05008,0.0696,0.0789,0.05588,0.02794,0.03217,0.04605,0.0735,0.0791,0.0782,0.1223,0.0736,0.1065,0.10614
1615000,Калманский муниципальный район,male,2023,0.05728,0.0867,0.0933,0.06125,0.03186,0.03754,0.05386,0.0732,0.08154,0.0772,0.11816,0.063,0.0956,0.0696
1616000,Каменский муниципальный район,female,2023,0.0422,0.0582,0.06506,0.0549,0.03842,0.03287,0.05106,0.07733,0.08765,0.0819,0.123,0.0696,0.1069,0.11096
1616000,Каменский муниципальный район,male,2023,0.04684,0.06866,0.0848,0.0732,0.04593,0.03677,0.056,0.0788,0.077,0.0753,0.1185,0.0627,0.0904,0.0851
1617000,Ключевский муниципальный район,female,2023,0.03812,0.0556,0.07684,0.05692,0.03058,0.02763,0.04907,0.06885,0.0819,0.07983,0.14,0.0826,0.11334,0.09875
1617000,Ключевский муниципальный район,male,2023,0.04678,0.07,0.0835,0.07477,0.0425,0.0362,0.04626,0.07153,0.0722,0.07324,0.1348,0.0797,0.09717,0.07135
1618000,Косихинский муниципальный район,female,2023,0.04956,0.0713,0.07465,0.05292,0.03406,0.02919,0.04608,0.06323,0.0724,0.0713,0.1337,0.07513,0.11786,0.1087
1618000,Косихинский муниципальный район,male,2023,0.06235,0.07477,0.0884,0.06494,0.03976,0.04025,0.05203,0.06757,0.0658,0.0702,0.12225,0.07104,0.1034,0.0772
1619000,Красногорский муниципальный район,female,2023,0.0607,0.07446,0.08014,0.05,0.02597,0.03165,0.0472,0.07446,0.0759,0.0816,0.1305,0.06976,0.10175,0.09576
1619000,Красногорский муниципальный район,male,2023,0.05817,0.0755,0.09814,0.06204,0.03345,0.04135,0.0565,0.0706,0.0647,0.07263,0.1212,0.0664,0.0992,0.0802
1620000,Краснощёковский муниципальный район,female,2023,0.03635,0.05624,0.06104,0.05026,0.04382,0.03052,0.0383,0.06714,0.07776,0.0842,0.1348,0.0824,0.12415,0.1129
1620000,Краснощёковский муниципальный район,male,2023,0.04117,0.0538,0.07306,0.064,0.04764,0.0407,0.05112,0.0669,0.07526,0.07635,0.1318,0.07556,0.1155,0.0871
1621000,Крутихинский муниципальный район,female,2023,0.04428,0.0635,0.0776,0.05606,0.02919,0.02611,0.04224,0.06195,0.07886,0.07477,0.1357,0.07935,0.1206,0.1098
1621000,Крутихинский муниципальный район,male,2023,0.0513,0.07294,0.0986,0.066,0.039,0.03793,0.04114,0.05905,0.0716,0.0732,0.1252,0.0756,0.1061,0.0823
1622000,Кулундинский муниципальный район,female,2023,0.04654,0.06274,0.06805,0.04794,0.03925,0.04468,0.05347,0.0846,0.0794,0.0767,0.1337,0.07513,0.0993,0.08844
1622000,Кулундинский муниципальный район,male,2023,0.04852,0.0759,0.08374,0.05444,0.04324,0.05548,0.06995,0.0811,0.069,0.07574,0.1247,0.06995,0.0859,0.06235
1623000,Курьинский муниципальный район,female,2023,0.03787,0.0657,0.06046,0.05215,0.0249,0.02985,0.04126,0.0781,0.0781,0.07367,0.1342,0.07526,0.1305,0.11804
1623000,Курьинский муниципальный район,male,2023,0.03616,0.0643,0.07367,0.05356,0.03427,0.0375,0.05518,0.0707,0.07336,0.0726,0.1366,0.0811,0.1173,0.09375
1624000,Кытмановский муниципальный район,female,2023,0.041,0.05966,0.0738,0.04892,0.01996,0.02618,0.03735,0.0719,0.07983,0.088,0.1393,0.07855,0.1208,0.1148
1624000,Кытмановский муниципальный район,male,2023,0.04758,0.0684,0.08167,0.05475,0.03726,0.03008,0.05295,0.07135,0.0763,0.0736,0.1344,0.07495,0.1041,0.09247
1625000,Локтевский муниципальный район,female,2023,0.03397,0.05594,0.06226,0.05084,0.03503,0.03598,0.04666,0.0751,0.0778,0.0804,0.1295,0.07697,0.1247,0.1148
