oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1512000,Залесовский муниципальный округ,female,2022,0.0505,0.0781,0.0737,0.05084,0.04678,0.03363,0.02957,0.0588,0.0705,0.0784,0.1372,0.08417,0.11597,0.0916
1512000,Залесовский муниципальный округ,male,2022,0.0551,0.07666,0.076,0.0617,0.04178,0.05334,0.04453,0.06506,0.0734,0.07117,0.1317,0.08307,0.09607,0.07025
1601000,Алейский муниципальный район,female,2022,0.0542,0.06915,0.0649,0.0509,0.04648,0.03268,0.01576,0.05057,0.06586,0.0678,0.1488,0.0926,0.1348,0.1056
1601000,Алейский муниципальный район,male,2022,0.0551,0.0755,0.0816,0.05396,0.0558,0.04916,0.0409,0.04602,0.05826,0.07465,0.1261,0.0783,0.12036,0.0842
1602000,Алтайский муниципальный район,female,2022,0.04852,0.07104,0.06744,0.0599,0.0574,0.05222,0.0526,0.07794,0.07495,0.0771,0.1154,0.06995,0.09094,0.08453
1602000,Алтайский муниципальный район,male,2022,0.05725,0.0799,0.082,0.0665,0.0504,0.0703,0.0609,0.0794,0.0752,0.0685,0.1029,0.058,0.08167,0.0671
1603000,Баевский муниципальный район,female,2022,0.04587,0.0712,0.0759,0.0461,0.04883,0.0318,0.0249,0.04907,0.06433,0.071,0.1417,0.091,0.1334,0.1048
1603000,Баевский муниципальный район,male,2022,0.05316,0.0779,0.0736,0.05368,0.0529,0.0388,0.03056,0.05713,0.0659,0.0779,0.1334,0.08185,0.12067,0.08264
1604000,Бийский муниципальный район,female,2022,0.0517,0.073,0.0737,0.05212,0.04468,0.0384,0.04987,0.05502,0.07495,0.0745,0.132,0.07635,0.10474,0.0988
1604000,Бийский муниципальный район,male,2022,0.05392,0.08466,0.0763,0.0557,0.05246,0.05798,0.06726,0.071,0.0653,0.07196,0.11285,0.0673,0.08606,0.0773
1605000,Благовещенский муниципальный район,female,2022,0.04657,0.06696,0.07355,0.05365,0.05222,0.0563,0.04834,0.0734,0.07544,0.07605,0.1225,0.0729,0.10114,0.08093
1605000,Благовещенский муниципальный район,male,2022,0.0518,0.078,0.0847,0.06506,0.0379,0.0557,0.0807,0.0761,0.0715,0.07544,0.1116,0.0649,0.0883,0.05832
1606000,Бурлинский муниципальный район,female,2022,0.03906,0.0641,0.0805,0.05618,0.0529,0.02985,0.0283,0.0588,0.0729,0.0816,0.1448,0.0867,0.11365,0.09064
1606000,Бурлинский муниципальный район,male,2022,0.0442,0.0686,0.07904,0.05627,0.0643,0.04944,0.03918,0.0622,0.0711,0.07495,0.1388,0.0827,0.09937,0.06995
1607000,Быстроистокский муниципальный район,female,2022,0.0492,0.0805,0.07104,0.06024,0.04947,0.03842,0.01973,0.06024,0.06235,0.0789,0.1326,0.07947,0.1052,0.1126
1607000,Быстроистокский муниципальный район,male,2022,0.05374,0.07477,0.0878,0.06305,0.05722,0.05933,0.0362,0.0423,0.0713,0.0705,0.1299,0.07263,0.0974,0.0838
1608000,Волчихинский муниципальный район,female,2022,0.05008,0.06946,0.07446,0.06396,0.04996,0.04117,0.0482,0.0636,0.0767,0.07886,0.1302,0.0761,0.094,0.0831
1608000,Волчихинский муниципальный район,male,2022,0.05878,0.07416,0.0865,0.0606,0.05682,0.05066,0.05798,0.06903,0.0768,0.07324,0.11523,0.06836,0.0828,0.06915
1609000,Егорьевский муниципальный район,female,2022,0.04916,0.0761,0.07666,0.06247,0.04666,0.0392,0.03105,0.0626,0.07385,0.0758,0.1311,0.0765,0.1122,0.0866
1609000,Егорьевский муниципальный район,male,2022,0.05292,0.0784,0.06934,0.0642,0.0498,0.0679,0.04617,0.05838,0.0754,0.0706,0.12134,0.06915,0.1011,0.0754
