oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2013,0.06793,0.0515,0.04935,0.04498,0.0246,0.04892,0.06128,0.06238,0.0651,0.07623,0.215,0.11066,0.08673,0.03534
1601000,Алейский муниципальный район,male,2013,0.074,0.05542,0.05597,0.0504,0.0377,0.06287,0.0561,0.0674,0.06125,0.071,0.2021,0.1038,0.07416,0.02779
1602000,Алтайский муниципальный район,female,2013,0.06854,0.0582,0.05423,0.0585,0.05417,0.0703,0.0741,0.0702,0.05905,0.06415,0.1647,0.09326,0.0765,0.0342
1602000,Алтайский муниципальный район,male,2013,0.07904,0.0668,0.05713,0.06744,0.0587,0.0808,0.07904,0.06665,0.0568,0.05664,0.1564,0.0834,0.0633,0.02798
1603000,Баевский муниципальный район,female,2013,0.0735,0.05246,0.05908,0.04346,0.02963,0.04965,0.06866,0.06506,0.06088,0.0725,0.2067,0.10834,0.0797,0.03044
1603000,Баевский муниципальный район,male,2013,0.0727,0.06207,0.054,0.0459,0.03784,0.05634,0.0684,0.0693,0.06207,0.0776,0.2,0.1016,0.0655,0.02678
1604000,Бийский муниципальный район,female,2013,0.0702,0.05313,0.04736,0.0452,0.0517,0.0626,0.0704,0.0707,0.06226,0.0657,0.1779,0.10126,0.08264,0.03894
1604000,Бийский муниципальный район,male,2013,0.0757,0.0635,0.0531,0.05106,0.06055,0.08,0.0663,0.0729,0.05923,0.06235,0.1648,0.0942,0.0681,0.02827
1605000,Благовещенский муниципальный район,female,2013,0.0679,0.05505,0.0523,0.0582,0.0476,0.073,0.0729,0.0738,0.0572,0.0655,0.174,0.0931,0.0743,0.03528
1605000,Благовещенский муниципальный район,male,2013,0.0793,0.0644,0.06158,0.0571,0.05902,0.0765,0.071,0.07574,0.0613,0.06174,0.1621,0.08356,0.06104,0.02571
1606000,Бурлинский муниципальный район,female,2013,0.06696,0.0684,0.05798,0.03586,0.03897,0.05652,0.0697,0.0761,0.0664,0.0732,0.1887,0.09894,0.0708,0.03146
1606000,Бурлинский муниципальный район,male,2013,0.07355,0.06506,0.06824,0.04382,0.04004,0.0707,0.06976,0.0684,0.07086,0.07446,0.1722,0.0884,0.06866,0.02576
1607000,Быстроистокский муниципальный район,female,2013,0.06665,0.06433,0.05325,0.03662,0.02982,0.04984,0.06198,0.0688,0.06537,0.0652,0.1913,0.11096,0.09735,0.03854
1607000,Быстроистокский муниципальный район,male,2013,0.07745,0.0669,0.05988,0.04974,0.04315,0.05194,0.06604,0.06537,0.0632,0.0601,0.1763,0.09753,0.0874,0.035
1608000,Волчихинский муниципальный район,female,2013,0.07355,0.065,0.05304,0.05014,0.05188,0.0664,0.0723,0.07635,0.0677,0.06396,0.1655,0.0917,0.073,0.02943
1608000,Волчихинский муниципальный район,male,2013,0.0802,0.06683,0.06635,0.0501,0.05237,0.0758,0.07837,0.0725,0.0626,0.0661,0.1597,0.0843,0.06046,0.02443
1609000,Егорьевский муниципальный район,female,2013,0.0689,0.06024,0.05576,0.0541,0.03796,0.06158,0.0665,0.0714,0.0665,0.06696,0.1781,0.0946,0.0782,0.03915
1609000,Егорьевский муниципальный район,male,2013,0.06525,0.05954,0.064,0.06494,0.04813,0.06,0.0719,0.0714,0.06076,0.06476,0.1764,0.0925,0.0719,0.02853
