oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2021,0.0499,0.07117,0.0609,0.0457,0.0516,0.02238,0.02301,0.05252,0.0634,0.07043,0.1575,0.10333,0.1287,0.0995
1601000,Алейский муниципальный район,male,2021,0.0579,0.07764,0.0731,0.0499,0.05225,0.0422,0.0447,0.0488,0.06335,0.0737,0.1368,0.0871,0.11597,0.07654
1602000,Алтайский муниципальный район,female,2021,0.05182,0.0703,0.064,0.05875,0.05222,0.05182,0.0588,0.078,0.07434,0.07135,0.1189,0.07166,0.09503,0.083
1602000,Алтайский муниципальный район,male,2021,0.06165,0.07874,0.07587,0.0658,0.04895,0.0693,0.06287,0.08185,0.07434,0.0648,0.1049,0.06305,0.08417,0.0637
1603000,Баевский муниципальный район,female,2021,0.04904,0.07043,0.0707,0.04855,0.04428,0.02737,0.02785,0.0557,0.064,0.0733,0.1466,0.0931,0.1321,0.09686
1603000,Баевский муниципальный район,male,2021,0.05862,0.07666,0.07056,0.0518,0.04822,0.0297,0.0391,0.05914,0.0637,0.081,0.1442,0.09186,0.11444,0.07104
1604000,Бийский муниципальный район,female,2021,0.0533,0.07904,0.06384,0.0494,0.044,0.03726,0.05127,0.0604,0.0741,0.0706,0.1335,0.081,0.1048,0.0974
1604000,Бийский муниципальный район,male,2021,0.0597,0.08575,0.06793,0.0533,0.05084,0.0557,0.0691,0.0711,0.0669,0.06604,0.1163,0.0714,0.0896,0.07635
1605000,Благовещенский муниципальный район,female,2021,0.0472,0.0692,0.0678,0.05133,0.0538,0.05206,0.0528,0.0739,0.07587,0.06964,0.1267,0.08014,0.1008,0.0787
1605000,Благовещенский муниципальный район,male,2021,0.05542,0.07965,0.07916,0.05978,0.0378,0.05905,0.0807,0.07355,0.0711,0.075,0.11456,0.0708,0.0855,0.05786
1606000,Бурлинский муниципальный район,female,2021,0.03992,0.067,0.0769,0.05463,0.05295,0.02017,0.03635,0.0607,0.0721,0.07837,0.1504,0.0966,0.1113,0.0826
1606000,Бурлинский муниципальный район,male,2021,0.05017,0.07117,0.07166,0.06024,0.06744,0.0355,0.04535,0.06046,0.07184,0.0703,0.1442,0.0907,0.0957,0.0653
1607000,Быстроистокский муниципальный район,female,2021,0.0503,0.0791,0.0687,0.05432,0.04446,0.0316,0.02805,0.06064,0.06216,0.0811,0.1377,0.0849,0.10815,0.10864
1607000,Быстроистокский муниципальный район,male,2021,0.05563,0.08075,0.0753,0.0613,0.05847,0.05072,0.03882,0.05228,0.0735,0.06854,0.1242,0.0745,0.10016,0.0859
1608000,Волчихинский муниципальный район,female,2021,0.05286,0.0696,0.0724,0.057,0.04843,0.04074,0.05112,0.0636,0.0811,0.07465,0.1317,0.081,0.09686,0.0789
1608000,Волчихинский муниципальный район,male,2021,0.0634,0.0738,0.0809,0.0607,0.05197,0.0494,0.0639,0.0697,0.07623,0.07367,0.1177,0.0712,0.0839,0.06366
1609000,Егорьевский муниципальный район,female,2021,0.05402,0.07544,0.0724,0.06064,0.04315,0.03552,0.0384,0.06525,0.0698,0.0756,0.1359,0.08203,0.1106,0.08124
1609000,Егорьевский муниципальный район,male,2021,0.05576,0.07965,0.06525,0.0702,0.04712,0.06015,0.0524,0.06137,0.0735,0.067,0.1248,0.0735,0.10004,0.0693
1610000,Ельцовский муниципальный район,female,2021,0.04385,0.06995,0.06995,0.04385,0.04004,0.02193,0.03793,0.06232,0.0703,0.0731,0.1459,0.0926,0.1239,0.10443
1610000,Ельцовский муниципальный район,male,2021,0.05255,0.07666,0.073,0.0511,0.0482,0.03029,0.05328,0.06824,0.0679,0.07043,0.1313,0.0832,0.10913,0.08466
1611000,Завьяловский муниципальный район,female,2021,0.04745,0.06207,0.0627,0.05228,0.053,0.02548,0.03284,0.0653,0.0775,0.08246,0.1417,0.0922,0.1187,0.0862
1611000,Завьяловский муниципальный район,male,2021,0.05292,0.07654,0.0762,0.05835,0.06052,0.03867,0.03952,0.05746,0.0724,0.0763,0.1315,0.07983,0.1122,0.0677
1612000,Залесовский муниципальный район,female,2021,0.05005,0.0807,0.0653,0.05383,0.0455,0.02715,0.03986,0.06042,0.0736,0.0756,0.1416,0.0893,0.11176,0.0854
1612000,Залесовский муниципальный район,male,2021,0.05734,0.07745,0.0688,0.06213,0.04312,0.04855,0.05148,0.0677,0.0693,0.07294,0.1368,0.0853,0.08887,0.0702
1613000,Заринский муниципальный район,female,2021,0.03647,0.07214,0.0711,0.04742,0.0541,0.03516,0.05515,0.0638,0.0805,0.07513,0.1318,0.0812,0.1086,0.08746
1613000,Заринский муниципальный район,male,2021,0.04507,0.0689,0.07074,0.049,0.05585,0.03897,0.06573,0.07654,0.079,0.081,0.1239,0.0771,0.09534,0.0729
1614000,Змеиногорский муниципальный район,female,2021,0.05164,0.07166,0.0695,0.0514,0.05038,0.03293,0.05005,0.07513,0.0762,0.06775,0.1213,0.07367,0.11255,0.09576
1614000,Змеиногорский муниципальный район,male,2021,0.05685,0.08057,0.08167,0.05014,0.03625,0.0593,0.0626,0.07654,0.0778,0.07294,0.10986,0.067,0.09924,0.06915
1615000,Калманский муниципальный район,female,2021,0.06287,0.0727,0.0603,0.05115,0.0459,0.03084,0.04947,0.0613,0.0701,0.071,0.1318,0.08234,0.1096,0.10065
1615000,Калманский муниципальный район,male,2021,0.06494,0.079,0.06305,0.0483,0.04474,0.03137,0.08185,0.0739,0.07983,0.0809,0.1256,0.07135,0.08765,0.06744
1616000,Каменский муниципальный район,female,2021,0.0422,0.05844,0.06213,0.0614,0.05045,0.0615,0.05844,0.0766,0.0746,0.0736,0.1254,0.0796,0.0953,0.0804
1616000,Каменский муниципальный район,male,2021,0.04944,0.0782,0.06976,0.0665,0.02298,0.08075,0.09033,0.0777,0.0721,0.0719,0.112,0.0668,0.0832,0.05838
1617000,Ключевский муниципальный район,female,2021,0.04227,0.06866,0.06903,0.0526,0.05316,0.0319,0.04922,0.0737,0.07623,0.07544,0.1378,0.08624,0.1068,0.0769
1617000,Ключевский муниципальный район,male,2021,0.04547,0.0775,0.0741,0.05756,0.06094,0.04126,0.05594,0.0733,0.07654,0.07477,0.1332,0.0812,0.08496,0.06323
1618000,Косихинский муниципальный район,female,2021,0.0605,0.082,0.06076,0.0562,0.05365,0.02481,0.03595,0.057,0.06396,0.07367,0.1348,0.08746,0.1108,0.09845
1618000,Косихинский муниципальный район,male,2021,0.0669,0.0823,0.06433,0.0621,0.04898,0.04672,0.0535,0.06506,0.06885,0.0662,0.1292,0.08014,0.1002,0.0655
1619000,Красногорский муниципальный район,female,2021,0.05923,0.07306,0.07776,0.0547,0.0473,0.0281,0.0418,0.0746,0.07336,0.0748,0.12396,0.0736,0.10486,0.09283
1619000,Красногорский муниципальный район,male,2021,0.0523,0.08044,0.08936,0.063,0.05447,0.0343,0.05014,0.0709,0.07135,0.0773,0.116,0.0683,0.0974,0.07477
1620000,Краснощёковский муниципальный район,female,2021,0.046,0.06143,0.05612,0.04987,0.05118,0.02026,0.04,0.0722,0.0775,0.0756,0.1436,0.09064,0.1195,0.0961
1620000,Краснощёковский муниципальный район,male,2021,0.0472,0.0587,0.068,0.04965,0.05963,0.03522,0.05786,0.07336,0.0765,0.0731,0.128,0.0787,0.1164,0.0777
1621000,Крутихинский муниципальный район,female,2021,0.0459,0.06805,0.06824,0.05716,0.052,0.03366,0.03537,0.0629,0.0717,0.0717,0.1387,0.0891,0.1101,0.0954
1621000,Крутихинский муниципальный район,male,2021,0.04904,0.07947,0.0834,0.05823,0.05557,0.04434,0.04395,0.06537,0.0699,0.0662,0.1301,0.0801,0.102,0.0723
1622000,Кулундинский муниципальный район,female,2021,0.0515,0.0695,0.0669,0.04852,0.05228,0.03558,0.06186,0.074,0.0754,0.07385,0.1348,0.0827,0.0979,0.0752
1622000,Кулундинский муниципальный район,male,2021,0.0552,0.0722,0.0773,0.05133,0.0544,0.04855,0.0672,0.0847,0.0814,0.0687,0.121,0.07544,0.0845,0.05807
1623000,Курьинский муниципальный район,female,2021,0.0499,0.06143,0.06415,0.05188,0.03336,0.0163,0.0351,0.0664,0.0717,0.07745,0.1459,0.08624,0.133,0.10706
1623000,Курьинский муниципальный район,male,2021,0.04672,0.07056,0.0698,0.05118,0.05093,0.03928,0.05118,0.06586,0.06335,0.07306,0.1384,0.084,0.1101,0.0855
1624000,Кытмановский муниципальный район,female,2021,0.0531,0.07477,0.067,0.04657,0.06384,0.02275,0.02946,0.064,0.0688,0.07465,0.1407,0.0864,0.11237,0.09546
1624000,Кытмановский муниципальный район,male,2021,0.05783,0.07764,0.07104,0.05893,0.05432,0.0312,0.05856,0.06335,0.0725,0.07306,0.1294,0.07965,0.0942,0.07837
1625000,Локтевский муниципальный район,female,2021,0.04352,0.0632,0.05472,0.05505,0.05164,0.03873,0.05548,0.0715,0.07446,0.0766,0.1302,0.08264,0.108,0.0943
1625000,Локтевский муниципальный район,male,2021,0.04892,0.0694,0.07,0.06036,0.0389,0.06067,0.06616,0.07465,0.0811,0.0741,0.1172,0.0694,0.1001,0.0691
1626000,Мамонтовский муниципальный район,female,2021,0.04578,0.0668,0.0668,0.049,0.04996,0.03064,0.05014,0.0722,0.0763,0.07184,0.1353,0.0839,0.1078,0.09344
1626000,Мамонтовский муниципальный район,male,2021,0.05112,0.07166,0.0701,0.0552,0.04794,0.04126,0.05737,0.0822,0.0821,0.0736,0.11865,0.07245,0.0991,0.0772
1627000,Михайловский муниципальный район,female,2021,0.04733,0.0674,0.0648,0.05276,0.04968,0.03763,0.04468,0.0738,0.07,0.07294,0.1398,0.0898,0.1028,0.0868
1627000,Михайловский муниципальный район,male,2021,0.05716,0.0786,0.06995,0.05783,0.05298,0.06537,0.05542,0.0658,0.0673,0.0693,0.127,0.08,0.09,0.0633
