oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2018,0.05942,0.0637,0.05063,0.04254,0.04254,0.02065,0.04364,0.05676,0.06305,0.0646,0.185,0.12354,0.1064,0.0775
1601000,Алейский муниципальный район,male,2018,0.0659,0.0729,0.05655,0.04453,0.0493,0.03296,0.0539,0.0532,0.0666,0.0624,0.1677,0.1114,0.09686,0.0659
1602000,Алтайский муниципальный район,female,2018,0.06354,0.0667,0.05695,0.0542,0.05695,0.04883,0.06476,0.07587,0.07104,0.05832,0.136,0.08435,0.08984,0.07263
1602000,Алтайский муниципальный район,male,2018,0.0724,0.0778,0.0664,0.05344,0.06073,0.05658,0.078,0.07513,0.0667,0.05707,0.125,0.08154,0.07477,0.05432
1603000,Баевский муниципальный район,female,2018,0.05936,0.0707,0.0505,0.05072,0.03787,0.02652,0.04355,0.0623,0.0625,0.0583,0.1785,0.1191,0.1042,0.076
1603000,Баевский муниципальный район,male,2018,0.06946,0.0729,0.0629,0.04745,0.0386,0.03043,0.04904,0.06586,0.0672,0.05927,0.1748,0.1172,0.0895,0.0554
1604000,Бийский муниципальный район,female,2018,0.0671,0.07025,0.0534,0.0427,0.04526,0.04456,0.0549,0.0687,0.069,0.0637,0.147,0.09296,0.1003,0.0802
1604000,Бийский муниципальный район,male,2018,0.0771,0.0744,0.06433,0.04825,0.04977,0.06183,0.07245,0.0635,0.07025,0.05704,0.1317,0.0814,0.0875,0.0605
1605000,Благовещенский муниципальный район,female,2018,0.0601,0.06836,0.05542,0.04974,0.05624,0.04462,0.069,0.0713,0.0729,0.05634,0.1444,0.0926,0.0892,0.0698
1605000,Благовещенский муниципальный район,male,2018,0.0671,0.08136,0.0647,0.04587,0.04175,0.0729,0.0766,0.0672,0.0747,0.05957,0.1376,0.08856,0.07184,0.0503
1606000,Бурлинский муниципальный район,female,2018,0.05847,0.06793,0.06793,0.04575,0.03815,0.03018,0.0488,0.06396,0.07556,0.06665,0.1666,0.10724,0.09564,0.067
1606000,Бурлинский муниципальный район,male,2018,0.06104,0.07465,0.06537,0.05215,0.0482,0.03656,0.05966,0.06537,0.06696,0.0701,0.1594,0.1013,0.0794,0.05966
1607000,Быстроистокский муниципальный район,female,2018,0.0653,0.06757,0.066,0.04453,0.037,0.0226,0.04703,0.06097,0.0685,0.06647,0.1509,0.0964,0.11005,0.0968
1607000,Быстроистокский муниципальный район,male,2018,0.0642,0.0777,0.0699,0.05615,0.05048,0.03745,0.04456,0.06232,0.06635,0.0642,0.1465,0.09644,0.08887,0.0749
1608000,Волчихинский муниципальный район,female,2018,0.06152,0.07153,0.0644,0.04782,0.0476,0.04498,0.05905,0.0704,0.07477,0.06775,0.1432,0.0906,0.0874,0.06915
1608000,Волчихинский муниципальный район,male,2018,0.0693,0.0811,0.0674,0.0582,0.0461,0.05142,0.06915,0.07404,0.07086,0.06097,0.1381,0.08594,0.0768,0.0506
1609000,Егорьевский муниципальный район,female,2018,0.06683,0.06866,0.05963,0.05872,0.04724,0.02583,0.0569,0.0645,0.06836,0.0639,0.154,0.1009,0.094,0.0705
1609000,Егорьевский муниципальный район,male,2018,0.06793,0.06903,0.0611,0.0673,0.05597,0.04977,0.0566,0.071,0.07,0.0576,0.1421,0.09106,0.08295,0.0576
1610000,Ельцовский муниципальный район,female,2018,0.0599,0.06433,0.05768,0.0412,0.0263,0.02599,0.05927,0.0602,0.0672,0.058,0.1718,0.11505,0.1081,0.08496
1610000,Ельцовский муниципальный район,male,2018,0.0629,0.0792,0.0578,0.05133,0.0398,0.04114,0.05713,0.0697,0.0663,0.06018,0.1499,0.0979,0.0993,0.0673
1611000,Завьяловский муниципальный район,female,2018,0.05304,0.06256,0.05972,0.047,0.04327,0.0172,0.05698,0.06946,0.0767,0.06946,0.1659,0.11035,0.0965,0.0719
1611000,Завьяловский муниципальный район,male,2018,0.06305,0.07404,0.0651,0.05515,0.05145,0.03152,0.0524,0.06396,0.0704,0.06683,0.1581,0.1072,0.0859,0.05502
1612000,Залесовский муниципальный район,female,2018,0.0632,0.0717,0.05597,0.05063,0.03876,0.02835,0.05322,0.06525,0.0737,0.06476,0.1646,0.1038,0.0956,0.07043
1612000,Залесовский муниципальный район,male,2018,0.07,0.07086,0.06042,0.05524,0.047,0.04294,0.0645,0.06793,0.06635,0.06476,0.1566,0.0957,0.08386,0.0538
1613000,Заринский муниципальный район,female,2018,0.05618,0.0725,0.05502,0.05032,0.04443,0.04962,0.05954,0.07056,0.0745,0.06195,0.1459,0.09235,0.0952,0.07184
1613000,Заринский муниципальный район,male,2018,0.0578,0.0697,0.0594,0.0509,0.03726,0.0532,0.0752,0.075,0.07776,0.06287,0.1443,0.09174,0.08655,0.05835
1614000,Змеиногорский муниципальный район,female,2018,0.05975,0.07,0.05447,0.0504,0.0412,0.03387,0.0644,0.07355,0.0685,0.0567,0.1458,0.0988,0.1055,0.077
1614000,Змеиногорский муниципальный район,male,2018,0.07117,0.0795,0.0602,0.04547,0.04398,0.05692,0.07043,0.0791,0.0689,0.0563,0.1342,0.0878,0.08997,0.05597
1615000,Калманский муниципальный район,female,2018,0.0647,0.0682,0.05164,0.04623,0.041,0.03543,0.0596,0.06213,0.0704,0.05753,0.1511,0.0961,0.1068,0.0892
1615000,Калманский муниципальный район,male,2018,0.0721,0.0656,0.05566,0.04428,0.0348,0.0601,0.0795,0.0781,0.0794,0.0672,0.1382,0.0856,0.0797,0.05978
1616000,Каменский муниципальный район,female,2018,0.05167,0.0586,0.05737,0.05273,0.05255,0.05664,0.0706,0.0708,0.0749,0.05862,0.1437,0.09076,0.08984,0.07117
1616000,Каменский муниципальный район,male,2018,0.0658,0.0708,0.06354,0.04263,0.04333,0.0913,0.079,0.07104,0.07074,0.06354,0.1311,0.08374,0.071,0.05252
1617000,Ключевский муниципальный район,female,2018,0.05203,0.0707,0.05917,0.04974,0.0432,0.03983,0.06015,0.07733,0.07153,0.0661,0.1597,0.09827,0.08496,0.0673
1617000,Ключевский муниципальный район,male,2018,0.06537,0.0712,0.06995,0.0552,0.05066,0.04327,0.0698,0.0758,0.07526,0.06055,0.147,0.0867,0.0717,0.0575
1618000,Косихинский муниципальный район,female,2018,0.0714,0.0654,0.0561,0.05203,0.03915,0.02798,0.05338,0.06125,0.06494,0.0663,0.1566,0.1021,0.1005,0.08295
1618000,Косихинский муниципальный район,male,2018,0.07587,0.07404,0.05862,0.05444,0.04858,0.04034,0.06714,0.0644,0.0675,0.06058,0.1537,0.09753,0.0816,0.05563
1619000,Красногорский муниципальный район,female,2018,0.0633,0.0745,0.06384,0.04758,0.04297,0.03093,0.06198,0.0702,0.07153,0.06635,0.1396,0.0895,0.09546,0.0822
1619000,Красногорский муниципальный район,male,2018,0.06464,0.0849,0.07623,0.0515,0.03992,0.0347,0.0665,0.06366,0.0726,0.06122,0.1437,0.0939,0.0872,0.05933
1620000,Краснощёковский муниципальный район,female,2018,0.0558,0.0541,0.0521,0.05066,0.03075,0.0255,0.0627,0.07104,0.0776,0.06055,0.1716,0.1112,0.1046,0.07184
1620000,Краснощёковский муниципальный район,male,2018,0.05103,0.06165,0.05945,0.05225,0.0457,0.03555,0.0695,0.0715,0.0686,0.06335,0.1609,0.1094,0.0894,0.06177
