oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2014,0.0699,0.05197,0.05157,0.04507,0.01968,0.04453,0.05756,0.0616,0.0649,0.0673,0.2157,0.116,0.0905,0.0437
1601000,Алейский муниципальный район,male,2014,0.07446,0.06012,0.05548,0.04813,0.0319,0.05753,0.05658,0.06055,0.063,0.0645,0.2031,0.10876,0.0778,0.03802
1602000,Алтайский муниципальный район,female,2014,0.0649,0.06015,0.0533,0.0593,0.0561,0.0652,0.0742,0.07025,0.0599,0.06046,0.1606,0.0938,0.0796,0.0423
1602000,Алтайский муниципальный район,male,2014,0.0782,0.0691,0.0604,0.06143,0.06024,0.0761,0.07825,0.07184,0.05725,0.052,0.1497,0.08405,0.0662,0.03522
1603000,Баевский муниципальный район,female,2014,0.0728,0.0547,0.05972,0.04584,0.02554,0.04263,0.06354,0.06335,0.06213,0.06396,0.2091,0.1154,0.08026,0.04102
1603000,Баевский муниципальный район,male,2014,0.0752,0.0641,0.05383,0.044,0.0314,0.05,0.06366,0.0643,0.06683,0.07153,0.2017,0.1117,0.06665,0.03525
1604000,Бийский муниципальный район,female,2014,0.0714,0.05588,0.0474,0.0448,0.04575,0.0581,0.0664,0.07135,0.06305,0.06256,0.1742,0.10266,0.08673,0.04962
1604000,Бийский муниципальный район,male,2014,0.0803,0.06433,0.05432,0.04956,0.0571,0.07465,0.0671,0.07117,0.0604,0.05594,0.1616,0.0966,0.0721,0.03476
1605000,Благовещенский муниципальный район,female,2014,0.06744,0.05768,0.05307,0.05502,0.04703,0.0656,0.07306,0.07416,0.0597,0.05957,0.1733,0.0965,0.0748,0.04303
1605000,Благовещенский муниципальный район,male,2014,0.07794,0.0662,0.0613,0.05255,0.05902,0.07434,0.0738,0.0729,0.06714,0.05637,0.161,0.0857,0.06015,0.03162
1606000,Бурлинский муниципальный район,female,2014,0.06696,0.0651,0.0624,0.03818,0.03265,0.0503,0.0651,0.0811,0.0668,0.0631,0.1895,0.1048,0.0738,0.0402
