oktmo,name,gender,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69
1601000,Алейский муниципальный район,female,2015,0.0716,0.05362,0.05,0.0447,0.02255,0.03497,0.05646,0.06036,0.0635,0.06323,0.211,0.1209,0.0944,0.05267
1601000,Алейский муниципальный район,male,2015,0.07556,0.06155,0.0556,0.04718,0.032,0.05655,0.0529,0.05765,0.0643,0.0591,0.1971,0.11444,0.07904,0.04694
1602000,Алтайский муниципальный район,female,2015,0.06647,0.05942,0.05542,0.05356,0.05588,0.0618,0.07324,0.06964,0.06396,0.05634,0.1575,0.09424,0.0809,0.05176
1602000,Алтайский муниципальный район,male,2015,0.078,0.0715,0.06238,0.05545,0.06335,0.0697,0.0773,0.07104,0.06006,0.05173,0.1456,0.0843,0.06866,0.041
1603000,Баевский муниципальный район,female,2015,0.0703,0.06058,0.05447,0.04858,0.02318,0.03964,0.0612,0.06058,0.064,0.0614,0.2008,0.1171,0.0872,0.0508
1603000,Баевский муниципальный район,male,2015,0.07513,0.06494,0.05515,0.04645,0.02715,0.04886,0.06122,0.064,0.0693,0.0625,0.1969,0.11743,0.0671,0.04385
1604000,Бийский муниципальный район,female,2015,0.07367,0.05795,0.0483,0.0426,0.04254,0.05655,0.0644,0.07104,0.0629,0.0613,0.1672,0.1001,0.09125,0.06012
1604000,Бийский муниципальный район,male,2015,0.0825,0.0634,0.0573,0.0484,0.05365,0.07007,0.0709,0.0682,0.0622,0.0554,0.1567,0.092,0.0754,0.04382
1605000,Благовещенский муниципальный район,female,2015,0.0653,0.05914,0.05496,0.05176,0.0488,0.0582,0.0742,0.0728,0.06155,0.05753,0.1691,0.0972,0.0779,0.05164
1605000,Благовещенский муниципальный район,male,2015,0.076,0.0682,0.06097,0.0507,0.05615,0.07336,0.0738,0.0701,0.0714,0.0542,0.156,0.0881,0.06247,0.0387
1606000,Бурлинский муниципальный район,female,2015,0.06793,0.06384,0.064,0.04306,0.02539,0.04712,0.06476,0.0758,0.0664,0.06256,0.1875,0.1053,0.0762,0.05005
1606000,Бурлинский муниципальный район,male,2015,0.07153,0.0638,0.07324,0.0501,0.03198,0.0536,0.0646,0.07153,0.0684,0.06555,0.1783,0.0983,0.0676,0.04144
