saldo,foodseats,sportsvenue,servicesnum,library,cultureorg,musartschool
0.007019554473175274,0.015083084789092458,0.036197763390229544,0.012231456797867336,0.1834862385321101,0.11764705882352941,0.028985507246376812
0.0038679177709333144,0.015083084789092458,0.036197763390229544,0.01254508389524855,0.1834862385321101,0.11764705882352941,0.028985507246376812
0.004046988038106153,0.016006249112341997,0.04120070629782225,0.011917829700486122,0.1559633027522936,0.11764705882352941,0.028985507246376812
0.00408280209154072,0.02273824740803863,0.04120070629782225,0.012074643249176729,0.1559633027522936,0.11176470588235295,0.028985507246376812
0.007843277702170331,0.01984093168584008,0.04120070629782225,0.011447389054414302,0.1559633027522936,0.1,0.028985507246376812
-0.0018981448320320893,0.021374804715239313,0.04061212477928193,0.012701897443939156,0.1559633027522936,0.1,0.028985507246376812
-0.0005013967480839482,0.022297969038488852,0.03266627427898764,0.011604202603104909,0.009174311926605505,0.0058823529411764705,0.014492753623188406
-0.0015041902442518445,0.020068172134639965,0.03266627427898764,0.012701897443939156,0.009174311926605505,0.0058823529411764705,0.014492753623188406
0.006589785831960461,0.0038488851015480757,0.023837551500882872,0.011133761957033087,0.01834862385321101,0.01764705882352941,0.028985507246376812
0.002686054007592579,0.0038488851015480757,0.023837551500882872,0.009879253567508232,0.01834862385321101,0.0058823529411764705,0.028985507246376812
-0.0008595372824296254,0.005382758130947308,0.023248969982342556,0.011290575505723694,0.01834862385321101,0.0058823529411764705,0.028985507246376812
0.0005730248549530836,0.004374378639397812,0.017363154796939378,0.009722440018817625,0.009174311926605505,0.0058823529411764705,0.014492753623188406
-0.002113029152639496,0.003323391563698338,0.017363154796939378,0.011133761957033087,0.009174311926605505,0.0058823529411764705,0.014492753623188406
-0.007771649595301196,0.000284050560999858,0.0164802825191289,0.006429355496314882,0.12844036697247707,0.07647058823529412,0.014492753623188406
-0.011854451686841917,0.000284050560999858,0.0164802825191289,0.008154304531911558,0.12844036697247707,0.07058823529411765,0.014492753623188406
-0.010171191175417234,0.0005112910097997443,0.0164802825191289,0.007683863885839737,0.01834862385321101,0.052941176470588235,0.014492753623188406
-0.008667000931165389,0.0005112910097997443,0.0164802825191289,0.007840677434530343,0.01834862385321101,0.052941176470588235,0.014492753623188406
-0.006482343671656758,0.0009373668512995313,0.016774573278399058,0.008624745177983378,0.01834862385321101,0.052941176470588235,0.014492753623188406
-0.005586992335792565,0.0009373668512995313,0.01383166568569747,0.008624745177983378,0.01834862385321101,0.0058823529411764705,0.014492753623188406
-0.003903731824367882,0.0009373668512995313,0.01383166568569747,0.007056609691077309,0.009174311926605505,0.0058823529411764705,0.014492753623188406
-0.00204140104577036,0.00042607584149978694,0.004120070629782225,0.007213423239767916,0.01834862385321101,0.0058823529411764705,0.014492753623188406
-0.0024353556335506054,0.00042607584149978694,0.004120070629782225,0.007213423239767916,0.01834862385321101,0.0058823529411764705,0.014492753623188406
-0.002327913473246902,0.00042607584149978694,0.004120070629782225,0.0053316606554806335,0.009174311926605505,0.0058823529411764705,0.014492753623188406
0.0015400042976864122,0.004260758414997869,0.03502060035314891,0.005488474204171241,0.21100917431192662,0.16470588235294117,0.014492753623188406
-0.008416302557123416,0.0054253657150972875,0.036197763390229544,0.004547592912027599,0.2018348623853211,0.16470588235294117,0.014492753623188406
-0.00802234796934317,0.005851441556597075,0.0329605650382578,0.004233965814646385,0.009174311926605505,0.16470588235294117,0.014492753623188406
-0.01883819210658262,0.007910808123846045,0.03325485579752796,0.004861220009408813,0.009174311926605505,0.14705882352941177,0.014492753623188406
-0.00017907026717283863,0.007342707001846329,0.033549146556798116,0.005488474204171241,0.009174311926605505,0.1588235294117647,0.014492753623188406
-0.003402335076283934,0.007285896889646357,0.033549146556798116,0.00501803355809942,0.009174311926605505,0.16470588235294117,0.014492753623188406
-0.0032948929159802307,0.007285896889646357,0.03266627427898764,0.0053316606554806335,0.009174311926605505,0.0058823529411764705,0.014492753623188406
-0.018659121839409785,0.005510580883397244,0.03266627427898764,0.005174847106790026,0.009174311926605505,0.0058823529411764705,0.014492753623188406
-0.010314447389155504,0.006277517398096861,0.02413184226015303,0.01756311745334797,0.1834862385321101,0.16470588235294117,0.014492753623188406
-0.012320034381491297,0.006987643800596507,0.024720423778693348,0.018817625842872825,0.1834862385321101,0.16470588235294117,0.014492753623188406
-0.010994914404412292,0.006618378071296691,0.02707474985285462,0.019288066488944645,0.09174311926605505,0.16470588235294117,0.014492753623188406
-0.017190745648592506,0.008464706717795768,0.02707474985285462,0.01803355809941979,0.09174311926605505,0.16470588235294117,0.014492753623188406
0.0,0.006618378071296691,0.01059446733372572,0.01301552454132037,0.009174311926605505,0.01764705882352941,0.014492753623188406
-0.005300479908316023,0.0008521516829995739,0.015008828722778105,0.004704406460718206,0.1651376146788991,0.12352941176470589,0.014492753623188406
-0.015220972709691282,0.0008805567390995598,0.015008828722778105,0.005488474204171241,0.1559633027522936,0.11764705882352941,0.014492753623188406
-0.011424683045627104,0.0014770629171992615,0.014714537963507945,0.004233965814646385,0.009174311926605505,0.058823529411764705,0.014492753623188406
-0.008273046343385144,0.0015622780854992189,0.014714537963507945,0.003293084522502744,0.009174311926605505,0.058823529411764705,0.014492753623188406
-0.006052575030441945,0.0018037210623490982,0.014714537963507945,0.0028226438764309236,0.009174311926605505,0.058823529411764705,0.014492753623188406
-0.00393954587780245,0.0009231643232495384,0.014714537963507945,0.0029794574251215305,0.009174311926605505,0.0058823529411764705,0.014492753623188406
