saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
796.0,104103.0,20222.0,43446.72816,64768.0,2904.0,2885279.0,64.8,327.0,251.0,1682.5,441362.0,128930.97,9748472.6732,87.0,4262.0
