saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
824.0,113799.0,0.3713897111768942,42726.715000000004,1.6276963203158044,0.08566115375484688,100.68152200958215,64.1,0.01148124191461837,0.007404360345536816,0.08312651331719127,20.83132890117278,5.293423542354235,440.65141144656417,0.003808073115003808,0.1277251940869935,649.3621773346758
