oktmo,name,year,saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
1703000,город Алейск,2014,-0.047597042513863215,0.11235986071841222,0.09461807950125514,0.29807389202820717,0.08979895870722228,0.05697108502719725,0.06616607530041237,0.4492753623188406,0.050880626223091974,0.14918414918414918,0.1724137931034483,0.13448737742967865,0.06879901147667883,0.0665686565863267,0.031914893617021274,0.11717607206097468,0.06236539951857803
1703000,город Алейск,2015,0.10720887245841035,0.11188270692109611,0.09132161871396652,0.26793276324545834,0.08924705037803791,0.060597385246683844,0.06009771785275226,0.4492753623188406,0.050880626223091974,0.1317016317016317,0.1724137931034483,0.12579625975194528,0.06373888752662427,0.05017101889747233,0.010638297872340425,0.11933174224343675,0.06958475177709371
1703000,город Алейск,2016,0.11090573012939002,0.11249788041185077,0.08512868610521089,0.2736422128204829,0.08954037228725478,0.060597385246683844,0.05500426751064224,0.44720496894409945,0.0547945205479452,0.13053613053613053,0.1724137931034483,0.12260610832200079,0.07033093414492252,0.04327854253501235,0.010638297872340425,0.12333512972515205,0.06883845486768322
1703000,город Алейск,2017,0.12754158964879853,0.11331416831304444,0.08253565418884996,0.28073886803577264,0.08036094032828896,0.09313865826891879,0.09173927804852877,0.4451345755693582,0.0547945205479452,0.13986013986013987,0.1724137931034483,0.1358166071921555,0.0616138508656791,0.038610269867783306,0.010638297872340425,0.12364308260836092,0.05026846686454468
1703000,город Алейск,2018,0.15526802218114602,0.114248758808614,0.0784668009158368,0.30031481518236586,0.08071408446899085,0.07510258612463021,0.09816824082583184,0.44306418219461696,0.060665362035225046,0.16317016317016317,0.2814755412991179,0.1336182656619053,0.07235933015044209,0.03790941902944267,0.02127659574468085,0.1284163522980984,0.049536645582477584
1703000,город Алейск,2019,-0.08918669131238448,0.11534108609668477,0.0789219607734959,0.31642934038317844,0.08278354772849197,0.10210897986449088,0.10240852044132986,0.4492753623188406,0.13307240704500978,0.13286713286713286,0.2814755412991179,0.12314802507131829,0.06925952102775654,0.034335544352969136,0.02127659574468085,0.12864731696050505,0.06261938165549814
1703000,город Алейск,2020,-0.19685767097966728,0.11425664564823906,0.07985986593473283,0.3191275043198057,0.09744732749005214,0.1032541273022235,0.10485480270596312,0.45755693581780543,0.14285714285714285,0.1282051282051282,0.2814755412991179,0.11235058946227544,0.07042690168135508,0.031976061538707294,0.02127659574468085,0.12325814150434984,0.05942241379249598
1703000,город Алейск,2021,-0.10859519408502773,0.11212719894947296,0.078963338942374,0.3031696015562976,0.10369778580553529,0.10611699589655502,0.10608059555104138,0.4679089026915114,0.14285714285714285,0.13286713286713286,0.2814755412991179,0.10952853242809378,0.06741902138114401,0.03307518894212643,0.02127659574468085,0.12456694125798753,0.04624608025769219
1703000,город Алейск,2022,-0.1344731977818854,0.1103211126753343,0.07583239083059777,0.290096722055527,0.1085071072670503,0.10611699589655502,0.09941806011387458,0.5279503105590062,0.14677103718199608,0.1386946386946387,0.2814755412991179,0.09783131051829735,0.06291623995730503,0.029943662442019545,0.02127659574468085,0.12372007082916314,0.04955511744570013
1704000,город Белокуриха,2014,0.14926062846580407,0.057282116196808196,0.08486662436898293,0.3468614276374165,0.07291789688191092,0.24363011737761237,0.04830450403389841,0.567287784679089,0.1232876712328767,0.17365967365967366,0.11387329591018444,0.1015122544759256,0.0670858274796021,0.0667674382214822,0.031914893617021274,0.057510200939256295,0.0356089804869868
1704000,город Белокуриха,2015,0.0854898336414048,0.058666256551006164,0.08412181732917713,0.32383454414374446,0.07032276988510272,0.24973757037885294,0.04956504847348273,0.5755693581780539,0.06457925636007827,0.19463869463869463,0.11387329591018444,0.0939867690514412,0.055393654411093,0.05995223821968893,0.031914893617021274,0.057510200939256295,0.0372238948671409
1704000,город Белокуриха,2016,0.066543438077634,0.05943522341444948,0.08391492648478663,0.32161053901251574,0.07077008579665844,0.2659604924133982,0.05126730481770855,0.5838509316770186,0.06262230919765166,0.18997668997668998,0.11387329591018444,0.10080674021738019,0.058436440739084654,0.05046853258786669,0.0425531914893617,0.05789514204326738,0.03830735979832921
1704000,город Белокуриха,2017,-0.048983364140480594,0.0601923600184552,0.0814874072439381,0.32596117311913325,0.07042002925500095,0.2810382670102109,0.07040402702988958,0.6024844720496895,0.06262230919765166,0.18414918414918416,0.11387329591018444,0.1061338841116144,0.049777630332665024,0.0339276930728701,0.0425531914893617,0.05789514204326738,0.036521708207662575
1704000,город Белокуриха,2018,0.016173752310536044,0.05985716933439017,0.0806598438663761,0.32701400901321626,0.07103407551495362,0.28437828037026436,0.06472362544818143,0.6252587991718427,0.06653620352250489,0.1958041958041958,0.29991980753809144,0.10840379955215182,0.04589517614081649,0.04411869046557531,0.0425531914893617,0.06097467087535607,0.03431848414912026
1704000,город Белокуриха,2019,0.02911275415896488,0.059782244357952104,0.0801633058398389,0.3402585348269742,0.07937831193241246,0.28437828037026436,0.07378684501041252,0.6376811594202899,0.08610567514677103,0.1958041958041958,0.1963111467522053,0.10796413124610178,0.044205839788063674,0.03683567067372873,0.0425531914893617,0.06112864731696051,0.03412973380002283
1704000,город Белокуриха,2020,0.006469500924214418,0.059908433791953056,0.07565308543212601,0.30025953159295754,0.07928568396108081,0.280561122244489,0.07607176710136263,0.6583850931677019,0.08610567514677103,0.19230769230769232,0.1963111467522053,0.1265733479207779,0.04561813959526316,0.04436983568914783,0.0425531914893617,0.06112864731696051,0.023037473963679358
