oktmo,year,saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
1512000,2022,-0.12807881773399016,0.09859165628513263,0.04969248764290835,0.30908621300711236,0.13203653328194534,0.07503526093088858,0.07560465850334287,0.4613143412107478,0.11918604651162791,0.14328358208955225,0.21120910384068278,0.025017575035638267,0.07044990760996371,0.06077484979080037,0.18181818181818182,0.0992175794905943
1602000,2014,0.21576354679802956,0.1971149463705144,0.13907859487605176,0.3286298253682956,0.17489995025522206,0.39407616361071934,0.13823322129974117,0.33667853674328263,0.4069767441860465,0.21791044776119403,0.46884779516358466,0.19626432853599954,0.2842232333141347,0.16273473976310393,0.23863636363636365,0.1984351589811886
1602000,2015,-0.052216748768472904,0.1988013126310352,0.12651397954948496,0.29470513080569016,0.1941738109429548,0.4245416078984485,0.11644297235358689,0.34315312398834574,0.4011627906976744,0.2417910447761194,0.46884779516358466,0.18891454627116328,0.2793673044812998,0.16407283703523892,0.23863636363636365,0.20126519061095388
1602000,2016,-0.013793103448275862,0.19818601683327763,0.1252311059125382,0.2936710867304673,0.19476761121991223,0.44287729196050774,0.13154610286898039,0.3496277112334089,0.3226744186046512,0.2208955223880597,0.46884779516358466,0.19338885742740533,0.3313415624238449,0.1691412609848402,0.22727272727272727,0.1869485600133178
1602000,2017,-0.041379310344827586,0.19766947221293793,0.12232577444062936,0.29941465442035087,0.202473570285786,0.398589562764457,0.14880110553570283,0.35610229847847197,0.3226744186046512,0.2417910447761194,0.34782361308677096,0.19722851451893222,0.2900489962284055,0.14878043271182717,0.2159090909090909,0.19593807224904278
1602000,2018,0.06896551724137931,0.19663638297225852,0.11085537486322303,0.3308079479585536,0.17819610198127622,0.504654442877292,0.1362028132941995,0.3625768857235351,0.32848837209302323,0.191044776119403,0.3654623044096728,0.18523355269581518,0.2749327556293953,0.14494711614228267,0.2159090909090909,0.1847844181787914
1602000,2019,0.1497536945812808,0.196431284373006,0.10587480662566502,0.34560945825932504,0.18587069046648053,0.5052186177715091,0.18105023546997182,0.36905147296859825,0.2063953488372093,0.16417910447761194,0.3654623044096728,0.18254603682946358,0.2920337729532049,0.15081340128101645,0.2159090909090909,0.1847844181787914
1602000,2020,0.3842364532019704,0.1970389839263468,0.10810096970154322,0.3544297610311139,0.1902670532717275,0.4990126939351199,0.19805805324544615,0.3722887665911298,0.2063953488372093,0.15223880597014924,0.3654623044096728,0.1799048995293796,0.26150195636776113,0.1559158648990112,0.2159090909090909,0.18045613450973863
1602000,2021,0.3211822660098522,0.19866458023153352,0.10489378560917632,0.338613104572218,0.19618825037308585,0.29675599435825106,0.1936088207474561,0.37714470702492714,0.2063953488372093,0.15223880597014924,0.3667709815078236,0.18072750883633737,0.3605326959666422,0.1701785438942337,0.19318181818181818,0.18112202430497754
1602000,2022,0.24729064039408866,0.19909756616328886,0.10217711202505377,0.3125658031964869,0.18597152447577517,0.2995768688293371,0.18650099257639968,0.3868565878925218,0.21220930232558138,0.16716417910447762,0.3659174964438123,0.17621902399968756,0.3279081250186151,0.1515754135444485,0.17045454545454544,0.17679374063592476
1603000,2014,-0.17832512315270935,0.07555224696909847,0.05422027694977927,0.3202359901923714,0.07034852715123756,0.01861777150916784,0.023371259505301542,0.4273227581741664,0.16569767441860464,0.16417910447761194,0.21963015647226172,0.11801880528813294,0.059588174546873096,0.08790219980242164,0.14772727272727273,0.06325953054769436
1603000,2015,-0.15369458128078817,0.0736683783537419,0.0511640191676414,0.2916536127964108,0.06382232599411129,0.01861777150916784,0.024457859246158325,0.4370346390417611,0.13662790697674418,0.16417910447761194,0.21963015647226172,0.10876017887480716,0.0436046550464182,0.13502353208304352,0.125,0.06325953054769436
1603000,2016,-0.10738916256157635,0.07224788064780772,0.04271214579481568,0.3013965636950911,0.06420885636307413,0.01861777150916784,0.025568788394563852,0.44189057947555843,0.13662790697674418,0.13432835820895522,0.21963015647226172,0.10328994903239665,0.05640299140493288,0.1587180093977026,0.125,0.07657732645247212
1603000,2017,-0.06206896551724138,0.07111604022971044,0.04078783533939554,0.3062307260065673,0.06754758244860826,0.005641748942172073,0.02883154449103303,0.44836516672062154,0.09593023255813954,0.11641791044776119,0.21963015647226172,0.10100275342225,0.07020809742694946,0.11848177301062864,0.10227272727272728,0.07374729482270684
1603000,2018,-0.13891625615763548,0.07017410592203215,0.037467456514356866,0.3514539428142066,0.06569783856699186,0.007898448519040903,0.02503044569213658,0.459695694399482,0.10465116279069768,0.0955223880597015,0.21963015647226172,0.0966382862387471,0.04686811018780014,0.11668983291550332,0.10227272727272728,0.07391376727151656
1603000,2019,-0.11625615763546798,0.06850293215034486,0.038637135418631854,0.35614541460222493,0.066437287968486,0.011283497884344146,0.022833061473652355,0.4710262220783425,0.10465116279069768,0.08955223880597014,0.21963015647226172,0.08529994727489308,0.05420438123587558,0.11886869299683303,0.10227272727272728,0.07158315298818045
1603000,2020,-0.1684729064039409,0.06712801191091125,0.03724106704901332,0.3806760552402772,0.06499200050192928,0.011283497884344146,0.0256169819654961,0.48721269019100033,0.11627906976744186,0.08955223880597014,0.21963015647226172,0.077796383448222,0.05203296194212634,0.1417186472405275,0.10227272727272728,0.05626768769768603
1603000,2022,-0.1270935960591133,0.0630564249035277,0.03509036712824963,0.326707919617389,0.06359488928425779,0.009026798307475317,0.025182788977898413,0.5228229200388474,0.11627906976744186,0.08059701492537313,0.21963015647226172,0.07234324044601535,0.06709702120817546,0.1468864161992319,0.10227272727272728,0.050108207091726316
1605000,2014,-0.28866995073891627,0.22371699431800918,0.23510545975927252,0.39406312403388377,0.31178996051788344,0.14837799717912553,0.10253430675882197,0.39818711557138237,0.2703488372093023,0.37910447761194027,0.18799431009957324,0.26298111660059753,0.1719301835769156,0.16104034214693796,0.2727272727272727,0.22373897120026637
1605000,2015,-0.2650246305418719,0.22126340737139558,0.23046447571972983,0.3633678260585721,0.31328006309968226,0.14160789844851904,0.099606495403735,0.4046617028164454,0.27325581395348836,0.3940298507462687,0.18799431009957324,0.2504564627311605,0.16435587449037736,0.17476415557829525,0.2727272727272727,0.2315631762943233
1605000,2016,-0.05812807881773399,0.2183084682932758,0.22303135494095008,0.36987796816417734,0.32864044384890134,0.14160789844851904,0.11733161641002589,0.407898996438977,0.27325581395348836,0.39104477611940297,0.18799431009957324,0.24999511804565605,0.18973462727321808,0.19640054132483253,0.2727272727272727,0.23938738138838023
1605000,2017,-0.04334975369458128,0.21722220534167908,0.21344753424140664,0.3871802269511579,0.32852840606079614,0.14160789844851904,0.2004860237442337,0.41113629006150854,0.27325581395348836,0.42388059701492536,0.18799431009957324,0.238134409966998,0.1591435565837793,0.18912047945063787,0.2727272727272727,0.23738971200266357
1605000,2018,-0.2748768472906404,0.21619671234541643,0.19963777685545034,0.41934255411587246,0.346981029761718,0.1844851904090268,0.2065319826248291,0.4176108773065717,0.29941860465116277,0.408955223880597,0.19891891891891894,0.20105108477025524,0.14917338560268298,0.17978130942272152,0.2727272727272727,0.23272848343599134
1605000,2019,-0.11527093596059114,0.21302907842362737,0.20997622910613892,0.4467388637001028,0.3770519720891462,0.20141043723554303,0.23084655030313894,0.4240854645516348,0.1744186046511628,0.408955223880597,0.19891891891891894,0.18396424456638483,0.15865522103706156,0.18091616032132482,0.2727272727272727,0.2330614283336108
1605000,2020,-0.0896551724137931,0.21081097505393334,0.20514658717880996,0.45513218935194016,0.38080523799066945,0.20987306064880112,0.2511137753895027,0.4321786986079637,0.20930232558139536,0.41194029850746267,0.19891891891891894,0.1666528344626921,0.1414305873928485,0.19214452720428307,0.2727272727272727,0.23289495588480105
1605000,2021,-0.21083743842364533,0.20791680593114764,0.20043013998415274,0.4321698276763279,0.37882777103061316,0.2155148095909732,0.23940755762598265,0.4435092262868242,0.22093023255813954,0.40298507462686567,0.2083641536273115,0.16171229666660158,0.15485329226096609,0.21270506161496816,0.2727272727272727,0.22889961711336773
1605000,2022,-0.15566502463054188,0.2034578104585093,0.19594008225483908,0.3695514404559332,0.5029331492925934,0.12976022566995768,0.20292130892418275,0.4629329880220136,0.2238372093023256,0.3970149253731343,0.2083641536273115,0.15212902028940226,0.14844866233074366,0.16165577683352017,0.2727272727272727,0.2293990344597969
1606000,2015,-0.10837438423645321,0.08191030354592689,0.06931290797268234,0.2797484445073077,0.04252170171955597,0.018335684062059238,0.022532943725726593,0.4240854645516348,0.14534883720930233,0.056716417910447764,0.11448079658605974,0.10373908883204125,0.051521207664651944,0.07803004574296309,0.18181818181818182,0.11553187947394707
1606000,2017,-0.002955665024630542,0.07936556166631217,0.06142700826321548,0.2795458459830801,0.046313060469034995,0.010155148095909733,0.027661442005523673,0.43541599223049526,0.14534883720930233,0.04477611940298507,0.11687055476529161,0.10280419457517233,0.054067562409542205,0.06597732900483527,0.18181818181818182,0.11320126519061095
1606000,2018,-0.1497536945812808,0.07887940202363951,0.05776704524016149,0.30959094874632054,0.04578312173129753,0.017207334273624825,0.028715448677094805,0.44512787309809,0.14534883720930233,0.041791044776119404,0.1184637268847795,0.09102159776601769,0.049994274984779784,0.05269512658096991,0.17045454545454544,0.10854003662393874
1606000,2019,-0.17044334975369457,0.07718543951870195,0.05372976644153492,0.3281352248293914,0.04261581346156431,0.017207334273624825,0.027042411196219505,0.45807704758821627,0.07848837209302326,0.03582089552238806,0.1184637268847795,0.0751454822394501,0.052999181051700615,0.05134928419338908,0.17045454545454544,0.10854003662393874
1606000,2020,-0.15270935960591134,0.07508127981525933,0.04905105082443497,0.3440243288251997,0.0425766002357275,0.012693935119887164,0.022564372613689827,0.4710262220783425,0.0755813953488372,0.03283582089552239,0.12028449502133713,0.06353863578667812,0.047394324352721603,0.047210441206379426,0.17045454545454544,0.10854003662393874
1606000,2021,-0.14187192118226602,0.07309866002248488,0.04557974568916726,0.3380976700466298,0.04197607769148378,0.012693935119887164,0.019188297703132084,0.48721269019100033,0.09593023255813954,0.029850746268656716,0.12085348506401138,0.0561180651838544,0.05884459055217674,0.0649786938494567,0.17045454545454544,0.1120359580489429
1606000,2022,-0.16551724137931034,0.07088815289720762,0.043051729992831,0.30742511164150355,0.041707187000031364,0.012693935119887164,0.017310572150629918,0.5875687924894787,0.10174418604651163,0.029850746268656716,0.12085348506401138,0.05319621550899256,0.05518671054613816,0.04585154332307849,0.17045454545454544,0.08989512235724988
1607000,2014,-0.12512315270935961,0.07265048160189602,0.051428140210542206,0.3184027603307047,0.06801590040288788,0.010155148095909733,0.01777491713922194,0.40142440919391387,0.13953488372093023,0.1880597014925373,0.18776671408250356,0.09092151770196645,0.09899231087626367,0.08311521401499665,0.09090909090909091,0.10171466622274014
1607000,2015,-0.19113300492610838,0.07123758014037859,0.04969248764290835,0.28088302863952824,0.062188815043537876,0.015796897038081806,0.020386256556884922,0.41437358368404015,0.125,0.1701492537313433,0.1604551920341394,0.08683532191606944,0.10400643402122318,0.09313373941872788,0.09090909090909091,0.08689861827867489
1607000,2017,-0.04926108374384237,0.06802436875208896,0.0450137720258084,0.285207933312551,0.06632076866885663,0.010155148095909733,0.017274717413332835,0.4192295241178375,0.125,0.14328358208955225,0.15607396870554766,0.07267033138706087,0.12012386465325307,0.08955510846042687,0.09090909090909091,0.0749126019643749
1607000,2018,-0.1123152709359606,0.06710522317766096,0.04199524582122779,0.31059743909218573,0.06482842533129574,0.010155148095909733,0.01664125996182088,0.42894140498543215,0.125,0.12835820895522387,0.15874822190611665,0.062218067136636135,0.10667467618693083,0.09502652427778523,0.09090909090909091,0.07457965706675546
1607000,2019,-0.04729064039408867,0.06557837804989214,0.04191978266611327,0.32909489810227166,0.06455953463984332,0.010155148095909733,0.017170067047775687,0.4370346390417611,0.09883720930232558,0.12835820895522387,0.15874822190611665,0.06099269659630143,0.10893434794591404,0.10258298972638619,0.09090909090909091,0.07457965706675546
1607000,2020,-0.019704433497536946,0.06461365500896357,0.041617930045655206,0.3370361134998832,0.06439483909132872,0.010155148095909733,0.026069480271669453,0.4435092262868242,0.11337209302325581,0.12835820895522387,0.16233285917496446,0.05692114667343631,0.09704549135601287,0.13017220869176915,0.09090909090909091,0.07957383053104711
