saldo,foodseats,sportsvenue,servicesnum,library,cultureorg
-0.01734820322180917,0.5721574344023324,0.38144329896907214,0.275092936802974,0.06666666666666667,0.06666666666666667
-0.05204460966542751,0.5149416909620991,0.38144329896907214,0.30111524163568776,0.06666666666666667,0.06666666666666667
-0.03841387856257745,0.4322157434402332,0.048109965635738834,0.01858736059479554,0.26666666666666666,0.26666666666666666
-0.006195786864931847,0.35787172011661805,0.048109965635738834,0.022304832713754646,0.26666666666666666,0.26666666666666666
-0.0012391573729863693,0.35787172011661805,0.048109965635738834,0.022304832713754646,0.26666666666666666,0.26666666666666666
0.22800495662949194,0.09876093294460642,0.27835051546391754,0.26394052044609667,0.13333333333333333,0.2
0.09293680297397769,0.09876093294460642,0.27835051546391754,0.2342007434944238,0.13333333333333333,0.06666666666666667
-0.02973977695167286,0.1381195335276968,0.27147766323024053,0.26765799256505574,0.13333333333333333,0.06666666666666667
0.01982651796778191,0.11224489795918367,0.2027491408934708,0.23048327137546468,0.06666666666666667,0.06666666666666667
-0.07311028500619579,0.08527696793002916,0.2027491408934708,0.26394052044609667,0.06666666666666667,0.06666666666666667
0.006195786864931847,0.052478134110787174,0.020618556701030927,0.0037174721189591076,0.06666666666666667,0.06666666666666667
-0.009913258983890954,0.052478134110787174,0.020618556701030927,0.01486988847583643,0.06666666666666667,0.06666666666666667
0.0024783147459727386,0.052478134110787174,0.020618556701030927,0.011152416356877323,0.06666666666666667,0.06666666666666667
-0.26889714993804215,0.007288629737609329,0.19243986254295534,0.1524163568773234,0.9333333333333333,0.8666666666666667
-0.41016109045848825,0.007288629737609329,0.19243986254295534,0.19330855018587362,0.9333333333333333,0.8
-0.35192069392812886,0.013119533527696793,0.19243986254295534,0.1821561338289963,0.13333333333333333,0.6
-0.29987608426270135,0.013119533527696793,0.19243986254295534,0.18587360594795538,0.13333333333333333,0.6
-0.22428748451053285,0.024052478134110787,0.1958762886597938,0.20446096654275092,0.13333333333333333,0.6
-0.19330855018587362,0.024052478134110787,0.16151202749140894,0.20446096654275092,0.13333333333333333,0.06666666666666667
-0.13506815365551425,0.024052478134110787,0.16151202749140894,0.16728624535315986,0.06666666666666667,0.06666666666666667
-0.07063197026022305,0.010932944606413994,0.048109965635738834,0.17100371747211895,0.13333333333333333,0.06666666666666667
-0.08426270136307311,0.010932944606413994,0.048109965635738834,0.17100371747211895,0.13333333333333333,0.06666666666666667
-0.080545229244114,0.010932944606413994,0.048109965635738834,0.12639405204460966,0.06666666666666667,0.06666666666666667
-0.11400247831474597,0.1869533527696793,0.38144329896907214,0.12639405204460966,0.06666666666666667,0.06666666666666667
-0.6456009913258984,0.141399416909621,0.38144329896907214,0.12267657992565056,0.06666666666666667,0.06666666666666667
-0.006195786864931847,0.05830903790087463,0.024054982817869417,0.01858736059479554,0.06666666666666667,0.2
0.021065675340768277,0.05830903790087463,0.024054982817869417,0.01858736059479554,0.06666666666666667,0.2
-0.04956629491945477,0.05830903790087463,0.024054982817869417,0.01486988847583643,0.06666666666666667,0.2
0.0,0.16982507288629736,0.12371134020618557,0.30855018587360594,0.06666666666666667,0.2
-0.18587360594795538,0.024052478134110787,0.058419243986254296,0.07434944237918216,0.06666666666666667,0.06666666666666667
-0.05204460966542751,0.008746355685131196,0.024054982817869417,0.026022304832713755,0.06666666666666667,0.2
-0.3952912019826518,0.037900874635568516,0.1718213058419244,0.10037174721189591,0.06666666666666667,0.6666666666666666
-0.2862453531598513,0.04008746355685131,0.1718213058419244,0.07806691449814127,0.06666666666666667,0.6666666666666666
-0.2094175960346964,0.04628279883381924,0.1718213058419244,0.06691449814126393,0.06666666666666667,0.6666666666666666
