oktmo,name,year,saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
1512000,Залесовский муниципальный округ,2022,-0.12807881773399016,0.08611218004007377,0.19864935425203276,0.31015129799235946,0.48797350278810586,0.22992227926294803,0.2025414949222392,0.4613143412107478,0.28266656316420913,0.4598242409684422,0.3542163769163562,0.041716228484843174,0.1402243727704274,0.10619570641891271,0.3237229370521612,0.3591377407092068
1602000,Алтайский муниципальный район,2014,0.21576354679802956,0.1721646474967158,0.27808484404689476,0.3297622559911267,0.32330499877044316,0.6039714807541313,0.18522452514761142,0.33667853674328263,0.48276883198013915,0.3497792899193667,0.39328600021438853,0.16368987069517024,0.2829588359686575,0.14222762049051416,0.2125168599946048,0.3592623019511191
1602000,Алтайский муниципальный район,2015,-0.052216748768472904,0.17363755788803228,0.2508163543831941,0.29572065979626727,0.3558882884377624,0.6451442551408524,0.154703326725363,0.34315312398834574,0.4718354673125824,0.38481904645240467,0.38994988420630344,0.1562234199734673,0.27576527036033044,0.14218070611666808,0.21071414924916892,0.3612950424035965
1602000,Алтайский муниципальный район,2016,-0.013793103448275862,0.17310014463714654,0.24904383100523902,0.29468305249249444,0.3580849086703952,0.6750970732037265,0.17531157632007846,0.3496277112334089,0.3806981040181904,0.352654555497937,0.39116053735389683,0.1604199687084268,0.3280848280239541,0.14702790920706654,0.20130318129551553,0.33663688235062444
1602000,Алтайский муниципальный район,2017,-0.041379310344827586,0.17264898289566222,0.2439017706053521,0.3004464120315476,0.373225258958053,0.6091750970677389,0.19882554097917154,0.35610229847847197,0.3816929342031583,0.38702249115002235,0.290948166519618,0.16403257028143373,0.2879486222599395,0.12966699355502917,0.19173776035662132,0.35374622112822857
1602000,Алтайский муниципальный район,2018,0.06896551724137931,0.17174665941269357,0.2221925328819968,0.3319478842078711,0.3301996529025227,0.7753290306875827,0.18294806428626706,0.3625768857235351,0.390611756928441,0.3074021387895342,0.3073087150083292,0.1548658884597527,0.2743758283620292,0.126989826185481,0.19274511318859613,0.3353621543568368
1602000,Алтайский муниципальный район,2019,0.1497536945812808,0.17156752166239833,0.21243132387437932,0.34680039926303435,0.34478038133754546,0.777006248930923,0.24344118607205367,0.36905147296859825,0.24568488392953455,0.2644495431104883,0.30762958338317836,0.1527783239604826,0.2917465061767017,0.13226730509521892,0.19294636296840556,0.3357123139982628
1602000,Алтайский муниципальный район,2020,0.3842364532019704,0.17209830018179165,0.2162290360606387,0.3556510960532305,0.3518468948410383,0.7650948094035654,0.26548865313319026,0.3722887665911298,0.24492715268645032,0.2444605613169359,0.30668080483849064,0.15010350064857453,0.2604390027628124,0.1363205644100714,0.19235128570877827,0.32683764455020037
1602000,Алтайский муниципальный район,2021,0.3211822660098522,0.17351813272116878,0.20809703732983562,0.33977993673201895,0.3598279046902621,0.4512683529178067,0.2574010495314606,0.37714470702492714,0.24292300743829903,0.24246023400757083,0.30526055454712253,0.14955598838493037,0.35612909240675306,0.14757323105333578,0.17069552250219858,0.32535943144403573
1602000,Алтайский муниципальный район,2022,0.24729064039408866,0.17389631241623651,0.20226663722196364,0.3136428785556477,0.3403476762635287,0.45456725476876153,0.24741203077472354,0.3868565878925218,0.2492227325276182,0.26565186166034516,0.30388788748926115,0.14550798594884012,0.32319859752994856,0.13115535804340953,0.1502861503243037,0.3168936339131032
1603000,Баевский муниципальный район,2014,-0.17832512315270935,0.06598903942357452,0.28284657768647437,0.32133949636811204,0.33927348039174443,0.07444510254946293,0.08170344150548142,0.4273227581741664,0.5128120421705783,0.687552858967838,0.4806630647671434,0.25680520264228857,0.15477326238094866,0.20043593452602498,0.34323346068771365,0.29880727065965307
1603000,Баевский муниципальный район,2015,-0.15369458128078817,0.06434362601345524,0.27372856764360787,0.29265862651365276,0.31567036159378964,0.07634883377572267,0.0876885621685789,0.4370346390417611,0.43365812965079226,0.705135155216964,0.4929547166605494,0.2427106270508488,0.11615421818309357,0.3157559778101068,0.29785522788203755,0.3064484547309661
1603000,Баевский муниципальный район,2016,-0.10738916256157635,0.06310293122437335,0.23300372295801,0.30243515079826067,0.3238262962041826,0.07784996214456508,0.09347396277973877,0.44189057947555843,0.44218447496092766,0.5882720163031041,0.5026469185336987,0.23503521685485873,0.15320052969544726,0.37846378016952936,0.30371149195668173,0.37825760544057524
1603000,Баевский муниципальный район,2017,-0.06206896551724138,0.062114356232003294,0.226047481264666,0.30728597122477896,0.346086399616798,0.023966356255039987,0.10707940729206732,0.44836516672062154,0.31541120479044227,0.5179499886901995,0.510646746653921,0.23348857533142303,0.19373267630467284,0.2870167247549706,0.2524460585345012,0.3700761593602196
1603000,Баевский муниципальный район,2018,-0.13891625615763548,0.061291649526943645,0.21043302859810278,0.35266502341807904,0.3411273051010209,0.03400327323701647,0.09421006691635474,0.459695694399482,0.34870354062250236,0.4306890974618901,0.5175010654009534,0.22639786166935433,0.13106411369174242,0.2864701375545664,0.25583459623295085,0.37589022419056406
1603000,Баевский муниципальный район,2019,-0.11625615763546798,0.05983200859861201,0.22229635456912247,0.357372661621647,0.35338248830038604,0.04976115042352725,0.08803606094641711,0.4710262220783425,0.35721039124758003,0.4136212868380885,0.5301258418911076,0.20471025091916237,0.15527747875154108,0.2989382949117727,0.2620758483033932,0.37291877035746956
