oktmo,name,year,musartschool
8612411,поселок Монгохто,2011,1.0
8612411,поселок Монгохто,2012,1.0
8612411,поселок Монгохто,2013,1.0
8612411,поселок Монгохто,2014,1.0
8612411,поселок Монгохто,2015,1.0
8612411,поселок Монгохто,2016,1.0
8614000,Верхнебуреинский муниципальный район,2007,2.0
8614000,Верхнебуреинский муниципальный район,2008,2.0
8614000,Верхнебуреинский муниципальный район,2009,2.0
8614000,Верхнебуреинский муниципальный район,2010,2.0
8614000,Верхнебуреинский муниципальный район,2011,2.0
8614000,Верхнебуреинский муниципальный район,2012,2.0
8614000,Верхнебуреинский муниципальный район,2013,2.0
8614000,Верхнебуреинский муниципальный район,2014,2.0
8614000,Верхнебуреинский муниципальный район,2015,2.0
8614000,Верхнебуреинский муниципальный район,2016,2.0
8614000,Верхнебуреинский муниципальный район,2017,2.0
8614151,рабочий поселок Чегдомын,2007,1.0
8614151,рабочий поселок Чегдомын,2008,1.0
8614151,рабочий поселок Чегдомын,2009,1.0
8614151,рабочий поселок Чегдомын,2010,1.0
8614151,рабочий поселок Чегдомын,2011,1.0
8614151,рабочий поселок Чегдомын,2012,1.0
8614151,рабочий поселок Чегдомын,2013,1.0
8614151,рабочий поселок Чегдомын,2014,1.0
8614151,рабочий поселок Чегдомын,2015,1.0
8614151,рабочий поселок Чегдомын,2016,1.0
8614151,рабочий поселок Чегдомын,2017,1.0
8614153,Новоургальское,2007,1.0
8614153,Новоургальское,2008,1.0
8614153,Новоургальское,2009,1.0
8614153,Новоургальское,2010,1.0
8614153,Новоургальское,2011,1.0
8614153,Новоургальское,2012,1.0
8614153,Новоургальское,2013,1.0
8614153,Новоургальское,2014,1.0
8614153,Новоургальское,2015,1.0
8614153,Новоургальское,2016,1.0
8614153,Новоургальское,2017,1.0
8617000,Вяземский муниципальный район,2007,1.0
8617000,Вяземский муниципальный район,2008,1.0
8617000,Вяземский муниципальный район,2009,1.0
8617000,Вяземский муниципальный район,2010,1.0
8617000,Вяземский муниципальный район,2011,1.0
8617000,Вяземский муниципальный район,2012,1.0
8617000,Вяземский муниципальный район,2013,1.0
8617000,Вяземский муниципальный район,2014,1.0
8617000,Вяземский муниципальный район,2015,1.0
8617000,Вяземский муниципальный район,2016,1.0
8617000,Вяземский муниципальный район,2017,1.0
8617101,город Вяземский,2007,1.0
8617101,город Вяземский,2008,1.0
8617101,город Вяземский,2009,1.0
8617101,город Вяземский,2010,1.0
8617101,город Вяземский,2011,1.0
8617101,город Вяземский,2012,1.0
8617101,город Вяземский,2013,1.0
8617101,город Вяземский,2014,1.0
8617101,город Вяземский,2015,1.0
8617101,город Вяземский,2016,1.0
8617101,город Вяземский,2017,1.0
8620000,Комсомольский муниципальный район,2007,4.0
8620000,Комсомольский муниципальный район,2008,4.0
8620000,Комсомольский муниципальный район,2009,4.0
8620000,Комсомольский муниципальный район,2010,4.0
8620000,Комсомольский муниципальный район,2011,4.0
8620000,Комсомольский муниципальный район,2012,4.0
8620000,Комсомольский муниципальный район,2013,4.0
8620000,Комсомольский муниципальный район,2014,4.0
8620000,Комсомольский муниципальный район,2015,4.0
8620000,Комсомольский муниципальный район,2016,4.0
8620000,Комсомольский муниципальный район,2017,4.0
8620407,село Большая Картель,2007,1.0
8620407,село Большая Картель,2008,1.0
8620407,село Большая Картель,2009,1.0
8620407,село Большая Картель,2010,1.0
8620407,село Большая Картель,2011,1.0
8620407,село Большая Картель,2012,1.0
8620407,село Большая Картель,2013,1.0
8620407,село Большая Картель,2014,1.0
8620407,село Большая Картель,2015,1.0
8620407,село Большая Картель,2016,1.0
8620407,село Большая Картель,2017,1.0
8620455,Уктурское,2007,1.0
8620455,Уктурское,2008,1.0
8620455,Уктурское,2009,1.0
8620455,Уктурское,2010,1.0
8620455,Уктурское,2011,1.0
8620455,Уктурское,2012,1.0
8620455,Уктурское,2013,1.0
8620455,Уктурское,2014,1.0
8620455,Уктурское,2015,1.0
8620455,Уктурское,2016,1.0
8620455,Уктурское,2017,1.0
8620461,село Хурба,2007,1.0
8620461,село Хурба,2008,1.0
8620461,село Хурба,2009,1.0
8620461,село Хурба,2010,1.0
8620461,село Хурба,2011,1.0
8620461,село Хурба,2012,1.0
8620461,село Хурба,2013,1.0
8620461,село Хурба,2014,1.0
8620461,село Хурба,2015,1.0
8620461,село Хурба,2016,1.0
8620461,село Хурба,2017,1.0
8624000,Муниципальный район имени Лазо,2007,4.0
8624000,Муниципальный район имени Лазо,2008,4.0
8624000,Муниципальный район имени Лазо,2009,4.0
8624000,Муниципальный район имени Лазо,2010,4.0
8624000,Муниципальный район имени Лазо,2011,4.0
8624000,Муниципальный район имени Лазо,2012,4.0
8624000,Муниципальный район имени Лазо,2013,4.0
8624000,Муниципальный район имени Лазо,2014,4.0
8624000,Муниципальный район имени Лазо,2015,4.0
8624000,Муниципальный район имени Лазо,2016,4.0
8624000,Муниципальный район имени Лазо,2017,4.0
8624151,рабочий поселок Переяславка,2007,2.0
8624151,рабочий поселок Переяславка,2008,2.0
8624151,рабочий поселок Переяславка,2009,2.0
8624151,рабочий поселок Переяславка,2010,2.0
8624151,рабочий поселок Переяславка,2011,2.0
8624151,рабочий поселок Переяславка,2012,2.0
8624151,рабочий поселок Переяславка,2013,2.0
8624151,рабочий поселок Переяславка,2014,2.0
8624151,рабочий поселок Переяславка,2015,2.0
8624151,рабочий поселок Переяславка,2016,2.0
8624151,рабочий поселок Переяславка,2017,2.0
8624154,рабочий поселок Мухен,2007,1.0
8624154,рабочий поселок Мухен,2008,1.0
8624154,рабочий поселок Мухен,2009,1.0
8624154,рабочий поселок Мухен,2010,1.0
8624154,рабочий поселок Мухен,2011,1.0
8624154,рабочий поселок Мухен,2012,1.0
8624154,рабочий поселок Мухен,2013,1.0
8624154,рабочий поселок Мухен,2014,1.0
8624154,рабочий поселок Мухен,2015,1.0
8624154,рабочий поселок Мухен,2016,1.0
8624154,рабочий поселок Мухен,2017,1.0
8624157,Хорское,2007,1.0
8624157,Хорское,2008,1.0
8624157,Хорское,2009,1.0
8624157,Хорское,2010,1.0
8624157,Хорское,2011,1.0
8624157,Хорское,2012,1.0
8624157,Хорское,2013,1.0
8624157,Хорское,2014,1.0
8624157,Хорское,2015,1.0
8624157,Хорское,2016,1.0
8624157,Хорское,2017,1.0
8628000,Нанайский муниципальный район,2007,1.0
8628000,Нанайский муниципальный район,2008,1.0
8628000,Нанайский муниципальный район,2009,1.0
8628000,Нанайский муниципальный район,2010,1.0
8628000,Нанайский муниципальный район,2011,1.0
8628000,Нанайский муниципальный район,2012,1.0
8628000,Нанайский муниципальный район,2013,1.0
8628000,Нанайский муниципальный район,2014,1.0
8628000,Нанайский муниципальный район,2015,1.0
8628000,Нанайский муниципальный район,2016,1.0
8628000,Нанайский муниципальный район,2017,1.0
8628401,Село Троицкое (до 2007г.),2007,1.0
8628401,Село Троицкое (до 2007г.),2008,1.0
8628439,село Троицкое,2007,1.0
8628439,село Троицкое,2008,1.0
8628439,село Троицкое,2009,1.0
8628439,село Троицкое,2010,1.0
8628439,село Троицкое,2011,1.0
8628439,село Троицкое,2012,1.0
8628439,село Троицкое,2013,1.0
8628439,село Троицкое,2014,1.0
8628439,село Троицкое,2015,1.0
8628439,село Троицкое,2016,1.0
8628439,село Троицкое,2017,1.0
8631000,Николаевский муниципальный район,2007,2.0
8631000,Николаевский муниципальный район,2008,2.0
8631000,Николаевский муниципальный район,2009,2.0
8631000,Николаевский муниципальный район,2010,2.0
8631000,Николаевский муниципальный район,2011,2.0
8631000,Николаевский муниципальный район,2012,2.0
8631000,Николаевский муниципальный район,2013,2.0
8631000,Николаевский муниципальный район,2014,2.0
8631000,Николаевский муниципальный район,2015,2.0
8631000,Николаевский муниципальный район,2016,2.0
8631000,Николаевский муниципальный район,2017,2.0
8631101,город Николаевск-на-Амуре,2007,1.0
8631101,город Николаевск-на-Амуре,2008,1.0
8631101,город Николаевск-на-Амуре,2009,1.0
8631101,город Николаевск-на-Амуре,2010,1.0
8631101,город Николаевск-на-Амуре,2011,1.0
8631101,город Николаевск-на-Амуре,2012,1.0
8631101,город Николаевск-на-Амуре,2013,1.0
8631101,город Николаевск-на-Амуре,2014,1.0
8631101,город Николаевск-на-Амуре,2015,1.0
8631101,город Николаевск-на-Амуре,2016,1.0
8631101,город Николаевск-на-Амуре,2017,1.0
8631158,рабочий поселок Многовершинный,2007,1.0
8631158,рабочий поселок Многовершинный,2008,1.0
8631158,рабочий поселок Многовершинный,2009,1.0
8631158,рабочий поселок Многовершинный,2010,1.0
8631158,рабочий поселок Многовершинный,2011,1.0
8631158,рабочий поселок Многовершинный,2012,1.0
8631158,рабочий поселок Многовершинный,2013,1.0
8631158,рабочий поселок Многовершинный,2014,1.0
8631158,рабочий поселок Многовершинный,2015,1.0
8631158,рабочий поселок Многовершинный,2016,1.0
8631158,рабочий поселок Многовершинный,2017,1.0
8634000,Охотский муниципальный район,2007,1.0
8634000,Охотский муниципальный район,2008,1.0
8634000,Охотский муниципальный район,2009,1.0
8634000,Охотский муниципальный район,2010,1.0
8634000,Охотский муниципальный район,2011,1.0
8634000,Охотский муниципальный район,2012,1.0
8634000,Охотский муниципальный район,2013,1.0
8634000,Охотский муниципальный район,2014,1.0
8634000,Охотский муниципальный район,2015,1.0
8634000,Охотский муниципальный район,2016,1.0
8634000,Охотский муниципальный район,2017,1.0
8634151,рабочий поселок Охотск,2007,1.0
8634151,рабочий поселок Охотск,2008,1.0
8634151,рабочий поселок Охотск,2009,1.0
8634151,рабочий поселок Охотск,2010,1.0
8634151,рабочий поселок Охотск,2011,1.0
8634151,рабочий поселок Охотск,2012,1.0
8634151,рабочий поселок Охотск,2013,1.0
8634151,рабочий поселок Охотск,2014,1.0
8634151,рабочий поселок Охотск,2015,1.0
8634151,рабочий поселок Охотск,2016,1.0
8634151,рабочий поселок Охотск,2017,1.0
8637000,Муниципальный район имени Полины Осипенко,2007,1.0
8637000,Муниципальный район имени Полины Осипенко,2008,1.0
8637000,Муниципальный район имени Полины Осипенко,2009,1.0
8637000,Муниципальный район имени Полины Осипенко,2010,1.0
8637000,Муниципальный район имени Полины Осипенко,2011,1.0
8637000,Муниципальный район имени Полины Осипенко,2012,1.0
8637000,Муниципальный район имени Полины Осипенко,2013,1.0
8637000,Муниципальный район имени Полины Осипенко,2014,1.0
8637000,Муниципальный район имени Полины Осипенко,2015,1.0
8637000,Муниципальный район имени Полины Осипенко,2016,1.0
8637000,Муниципальный район имени Полины Осипенко,2017,1.0
8637406,село имени Полины Осипенко,2007,1.0
8637406,село имени Полины Осипенко,2008,1.0
8637406,село имени Полины Осипенко,2009,1.0
8637406,село имени Полины Осипенко,2010,1.0
8637406,село имени Полины Осипенко,2011,1.0
8637406,село имени Полины Осипенко,2012,1.0
8637406,село имени Полины Осипенко,2013,1.0
8637406,село имени Полины Осипенко,2014,1.0
8637406,село имени Полины Осипенко,2015,1.0
8637406,село имени Полины Осипенко,2016,1.0
8637406,село имени Полины Осипенко,2017,1.0
8642000,Советско-Гаванский муниципальный район,2007,3.0
8642000,Советско-Гаванский муниципальный район,2008,3.0
8642000,Советско-Гаванский муниципальный район,2009,3.0
8642000,Советско-Гаванский муниципальный район,2010,3.0
8642000,Советско-Гаванский муниципальный район,2011,3.0
8642000,Советско-Гаванский муниципальный район,2012,3.0
8642000,Советско-Гаванский муниципальный район,2013,3.0
8642000,Советско-Гаванский муниципальный район,2014,3.0
8642000,Советско-Гаванский муниципальный район,2015,3.0
8642000,Советско-Гаванский муниципальный район,2016,3.0
8642000,Советско-Гаванский муниципальный район,2017,3.0
8642101,город Советская Гавань,2007,1.0
8642101,город Советская Гавань,2008,1.0
8642101,город Советская Гавань,2009,1.0
8642101,город Советская Гавань,2010,1.0
8642101,город Советская Гавань,2011,1.0
8642101,город Советская Гавань,2012,1.0
8642101,город Советская Гавань,2013,1.0
8642101,город Советская Гавань,2014,1.0
8642101,город Советская Гавань,2015,1.0
8642101,город Советская Гавань,2016,1.0
8642101,город Советская Гавань,2017,1.0
8642159,рабочий поселок Заветы Ильича,2007,1.0
8642159,рабочий поселок Заветы Ильича,2008,1.0
8642159,рабочий поселок Заветы Ильича,2009,1.0
8642159,рабочий поселок Заветы Ильича,2010,1.0
8642159,рабочий поселок Заветы Ильича,2011,1.0
8642159,рабочий поселок Заветы Ильича,2012,1.0
8642159,рабочий поселок Заветы Ильича,2013,1.0
8642159,рабочий поселок Заветы Ильича,2014,1.0
8642159,рабочий поселок Заветы Ильича,2015,1.0
8642159,рабочий поселок Заветы Ильича,2016,1.0
8642159,рабочий поселок Заветы Ильича,2017,1.0
8642165,рабочий поселок Майский,2007,1.0
8642165,рабочий поселок Майский,2008,1.0
8642165,рабочий поселок Майский,2009,1.0
8642165,рабочий поселок Майский,2010,1.0
8642165,рабочий поселок Майский,2011,1.0
8642165,рабочий поселок Майский,2012,1.0
8642165,рабочий поселок Майский,2013,1.0
8642165,рабочий поселок Майский,2014,1.0
8642165,рабочий поселок Майский,2015,1.0
8642165,рабочий поселок Майский,2016,1.0
8642165,рабочий поселок Майский,2017,1.0
8644000,Солнечный муниципальный район,2007,2.0
8644000,Солнечный муниципальный район,2008,2.0
8644000,Солнечный муниципальный район,2009,2.0
8644000,Солнечный муниципальный район,2010,2.0
8644000,Солнечный муниципальный район,2011,2.0
8644000,Солнечный муниципальный район,2012,2.0
8644000,Солнечный муниципальный район,2013,2.0
8644000,Солнечный муниципальный район,2014,2.0
8644000,Солнечный муниципальный район,2015,2.0
8644000,Солнечный муниципальный район,2016,2.0
8644000,Солнечный муниципальный район,2017,2.0
8644151,рабочий поселок Солнечный,2007,1.0
8644151,рабочий поселок Солнечный,2008,1.0
8644151,рабочий поселок Солнечный,2009,1.0
8644151,рабочий поселок Солнечный,2010,1.0
8644151,рабочий поселок Солнечный,2011,1.0
8644151,рабочий поселок Солнечный,2012,1.0
8644151,рабочий поселок Солнечный,2013,1.0
8644151,рабочий поселок Солнечный,2014,1.0
8644151,рабочий поселок Солнечный,2015,1.0
8644151,рабочий поселок Солнечный,2016,1.0
8644151,рабочий поселок Солнечный,2017,1.0
8644404,Березовское,2007,1.0
8644404,Березовское,2008,1.0
8644404,Березовское,2009,1.0
8644404,Березовское,2010,1.0
8644404,Березовское,2011,1.0
8644404,Березовское,2012,1.0
8644404,Березовское,2013,1.0
8644404,Березовское,2014,1.0
8644404,Березовское,2015,1.0
8644404,Березовское,2016,1.0
8644404,Березовское,2017,1.0
8650000,Ульчский муниципальный район,2007,2.0
8650000,Ульчский муниципальный район,2008,2.0
8650000,Ульчский муниципальный район,2009,2.0
8650000,Ульчский муниципальный район,2010,2.0
8650000,Ульчский муниципальный район,2011,2.0
8650000,Ульчский муниципальный район,2012,2.0
8650000,Ульчский муниципальный район,2013,2.0
8650000,Ульчский муниципальный район,2014,2.0
8650000,Ульчский муниципальный район,2015,2.0
8650000,Ульчский муниципальный район,2016,2.0
8650000,Ульчский муниципальный район,2017,2.0
8650401,село Богородское,2007,1.0
8650401,село Богородское,2008,1.0
8650401,село Богородское,2009,1.0
8650401,село Богородское,2010,1.0
8650401,село Богородское,2011,1.0
8650401,село Богородское,2012,1.0
8650401,село Богородское,2013,1.0
8650401,село Богородское,2014,1.0
8650401,село Богородское,2015,1.0
8650401,село Богородское,2016,1.0
8650401,село Богородское,2017,1.0
8650407,село Булава,2007,1.0
8650407,село Булава,2008,1.0
8650407,село Булава,2009,1.0
8650407,село Булава,2010,1.0
8650407,село Булава,2011,1.0
8650407,село Булава,2012,1.0
8650407,село Булава,2013,1.0
8650407,село Булава,2014,1.0
8650407,село Булава,2015,1.0
8650407,село Булава,2016,1.0
8650407,село Булава,2017,1.0
8655000,Хабаровский муниципальный район,2007,3.0
8655000,Хабаровский муниципальный район,2008,3.0
8655000,Хабаровский муниципальный район,2009,3.0
8655000,Хабаровский муниципальный район,2010,3.0
8655000,Хабаровский муниципальный район,2011,3.0
8655000,Хабаровский муниципальный район,2012,3.0
8655000,Хабаровский муниципальный район,2013,3.0
8655000,Хабаровский муниципальный район,2014,4.0
8655000,Хабаровский муниципальный район,2015,4.0
8655000,Хабаровский муниципальный район,2016,2.0
8655000,Хабаровский муниципальный район,2017,1.0
8655431,Корсаковское,2008,1.0
8655431,Корсаковское,2009,1.0
8655431,Корсаковское,2010,1.0
8655431,Корсаковское,2011,1.0
8655431,Корсаковское,2012,1.0
8655431,Корсаковское,2013,1.0
8655431,Корсаковское,2014,1.0
8655431,Корсаковское,2015,1.0
8655431,Корсаковское,2016,1.0
8655440,Мирненское,2008,1.0
8655440,Мирненское,2009,1.0
8655440,Мирненское,2010,1.0
8655440,Мирненское,2011,1.0
8655440,Мирненское,2012,1.0
8655448,село Некрасовка,2007,1.0
8655448,село Некрасовка,2008,1.0
8655448,село Некрасовка,2009,1.0
8655448,село Некрасовка,2010,1.0
8655448,село Некрасовка,2011,1.0
8655448,село Некрасовка,2012,1.0
8655448,село Некрасовка,2013,1.0
8655448,село Некрасовка,2014,2.0
8655448,село Некрасовка,2015,2.0
8655448,село Некрасовка,2016,1.0
8655453,Осиновореченское,2007,1.0
8655453,Осиновореченское,2008,1.0
8655453,Осиновореченское,2009,1.0
8655453,Осиновореченское,2010,2.0
8655453,Осиновореченское,2011,2.0
8655453,Осиновореченское,2012,2.0
8655460,Сергеевское,2007,1.0
8655460,Сергеевское,2008,1.0
8655460,Сергеевское,2009,1.0
8655460,Сергеевское,2010,1.0
8655460,Сергеевское,2011,1.0
8655476,Восточное,2013,1.0
8655476,Восточное,2014,1.0
8655476,Восточное,2015,1.0
8655476,Восточное,2017,1.0
8701000,город Хабаровск,2007,9.0
8701000,город Хабаровск,2008,9.0
8701000,город Хабаровск,2009,9.0
8701000,город Хабаровск,2010,9.0
8701000,город Хабаровск,2011,9.0
8701000,город Хабаровск,2012,7.0
8701000,город Хабаровск,2013,7.0
8701000,город Хабаровск,2014,7.0
8701000,город Хабаровск,2015,7.0
8701000,город Хабаровск,2016,7.0
8701000,город Хабаровск,2017,7.0
8709000,город Комсомольск-на-Амуре,2007,2.0
8709000,город Комсомольск-на-Амуре,2008,2.0
8709000,город Комсомольск-на-Амуре,2009,2.0
8709000,город Комсомольск-на-Амуре,2010,2.0
8709000,город Комсомольск-на-Амуре,2011,2.0
8709000,город Комсомольск-на-Амуре,2012,2.0
8709000,город Комсомольск-на-Амуре,2013,2.0
8709000,город Комсомольск-на-Амуре,2014,2.0
8709000,город Комсомольск-на-Амуре,2015,2.0
8709000,город Комсомольск-на-Амуре,2016,2.0
8709000,город Комсомольск-на-Амуре,2017,2.0
10605000,Архаринский муниципальный район,2007,1.0
10605000,Архаринский муниципальный район,2008,1.0
10605000,Архаринский муниципальный район,2009,1.0
10605000,Архаринский муниципальный район,2010,1.0
10605000,Архаринский муниципальный район,2011,1.0
10605000,Архаринский муниципальный район,2012,1.0
10605000,Архаринский муниципальный район,2013,1.0
10605000,Архаринский муниципальный район,2014,1.0
10605000,Архаринский муниципальный район,2015,1.0
10605000,Архаринский муниципальный район,2016,1.0
10605000,Архаринский муниципальный район,2017,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2007,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2008,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2009,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2010,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2011,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2012,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2013,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2014,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2015,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2016,1.0
10605151,рабочий поселок (поселок городского типа) Архара,2017,1.0
10608000,Белогорский муниципальный район,2007,1.0
10608000,Белогорский муниципальный район,2008,1.0
10608000,Белогорский муниципальный район,2009,1.0
10608000,Белогорский муниципальный район,2010,1.0
10608000,Белогорский муниципальный район,2011,1.0
10608000,Белогорский муниципальный район,2012,1.0
10608000,Белогорский муниципальный район,2013,1.0
10608000,Белогорский муниципальный район,2014,1.0
10608000,Белогорский муниципальный район,2015,1.0
10608000,Белогорский муниципальный район,2016,1.0
10608000,Белогорский муниципальный район,2017,1.0
10608414,Возжаевский сельсовет,2007,1.0
10608414,Возжаевский сельсовет,2009,1.0
10608414,Возжаевский сельсовет,2010,1.0
10608414,Возжаевский сельсовет,2011,1.0
10608414,Возжаевский сельсовет,2012,1.0
10608414,Возжаевский сельсовет,2013,1.0
10608414,Возжаевский сельсовет,2014,1.0
10608414,Возжаевский сельсовет,2015,1.0
10608414,Возжаевский сельсовет,2016,1.0
10608414,Возжаевский сельсовет,2017,1.0
10608420,Кустанаевский сельсовет,2014,0.0
10611416,Марковский сельсовет,2012,0.0
10611428,Новопетровский сельсовет,2017,0.0
10615000,Бурейский муниципальный район,2007,2.0
10615000,Бурейский муниципальный район,2008,2.0
10615000,Бурейский муниципальный район,2009,2.0
10615000,Бурейский муниципальный район,2010,2.0
10615000,Бурейский муниципальный район,2011,2.0
10615000,Бурейский муниципальный район,2012,3.0
10615000,Бурейский муниципальный район,2013,2.0
10615000,Бурейский муниципальный район,2014,2.0
10615000,Бурейский муниципальный район,2015,2.0
10615000,Бурейский муниципальный район,2016,1.0
10615000,Бурейский муниципальный район,2017,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2007,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2008,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2009,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2010,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2011,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2012,2.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2013,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2014,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2015,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2016,1.0
10615151,рабочий поселок (поселок городского типа) Новобурейский,2017,1.0
10615157,рабочий поселок (поселок городского типа)  Бурея,2007,0.0
10615157,рабочий поселок (поселок городского типа)  Бурея,2011,0.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2007,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2008,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2009,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2010,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2011,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2012,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2013,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2014,1.0
10615172,рабочий поселок (поселок городского типа)  Талакан,2015,1.0
10615436,Райчихинский сельсовет,2013,0.0
10615440,Родионовский сельсовет,2007,0.0
10621000,Завитинский муниципальный район,2007,1.0
10621000,Завитинский муниципальный район,2008,1.0
10621000,Завитинский муниципальный район,2009,1.0
10621000,Завитинский муниципальный район,2010,1.0
10621000,Завитинский муниципальный район,2011,1.0
10621000,Завитинский муниципальный район,2012,1.0
10621000,Завитинский муниципальный район,2013,1.0
10621000,Завитинский муниципальный район,2014,1.0
10621000,Завитинский муниципальный район,2015,1.0
10621000,Завитинский муниципальный район,2016,1.0
10621000,Завитинский муниципальный район,2017,1.0
10621101,город Завитинск,2007,1.0
10621101,город Завитинск,2008,1.0
10621101,город Завитинск,2009,1.0
10621101,город Завитинск,2010,1.0
10621101,город Завитинск,2011,1.0
10621101,город Завитинск,2012,1.0
10621101,город Завитинск,2013,1.0
10621101,город Завитинск,2014,1.0
10621101,город Завитинск,2015,1.0
10621101,город Завитинск,2016,1.0
10621101,город Завитинск,2017,1.0
10625000,Зейский муниципальный район,2008,1.0
10625000,Зейский муниципальный район,2009,1.0
10625000,Зейский муниципальный район,2010,1.0
10625000,Зейский муниципальный район,2011,1.0
10625000,Зейский муниципальный район,2012,1.0
10625000,Зейский муниципальный район,2013,1.0
10625000,Зейский муниципальный район,2014,1.0
10625000,Зейский муниципальный район,2015,1.0
10625000,Зейский муниципальный район,2016,1.0
10625000,Зейский муниципальный район,2017,1.0
10625440,Овсянковский сельсовет,2008,1.0
10625440,Овсянковский сельсовет,2009,1.0
10625440,Овсянковский сельсовет,2010,1.0
10625440,Овсянковский сельсовет,2011,1.0
10625440,Овсянковский сельсовет,2012,1.0
10625440,Овсянковский сельсовет,2013,1.0
10625440,Овсянковский сельсовет,2014,1.0
10625440,Овсянковский сельсовет,2015,1.0
10625440,Овсянковский сельсовет,2016,1.0
10625440,Овсянковский сельсовет,2017,1.0
10628000,Ивановский муниципальный район,2007,1.0
10628000,Ивановский муниципальный район,2008,1.0
10628000,Ивановский муниципальный район,2009,1.0
10628000,Ивановский муниципальный район,2010,1.0
10628000,Ивановский муниципальный район,2011,1.0
10628000,Ивановский муниципальный район,2012,1.0
10628000,Ивановский муниципальный район,2013,1.0
10628000,Ивановский муниципальный район,2014,1.0
10628000,Ивановский муниципальный район,2015,1.0
10628000,Ивановский муниципальный район,2016,1.0
10628000,Ивановский муниципальный район,2017,1.0
10628416,Ивановский сельсовет,2007,1.0
10628416,Ивановский сельсовет,2008,1.0
10628416,Ивановский сельсовет,2009,1.0
10628416,Ивановский сельсовет,2010,1.0
10628416,Ивановский сельсовет,2011,1.0
10628416,Ивановский сельсовет,2012,1.0
10628416,Ивановский сельсовет,2013,1.0
10628416,Ивановский сельсовет,2014,1.0
10628416,Ивановский сельсовет,2015,1.0
10628416,Ивановский сельсовет,2016,1.0
10628416,Ивановский сельсовет,2017,1.0
10628440,Среднебельский сельсовет,2015,0.0
10628440,Среднебельский сельсовет,2016,0.0
10628440,Среднебельский сельсовет,2017,0.0
10630000,Константиновский муниципальный район,2007,1.0
10630000,Константиновский муниципальный район,2008,1.0
10630000,Константиновский муниципальный район,2009,1.0
10630000,Константиновский муниципальный район,2010,1.0
10630000,Константиновский муниципальный район,2011,1.0
10630000,Константиновский муниципальный район,2012,1.0
10630000,Константиновский муниципальный район,2013,1.0
10630000,Константиновский муниципальный район,2014,1.0
10630000,Константиновский муниципальный район,2015,1.0
10630000,Константиновский муниципальный район,2016,1.0
10630000,Константиновский муниципальный район,2017,1.0
10630404,Верхнеполтавский сельсовет,2017,0.0
10630408,Верхнеуртуйский сельсовет,2017,0.0
10630412,Зеньковский сельсовет,2017,0.0
10630416,Ключевской сельсовет,2017,0.0
10630420,Коврижский сельсовет,2017,0.0
10630424,Константиновский сельсовет,2007,1.0
10630424,Константиновский сельсовет,2008,1.0
10630424,Константиновский сельсовет,2009,1.0
10630424,Константиновский сельсовет,2010,1.0
10630424,Константиновский сельсовет,2011,1.0
10630424,Константиновский сельсовет,2012,1.0
10630424,Константиновский сельсовет,2013,1.0
10630424,Константиновский сельсовет,2014,1.0
10630424,Константиновский сельсовет,2015,1.0
10630424,Константиновский сельсовет,2016,1.0
10630424,Константиновский сельсовет,2017,1.0
10630428,Крестовоздвиженский сельсовет,2017,0.0
10630432,Нижнеполтавский сельсовет,2017,0.0
10630436,Новопетровский сельсовет,2017,0.0
10630440,Новотроицкий сельсовет,2017,0.0
10630450,Семидомский сельсовет,2016,0.0
10630450,Семидомский сельсовет,2017,0.0
10631000,Магдагачинский муниципальный район,2007,2.0
10631000,Магдагачинский муниципальный район,2008,3.0
10631000,Магдагачинский муниципальный район,2009,2.0
10631000,Магдагачинский муниципальный район,2010,2.0
10631000,Магдагачинский муниципальный район,2011,2.0
10631000,Магдагачинский муниципальный район,2012,2.0
10631000,Магдагачинский муниципальный район,2013,2.0
10631000,Магдагачинский муниципальный район,2014,2.0
