oktmo,name,year,musartschool
65628104,Михайловское,2012,1.0
65628104,Михайловское,2013,1.0
65628104,Михайловское,2014,1.0
65628104,Михайловское,2015,1.0
65628104,Михайловское,2016,1.0
65628104,Михайловское,2017,1.0
65628154,рабочий поселок Атиг,2014,0.0
65628154,рабочий поселок Атиг,2015,0.0
65628154,рабочий поселок Атиг,2016,0.0
65628154,рабочий поселок Атиг,2017,0.0
65628163,Верхние Серги,2007,1.0
65628163,Верхние Серги,2008,1.0
65628163,Верхние Серги,2009,1.0
65628163,Верхние Серги,2010,1.0
65628163,Верхние Серги,2011,1.0
65628163,Верхние Серги,2012,1.0
65628163,Верхние Серги,2013,1.0
65628163,Верхние Серги,2014,1.0
65628163,Верхние Серги,2015,1.0
65628163,Верхние Серги,2016,1.0
65628163,Верхние Серги,2017,1.0
65628174,Дружининское,2014,0.0
65628174,Дружининское,2015,0.0
65628174,Дружининское,2016,0.0
65628174,Дружининское,2017,0.0
65628420,Кленовское,2007,1.0
65628420,Кленовское,2009,1.0
65628420,Кленовское,2010,1.0
65628420,Кленовское,2011,1.0
65628420,Кленовское,2012,1.0
65628420,Кленовское,2013,1.0
65628420,Кленовское,2014,1.0
65628420,Кленовское,2015,1.0
65628420,Кленовское,2016,1.0
65628420,Кленовское,2017,1.0
65639000,Слободо-Туринский муниципальный район,2007,1.0
65639000,Слободо-Туринский муниципальный район,2008,1.0
65639000,Слободо-Туринский муниципальный район,2009,1.0
65639000,Слободо-Туринский муниципальный район,2010,1.0
65639000,Слободо-Туринский муниципальный район,2011,1.0
65639000,Слободо-Туринский муниципальный район,2012,1.0
65639000,Слободо-Туринский муниципальный район,2013,1.0
65639000,Слободо-Туринский муниципальный район,2014,1.0
65639000,Слободо-Туринский муниципальный район,2015,1.0
65639000,Слободо-Туринский муниципальный район,2016,1.0
65639000,Слободо-Туринский муниципальный район,2017,1.0
65639440,Ницинское,2014,0.0
65639440,Ницинское,2015,0.0
65639440,Ницинское,2016,0.0
65639455,Сладковское,2014,0.0
65639455,Сладковское,2015,0.0
65639455,Сладковское,2016,0.0
65639455,Сладковское,2017,0.0
65639460,Слободо-Туринское,2007,1.0
65639460,Слободо-Туринское,2008,1.0
65639460,Слободо-Туринское,2009,1.0
65639460,Слободо-Туринское,2010,1.0
65639460,Слободо-Туринское,2011,1.0
65639460,Слободо-Туринское,2012,1.0
65639460,Слободо-Туринское,2013,1.0
65639460,Слободо-Туринское,2014,1.0
65639460,Слободо-Туринское,2015,1.0
65639460,Слободо-Туринское,2016,1.0
65639460,Слободо-Туринское,2017,1.0
65639470,Усть-Ницинское,2014,0.0
65639470,Усть-Ницинское,2015,0.0
65639470,Усть-Ницинское,2016,0.0
65645000,Таборинский муниципальный район,2009,1.0
65645000,Таборинский муниципальный район,2010,1.0
65645000,Таборинский муниципальный район,2011,1.0
65645000,Таборинский муниципальный район,2014,0.0
65645000,Таборинский муниципальный район,2015,0.0
65645000,Таборинский муниципальный район,2016,0.0
65645000,Таборинский муниципальный район,2017,0.0
65645415,Кузнецовское,2014,0.0
65645415,Кузнецовское,2015,0.0
65645415,Кузнецовское,2016,0.0
65645415,Кузнецовское,2017,0.0
65645440,Таборинское,2009,1.0
65645440,Таборинское,2010,1.0
65645440,Таборинское,2011,1.0
65645440,Таборинское,2014,0.0
65645440,Таборинское,2015,0.0
65645440,Таборинское,2016,0.0
65645440,Таборинское,2017,0.0
65645450,Унже-Павинское,2014,0.0
65645450,Унже-Павинское,2015,0.0
65645450,Унже-Павинское,2016,0.0
65645450,Унже-Павинское,2017,0.0
65701000,город Екатеринбург,2007,37.0
65701000,город Екатеринбург,2008,37.0
65701000,город Екатеринбург,2009,36.0
65701000,город Екатеринбург,2010,36.0
65701000,город Екатеринбург,2011,36.0
65701000,город Екатеринбург,2012,36.0
65701000,город Екатеринбург,2013,36.0
65701000,город Екатеринбург,2014,36.0
65701000,город Екатеринбург,2015,36.0
65701000,город Екатеринбург,2016,36.0
65701000,город Екатеринбург,2017,36.0
65702000,Муниципальное образование Алапаевское (до 2010 г.),2007,3.0
65702000,Муниципальное образование Алапаевское (до 2010 г.),2009,2.0
65703000,Артемовский,2007,2.0
65703000,Артемовский,2008,2.0
65703000,Артемовский,2009,2.0
65703000,Артемовский,2010,2.0
65703000,Артемовский,2011,2.0
65703000,Артемовский,2012,2.0
65703000,Артемовский,2013,2.0
65703000,Артемовский,2014,2.0
65703000,Артемовский,2015,2.0
65703000,Артемовский,2016,2.0
65703000,Артемовский,2017,2.0
65704000,Артинский,2007,1.0
65704000,Артинский,2008,1.0
65704000,Артинский,2009,1.0
65704000,Артинский,2010,1.0
65704000,Артинский,2011,1.0
65704000,Артинский,2012,1.0
65704000,Артинский,2013,1.0
65704000,Артинский,2014,1.0
65704000,Артинский,2015,1.0
65704000,Артинский,2016,1.0
65704000,Артинский,2017,1.0
65705000,Ачитский,2007,1.0
65705000,Ачитский,2009,1.0
65705000,Ачитский,2010,1.0
65705000,Ачитский,2011,1.0
65705000,Ачитский,2012,1.0
65705000,Ачитский,2013,1.0
65705000,Ачитский,2014,1.0
65705000,Ачитский,2015,1.0
65705000,Ачитский,2016,1.0
65705000,Ачитский,2017,1.0
65706000,Белоярский,2007,1.0
65706000,Белоярский,2008,1.0
65706000,Белоярский,2009,1.0
65706000,Белоярский,2010,1.0
65706000,Белоярский,2011,1.0
65706000,Белоярский,2012,1.0
65706000,Белоярский,2013,1.0
65706000,Белоярский,2014,1.0
65706000,Белоярский,2015,1.0
65706000,Белоярский,2016,1.0
65706000,Белоярский,2017,1.0
65707000,Богданович,2007,1.0
65707000,Богданович,2008,1.0
65707000,Богданович,2009,1.0
65707000,Богданович,2010,1.0
65707000,Богданович,2011,1.0
65707000,Богданович,2012,1.0
65707000,Богданович,2013,1.0
65707000,Богданович,2014,1.0
65707000,Богданович,2015,1.0
65707000,Богданович,2016,1.0
65707000,Богданович,2017,1.0
65708000,Верхнесалдинский,2007,3.0
65708000,Верхнесалдинский,2008,2.0
65708000,Верхнесалдинский,2009,2.0
65708000,Верхнесалдинский,2010,2.0
65708000,Верхнесалдинский,2011,2.0
65708000,Верхнесалдинский,2012,2.0
65708000,Верхнесалдинский,2013,2.0
65708000,Верхнесалдинский,2014,2.0
65708000,Верхнесалдинский,2015,2.0
65708000,Верхнесалдинский,2016,2.0
65708000,Верхнесалдинский,2017,2.0
65709000,Верхотурский,2007,1.0
65709000,Верхотурский,2008,1.0
65709000,Верхотурский,2009,1.0
65709000,Верхотурский,2010,1.0
65709000,Верхотурский,2011,1.0
65709000,Верхотурский,2012,1.0
65709000,Верхотурский,2013,1.0
65709000,Верхотурский,2014,1.0
65709000,Верхотурский,2015,1.0
65709000,Верхотурский,2016,1.0
65709000,Верхотурский,2017,1.0
65710000,Гаринский,2012,0.0
65710000,Гаринский,2014,0.0
65710000,Гаринский,2015,0.0
65710000,Гаринский,2016,0.0
65710000,Гаринский,2017,0.0
65711000,Ирбитское,2007,2.0
65711000,Ирбитское,2008,2.0
65711000,Ирбитское,2009,2.0
65711000,Ирбитское,2010,2.0
65711000,Ирбитское,2011,2.0
65711000,Ирбитское,2012,2.0
65711000,Ирбитское,2013,2.0
65711000,Ирбитское,2014,2.0
65711000,Ирбитское,2015,2.0
65711000,Ирбитское,2016,2.0
65711000,Ирбитское,2017,2.0
65712000,Каменский,2007,5.0
65712000,Каменский,2008,5.0
65712000,Каменский,2009,5.0
65712000,Каменский,2010,5.0
65712000,Каменский,2011,5.0
65712000,Каменский,2012,5.0
65712000,Каменский,2013,5.0
65712000,Каменский,2014,5.0
65712000,Каменский,2015,5.0
65712000,Каменский,2016,5.0
65712000,Каменский,2017,5.0
65713000,Красноуфимский округ,2007,3.0
65713000,Красноуфимский округ,2008,3.0
65713000,Красноуфимский округ,2009,3.0
65713000,Красноуфимский округ,2010,3.0
65713000,Красноуфимский округ,2011,3.0
65713000,Красноуфимский округ,2012,1.0
65713000,Красноуфимский округ,2013,1.0
65713000,Красноуфимский округ,2014,1.0
65713000,Красноуфимский округ,2015,0.0
65713000,Красноуфимский округ,2016,0.0
65713000,Красноуфимский округ,2017,0.0
65714000,Невьянский,2007,4.0
65714000,Невьянский,2008,4.0
65714000,Невьянский,2009,4.0
65714000,Невьянский,2010,4.0
65714000,Невьянский,2011,4.0
65714000,Невьянский,2012,4.0
65714000,Невьянский,2013,4.0
65714000,Невьянский,2014,4.0
65714000,Невьянский,2015,4.0
65714000,Невьянский,2016,4.0
65714000,Невьянский,2017,4.0
65715000,Нижнетуринский,2007,2.0
65715000,Нижнетуринский,2008,2.0
65715000,Нижнетуринский,2009,2.0
65715000,Нижнетуринский,2010,4.0
65715000,Нижнетуринский,2011,4.0
65715000,Нижнетуринский,2012,2.0
65715000,Нижнетуринский,2013,2.0
65715000,Нижнетуринский,2014,2.0
65715000,Нижнетуринский,2015,2.0
65715000,Нижнетуринский,2016,2.0
65715000,Нижнетуринский,2017,2.0
65716000,Новолялинский,2007,2.0
65716000,Новолялинский,2008,2.0
65716000,Новолялинский,2009,2.0
65716000,Новолялинский,2010,2.0
65716000,Новолялинский,2011,2.0
65716000,Новолялинский,2012,2.0
65716000,Новолялинский,2013,1.0
65716000,Новолялинский,2014,1.0
65716000,Новолялинский,2015,1.0
65716000,Новолялинский,2016,0.0
65716000,Новолялинский,2017,1.0
65717000,Горноуральский,2007,5.0
65717000,Горноуральский,2008,4.0
65717000,Горноуральский,2009,4.0
65717000,Горноуральский,2010,4.0
65717000,Горноуральский,2011,4.0
65717000,Горноуральский,2012,4.0
65717000,Горноуральский,2013,4.0
65717000,Горноуральский,2014,4.0
65717000,Горноуральский,2015,2.0
65717000,Горноуральский,2016,2.0
65717000,Горноуральский,2017,2.0
65718000,Пышминский,2007,1.0
65718000,Пышминский,2008,1.0
65718000,Пышминский,2009,1.0
65718000,Пышминский,2010,1.0
65718000,Пышминский,2011,1.0
65718000,Пышминский,2012,1.0
65718000,Пышминский,2013,1.0
65718000,Пышминский,2014,1.0
65718000,Пышминский,2015,1.0
65718000,Пышминский,2016,1.0
65718000,Пышминский,2017,1.0
65719000,Ревда,2007,2.0
65719000,Ревда,2008,2.0
65719000,Ревда,2009,2.0
65719000,Ревда,2010,2.0
65719000,Ревда,2011,2.0
65719000,Ревда,2012,2.0
65719000,Ревда,2013,2.0
65719000,Ревда,2014,2.0
65719000,Ревда,2015,2.0
65719000,Ревда,2016,2.0
65719000,Ревда,2017,2.0
65720000,Режевской,2007,1.0
65720000,Режевской,2008,1.0
65720000,Режевской,2009,1.0
65720000,Режевской,2010,1.0
65720000,Режевской,2011,1.0
65720000,Режевской,2012,1.0
65720000,Режевской,2013,1.0
65720000,Режевской,2014,1.0
65720000,Режевской,2015,1.0
65720000,Режевской,2016,1.0
65720000,Режевской,2017,1.0
65721000,Сосьвинский,2007,2.0
65721000,Сосьвинский,2008,2.0
65721000,Сосьвинский,2009,2.0
65721000,Сосьвинский,2010,2.0
65721000,Сосьвинский,2011,2.0
65721000,Сосьвинский,2012,2.0
65721000,Сосьвинский,2013,2.0
65721000,Сосьвинский,2014,2.0
65721000,Сосьвинский,2015,2.0
65721000,Сосьвинский,2016,2.0
65721000,Сосьвинский,2017,2.0
65722000,Сысертский,2007,6.0
65722000,Сысертский,2008,6.0
65722000,Сысертский,2009,6.0
65722000,Сысертский,2010,6.0
65722000,Сысертский,2011,6.0
65722000,Сысертский,2012,6.0
65722000,Сысертский,2013,6.0
65722000,Сысертский,2014,6.0
65722000,Сысертский,2015,6.0
65722000,Сысертский,2016,6.0
65722000,Сысертский,2017,6.0
65723000,Тавдинский,2007,2.0
65723000,Тавдинский,2008,2.0
65723000,Тавдинский,2009,2.0
65723000,Тавдинский,2010,2.0
65723000,Тавдинский,2011,2.0
65723000,Тавдинский,2012,2.0
65723000,Тавдинский,2013,2.0
65723000,Тавдинский,2014,2.0
65723000,Тавдинский,2015,2.0
65723000,Тавдинский,2016,2.0
65723000,Тавдинский,2017,2.0
65724000,Талицкий,2008,3.0
65724000,Талицкий,2009,3.0
65724000,Талицкий,2010,3.0
65724000,Талицкий,2011,3.0
65724000,Талицкий,2012,3.0
65724000,Талицкий,2013,3.0
65724000,Талицкий,2014,3.0
65724000,Талицкий,2015,3.0
65724000,Талицкий,2016,2.0
65724000,Талицкий,2017,2.0
65725000,Тугулымский,2007,1.0
65725000,Тугулымский,2008,1.0
65725000,Тугулымский,2009,1.0
65725000,Тугулымский,2010,1.0
65725000,Тугулымский,2011,1.0
65725000,Тугулымский,2012,1.0
65725000,Тугулымский,2013,1.0
65725000,Тугулымский,2014,1.0
65725000,Тугулымский,2015,1.0
65725000,Тугулымский,2016,1.0
65725000,Тугулымский,2017,1.0
65726000,Туринский,2007,1.0
65726000,Туринский,2008,1.0
65726000,Туринский,2009,1.0
65726000,Туринский,2010,1.0
65726000,Туринский,2011,1.0
65726000,Туринский,2012,1.0
65726000,Туринский,2013,1.0
65726000,Туринский,2014,1.0
65726000,Туринский,2015,1.0
65726000,Туринский,2016,1.0
65726000,Туринский,2017,1.0
65727000,Шалинский,2007,1.0
65727000,Шалинский,2008,1.0
65727000,Шалинский,2009,1.0
65727000,Шалинский,2010,1.0
65727000,Шалинский,2011,1.0
65727000,Шалинский,2012,1.0
65727000,Шалинский,2013,1.0
65727000,Шалинский,2014,1.0
65727000,Шалинский,2015,0.0
65727000,Шалинский,2016,1.0
65727000,Шалинский,2017,1.0
65728000,город Алапаевск,2007,2.0
65728000,город Алапаевск,2008,2.0
65728000,город Алапаевск,2009,2.0
65728000,город Алапаевск,2010,2.0
65728000,город Алапаевск,2011,2.0
65728000,город Алапаевск,2012,2.0
65728000,город Алапаевск,2013,2.0
65728000,город Алапаевск,2014,2.0
65728000,город Алапаевск,2015,2.0
65728000,город Алапаевск,2016,2.0
65728000,город Алапаевск,2017,2.0
65729000,Арамильский,2007,1.0
65729000,Арамильский,2008,1.0
65729000,Арамильский,2009,1.0
65729000,Арамильский,2010,1.0
65729000,Арамильский,2011,1.0
65729000,Арамильский,2012,1.0
65729000,Арамильский,2013,1.0
65729000,Арамильский,2014,1.0
65729000,Арамильский,2015,1.0
65729000,Арамильский,2016,1.0
65729000,Арамильский,2017,1.0
65730000,Асбестовский,2007,2.0
65730000,Асбестовский,2008,2.0
65730000,Асбестовский,2009,2.0
65730000,Асбестовский,2010,2.0
65730000,Асбестовский,2011,2.0
65730000,Асбестовский,2012,2.0
65730000,Асбестовский,2013,2.0
65730000,Асбестовский,2014,2.0
65730000,Асбестовский,2015,2.0
65730000,Асбестовский,2016,2.0
65730000,Асбестовский,2017,2.0
65731000,Березовский,2007,4.0
65731000,Березовский,2008,4.0
65731000,Березовский,2009,4.0
65731000,Березовский,2010,4.0
65731000,Березовский,2011,4.0
65731000,Березовский,2012,4.0
65731000,Березовский,2013,4.0
65731000,Березовский,2014,4.0
65731000,Березовский,2015,4.0
65731000,Березовский,2016,4.0
65731000,Березовский,2017,4.0
65732000,Верхняя Пышма,2007,3.0
65732000,Верхняя Пышма,2008,3.0
65732000,Верхняя Пышма,2009,3.0
65732000,Верхняя Пышма,2010,3.0
65732000,Верхняя Пышма,2011,3.0
65732000,Верхняя Пышма,2012,3.0
65732000,Верхняя Пышма,2013,3.0
65732000,Верхняя Пышма,2014,3.0
65732000,Верхняя Пышма,2015,3.0
65732000,Верхняя Пышма,2016,3.0
65732000,Верхняя Пышма,2017,3.0
65733000,Верхний Тагил,2007,1.0
65733000,Верхний Тагил,2008,1.0
65733000,Верхний Тагил,2009,1.0
65733000,Верхний Тагил,2010,1.0
65733000,Верхний Тагил,2011,1.0
65733000,Верхний Тагил,2012,1.0
65733000,Верхний Тагил,2013,1.0
65733000,Верхний Тагил,2014,1.0
65733000,Верхний Тагил,2015,1.0
65733000,Верхний Тагил,2016,1.0
65733000,Верхний Тагил,2017,1.0
65734000,Верхняя Тура,2007,1.0
65734000,Верхняя Тура,2008,1.0
65734000,Верхняя Тура,2009,1.0
65734000,Верхняя Тура,2010,1.0
65734000,Верхняя Тура,2011,1.0
65734000,Верхняя Тура,2012,1.0
65734000,Верхняя Тура,2013,1.0
65734000,Верхняя Тура,2014,1.0
65734000,Верхняя Тура,2015,1.0
65734000,Верхняя Тура,2016,1.0
65734000,Верхняя Тура,2017,1.0
65735000,Волчанский,2007,1.0
65735000,Волчанский,2009,1.0
65735000,Волчанский,2010,1.0
65735000,Волчанский,2011,1.0
65735000,Волчанский,2012,1.0
65735000,Волчанский,2013,1.0
65735000,Волчанский,2014,1.0
65735000,Волчанский,2015,1.0
65735000,Волчанский,2016,1.0
65735000,Волчанский,2017,1.0
65736000,Дегтярск,2007,1.0
65736000,Дегтярск,2008,1.0
65736000,Дегтярск,2009,1.0
65736000,Дегтярск,2010,1.0
65736000,Дегтярск,2011,1.0
65736000,Дегтярск,2012,1.0
65736000,Дегтярск,2013,1.0
65736000,Дегтярск,2014,1.0
65736000,Дегтярск,2015,1.0
65736000,Дегтярск,2016,1.0
65736000,Дегтярск,2017,1.0
65737000,Заречный,2007,2.0
65737000,Заречный,2008,2.0
65737000,Заречный,2009,2.0
65737000,Заречный,2010,2.0
65737000,Заречный,2012,2.0
65737000,Заречный,2013,2.0
65737000,Заречный,2014,2.0
65737000,Заречный,2015,2.0
65737000,Заречный,2016,2.0
65737000,Заречный,2017,2.0
65738000,Ивдельский,2007,1.0
65738000,Ивдельский,2008,1.0
65738000,Ивдельский,2009,1.0
65738000,Ивдельский,2010,1.0
65738000,Ивдельский,2011,1.0
65738000,Ивдельский,2012,1.0
65738000,Ивдельский,2013,1.0
65738000,Ивдельский,2014,1.0
65738000,Ивдельский,2015,1.0
65738000,Ивдельский,2016,1.0
65738000,Ивдельский,2017,1.0
65739000,город Ирбит,2007,2.0
65739000,город Ирбит,2008,2.0
65739000,город Ирбит,2009,2.0
65739000,город Ирбит,2010,2.0
65739000,город Ирбит,2011,2.0
65739000,город Ирбит,2012,2.0
65739000,город Ирбит,2013,2.0
65739000,город Ирбит,2014,2.0
65739000,город Ирбит,2015,2.0
65739000,город Ирбит,2016,2.0
65739000,город Ирбит,2017,2.0
65740000,Каменск-Уральский,2007,7.0
65740000,Каменск-Уральский,2008,7.0
65740000,Каменск-Уральский,2009,7.0
65740000,Каменск-Уральский,2010,7.0
65740000,Каменск-Уральский,2011,7.0
65740000,Каменск-Уральский,2012,7.0
65740000,Каменск-Уральский,2013,7.0
65740000,Каменск-Уральский,2014,7.0
65740000,Каменск-Уральский,2015,7.0
65740000,Каменск-Уральский,2016,7.0
65740000,Каменск-Уральский,2017,7.0
65741000,Камышловский,2007,4.0
65741000,Камышловский,2008,4.0
65741000,Камышловский,2009,4.0
65741000,Камышловский,2010,4.0
65741000,Камышловский,2011,4.0
65741000,Камышловский,2012,4.0
65741000,Камышловский,2013,4.0
65741000,Камышловский,2014,4.0
65741000,Камышловский,2015,4.0
65741000,Камышловский,2016,4.0
65741000,Камышловский,2017,4.0
65742000,Карпинск,2007,2.0
65742000,Карпинск,2008,2.0
65742000,Карпинск,2009,1.0
65742000,Карпинск,2010,1.0
65742000,Карпинск,2011,1.0
65742000,Карпинск,2012,1.0
65742000,Карпинск,2013,1.0
65742000,Карпинск,2014,1.0
65742000,Карпинск,2015,1.0
65742000,Карпинск,2016,1.0
65742000,Карпинск,2017,1.0
65743000,Качканарский,2007,3.0
65743000,Качканарский,2008,3.0
65743000,Качканарский,2009,3.0
65743000,Качканарский,2010,3.0
65743000,Качканарский,2011,3.0
65743000,Качканарский,2012,3.0
65743000,Качканарский,2013,3.0
65743000,Качканарский,2014,3.0
65743000,Качканарский,2015,3.0
65743000,Качканарский,2016,3.0
65743000,Качканарский,2017,3.0
65744000,Кировградский,2007,2.0
65744000,Кировградский,2008,2.0
65744000,Кировградский,2009,2.0
65744000,Кировградский,2010,2.0
65744000,Кировградский,2011,2.0
65744000,Кировградский,2012,2.0
65744000,Кировградский,2013,2.0
65744000,Кировградский,2014,2.0
65744000,Кировградский,2015,2.0
65744000,Кировградский,2016,2.0
65744000,Кировградский,2017,2.0
65745000,Краснотурьинск,2007,4.0
65745000,Краснотурьинск,2008,4.0
65745000,Краснотурьинск,2009,4.0
65745000,Краснотурьинск,2010,5.0
65745000,Краснотурьинск,2011,4.0
65745000,Краснотурьинск,2012,4.0
65745000,Краснотурьинск,2013,4.0
65745000,Краснотурьинск,2014,4.0
65745000,Краснотурьинск,2015,4.0
65745000,Краснотурьинск,2016,4.0
65745000,Краснотурьинск,2017,4.0
65746000,Красноуральск,2007,1.0
65746000,Красноуральск,2008,1.0
65746000,Красноуральск,2009,1.0
65746000,Красноуральск,2010,1.0
65746000,Красноуральск,2011,1.0
65746000,Красноуральск,2012,1.0
65746000,Красноуральск,2013,1.0
65746000,Красноуральск,2014,1.0
65746000,Красноуральск,2015,1.0
65746000,Красноуральск,2016,1.0
65746000,Красноуральск,2017,1.0
65747000,Красноуфимск,2008,1.0
65747000,Красноуфимск,2009,1.0
65747000,Красноуфимск,2010,1.0
65747000,Красноуфимск,2011,1.0
65747000,Красноуфимск,2012,1.0
65747000,Красноуфимск,2013,1.0
65747000,Красноуфимск,2014,1.0
65747000,Красноуфимск,2015,1.0
65747000,Красноуфимск,2016,1.0
65747000,Красноуфимск,2017,1.0
65748000,Кушвинский,2007,4.0
65748000,Кушвинский,2008,4.0
65748000,Кушвинский,2009,4.0
65748000,Кушвинский,2010,4.0
65748000,Кушвинский,2011,4.0
65748000,Кушвинский,2012,4.0
65748000,Кушвинский,2013,4.0
65748000,Кушвинский,2014,3.0
65748000,Кушвинский,2015,3.0
65748000,Кушвинский,2016,3.0
65748000,Кушвинский,2017,3.0
65750000,Нижняя Салда,2007,1.0
65750000,Нижняя Салда,2008,1.0
65750000,Нижняя Салда,2009,1.0
65750000,Нижняя Салда,2010,1.0
65750000,Нижняя Салда,2011,1.0
65750000,Нижняя Салда,2012,1.0
65750000,Нижняя Салда,2013,1.0
65750000,Нижняя Салда,2014,1.0
65750000,Нижняя Салда,2015,1.0
65750000,Нижняя Салда,2016,1.0
65750000,Нижняя Салда,2017,1.0
65751000,город Нижний Тагил,2007,9.0
65751000,город Нижний Тагил,2008,10.0
65751000,город Нижний Тагил,2009,10.0
65751000,город Нижний Тагил,2010,10.0
65751000,город Нижний Тагил,2011,10.0
65751000,город Нижний Тагил,2012,10.0
65751000,город Нижний Тагил,2013,10.0
65751000,город Нижний Тагил,2014,10.0
65751000,город Нижний Тагил,2015,10.0
65751000,город Нижний Тагил,2016,10.0
65751000,город Нижний Тагил,2017,10.0
65753000,Первоуральск,2007,4.0
65753000,Первоуральск,2008,4.0
65753000,Первоуральск,2009,4.0
65753000,Первоуральск,2010,4.0
65753000,Первоуральск,2011,4.0
65753000,Первоуральск,2012,2.0
65753000,Первоуральск,2013,2.0
65753000,Первоуральск,2014,2.0
65753000,Первоуральск,2015,2.0
65753000,Первоуральск,2016,2.0
65753000,Первоуральск,2017,2.0
65754000,Полевской,2007,3.0
65754000,Полевской,2008,3.0
65754000,Полевской,2009,3.0
65754000,Полевской,2010,3.0
65754000,Полевской,2011,3.0
65754000,Полевской,2012,3.0
65754000,Полевской,2013,3.0
65754000,Полевской,2014,3.0
65754000,Полевской,2015,3.0
65754000,Полевской,2016,3.0
65754000,Полевской,2017,3.0
65755000,Североуральский,2007,4.0
65755000,Североуральский,2008,4.0
65755000,Североуральский,2009,4.0
65755000,Североуральский,2010,4.0
65755000,Североуральский,2011,4.0
65755000,Североуральский,2012,4.0
65755000,Североуральский,2013,4.0
65755000,Североуральский,2014,4.0
65755000,Североуральский,2015,4.0
65755000,Североуральский,2016,4.0
65755000,Североуральский,2017,4.0
65756000,Серовский,2007,2.0
65756000,Серовский,2008,2.0
65756000,Серовский,2009,2.0
65756000,Серовский,2010,2.0
65756000,Серовский,2011,2.0
65756000,Серовский,2012,2.0
65756000,Серовский,2013,3.0
65756000,Серовский,2014,3.0
65756000,Серовский,2015,3.0
65756000,Серовский,2016,3.0
65756000,Серовский,2017,3.0
65757000,Среднеуральск,2007,1.0
65757000,Среднеуральск,2008,1.0
65757000,Среднеуральск,2009,1.0
65757000,Среднеуральск,2010,1.0
65757000,Среднеуральск,2011,1.0
65757000,Среднеуральск,2012,1.0
65757000,Среднеуральск,2013,1.0
65757000,Среднеуральск,2014,1.0
65757000,Среднеуральск,2015,1.0
65757000,Среднеуральск,2016,1.0
65757000,Среднеуральск,2017,1.0
65758000,Сухой Лог,2007,5.0
65758000,Сухой Лог,2008,4.0
65758000,Сухой Лог,2009,5.0
65758000,Сухой Лог,2010,2.0
65758000,Сухой Лог,2011,2.0
65758000,Сухой Лог,2012,2.0
65758000,Сухой Лог,2013,2.0
65758000,Сухой Лог,2014,2.0
65758000,Сухой Лог,2015,2.0
65758000,Сухой Лог,2016,2.0
65758000,Сухой Лог,2017,2.0
65759000,Бисертский,2007,1.0
65759000,Бисертский,2008,1.0
65759000,Бисертский,2009,1.0
65759000,Бисертский,2010,1.0
65759000,Бисертский,2011,1.0
65759000,Бисертский,2012,1.0
65759000,Бисертский,2013,1.0
65759000,Бисертский,2014,1.0
65759000,Бисертский,2015,1.0
65759000,Бисертский,2016,1.0
65759000,Бисертский,2017,1.0
65760000,Верхнее Дуброво,2014,0.0
65760000,Верхнее Дуброво,2015,0.0
65760000,Верхнее Дуброво,2016,0.0
65761000,Верх-Нейвинский,2007,1.0
65761000,Верх-Нейвинский,2008,1.0
65761000,Верх-Нейвинский,2009,1.0
65761000,Верх-Нейвинский,2010,1.0
65761000,Верх-Нейвинский,2011,1.0
65761000,Верх-Нейвинский,2012,1.0
65761000,Верх-Нейвинский,2013,1.0
65761000,Верх-Нейвинский,2014,1.0
65761000,Верх-Нейвинский,2015,1.0
65761000,Верх-Нейвинский,2016,1.0
65761000,Верх-Нейвинский,2017,1.0
65762000,Малышевский,2007,1.0
65762000,Малышевский,2008,1.0
65762000,Малышевский,2009,1.0
65762000,Малышевский,2010,1.0
65762000,Малышевский,2011,1.0
65762000,Малышевский,2012,1.0
65762000,Малышевский,2013,1.0
65762000,Малышевский,2014,1.0
65762000,Малышевский,2015,1.0
65762000,Малышевский,2016,1.0
65762000,Малышевский,2017,1.0
65763000,Рефтинский,2007,1.0
65763000,Рефтинский,2008,1.0
65763000,Рефтинский,2009,1.0
65763000,Рефтинский,2010,1.0
65763000,Рефтинский,2011,1.0
65763000,Рефтинский,2012,1.0
65763000,Рефтинский,2013,1.0
65763000,Рефтинский,2014,1.0
65763000,Рефтинский,2015,1.0
65763000,Рефтинский,2016,1.0
65763000,Рефтинский,2017,1.0
65764000,Пелым,2008,1.0
65764000,Пелым,2009,1.0
65764000,Пелым,2010,1.0
65764000,Пелым,2011,1.0
65764000,Пелым,2012,1.0
65764000,Пелым,2013,1.0
65764000,Пелым,2014,1.0
65764000,Пелым,2015,1.0
65764000,Пелым,2016,1.0
65764000,Пелым,2017,1.0
65766000,Староуткинск,2014,0.0
65766000,Староуткинск,2015,0.0
65766000,Староуткинск,2016,0.0
65766000,Староуткинск,2017,0.0
65769000,Махнёвское,2010,1.0
65769000,Махнёвское,2011,1.0
65769000,Махнёвское,2012,1.0
65769000,Махнёвское,2013,1.0
65769000,Махнёвское,2014,1.0
65769000,Махнёвское,2015,1.0
65769000,Махнёвское,2016,0.0
65769000,Махнёвское,2017,0.0
65771000,Алапаевское,2010,2.0
65771000,Алапаевское,2011,2.0
65771000,Алапаевское,2012,1.0
65771000,Алапаевское,2013,1.0
65771000,Алапаевское,2014,1.0
65771000,Алапаевское,2015,1.0
65771000,Алапаевское,2016,1.0
65771000,Алапаевское,2017,1.0
66603000,Велижский муниципальный район,2007,1.0
66603000,Велижский муниципальный район,2008,1.0
66603000,Велижский муниципальный район,2009,1.0
