oktmo,name,year,docsnum
22605155,рабочий поселок Гидроторф,2009,14.0
22605155,рабочий поселок Гидроторф,2010,13.0
22605155,рабочий поселок Гидроторф,2011,12.0
22605155,рабочий поселок Гидроторф,2012,11.0
22605155,рабочий поселок Гидроторф,2013,11.0
22605158,рабочий поселок Малое Козино,2008,2.0
22605158,рабочий поселок Малое Козино,2009,2.0
22605158,рабочий поселок Малое Козино,2010,2.0
22605158,рабочий поселок Малое Козино,2011,2.0
22605158,рабочий поселок Малое Козино,2012,2.0
22605404,Замятинский сельсовет,2008,2.0
22605408,Коневский сельсовет,2010,0.0
22605412,Кочергинский сельсовет,2008,2.0
22605412,Кочергинский сельсовет,2009,3.0
22605412,Кочергинский сельсовет,2010,3.0
22605412,Кочергинский сельсовет,2011,2.0
22605412,Кочергинский сельсовет,2012,1.0
22605416,Шеляуховский сельсовет,2010,0.0
22607000,Богородский муниципальный район,2008,161.0
22607000,Богородский муниципальный район,2009,169.0
22607000,Богородский муниципальный район,2010,166.0
22607000,Богородский муниципальный район,2011,168.0
22607000,Богородский муниципальный район,2012,168.0
22607000,Богородский муниципальный район,2013,168.0
22607101,город Богородск,2008,128.0
22607101,город Богородск,2009,130.0
22607101,город Богородск,2010,129.0
22607101,город Богородск,2011,130.0
22607101,город Богородск,2012,129.0
22607101,город Богородск,2013,129.0
22607404,Алешковский сельсовет,2009,1.0
22607404,Алешковский сельсовет,2010,1.0
22607416,Доскинский сельсовет,2008,9.0
22607416,Доскинский сельсовет,2009,9.0
22607416,Доскинский сельсовет,2010,9.0
22607416,Доскинский сельсовет,2011,9.0
22607416,Доскинский сельсовет,2012,9.0
22607416,Доскинский сельсовет,2013,9.0
22607420,Дуденевский сельсовет,2008,1.0
22607420,Дуденевский сельсовет,2012,1.0
22607428,Каменский сельсовет,2008,19.0
22607428,Каменский сельсовет,2009,24.0
22607428,Каменский сельсовет,2010,22.0
22607428,Каменский сельсовет,2011,24.0
22607428,Каменский сельсовет,2012,24.0
22607428,Каменский сельсовет,2013,25.0
22607436,Новинский сельсовет,2008,3.0
22607436,Новинский сельсовет,2009,3.0
22607436,Новинский сельсовет,2010,3.0
22607436,Новинский сельсовет,2011,3.0
22607436,Новинский сельсовет,2012,4.0
22607436,Новинский сельсовет,2013,4.0
22607444,Хвощевский сельсовет,2008,1.0
22607444,Хвощевский сельсовет,2009,2.0
22607444,Хвощевский сельсовет,2010,2.0
22607444,Хвощевский сельсовет,2011,2.0
22607444,Хвощевский сельсовет,2012,1.0
22607444,Хвощевский сельсовет,2013,1.0
22609000,Большеболдинский муниципальный район,2008,24.0
22609000,Большеболдинский муниципальный район,2009,22.0
22609000,Большеболдинский муниципальный район,2010,23.0
22609000,Большеболдинский муниципальный район,2011,26.0
22609000,Большеболдинский муниципальный район,2012,25.0
22609000,Большеболдинский муниципальный район,2013,26.0
22609404,Большеболдинский сельсовет,2008,24.0
22609404,Большеболдинский сельсовет,2009,22.0
22609404,Большеболдинский сельсовет,2010,23.0
22609404,Большеболдинский сельсовет,2011,26.0
22609404,Большеболдинский сельсовет,2012,25.0
22609404,Большеболдинский сельсовет,2013,26.0
22610000,Большемурашкинский муниципальный район,2008,22.0
22610000,Большемурашкинский муниципальный район,2009,21.0
22610000,Большемурашкинский муниципальный район,2010,21.0
22610000,Большемурашкинский муниципальный район,2011,20.0
22610000,Большемурашкинский муниципальный район,2012,23.0
22610000,Большемурашкинский муниципальный район,2013,23.0
22610151,рабочий поселок Большое Мурашкино,2008,22.0
22610151,рабочий поселок Большое Мурашкино,2009,21.0
22610151,рабочий поселок Большое Мурашкино,2010,21.0
22610151,рабочий поселок Большое Мурашкино,2011,20.0
22610151,рабочий поселок Большое Мурашкино,2012,23.0
22610151,рабочий поселок Большое Мурашкино,2013,23.0
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2008,379.0
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2009,398.0
22611000,Борский муниципальный район (с 2011 г. городской округ г.Бор),2010,353.0
22611101,город Бор,2008,336.0
22611101,город Бор,2009,356.0
22611101,город Бор,2010,287.0
22611424,Кантауровский сельсовет,2008,7.0
22611424,Кантауровский сельсовет,2009,7.0
22611424,Кантауровский сельсовет,2010,7.0
22611432,Линдовский сельсовет,2008,11.0
22611432,Линдовский сельсовет,2009,11.0
22611432,Линдовский сельсовет,2010,11.0
22611440,Останкинский сельсовет,2008,1.0
22611440,Останкинский сельсовет,2009,1.0
22611440,Останкинский сельсовет,2010,0.0
22611442,Память Парижской Коммуны сельсовет,2008,9.0
22611442,Память Парижской Коммуны сельсовет,2009,9.0
22611442,Память Парижской Коммуны сельсовет,2010,9.0
22611448,Редькинский сельсовет,2008,11.0
22611448,Редькинский сельсовет,2009,11.0
22611448,Редькинский сельсовет,2010,9.0
22611457,Ситниковский сельсовет,2008,4.0
22611457,Ситниковский сельсовет,2009,3.0
22611457,Ситниковский сельсовет,2010,30.0
22611472,Ямновский сельсовет,2010,0.0
22612000,Бутурлинский муниципальный район,2008,34.0
22612000,Бутурлинский муниципальный район,2009,34.0
22612000,Бутурлинский муниципальный район,2010,32.0
22612000,Бутурлинский муниципальный район,2011,31.0
22612000,Бутурлинский муниципальный район,2012,28.0
22612000,Бутурлинский муниципальный район,2013,31.0
22612151,рабочий поселок Бутурлино,2008,32.0
22612151,рабочий поселок Бутурлино,2009,26.0
22612151,рабочий поселок Бутурлино,2010,25.0
22612151,рабочий поселок Бутурлино,2011,24.0
22612151,рабочий поселок Бутурлино,2012,22.0
22612151,рабочий поселок Бутурлино,2013,29.0
22612404,Большебакалдский сельсовет,2008,1.0
22612404,Большебакалдский сельсовет,2009,1.0
22612404,Большебакалдский сельсовет,2011,0.0
22612412,Каменищенский сельсовет,2009,5.0
22612412,Каменищенский сельсовет,2010,5.0
22612412,Каменищенский сельсовет,2011,5.0
22612412,Каменищенский сельсовет,2012,4.0
22612420,Кочуновский сельсовет,2009,1.0
22612420,Кочуновский сельсовет,2010,1.0
22612420,Кочуновский сельсовет,2011,1.0
22612420,Кочуновский сельсовет,2012,1.0
22612420,Кочуновский сельсовет,2013,1.0
22612428,Уваровский сельсовет,2011,0.0
22612432,Ягубовский сельсовет,2008,1.0
22612432,Ягубовский сельсовет,2009,1.0
22612432,Ягубовский сельсовет,2010,1.0
22612432,Ягубовский сельсовет,2011,1.0
22612432,Ягубовский сельсовет,2012,1.0
22612432,Ягубовский сельсовет,2013,1.0
22614000,Вадский муниципальный район,2008,34.0
22614000,Вадский муниципальный район,2009,33.0
22614000,Вадский муниципальный район,2010,33.0
22614000,Вадский муниципальный район,2011,30.0
22614000,Вадский муниципальный район,2012,29.0
22614000,Вадский муниципальный район,2013,29.0
22614404,Вадский сельсовет,2008,34.0
22614404,Вадский сельсовет,2009,33.0
22614404,Вадский сельсовет,2010,33.0
22614404,Вадский сельсовет,2011,30.0
22614404,Вадский сельсовет,2012,29.0
22614404,Вадский сельсовет,2013,29.0
22614408,Дубенский сельсовет,2011,0.0
22614416,Круто-Майданский сельсовет,2011,0.0
22614420,Лопатинский сельсовет,2011,0.0
22614424,Новомирский сельсовет,2011,0.0
22614432,Стрельский сельсовет,2011,0.0
22615000,Варнавинский муниципальный район,2008,15.0
22615000,Варнавинский муниципальный район,2009,15.0
22615000,Варнавинский муниципальный район,2010,28.0
22615000,Варнавинский муниципальный район,2011,33.0
22615000,Варнавинский муниципальный район,2012,30.0
22615000,Варнавинский муниципальный район,2013,32.0
22615151,рабочий поселок Варнавино,2008,11.0
22615151,рабочий поселок Варнавино,2009,12.0
22615151,рабочий поселок Варнавино,2010,11.0
22615151,рабочий поселок Варнавино,2011,11.0
22615151,рабочий поселок Варнавино,2012,11.0
22615151,рабочий поселок Варнавино,2013,10.0
22615406,Восходовский сельсовет,2010,12.0
22615406,Восходовский сельсовет,2011,14.0
22615406,Восходовский сельсовет,2012,11.0
22615406,Восходовский сельсовет,2013,15.0
22615412,Горкинский сельсовет,2008,1.0
22615412,Горкинский сельсовет,2009,1.0
22615412,Горкинский сельсовет,2010,1.0
22615412,Горкинский сельсовет,2011,1.0
22615412,Горкинский сельсовет,2012,1.0
22615412,Горкинский сельсовет,2013,1.0
22615416,Михаленинский сельсовет,2011,0.0
22615428,Северный сельсовет,2008,3.0
22615428,Северный сельсовет,2009,2.0
22615428,Северный сельсовет,2010,4.0
22615428,Северный сельсовет,2011,7.0
22615428,Северный сельсовет,2012,7.0
22615428,Северный сельсовет,2013,6.0
22617000,Вачский муниципальный район,2008,39.0
22617000,Вачский муниципальный район,2009,37.0
22617000,Вачский муниципальный район,2010,35.0
22617000,Вачский муниципальный район,2011,33.0
22617000,Вачский муниципальный район,2012,33.0
22617000,Вачский муниципальный район,2013,33.0
22617151,рабочий поселок Вача,2008,30.0
22617151,рабочий поселок Вача,2009,28.0
22617151,рабочий поселок Вача,2010,26.0
22617151,рабочий поселок Вача,2011,25.0
22617151,рабочий поселок Вача,2012,25.0
22617151,рабочий поселок Вача,2013,25.0
22617408,Арефинский сельсовет,2008,2.0
22617408,Арефинский сельсовет,2009,2.0
22617408,Арефинский сельсовет,2010,2.0
22617408,Арефинский сельсовет,2011,2.0
22617408,Арефинский сельсовет,2012,2.0
22617408,Арефинский сельсовет,2013,2.0
22617424,Казаковский сельсовет,2008,1.0
22617424,Казаковский сельсовет,2009,1.0
22617424,Казаковский сельсовет,2010,1.0
22617424,Казаковский сельсовет,2011,1.0
22617424,Казаковский сельсовет,2012,1.0
22617424,Казаковский сельсовет,2013,1.0
22617432,Новосельский сельсовет,2008,1.0
22617432,Новосельский сельсовет,2009,1.0
22617432,Новосельский сельсовет,2010,2.0
22617432,Новосельский сельсовет,2011,1.0
22617432,Новосельский сельсовет,2012,1.0
22617432,Новосельский сельсовет,2013,1.0
22617436,Филинский сельсовет,2008,3.0
22617436,Филинский сельсовет,2009,3.0
22617436,Филинский сельсовет,2010,3.0
22617436,Филинский сельсовет,2011,3.0
22617436,Филинский сельсовет,2012,3.0
22617436,Филинский сельсовет,2013,3.0
22617440,Чулковский сельсовет,2008,1.0
22617440,Чулковский сельсовет,2009,1.0
22617440,Чулковский сельсовет,2010,1.0
22617440,Чулковский сельсовет,2011,1.0
22617440,Чулковский сельсовет,2012,1.0
22617440,Чулковский сельсовет,2013,1.0
22617444,Яковцевский сельсовет,2008,1.0
22617444,Яковцевский сельсовет,2009,1.0
22618000,Ветлужский муниципальный район,2008,37.0
22618000,Ветлужский муниципальный район,2009,34.0
22618000,Ветлужский муниципальный район,2010,34.0
22618000,Ветлужский муниципальный район,2011,34.0
22618000,Ветлужский муниципальный район,2012,36.0
22618000,Ветлужский муниципальный район,2013,33.0
22618101,город Ветлуга,2008,33.0
22618101,город Ветлуга,2009,30.0
22618101,город Ветлуга,2010,30.0
22618101,город Ветлуга,2011,30.0
22618101,город Ветлуга,2012,32.0
22618101,город Ветлуга,2013,29.0
22618154,рабочий поселок им М.И. Калинина,2008,2.0
22618154,рабочий поселок им М.И. Калинина,2009,2.0
22618154,рабочий поселок им М.И. Калинина,2010,2.0
22618154,рабочий поселок им М.И. Калинина,2011,2.0
22618154,рабочий поселок им М.И. Калинина,2012,2.0
22618154,рабочий поселок им М.И. Калинина,2013,2.0
22618404,Белышевский сельсовет,2008,1.0
22618404,Белышевский сельсовет,2009,1.0
22618408,Волыновский сельсовет,2010,1.0
22618408,Волыновский сельсовет,2011,1.0
22618408,Волыновский сельсовет,2012,1.0
22618408,Волыновский сельсовет,2013,1.0
22618416,Крутцовский сельсовет,2010,0.0
22618416,Крутцовский сельсовет,2011,0.0
22618420,Макарьевский сельсовет,2010,0.0
22618420,Макарьевский сельсовет,2011,0.0
22618428,Мошкинский сельсовет,2008,1.0
22618428,Мошкинский сельсовет,2009,1.0
22618428,Мошкинский сельсовет,2010,1.0
22618428,Мошкинский сельсовет,2011,1.0
22618428,Мошкинский сельсовет,2012,1.0
22618428,Мошкинский сельсовет,2013,1.0
22618432,Новоуспенский сельсовет,2010,0.0
22618432,Новоуспенский сельсовет,2011,0.0
22618436,Проновский сельсовет,2010,0.0
22618436,Проновский сельсовет,2011,0.0
22618444,Туранский сельсовет,2010,0.0
22618444,Туранский сельсовет,2011,0.0
22619000,Вознесенский муниципальный район,2008,29.0
22619000,Вознесенский муниципальный район,2009,33.0
22619000,Вознесенский муниципальный район,2010,35.0
22619000,Вознесенский муниципальный район,2011,33.0
22619000,Вознесенский муниципальный район,2012,31.0
22619000,Вознесенский муниципальный район,2013,33.0
22619151,рабочий поселок Вознесенское,2008,23.0
22619151,рабочий поселок Вознесенское,2009,27.0
22619151,рабочий поселок Вознесенское,2010,28.0
22619151,рабочий поселок Вознесенское,2011,27.0
22619151,рабочий поселок Вознесенское,2012,25.0
22619151,рабочий поселок Вознесенское,2013,27.0
22619408,Бахтызинский сельсовет,2011,0.0
22619412,Благодатовский сельсовет,2011,0.0
22619416,Бутаковский сельсовет,2011,0.0
22619420,Криушинский сельсовет,2008,5.0
22619420,Криушинский сельсовет,2009,5.0
22619420,Криушинский сельсовет,2010,5.0
22619420,Криушинский сельсовет,2011,5.0
22619420,Криушинский сельсовет,2012,5.0
22619420,Криушинский сельсовет,2013,5.0
22619428,Мотызлейский сельсовет,2011,0.0
22619432,Нарышкинский сельсовет,2008,1.0
22619432,Нарышкинский сельсовет,2009,1.0
22619432,Нарышкинский сельсовет,2010,2.0
22619432,Нарышкинский сельсовет,2011,1.0
22619432,Нарышкинский сельсовет,2012,1.0
22619432,Нарышкинский сельсовет,2013,1.0
22619440,Полховско-Майданский сельсовет,2011,0.0
22619444,Сарминский сельсовет,2011,0.0
22619444,Сарминский сельсовет,2012,0.0
22621000,Воротынский муниципальный район,2008,37.0
22621000,Воротынский муниципальный район,2009,35.0
22621000,Воротынский муниципальный район,2010,41.0
22621000,Воротынский муниципальный район,2011,38.0
22621000,Воротынский муниципальный район,2012,40.0
22621000,Воротынский муниципальный район,2013,46.0
22621151,рабочий поселок Воротынец,2008,28.0
22621151,рабочий поселок Воротынец,2009,25.0
22621151,рабочий поселок Воротынец,2010,32.0
22621151,рабочий поселок Воротынец,2011,29.0
22621151,рабочий поселок Воротынец,2012,30.0
22621151,рабочий поселок Воротынец,2013,33.0
22621154,рабочий поселок Васильсурск,2008,1.0
22621154,рабочий поселок Васильсурск,2009,2.0
22621154,рабочий поселок Васильсурск,2010,1.0
22621154,рабочий поселок Васильсурск,2011,2.0
22621154,рабочий поселок Васильсурск,2012,1.0
22621154,рабочий поселок Васильсурск,2013,1.0
22621408,Белавский сельсовет,2010,0.0
22621416,Каменский сельсовет,2009,5.0
22621416,Каменский сельсовет,2010,4.0
22621416,Каменский сельсовет,2011,4.0
22621416,Каменский сельсовет,2012,5.0
22621416,Каменский сельсовет,2013,6.0
22621420,Красногорский сельсовет,2010,1.0
22621420,Красногорский сельсовет,2012,1.0
22621420,Красногорский сельсовет,2013,2.0
22621422,Кузьмиярский сельсовет,2008,5.0
22621424,Михайловский сельсовет,2008,3.0
22621424,Михайловский сельсовет,2009,3.0
22621424,Михайловский сельсовет,2010,3.0
22621424,Михайловский сельсовет,2011,3.0
22621424,Михайловский сельсовет,2012,3.0
22621424,Михайловский сельсовет,2013,3.0
22621428,Огнев-Майданский сельсовет,2010,0.0
22621432,Отарский сельсовет,2010,0.0
22621432,Отарский сельсовет,2011,0.0
22621444,Семьянский сельсовет,2010,0.0
22621444,Семьянский сельсовет,2011,0.0
22621448,Фокинский сельсовет,2010,0.0
22621448,Фокинский сельсовет,2013,1.0
22621452,Чугуновский сельсовет,2010,0.0
22621452,Чугуновский сельсовет,2013,0.0
22622000,Воскресенский муниципальный район,2008,54.0
22622000,Воскресенский муниципальный район,2009,44.0
22622000,Воскресенский муниципальный район,2010,44.0
22622000,Воскресенский муниципальный район,2011,43.0
22622000,Воскресенский муниципальный район,2012,39.0
22622000,Воскресенский муниципальный район,2013,47.0
22622151,рабочий поселок Воскресенское,2008,48.0
22622151,рабочий поселок Воскресенское,2009,36.0
22622151,рабочий поселок Воскресенское,2010,38.0
22622151,рабочий поселок Воскресенское,2011,38.0
22622151,рабочий поселок Воскресенское,2012,35.0
22622151,рабочий поселок Воскресенское,2013,41.0
22622416,Владимирский сельсовет,2009,2.0
22622416,Владимирский сельсовет,2010,2.0
22622416,Владимирский сельсовет,2011,2.0
22622416,Владимирский сельсовет,2012,1.0
22622416,Владимирский сельсовет,2013,2.0
22622420,Воздвиженский сельсовет,2008,3.0
22622420,Воздвиженский сельсовет,2009,3.0
22622420,Воздвиженский сельсовет,2010,2.0
22622420,Воздвиженский сельсовет,2011,2.0
22622420,Воздвиженский сельсовет,2012,2.0
22622420,Воздвиженский сельсовет,2013,3.0
22622424,Глуховский сельсовет,2009,1.0
22622424,Глуховский сельсовет,2010,1.0
22622424,Глуховский сельсовет,2011,1.0
22622424,Глуховский сельсовет,2012,1.0
22622424,Глуховский сельсовет,2013,1.0
22622440,Капустихинский сельсовет,2011,0.0
22622444,Красноярский сельсовет,2008,1.0
22622452,Нахратовский сельсовет,2011,0.0
22622456,Нестиарский сельсовет,2008,1.0
22622456,Нестиарский сельсовет,2009,1.0
22622456,Нестиарский сельсовет,2010,1.0
22622456,Нестиарский сельсовет,2011,0.0
22622460,Староустинский сельсовет,2008,1.0
22622460,Староустинский сельсовет,2009,1.0
22622460,Староустинский сельсовет,2011,0.0
22624000,Выксунский муниципальный район (с 2012 г. городской округ г.Выкса),2008,188.0
22624000,Выксунский муниципальный район (с 2012 г. городской округ г.Выкса),2009,203.0
22624000,Выксунский муниципальный район (с 2012 г. городской округ г.Выкса),2010,206.0
22624101,город Выкса,2008,175.0
22624101,город Выкса,2009,182.0
22624101,город Выкса,2010,180.0
22624101,город Выкса,2011,206.0
22624159,рабочий поселок Досчатое,2008,2.0
22624159,рабочий поселок Досчатое,2009,11.0
22624159,рабочий поселок Досчатое,2010,16.0
22624162,рабочий поселок Шиморское,2008,11.0
22624162,рабочий поселок Шиморское,2009,9.0
22624162,рабочий поселок Шиморское,2010,8.0
22624412,Новодмитриевский сельсовет,2009,1.0
22624412,Новодмитриевский сельсовет,2010,2.0
22626000,Гагинский муниципальный район,2008,22.0
22626000,Гагинский муниципальный район,2009,23.0
22626000,Гагинский муниципальный район,2010,24.0
22626000,Гагинский муниципальный район,2011,23.0
22626000,Гагинский муниципальный район,2012,29.0
22626000,Гагинский муниципальный район,2013,32.0
22626404,Большеаратский сельсовет,2008,1.0
22626404,Большеаратский сельсовет,2009,1.0
22626404,Большеаратский сельсовет,2010,1.0
22626404,Большеаратский сельсовет,2011,1.0
22626404,Большеаратский сельсовет,2012,1.0
22626404,Большеаратский сельсовет,2013,1.0
22626412,Гагинский сельсовет,2008,21.0
22626412,Гагинский сельсовет,2009,22.0
22626412,Гагинский сельсовет,2010,23.0
22626412,Гагинский сельсовет,2011,22.0
22626412,Гагинский сельсовет,2012,28.0
22626412,Гагинский сельсовет,2013,31.0
22628000,Городецкий муниципальный район,2008,274.0
22628000,Городецкий муниципальный район,2009,277.0
22628000,Городецкий муниципальный район,2010,271.0
22628000,Городецкий муниципальный район,2011,269.0
22628000,Городецкий муниципальный район,2012,271.0
22628000,Городецкий муниципальный район,2013,245.0
22628101,Город Городец,2008,105.0
22628101,Город Городец,2009,109.0
22628101,Город Городец,2010,109.0
22628101,Город Городец,2011,107.0
22628101,Город Городец,2012,110.0
22628101,Город Городец,2013,98.0
22628103,Город Заволжье,2008,152.0
22628103,Город Заволжье,2009,150.0
22628103,Город Заволжье,2010,144.0
22628103,Город Заволжье,2011,145.0
22628103,Город Заволжье,2012,143.0
22628103,Город Заволжье,2013,130.0
22628154,рабочий поселок Первомайский,2008,7.0
22628154,рабочий поселок Первомайский,2009,8.0
22628154,рабочий поселок Первомайский,2010,8.0
22628154,рабочий поселок Первомайский,2011,7.0
22628154,рабочий поселок Первомайский,2012,7.0
22628154,рабочий поселок Первомайский,2013,7.0
22628404,Бриляковский сельсовет,2008,1.0
22628404,Бриляковский сельсовет,2009,1.0
22628404,Бриляковский сельсовет,2010,1.0
22628404,Бриляковский сельсовет,2011,1.0
22628404,Бриляковский сельсовет,2012,1.0
22628404,Бриляковский сельсовет,2013,1.0
22628416,Зиняковский сельсовет,2008,1.0
22628416,Зиняковский сельсовет,2009,2.0
22628416,Зиняковский сельсовет,2010,2.0
22628416,Зиняковский сельсовет,2011,2.0
22628416,Зиняковский сельсовет,2012,2.0
22628416,Зиняковский сельсовет,2013,2.0
22628419,Ильинский сельсовет,2008,1.0
22628422,Ковригинский сельсовет,2008,1.0
22628422,Ковригинский сельсовет,2009,1.0
22628422,Ковригинский сельсовет,2010,1.0
22628422,Ковригинский сельсовет,2011,1.0
22628422,Ковригинский сельсовет,2012,1.0
22628422,Ковригинский сельсовет,2013,1.0
22628428,Кумохинский сельсовет,2008,3.0
22628428,Кумохинский сельсовет,2009,3.0
22628428,Кумохинский сельсовет,2010,3.0
22628428,Кумохинский сельсовет,2011,3.0
22628428,Кумохинский сельсовет,2012,3.0
22628428,Кумохинский сельсовет,2013,3.0
22628440,Мошковский сельсовет,2008,1.0
22628440,Мошковский сельсовет,2009,1.0
22628440,Мошковский сельсовет,2010,1.0
22628440,Мошковский сельсовет,2011,1.0
22628440,Мошковский сельсовет,2012,2.0
22628440,Мошковский сельсовет,2013,2.0
22628452,Тимирязевский сельсовет,2008,1.0
22628452,Тимирязевский сельсовет,2009,1.0
22628452,Тимирязевский сельсовет,2010,1.0
22628452,Тимирязевский сельсовет,2011,1.0
22628452,Тимирязевский сельсовет,2012,1.0
22628452,Тимирязевский сельсовет,2013,1.0
22628458,Федуринский сельсовет,2008,1.0
22628458,Федуринский сельсовет,2009,1.0
22628458,Федуринский сельсовет,2010,1.0
22628458,Федуринский сельсовет,2011,1.0
22628458,Федуринский сельсовет,2012,1.0
22630000,Дальнеконстантиновский муниципальный район,2008,35.0
22630000,Дальнеконстантиновский муниципальный район,2009,40.0
22630000,Дальнеконстантиновский муниципальный район,2010,34.0
22630000,Дальнеконстантиновский муниципальный район,2011,40.0
22630000,Дальнеконстантиновский муниципальный район,2012,41.0
22630000,Дальнеконстантиновский муниципальный район,2013,38.0
22630151,рабочий поселок Дальнее Константиново,2008,32.0
22630151,рабочий поселок Дальнее Константиново,2009,35.0
22630151,рабочий поселок Дальнее Константиново,2010,30.0
22630151,рабочий поселок Дальнее Константиново,2011,35.0
22630151,рабочий поселок Дальнее Константиново,2012,36.0
22630151,рабочий поселок Дальнее Константиново,2013,33.0
22630412,Богоявленский сельсовет,2011,0.0
22630420,Нижегородский сельсовет,2008,2.0
22630420,Нижегородский сельсовет,2009,2.0
22630420,Нижегородский сельсовет,2010,2.0
22630420,Нижегородский сельсовет,2011,2.0
22630420,Нижегородский сельсовет,2012,2.0
22630420,Нижегородский сельсовет,2013,2.0
22630428,Кужутский сельсовет,2011,0.0
22630430,Малопицкий сельсовет,2011,0.0
22630440,Сарлейский сельсовет,2011,0.0
22630448,Суроватихинский сельсовет,2008,1.0
22630448,Суроватихинский сельсовет,2009,3.0
22630448,Суроватихинский сельсовет,2010,2.0
22630448,Суроватихинский сельсовет,2011,3.0
22630448,Суроватихинский сельсовет,2012,3.0
22630448,Суроватихинский сельсовет,2013,3.0
22630456,Тепелевский сельсовет,2011,0.0
22631000,Володарский муниципальный район,2008,140.0
22631000,Володарский муниципальный район,2009,168.0
22631000,Володарский муниципальный район,2010,200.0
22631000,Володарский муниципальный район,2011,160.0
22631000,Володарский муниципальный район,2012,71.0
22631000,Володарский муниципальный район,2013,81.0
22631103,Город Володарск,2008,39.0
22631103,Город Володарск,2009,42.0
22631103,Город Володарск,2010,41.0
22631103,Город Володарск,2011,40.0
22631103,Город Володарск,2012,38.0
22631103,Город Володарск,2013,42.0
22631160,рабочий поселок Ильиногорск,2008,16.0
22631160,рабочий поселок Ильиногорск,2009,16.0
22631160,рабочий поселок Ильиногорск,2010,13.0
22631160,рабочий поселок Ильиногорск,2011,13.0
22631160,рабочий поселок Ильиногорск,2012,13.0
22631160,рабочий поселок Ильиногорск,2013,10.0
22631162,рабочий поселок Красная Горка,2009,0.0
22631168,рабочий поселок Решетиха,2008,11.0
22631168,рабочий поселок Решетиха,2009,11.0
22631168,рабочий поселок Решетиха,2010,12.0
22631168,рабочий поселок Решетиха,2011,13.0
22631168,рабочий поселок Решетиха,2012,7.0
22631168,рабочий поселок Решетиха,2013,13.0
22631170,рабочий поселок Смолино,2008,1.0
22631170,рабочий поселок Смолино,2009,3.0
22631170,рабочий поселок Смолино,2010,1.0
22631170,рабочий поселок Смолино,2011,1.0
22631170,рабочий поселок Смолино,2012,1.0
22631173,рабочий поселок Фролищи,2008,2.0
22631173,рабочий поселок Фролищи,2009,2.0
22631173,рабочий поселок Фролищи,2010,2.0
22631173,рабочий поселок Фролищи,2011,2.0
22631173,рабочий поселок Фролищи,2012,2.0
22631173,рабочий поселок Фролищи,2013,2.0
22631176,рабочий поселок Центральный,2008,1.0
22631176,рабочий поселок Центральный,2009,1.0
22631176,рабочий поселок Центральный,2010,1.0
22631176,рабочий поселок Центральный,2011,1.0
22631176,рабочий поселок Центральный,2012,1.0
22631176,рабочий поселок Центральный,2013,1.0
22631179,рабочий поселок Юганец,2008,6.0
22631179,рабочий поселок Юганец,2009,5.0
22631179,рабочий поселок Юганец,2010,4.0
22631179,рабочий поселок Юганец,2011,5.0
22631179,рабочий поселок Юганец,2012,3.0
22631179,рабочий поселок Юганец,2013,5.0
22631404,Золинский сельсовет,2008,3.0
22631404,Золинский сельсовет,2009,2.0
22631404,Золинский сельсовет,2010,2.0
22631404,Золинский сельсовет,2011,2.0
22631404,Золинский сельсовет,2012,2.0
22631404,Золинский сельсовет,2013,2.0
22631408,Ильинский сельсовет,2009,0.0
22631411,Мулинский сельсовет,2008,61.0
22631411,Мулинский сельсовет,2009,86.0
22631411,Мулинский сельсовет,2010,124.0
22631411,Мулинский сельсовет,2011,83.0
22631411,Мулинский сельсовет,2012,4.0
22631411,Мулинский сельсовет,2013,6.0
22632000,Дивеевский муниципальный район,2008,32.0
22632000,Дивеевский муниципальный район,2009,30.0
22632000,Дивеевский муниципальный район,2010,31.0
22632000,Дивеевский муниципальный район,2011,35.0
22632000,Дивеевский муниципальный район,2012,39.0
22632000,Дивеевский муниципальный район,2013,37.0
22632408,Верякушский сельсовет,2011,0.0
22632412,Глуховский сельсовет,2008,1.0
22632412,Глуховский сельсовет,2009,1.0
22632412,Глуховский сельсовет,2010,1.0
22632412,Глуховский сельсовет,2011,1.0
22632412,Глуховский сельсовет,2012,1.0
22632412,Глуховский сельсовет,2013,1.0
22632416,Дивеевский сельсовет,2008,27.0
22632416,Дивеевский сельсовет,2009,25.0
22632416,Дивеевский сельсовет,2010,25.0
22632416,Дивеевский сельсовет,2011,29.0
22632416,Дивеевский сельсовет,2012,35.0
22632416,Дивеевский сельсовет,2013,32.0
22632420,Елизарьевский сельсовет,2011,0.0
22632424,Ивановский сельсовет,2008,1.0
22632424,Ивановский сельсовет,2009,1.0
22632424,Ивановский сельсовет,2010,1.0
22632424,Ивановский сельсовет,2011,1.0
22632424,Ивановский сельсовет,2012,1.0
22632424,Ивановский сельсовет,2013,1.0
22632432,Сатисский сельсовет,2008,3.0
22632432,Сатисский сельсовет,2009,3.0
22632432,Сатисский сельсовет,2010,4.0
22632432,Сатисский сельсовет,2011,4.0
22632432,Сатисский сельсовет,2012,2.0
22632432,Сатисский сельсовет,2013,3.0
22633000,Княгининский муниципальный район,2008,21.0
22633000,Княгининский муниципальный район,2009,22.0
22633000,Княгининский муниципальный район,2010,23.0
22633000,Княгининский муниципальный район,2011,23.0
22633000,Княгининский муниципальный район,2012,24.0
22633000,Княгининский муниципальный район,2013,24.0
