oktmo,name,year,docsnum
66627000,Монастырщинский муниципальный район,2012,29.0
66627000,Монастырщинский муниципальный район,2013,23.0
66627151,Монастырщинское,2008,24.0
66627151,Монастырщинское,2009,27.0
66627151,Монастырщинское,2010,24.0
66627151,Монастырщинское,2011,27.0
66627151,Монастырщинское,2012,28.0
66627151,Монастырщинское,2013,21.0
66627475,Татарское,2009,1.0
66627475,Татарское,2010,1.0
66627475,Татарское,2011,1.0
66627475,Татарское,2012,1.0
66627475,Татарское,2013,1.0
66627480,Соболевское,2013,1.0
66630000,Новодугинский муниципальный район,2008,17.0
66630000,Новодугинский муниципальный район,2009,17.0
66630000,Новодугинский муниципальный район,2010,15.0
66630000,Новодугинский муниципальный район,2011,16.0
66630000,Новодугинский муниципальный район,2012,15.0
66630000,Новодугинский муниципальный район,2013,15.0
66630410,Высоковское,2008,1.0
66630410,Высоковское,2009,1.0
66630410,Высоковское,2010,1.0
66630410,Высоковское,2011,1.0
66630410,Высоковское,2012,1.0
66630410,Высоковское,2013,1.0
66630415,Днепровское,2008,2.0
66630415,Днепровское,2009,1.0
66630415,Днепровское,2011,1.0
66630415,Днепровское,2012,1.0
66630415,Днепровское,2013,1.0
66630425,Капустинское,2012,0.0
66630425,Капустинское,2013,0.0
66630435,Новодугинское,2008,13.0
66630435,Новодугинское,2009,14.0
66630435,Новодугинское,2010,13.0
66630435,Новодугинское,2011,13.0
66630435,Новодугинское,2012,12.0
66630435,Новодугинское,2013,12.0
66630440,Тесовское,2008,1.0
66630440,Тесовское,2009,1.0
66630440,Тесовское,2010,1.0
66630440,Тесовское,2011,1.0
66630440,Тесовское,2012,1.0
66630440,Тесовское,2013,1.0
66633000,Починковский муниципальный район,2008,74.0
66633000,Починковский муниципальный район,2009,79.0
66633000,Починковский муниципальный район,2010,83.0
66633000,Починковский муниципальный район,2011,74.0
66633000,Починковский муниципальный район,2012,75.0
66633000,Починковский муниципальный район,2013,75.0
66633101,Починковское,2008,55.0
66633101,Починковское,2009,52.0
66633101,Починковское,2010,56.0
66633101,Починковское,2011,56.0
66633101,Починковское,2012,57.0
66633101,Починковское,2013,57.0
66633485,Стодолищенское,2008,17.0
66633485,Стодолищенское,2009,24.0
66633485,Стодолищенское,2010,24.0
66633485,Стодолищенское,2011,15.0
66633485,Стодолищенское,2012,15.0
66633485,Стодолищенское,2013,15.0
66633495,Шаталовское,2008,2.0
66633495,Шаталовское,2009,3.0
66633495,Шаталовское,2010,3.0
66633495,Шаталовское,2011,3.0
66633495,Шаталовское,2012,3.0
66633495,Шаталовское,2013,3.0
66636000,Рославльский муниципальный район,2008,170.0
66636000,Рославльский муниципальный район,2009,163.0
66636000,Рославльский муниципальный район,2010,161.0
66636000,Рославльский муниципальный район,2011,159.0
66636000,Рославльский муниципальный район,2012,147.0
66636000,Рославльский муниципальный район,2013,138.0
66636101,Рославльское,2008,156.0
66636101,Рославльское,2009,151.0
66636101,Рославльское,2010,150.0
66636101,Рославльское,2011,150.0
66636101,Рославльское,2012,140.0
66636101,Рославльское,2013,132.0
66636430,Екимовичское,2008,9.0
66636430,Екимовичское,2009,8.0
66636430,Екимовичское,2010,7.0
66636430,Екимовичское,2011,7.0
66636430,Екимовичское,2012,5.0
66636430,Екимовичское,2013,4.0
66636470,Остерское,2008,3.0
66636470,Остерское,2009,3.0
66636470,Остерское,2010,3.0
66636470,Остерское,2011,1.0
66636470,Остерское,2012,1.0
66636470,Остерское,2013,1.0
66636476,Пригорьевское,2008,2.0
66636476,Пригорьевское,2009,1.0
66636476,Пригорьевское,2010,1.0
66636476,Пригорьевское,2011,1.0
66636476,Пригорьевское,2012,1.0
66636476,Пригорьевское,2013,1.0
66638000,Руднянский муниципальный район,2008,49.0
66638000,Руднянский муниципальный район,2009,53.0
66638000,Руднянский муниципальный район,2010,48.0
66638000,Руднянский муниципальный район,2011,57.0
66638000,Руднянский муниципальный район,2012,57.0
66638000,Руднянский муниципальный район,2013,53.0
66638101,Руднянское,2008,44.0
66638101,Руднянское,2009,49.0
66638101,Руднянское,2010,44.0
66638101,Руднянское,2011,52.0
66638101,Руднянское,2012,52.0
66638101,Руднянское,2013,46.0
66638153,Голынковское,2008,3.0
66638153,Голынковское,2009,3.0
66638153,Голынковское,2010,3.0
66638153,Голынковское,2011,4.0
66638153,Голынковское,2012,3.0
66638153,Голынковское,2013,4.0
66638475,Понизовское,2008,2.0
66638475,Понизовское,2009,1.0
66638475,Понизовское,2010,1.0
66638475,Понизовское,2011,1.0
66638475,Понизовское,2012,2.0
66638475,Понизовское,2013,3.0
66638495,Казимировское,2013,0.0
66641000,Сафоновский муниципальный район,2008,193.0
66641000,Сафоновский муниципальный район,2009,196.0
66641000,Сафоновский муниципальный район,2010,188.0
66641000,Сафоновский муниципальный район,2011,185.0
66641000,Сафоновский муниципальный район,2012,182.0
66641000,Сафоновский муниципальный район,2013,181.0
66641101,Сафоновское,2008,183.0
66641101,Сафоновское,2009,184.0
66641101,Сафоновское,2010,176.0
66641101,Сафоновское,2011,174.0
66641101,Сафоновское,2012,169.0
66641101,Сафоновское,2013,167.0
66641153,Издешковское,2008,3.0
66641153,Издешковское,2009,5.0
66641153,Издешковское,2010,5.0
66641153,Издешковское,2011,4.0
66641153,Издешковское,2012,4.0
66641153,Издешковское,2013,5.0
66641435,Дроздовское,2008,7.0
66641435,Дроздовское,2009,7.0
66641435,Дроздовское,2010,7.0
66641435,Дроздовское,2011,7.0
66641435,Дроздовское,2012,9.0
66641435,Дроздовское,2013,9.0
66644000,Смоленский муниципальный район,2008,140.0
66644000,Смоленский муниципальный район,2009,189.0
66644000,Смоленский муниципальный район,2010,188.0
66644000,Смоленский муниципальный район,2011,179.0
66644000,Смоленский муниципальный район,2012,186.0
66644000,Смоленский муниципальный район,2013,177.0
66644415,Волоковское,2012,0.0
66644417,Вязгинское,2013,4.0
66644421,Гнездовское,2008,1.0
66644421,Гнездовское,2009,3.0
66644421,Гнездовское,2010,3.0
66644421,Гнездовское,2011,3.0
66644421,Гнездовское,2012,3.0
66644421,Гнездовское,2013,3.0
66644424,Дивасовское,2008,1.0
66644433,Касплянское,2008,3.0
66644433,Касплянское,2009,3.0
66644433,Касплянское,2010,2.0
66644433,Касплянское,2011,2.0
66644433,Касплянское,2012,2.0
66644433,Касплянское,2013,2.0
66644436,Катынское,2008,7.0
66644436,Катынское,2009,30.0
66644436,Катынское,2010,30.0
66644436,Катынское,2011,29.0
66644436,Катынское,2012,31.0
66644436,Катынское,2013,24.0
66644442,Корохоткинское,2008,77.0
66644442,Корохоткинское,2009,104.0
66644442,Корохоткинское,2010,104.0
66644442,Корохоткинское,2011,99.0
66644442,Корохоткинское,2012,104.0
66644442,Корохоткинское,2013,96.0
66644445,Кощинское,2008,2.0
66644445,Кощинское,2009,3.0
66644445,Кощинское,2010,3.0
66644445,Кощинское,2011,2.0
66644445,Кощинское,2012,3.0
66644445,Кощинское,2013,3.0
66644474,Печерское,2008,14.0
66644474,Печерское,2009,14.0
66644474,Печерское,2010,14.0
66644474,Печерское,2011,14.0
66644474,Печерское,2012,14.0
66644474,Печерское,2013,14.0
66644476,Пионерское,2008,1.0
66644476,Пионерское,2009,1.0
66644476,Пионерское,2010,1.0
66644476,Пионерское,2011,1.0
66644476,Пионерское,2012,1.0
66644476,Пионерское,2013,1.0
66644482,Пригорское,2008,11.0
66644482,Пригорское,2009,11.0
66644482,Пригорское,2010,11.0
66644482,Пригорское,2011,11.0
66644482,Пригорское,2012,11.0
66644482,Пригорское,2013,13.0
66644484,Сметанинское,2008,1.0
66644484,Сметанинское,2009,2.0
66644484,Сметанинское,2010,2.0
66644484,Сметанинское,2011,1.0
66644484,Сметанинское,2012,1.0
66644484,Сметанинское,2013,1.0
66644486,Стабенское,2008,17.0
66644486,Стабенское,2009,13.0
66644486,Стабенское,2010,13.0
66644486,Стабенское,2011,13.0
66644486,Стабенское,2012,13.0
66644486,Стабенское,2013,13.0
66644492,Талашкинское,2008,3.0
66644492,Талашкинское,2009,2.0
66644492,Талашкинское,2010,2.0
66644492,Талашкинское,2011,2.0
66644492,Талашкинское,2012,2.0
66644492,Талашкинское,2013,2.0
66644498,Хохловское,2008,2.0
66644498,Хохловское,2009,3.0
66644498,Хохловское,2010,3.0
66644498,Хохловское,2011,2.0
66644498,Хохловское,2012,1.0
66644498,Хохловское,2013,1.0
66646000,Сычевский муниципальный район,2008,24.0
66646000,Сычевский муниципальный район,2009,47.0
66646000,Сычевский муниципальный район,2010,43.0
66646000,Сычевский муниципальный район,2011,47.0
66646000,Сычевский муниципальный район,2012,45.0
66646000,Сычевский муниципальный район,2013,41.0
66646101,Сычевское,2008,23.0
66646101,Сычевское,2009,46.0
66646101,Сычевское,2010,42.0
66646101,Сычевское,2011,46.0
66646101,Сычевское,2012,45.0
66646101,Сычевское,2013,40.0
66646415,Середское,2013,0.0
66646430,Вараксинское,2008,1.0
66646430,Вараксинское,2009,1.0
66646430,Вараксинское,2010,1.0
66646430,Вараксинское,2011,1.0
66646430,Вараксинское,2013,1.0
66648000,Темкинский муниципальный район,2008,6.0
66648000,Темкинский муниципальный район,2009,5.0
66648000,Темкинский муниципальный район,2010,7.0
66648000,Темкинский муниципальный район,2011,6.0
66648000,Темкинский муниципальный район,2012,7.0
66648000,Темкинский муниципальный район,2013,7.0
66648430,Кикинское,2013,0.0
66648450,Темкинское,2008,6.0
66648450,Темкинское,2009,5.0
66648450,Темкинское,2010,7.0
66648450,Темкинское,2011,6.0
66648450,Темкинское,2012,7.0
66648450,Темкинское,2013,7.0
66650000,Угранский муниципальный район,2008,22.0
66650000,Угранский муниципальный район,2009,20.0
66650000,Угранский муниципальный район,2010,20.0
66650000,Угранский муниципальный район,2011,18.0
66650000,Угранский муниципальный район,2012,18.0
66650000,Угранский муниципальный район,2013,18.0
66650151,Угранское,2008,20.0
66650151,Угранское,2009,18.0
66650151,Угранское,2010,18.0
66650151,Угранское,2011,16.0
66650151,Угранское,2012,16.0
66650151,Угранское,2013,16.0
66650420,Всходское,2008,1.0
66650420,Всходское,2009,1.0
66650420,Всходское,2010,1.0
66650420,Всходское,2011,1.0
66650420,Всходское,2012,1.0
66650420,Всходское,2013,1.0
66650435,Знаменское,2008,1.0
66650435,Знаменское,2009,1.0
66650435,Знаменское,2010,1.0
66650435,Знаменское,2011,1.0
66650435,Знаменское,2012,1.0
66650435,Знаменское,2013,1.0
66652000,Хиславичский муниципальный район,2008,17.0
66652000,Хиславичский муниципальный район,2009,16.0
66652000,Хиславичский муниципальный район,2010,18.0
66652000,Хиславичский муниципальный район,2011,17.0
66652000,Хиславичский муниципальный район,2012,17.0
66652000,Хиславичский муниципальный район,2013,18.0
66652151,Хиславичское,2008,17.0
66652151,Хиславичское,2009,16.0
66652151,Хиславичское,2010,18.0
66652151,Хиславичское,2011,17.0
66652151,Хиславичское,2012,17.0
66652151,Хиславичское,2013,18.0
66654000,Холм-Жирковский муниципальный район,2008,20.0
66654000,Холм-Жирковский муниципальный район,2009,21.0
66654000,Холм-Жирковский муниципальный район,2010,20.0
66654000,Холм-Жирковский муниципальный район,2011,17.0
66654000,Холм-Жирковский муниципальный район,2012,15.0
66654000,Холм-Жирковский муниципальный район,2013,16.0
66654151,Холм-Жирковское,2008,17.0
66654151,Холм-Жирковское,2009,18.0
66654151,Холм-Жирковское,2010,18.0
66654151,Холм-Жирковское,2011,14.0
66654151,Холм-Жирковское,2012,12.0
66654151,Холм-Жирковское,2013,13.0
66654415,Богдановское,2008,1.0
66654415,Богдановское,2009,1.0
66654415,Богдановское,2011,1.0
66654415,Богдановское,2012,1.0
66654415,Богдановское,2013,1.0
66654425,Игоревское,2008,1.0
66654425,Игоревское,2009,1.0
66654425,Игоревское,2010,1.0
66654425,Игоревское,2011,1.0
66654425,Игоревское,2012,1.0
66654425,Игоревское,2013,1.0
66654472,Тупиковское,2008,1.0
66654472,Тупиковское,2009,1.0
66654472,Тупиковское,2010,1.0
66654472,Тупиковское,2011,1.0
66654472,Тупиковское,2012,1.0
66654472,Тупиковское,2013,1.0
66656000,Шумячский муниципальный район,2008,19.0
66656000,Шумячский муниципальный район,2009,24.0
66656000,Шумячский муниципальный район,2010,22.0
66656000,Шумячский муниципальный район,2011,22.0
66656000,Шумячский муниципальный район,2012,19.0
66656000,Шумячский муниципальный район,2013,21.0
66656151,Шумячское,2008,18.0
66656151,Шумячское,2009,22.0
66656151,Шумячское,2010,22.0
66656151,Шумячское,2011,22.0
66656151,Шумячское,2012,19.0
66656151,Шумячское,2013,21.0
66656445,Первомайское,2008,1.0
66656445,Первомайское,2009,2.0
66658000,Ярцевский муниципальный район,2008,155.0
66658000,Ярцевский муниципальный район,2009,168.0
66658000,Ярцевский муниципальный район,2010,162.0
66658000,Ярцевский муниципальный район,2011,164.0
66658000,Ярцевский муниципальный район,2012,156.0
66658000,Ярцевский муниципальный район,2013,152.0
66658101,Ярцевское,2008,152.0
66658101,Ярцевское,2009,165.0
66658101,Ярцевское,2010,159.0
66658101,Ярцевское,2011,161.0
66658101,Ярцевское,2012,155.0
66658101,Ярцевское,2013,151.0
66658415,Капыревщинское,2008,2.0
66658415,Капыревщинское,2009,2.0
66658415,Капыревщинское,2010,3.0
66658415,Капыревщинское,2011,3.0
66658415,Капыревщинское,2012,1.0
66658415,Капыревщинское,2013,1.0
66658425,Репинское,2008,1.0
66658425,Репинское,2009,1.0
66701000,город Смоленск,2008,2241.0
66701000,город Смоленск,2009,2310.0
66701000,город Смоленск,2010,2459.0
66701000,город Смоленск,2011,2452.0
66701000,город Смоленск,2012,2610.0
66701000,город Смоленск,2013,2602.0
66710000,город Десногорск,2008,115.0
66710000,город Десногорск,2009,124.0
66710000,город Десногорск,2010,125.0
66710000,город Десногорск,2011,128.0
66710000,город Десногорск,2012,121.0
66710000,город Десногорск,2013,117.0
68602000,Бондарский муниципальный район,2008,18.0
68602000,Бондарский муниципальный район,2009,17.0
68602000,Бондарский муниципальный район,2010,17.0
68602000,Бондарский муниципальный район,2011,15.0
68602000,Бондарский муниципальный район,2012,15.0
68602000,Бондарский муниципальный район,2013,15.0
68602405,Бондарский сельсовет,2008,15.0
68602405,Бондарский сельсовет,2009,14.0
68602405,Бондарский сельсовет,2010,15.0
68602405,Бондарский сельсовет,2011,13.0
68602405,Бондарский сельсовет,2012,13.0
68602405,Бондарский сельсовет,2013,14.0
68602410,Граждановский сельсовет,2008,1.0
68602410,Граждановский сельсовет,2009,1.0
68602415,Кёршинский сельсовет,2008,1.0
68602415,Кёршинский сельсовет,2009,1.0
68602415,Кёршинский сельсовет,2010,1.0
68602415,Кёршинский сельсовет,2011,1.0
68602415,Кёршинский сельсовет,2012,1.0
68602420,Кривополянский сельсовет,2009,0.0
68602425,Куровщинский сельсовет,2009,0.0
68602430,Максимовский сельсовет,2009,0.0
68602435,Малогагаринский сельсовет,2009,0.0
68602440,Митропольский сельсовет,2009,0.0
68602445,Нащёкинский сельсовет,2009,0.0
68602450,Пахотноугловский сельсовет,2008,1.0
68602450,Пахотноугловский сельсовет,2009,1.0
68602450,Пахотноугловский сельсовет,2010,1.0
68602450,Пахотноугловский сельсовет,2011,1.0
68602450,Пахотноугловский сельсовет,2012,1.0
68602450,Пахотноугловский сельсовет,2013,1.0
68602455,Прибыткинский сельсовет,2009,0.0
68603000,Гавриловский муниципальный район,2008,13.0
68603000,Гавриловский муниципальный район,2009,16.0
68603000,Гавриловский муниципальный район,2010,17.0
68603000,Гавриловский муниципальный район,2011,15.0
68603000,Гавриловский муниципальный район,2012,18.0
68603000,Гавриловский муниципальный район,2013,16.0
68603403,Булгаковский сельсовет,2009,0.0
68603408,ND,2008,6.0
68603408,ND,2009,2.0
68603408,ND,2010,3.0
68603408,ND,2011,3.0
68603408,ND,2012,4.0
68603410,ND,2008,4.0
68603410,ND,2009,12.0
68603410,ND,2010,12.0
68603410,ND,2011,10.0
68603410,ND,2012,12.0
68603410,ND,2013,12.0
68603413,Глуховский сельсовет,2009,0.0
68603416,Гусевский сельсовет,2009,0.0
68603419,Дмитриевский сельсовет,2009,0.0
68603430,Козьмодемьяновский сельсовет,2009,0.0
68603432,Кондауровский сельсовет,2009,0.0
68603438,ND,2008,1.0
68603438,ND,2009,1.0
68603438,ND,2010,1.0
68603438,ND,2011,1.0
68603438,ND,2012,1.0
68603438,ND,2013,2.0
68603441,Пересыпкинский сельсовет,2008,2.0
68603441,Пересыпкинский сельсовет,2009,1.0
68603441,Пересыпкинский сельсовет,2010,1.0
68603441,Пересыпкинский сельсовет,2011,1.0
68603441,Пересыпкинский сельсовет,2012,1.0
68603441,Пересыпкинский сельсовет,2013,2.0
68603442,ND,2009,0.0
68603458,Чуповский сельсовет,2009,0.0
68604000,Жердевский муниципальный район,2008,53.0
68604000,Жердевский муниципальный район,2009,53.0
68604000,Жердевский муниципальный район,2010,51.0
68604000,Жердевский муниципальный район,2011,51.0
68604000,Жердевский муниципальный район,2012,49.0
68604000,Жердевский муниципальный район,2013,50.0
68604101,город Жердевка,2008,53.0
68604101,город Жердевка,2009,44.0
68604101,город Жердевка,2010,49.0
68604101,город Жердевка,2011,46.0
68604101,город Жердевка,2012,44.0
68604101,город Жердевка,2013,46.0
68604410,Бурнакский сельсовет,2009,3.0
68604410,Бурнакский сельсовет,2011,1.0
68604410,Бурнакский сельсовет,2012,1.0
68604410,Бурнакский сельсовет,2013,1.0
68604415,Володарский сельсовет,2009,1.0
68604465,Туголуковский сельсовет,2009,2.0
68604465,Туголуковский сельсовет,2011,1.0
68604465,Туголуковский сельсовет,2012,1.0
68604465,Туголуковский сельсовет,2013,1.0
68604470,Шпикуловский сельсовет,2009,3.0
68604470,Шпикуловский сельсовет,2010,2.0
68604470,Шпикуловский сельсовет,2011,3.0
68604470,Шпикуловский сельсовет,2012,3.0
68604470,Шпикуловский сельсовет,2013,2.0
68606000,Знаменский муниципальный район,2008,32.0
68606000,Знаменский муниципальный район,2009,31.0
68606000,Знаменский муниципальный район,2010,32.0
68606000,Знаменский муниципальный район,2011,35.0
68606000,Знаменский муниципальный район,2012,36.0
68606000,Знаменский муниципальный район,2013,37.0
68606151,Знаменский поссовет,2008,31.0
68606151,Знаменский поссовет,2009,31.0
68606151,Знаменский поссовет,2010,32.0
68606151,Знаменский поссовет,2011,33.0
68606151,Знаменский поссовет,2012,36.0
68606151,Знаменский поссовет,2013,36.0
68606415,Воронцовский сельсовет,2011,1.0
68606435,Никольский сельсовет,2013,0.0
68606450,Сухотинский сельсовет,2008,1.0
68606450,Сухотинский сельсовет,2011,1.0
68606450,Сухотинский сельсовет,2013,1.0
68608000,Инжавинский муниципальный район,2008,37.0
68608000,Инжавинский муниципальный район,2009,49.0
68608000,Инжавинский муниципальный район,2010,46.0
68608000,Инжавинский муниципальный район,2011,46.0
68608000,Инжавинский муниципальный район,2012,44.0
68608000,Инжавинский муниципальный район,2013,42.0
68608151,Инжавинский поссовет,2008,27.0
68608151,Инжавинский поссовет,2009,26.0
68608151,Инжавинский поссовет,2010,24.0
68608151,Инжавинский поссовет,2011,25.0
68608151,Инжавинский поссовет,2012,25.0
68608151,Инжавинский поссовет,2013,34.0
68608410,Землянский сельсовет,2008,1.0
68608410,Землянский сельсовет,2009,1.0
68608410,Землянский сельсовет,2010,1.0
68608410,Землянский сельсовет,2011,1.0
68608410,Землянский сельсовет,2012,1.0
68608415,Калугинский сельсовет,2008,1.0
68608415,Калугинский сельсовет,2009,1.0
68608415,Калугинский сельсовет,2010,1.0
68608415,Калугинский сельсовет,2012,1.0
68608425,ND,2008,2.0
68608425,ND,2009,2.0
68608425,ND,2010,2.0
68608425,ND,2011,2.0
68608425,ND,2012,2.0
68608430,Караульский сельсовет,2008,1.0
68608430,Караульский сельсовет,2009,1.0
68608430,Караульский сельсовет,2010,3.0
68608430,Караульский сельсовет,2011,3.0
68608430,Караульский сельсовет,2012,3.0
68608430,Караульский сельсовет,2013,1.0
68608435,Красивский сельсовет,2008,4.0
68608435,Красивский сельсовет,2009,17.0
68608435,Красивский сельсовет,2010,14.0
68608435,Красивский сельсовет,2011,14.0
68608435,Красивский сельсовет,2012,11.0
68608435,Красивский сельсовет,2013,7.0
68608470,Паревский сельсовет,2008,1.0
68608470,Паревский сельсовет,2009,1.0
68608470,Паревский сельсовет,2010,1.0
68608470,Паревский сельсовет,2011,1.0
68608470,Паревский сельсовет,2012,1.0
68610000,Кирсановский муниципальный район,2008,9.0
68610000,Кирсановский муниципальный район,2009,12.0
68610000,Кирсановский муниципальный район,2010,7.0
68610000,Кирсановский муниципальный район,2011,7.0
68610000,Кирсановский муниципальный район,2012,6.0
68610000,Кирсановский муниципальный район,2013,6.0
68610420,Ленинский сельсовет,2008,1.0
68610420,Ленинский сельсовет,2009,1.0
68610420,Ленинский сельсовет,2010,1.0
68610420,Ленинский сельсовет,2011,1.0
68610420,Ленинский сельсовет,2012,1.0
68610420,Ленинский сельсовет,2013,1.0
68610430,Калаисский сельсовет,2008,1.0
68610430,Калаисский сельсовет,2009,1.0
68610430,Калаисский сельсовет,2010,1.0
68610430,Калаисский сельсовет,2011,1.0
68610430,Калаисский сельсовет,2012,1.0
68610430,Калаисский сельсовет,2013,1.0
68610460,Подвигаловский сельсовет,2008,1.0
68610460,Подвигаловский сельсовет,2009,1.0
68610465,Соколовский сельсовет,2008,6.0
68610465,Соколовский сельсовет,2009,9.0
68610465,Соколовский сельсовет,2010,5.0
68610465,Соколовский сельсовет,2011,5.0
68610465,Соколовский сельсовет,2012,4.0
68610465,Соколовский сельсовет,2013,4.0
68612000,Мичуринский муниципальный район,2008,58.0
68612000,Мичуринский муниципальный район,2009,64.0
68612000,Мичуринский муниципальный район,2010,59.0
68612000,Мичуринский муниципальный район,2011,64.0
68612000,Мичуринский муниципальный район,2012,63.0
68612000,Мичуринский муниципальный район,2013,68.0
68612410,Глазковский сельсовет,2008,3.0
68612410,Глазковский сельсовет,2009,4.0
68612410,Глазковский сельсовет,2010,3.0
68612410,Глазковский сельсовет,2011,2.0
68612410,Глазковский сельсовет,2012,2.0
68612410,Глазковский сельсовет,2013,3.0
68612415,Жидиловский сельсовет,2008,4.0
68612415,Жидиловский сельсовет,2009,1.0
68612415,Жидиловский сельсовет,2010,2.0
68612415,Жидиловский сельсовет,2011,2.0
68612415,Жидиловский сельсовет,2012,1.0
68612415,Жидиловский сельсовет,2013,2.0
68612420,Заворонежский сельсовет,2008,47.0
68612420,Заворонежский сельсовет,2009,49.0
68612420,Заворонежский сельсовет,2010,46.0
68612420,Заворонежский сельсовет,2011,51.0
68612420,Заворонежский сельсовет,2012,50.0
68612420,Заворонежский сельсовет,2013,52.0
68612425,Изосимовский сельсовет,2008,3.0
68612425,Изосимовский сельсовет,2009,4.0
68612425,Изосимовский сельсовет,2010,3.0
68612425,Изосимовский сельсовет,2011,3.0
68612425,Изосимовский сельсовет,2012,3.0
68612425,Изосимовский сельсовет,2013,3.0
68612440,Новоникольский сельсовет,2009,6.0
68612440,Новоникольский сельсовет,2010,5.0
68612440,Новоникольский сельсовет,2011,6.0
68612440,Новоникольский сельсовет,2012,6.0
68612440,Новоникольский сельсовет,2013,7.0
68612455,Староказинский сельсовет,2008,1.0
68612455,Староказинский сельсовет,2012,1.0
68612455,Староказинский сельсовет,2013,1.0
68614000,Мордовский муниципальный район,2008,34.0
68614000,Мордовский муниципальный район,2009,34.0
68614000,Мордовский муниципальный район,2010,33.0
68614000,Мордовский муниципальный район,2011,33.0
68614000,Мордовский муниципальный район,2012,33.0
68614000,Мордовский муниципальный район,2013,34.0
68614151,Мордовский поссовет,2008,28.0
68614151,Мордовский поссовет,2009,28.0
68614151,Мордовский поссовет,2010,27.0
68614151,Мордовский поссовет,2011,27.0
68614151,Мордовский поссовет,2012,27.0
68614151,Мордовский поссовет,2013,28.0
68614154,Новопокровский поссовет,2008,2.0
68614154,Новопокровский поссовет,2009,2.0
68614154,Новопокровский поссовет,2010,2.0
68614154,Новопокровский поссовет,2011,2.0
68614154,Новопокровский поссовет,2012,2.0
68614154,Новопокровский поссовет,2013,2.0
68614420,Ивановский сельсовет,2008,1.0
68614420,Ивановский сельсовет,2009,1.0
68614420,Ивановский сельсовет,2010,1.0
68614420,Ивановский сельсовет,2011,1.0
68614420,Ивановский сельсовет,2012,1.0
68614420,Ивановский сельсовет,2013,1.0
68614440,Сосновский сельсовет,2008,1.0
68614440,Сосновский сельсовет,2009,1.0
68614440,Сосновский сельсовет,2010,1.0
68614440,Сосновский сельсовет,2011,1.0
68614440,Сосновский сельсовет,2012,1.0
68614440,Сосновский сельсовет,2013,1.0
68614455,Шульгинский сельсовет,2008,2.0
68614455,Шульгинский сельсовет,2009,2.0
68614455,Шульгинский сельсовет,2010,2.0
68614455,Шульгинский сельсовет,2011,2.0
68614455,Шульгинский сельсовет,2012,2.0
68614455,Шульгинский сельсовет,2013,2.0
68616000,Моршанский муниципальный район,2008,21.0
68616000,Моршанский муниципальный район,2009,22.0
68616000,Моршанский муниципальный район,2010,22.0
68616000,Моршанский муниципальный район,2011,21.0
68616000,Моршанский муниципальный район,2012,21.0
68616000,Моршанский муниципальный район,2013,19.0
68616404,Алгасовский сельсовет,2008,4.0
68616404,Алгасовский сельсовет,2009,4.0
68616404,Алгасовский сельсовет,2010,4.0
68616404,Алгасовский сельсовет,2011,4.0
68616404,Алгасовский сельсовет,2012,4.0
68616404,Алгасовский сельсовет,2013,4.0
68616408,Алкужборковский сельсовет,2008,1.0
68616420,Дмитриевский сельсовет,2008,1.0
68616436,Карельский сельсовет,2008,4.0
68616436,Карельский сельсовет,2009,6.0
68616436,Карельский сельсовет,2010,7.0
68616436,Карельский сельсовет,2011,5.0
68616436,Карельский сельсовет,2012,5.0
68616436,Карельский сельсовет,2013,5.0
68616440,Крюковский сельсовет,2008,1.0
68616444,Куликовский сельсовет,2008,2.0
68616448,Лёвинский сельсовет,2008,2.0
68616452,Новотомниковский сельсовет,2008,1.0
68616452,Новотомниковский сельсовет,2009,1.0
68616452,Новотомниковский сельсовет,2010,1.0
68616452,Новотомниковский сельсовет,2011,1.0
68616452,Новотомниковский сельсовет,2012,1.0
68616452,Новотомниковский сельсовет,2013,1.0
68616468,Ракшинский сельсовет,2008,2.0
68616468,Ракшинский сельсовет,2009,7.0
68616468,Ракшинский сельсовет,2010,8.0
68616468,Ракшинский сельсовет,2011,8.0
68616468,Ракшинский сельсовет,2012,8.0
68616468,Ракшинский сельсовет,2013,7.0
68616472,Серповский сельсовет,2008,2.0
68616472,Серповский сельсовет,2009,2.0
68616472,Серповский сельсовет,2010,2.0
68616472,Серповский сельсовет,2011,2.0
68616472,Серповский сельсовет,2012,2.0
68616472,Серповский сельсовет,2013,2.0
68616476,Старотомниковский сельсовет,2008,1.0
68616480,Устьинский сельсовет,2009,2.0
68616480,Устьинский сельсовет,2011,1.0
68616480,Устьинский сельсовет,2012,1.0
68618000,Мучкапский муниципальный район,2008,35.0
68618000,Мучкапский муниципальный район,2009,34.0
68618000,Мучкапский муниципальный район,2010,31.0
68618000,Мучкапский муниципальный район,2011,26.0
68618000,Мучкапский муниципальный район,2012,29.0
68618000,Мучкапский муниципальный район,2013,32.0
68618151,Мучкапский поссовет,2008,31.0
68618151,Мучкапский поссовет,2009,30.0
68618151,Мучкапский поссовет,2010,31.0
68618151,Мучкапский поссовет,2011,26.0
68618151,Мучкапский поссовет,2012,27.0
68618151,Мучкапский поссовет,2013,29.0
68618410,Заполатовский сельсовет,2008,1.0
68618410,Заполатовский сельсовет,2009,1.0
68618410,Заполатовский сельсовет,2012,1.0
68618410,Заполатовский сельсовет,2013,1.0
68618420,Кулябовский сельсовет,2008,1.0
68618420,Кулябовский сельсовет,2009,1.0
68618440,Троицкий сельсовет,2013,1.0
68618450,Шапкинский сельсовет,2008,2.0
