oktmo,name,year,goodcompincome
28714000,Вышневолоцкий,2013,146258.0
28714000,Вышневолоцкий,2014,313697.0
28714000,Вышневолоцкий,2015,144162.0
28714000,Вышневолоцкий,2016,114949.0
28714000,Вышневолоцкий,2017,89804.0
28714000,Вышневолоцкий,2018,142564.0
28714000,Вышневолоцкий,2019,276980.0
28714000,Вышневолоцкий,2020,366457.0
28714000,Вышневолоцкий,2021,617810.0
28714000,Вышневолоцкий,2022,527305.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2009,31788.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2010,62832.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2011,155192.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2012,136202.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2013,132036.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2014,155792.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2015,107664.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2016,98698.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2017,129156.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2018,158277.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2019,207003.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2020,523962.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2021,900356.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2022,1162641.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2009,207431.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2010,345125.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2011,659259.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2012,450208.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2013,804151.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2014,498962.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2015,661573.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2016,655071.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2017,414565.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2018,163033.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2019,444502.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2020,374602.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2021,527303.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2022,1016853.0
28750000,город Торжок,2009,556483.0
28750000,город Торжок,2010,580974.0
28750000,город Торжок,2011,597864.0
28750000,город Торжок,2012,575153.0
28750000,город Торжок,2013,279039.0
28750000,город Торжок,2014,357221.0
28750000,город Торжок,2015,439647.0
28750000,город Торжок,2016,527754.0
28750000,город Торжок,2017,663264.0
28750000,город Торжок,2018,617056.0
28750000,город Торжок,2019,540415.0
28750000,город Торжок,2020,246140.0
28750000,город Торжок,2021,399739.0
28750000,город Торжок,2022,1360466.0
28751000,Удомельский,2018,84225.0
28751000,Удомельский,2019,96174.0
28751000,Удомельский,2020,183082.0
28751000,Удомельский,2021,23331.0
28751000,Удомельский,2022,90332.0
28752000,Осташковский,2018,189192.0
28752000,Осташковский,2019,264861.0
28752000,Осташковский,2020,395021.0
28752000,Осташковский,2021,1164332.0
28752000,Осташковский,2022,255383.0
28758000,Кашинский,2019,32673.0
28758000,Кашинский,2020,65557.0
28758000,Кашинский,2021,25750.0
28758000,Кашинский,2022,83605.0
28759000,Нелидовский,2019,10024.0
28759000,Нелидовский,2020,1601.0
28759000,Нелидовский,2021,57746.0
28759000,Нелидовский,2022,4805.0
29602000,Бабынинский муниципальный район,2009,295447.0
29602000,Бабынинский муниципальный район,2010,382260.0
29602000,Бабынинский муниципальный район,2011,444516.0
29602000,Бабынинский муниципальный район,2012,525131.0
29602000,Бабынинский муниципальный район,2013,588272.0
29602000,Бабынинский муниципальный район,2014,415740.0
29602000,Бабынинский муниципальный район,2015,524967.0
29602000,Бабынинский муниципальный район,2016,183788.0
29602000,Бабынинский муниципальный район,2017,363331.0
29602000,Бабынинский муниципальный район,2018,327595.0
29602000,Бабынинский муниципальный район,2019,467782.0
29602000,Бабынинский муниципальный район,2020,484774.0
29602000,Бабынинский муниципальный район,2021,655987.0
29602000,Бабынинский муниципальный район,2022,1505950.0
29602103,поселок Воротынск,2009,290338.0
29602103,поселок Воротынск,2010,377115.0
29602103,поселок Воротынск,2011,369988.0
29602103,поселок Воротынск,2012,398954.0
29602103,поселок Воротынск,2013,481555.0
29602408,поселок Бабынино,2009,5109.0
29602408,поселок Бабынино,2010,4058.0
29602408,поселок Бабынино,2011,74200.0
29602408,поселок Бабынино,2012,126177.0
29602408,поселок Бабынино,2013,106717.0
29602408,поселок Бабынино,2018,48063.0
29602420,село Муромцево,2010,1087.0
29602420,село Муромцево,2011,328.0
29606000,Боровский муниципальный район,2009,1104080.0
29606000,Боровский муниципальный район,2010,7826332.0
29606000,Боровский муниципальный район,2011,9519857.0
29606000,Боровский муниципальный район,2012,7960310.0
29606000,Боровский муниципальный район,2013,4981488.0
29606000,Боровский муниципальный район,2014,6254326.0
29606000,Боровский муниципальный район,2015,7038892.0
29606000,Боровский муниципальный район,2016,14090380.0
29606000,Боровский муниципальный район,2017,16702238.0
29606000,Боровский муниципальный район,2018,22057759.0
29606000,Боровский муниципальный район,2019,21731775.0
29606000,Боровский муниципальный район,2020,18889019.0
29606000,Боровский муниципальный район,2021,36545200.0
29606000,Боровский муниципальный район,2022,27680480.0
29606101,город Боровск,2009,48672.0
29606101,город Боровск,2010,39898.0
29606101,город Боровск,2011,15312.0
29606101,город Боровск,2012,12736.0
29606101,город Боровск,2013,28748.0
29606101,город Боровск,2017,110605.0
29606101,город Боровск,2018,200004.0
29606105,город Балабаново,2009,31967.0
29606105,город Балабаново,2010,173591.0
29606105,город Балабаново,2011,404152.0
29606105,город Балабаново,2012,845844.0
29606105,город Балабаново,2013,616502.0
29606105,город Балабаново,2017,2971790.0
29606105,город Балабаново,2018,3235794.0
29606157,город Ермолино,2009,68913.0
29606157,город Ермолино,2010,90865.0
29606157,город Ермолино,2011,130436.0
29606157,город Ермолино,2012,704351.0
29606157,город Ермолино,2013,1570912.0
29606157,город Ермолино,2017,3479168.0
29606157,город Ермолино,2018,4552123.0
29606404,деревня Асеньевское,2009,1346.0
29606404,деревня Асеньевское,2010,1371.0
29606404,деревня Асеньевское,2011,810.0
29606404,деревня Асеньевское,2012,0.0
29606404,деревня Асеньевское,2013,341.0
29606412,село Совхоз Боровский,2013,2493.0
29606416,село Ворсино,2009,953182.0
29606416,село Ворсино,2010,7516935.0
29606416,село Ворсино,2011,8969020.0
29606416,село Ворсино,2012,6397379.0
29606416,село Ворсино,2013,2759446.0
29606416,село Ворсино,2017,10107043.0
29606416,село Ворсино,2018,13916826.0
29606432,деревня Совьяки,2010,3672.0
29606432,деревня Совьяки,2011,127.0
29606432,деревня Совьяки,2013,3046.0
29606436,деревня Кривское,2009,0.0
29608000,Дзержинский муниципальный район,2009,312445.0
29608000,Дзержинский муниципальный район,2010,380890.0
29608000,Дзержинский муниципальный район,2011,483316.0
29608000,Дзержинский муниципальный район,2012,449495.0
29608000,Дзержинский муниципальный район,2013,901707.0
29608000,Дзержинский муниципальный район,2014,1115829.0
29608000,Дзержинский муниципальный район,2015,865469.0
29608000,Дзержинский муниципальный район,2016,1287171.0
29608000,Дзержинский муниципальный район,2017,2635245.0
29608000,Дзержинский муниципальный район,2018,1592712.0
29608000,Дзержинский муниципальный район,2019,2462506.0
29608000,Дзержинский муниципальный район,2020,1656922.0
29608000,Дзержинский муниципальный район,2021,2410425.0
29608000,Дзержинский муниципальный район,2022,2198159.0
29608101,город Кондрово,2009,26170.0
29608101,город Кондрово,2010,38517.0
29608101,город Кондрово,2011,32526.0
29608101,город Кондрово,2012,55128.0
29608101,город Кондрово,2013,45393.0
29608101,город Кондрово,2017,187110.0
29608101,город Кондрово,2018,109408.0
29608155,ГП поселок Куровской,2009,11101.0
29608155,ГП поселок Куровской,2010,22.0
29608155,ГП поселок Куровской,2011,222.0
29608157,поселок Полотняный Завод,2009,52002.0
29608157,поселок Полотняный Завод,2010,143414.0
29608157,поселок Полотняный Завод,2011,182639.0
29608157,поселок Полотняный Завод,2012,181792.0
29608157,поселок Полотняный Завод,2013,164808.0
29608157,поселок Полотняный Завод,2018,367543.0
29608160,поселок Пятовский,2009,11.0
29608160,поселок Пятовский,2010,352.0
29608164,поселок Товарково,2009,154372.0
29608164,поселок Товарково,2010,60759.0
29608164,поселок Товарково,2011,82094.0
29608164,поселок Товарково,2012,10685.0
29608164,поселок Товарково,2013,490880.0
29608164,поселок Товарково,2017,1591049.0
29608164,поселок Товарково,2018,174051.0
29608406,деревня Галкино,2009,3124.0
29608406,деревня Галкино,2010,2927.0
29608406,деревня Галкино,2011,9594.0
29608406,деревня Галкино,2012,9450.0
29608406,деревня Галкино,2013,7953.0
29608410,деревня Жилетово,2012,10513.0
29608410,деревня Жилетово,2013,11485.0
29608416,деревня Редькино,2013,2192.0
29608420,село Льва Толстого,2009,65195.0
29608420,село Льва Толстого,2010,132790.0
29608420,село Льва Толстого,2011,165105.0
29608420,село Льва Толстого,2012,166923.0
29608420,село Льва Толстого,2013,175976.0
29608432,село Совхоз Чкаловский,2009,470.0
29608432,село Совхоз Чкаловский,2010,2109.0
29608432,село Совхоз Чкаловский,2011,1380.0
29608432,село Совхоз Чкаловский,2012,2300.0
29608432,село Совхоз Чкаловский,2013,3020.0
29608464,село Совхоз им Ленина,2011,9756.0
29608464,село Совхоз им Ленина,2012,12704.0
29610000,Думиничский муниципальный район,2009,715.0
29610000,Думиничский муниципальный район,2010,5553.0
29610000,Думиничский муниципальный район,2011,4710.0
29610000,Думиничский муниципальный район,2012,11412.0
29610000,Думиничский муниципальный район,2013,14417.0
29610000,Думиничский муниципальный район,2014,7560.0
29610000,Думиничский муниципальный район,2015,11143.0
29610000,Думиничский муниципальный район,2016,2858.0
29610000,Думиничский муниципальный район,2018,2625.0
29610000,Думиничский муниципальный район,2019,4398.0
29610151,поселок Думиничи,2009,688.0
29610151,поселок Думиничи,2010,1418.0
29610151,поселок Думиничи,2011,1150.0
29610151,поселок Думиничи,2012,11412.0
29610151,поселок Думиничи,2013,14041.0
29610412,село Вертное,2009,27.0
29610412,село Вертное,2010,4135.0
29610412,село Вертное,2011,3560.0
29610412,село Вертное,2012,0.0
29610412,село Вертное,2013,376.0
29612000,Жиздринский муниципальный район,2009,2658.0
29612000,Жиздринский муниципальный район,2010,732.0
29612000,Жиздринский муниципальный район,2011,1280.0
29612000,Жиздринский муниципальный район,2012,2560.0
29612000,Жиздринский муниципальный район,2013,703.0
29612000,Жиздринский муниципальный район,2014,1669.0
29612101,город Жиздра,2009,2658.0
29612101,город Жиздра,2010,732.0
29612101,город Жиздра,2011,1280.0
29612101,город Жиздра,2012,2560.0
29612101,город Жиздра,2013,703.0
29613000,Жуковский муниципальный район,2009,56383.0
29613000,Жуковский муниципальный район,2010,115956.0
29613000,Жуковский муниципальный район,2011,102344.0
29613000,Жуковский муниципальный район,2012,173553.0
29613000,Жуковский муниципальный район,2013,142045.0
29613000,Жуковский муниципальный район,2014,353240.0
29613000,Жуковский муниципальный район,2015,617526.0
29613000,Жуковский муниципальный район,2016,849449.0
29613000,Жуковский муниципальный район,2017,500520.0
29613000,Жуковский муниципальный район,2018,685355.0
29613000,Жуковский муниципальный район,2019,936564.0
29613000,Жуковский муниципальный район,2020,704010.0
29613000,Жуковский муниципальный район,2021,1282206.0
29613000,Жуковский муниципальный район,2022,2722488.0
29613101,город Жуков,2009,9057.0
29613101,город Жуков,2010,69728.0
29613101,город Жуков,2011,58775.0
29613101,город Жуков,2012,124840.0
29613101,город Жуков,2013,92378.0
29613101,город Жуков,2017,11181.0
29613101,город Жуков,2018,135679.0
29613157,город Белоусово,2009,26689.0
29613157,город Белоусово,2010,13396.0
29613157,город Белоусово,2011,6801.0
29613157,город Белоусово,2012,13000.0
29613157,город Белоусово,2013,13756.0
29613157,город Белоусово,2017,37914.0
29613157,город Белоусово,2018,47552.0
29613160,город Кременки,2009,1301.0
29613160,город Кременки,2010,1544.0
29613160,город Кременки,2011,317.0
29613160,город Кременки,2012,118.0
29613160,город Кременки,2013,614.0
29613160,город Кременки,2017,239677.0
29613160,город Кременки,2018,209549.0
29613408,село Высокиничи,2010,0.0
29613432,деревня Верховье,2009,5000.0
29613432,деревня Верховье,2010,3954.0
29613432,деревня Верховье,2011,1650.0
29613432,деревня Верховье,2012,1238.0
29613432,деревня Верховье,2013,8297.0
29613436,село Тарутино,2009,703.0
29613436,село Тарутино,2010,2000.0
29613436,село Тарутино,2011,12000.0
29613436,село Тарутино,2012,14000.0
29613436,село Тарутино,2013,14000.0
29613444,село Троицкое,2009,11533.0
29613444,село Троицкое,2010,17000.0
29613444,село Троицкое,2011,22000.0
29613444,село Троицкое,2012,20357.0
29613444,село Троицкое,2013,13000.0
29613448,село Трубино,2009,2100.0
29613448,село Трубино,2010,8334.0
29613460,деревня Чубарово,2011,801.0
29614000,Кировский муниципальный район,2009,381661.0
29614000,Кировский муниципальный район,2010,310598.0
29614000,Кировский муниципальный район,2011,398428.0
29614000,Кировский муниципальный район,2012,395313.0
29614000,Кировский муниципальный район,2013,378760.0
29614000,Кировский муниципальный район,2014,389065.0
29614000,Кировский муниципальный район,2015,473649.0
29614000,Кировский муниципальный район,2016,346204.0
29614000,Кировский муниципальный район,2017,593575.0
29614000,Кировский муниципальный район,2018,585872.0
29614000,Кировский муниципальный район,2019,531852.0
29614000,Кировский муниципальный район,2020,566719.0
29614000,Кировский муниципальный район,2021,985783.0
29614000,Кировский муниципальный район,2022,1571597.0
29614101,город Киров,2009,376434.0
29614101,город Киров,2010,292189.0
29614101,город Киров,2011,380735.0
29614101,город Киров,2012,387571.0
29614101,город Киров,2013,378760.0
29614101,город Киров,2017,593575.0
29614101,город Киров,2018,526434.0
29614416,деревня Верхняя Песочня,2010,12420.0
29614416,деревня Верхняя Песочня,2011,17693.0
29614416,деревня Верхняя Песочня,2012,7742.0
29614436,село Дуброво,2009,5227.0
29614436,село Дуброво,2010,5989.0
29615000,Износковский муниципальный район,2009,0.0
29615412,село Износки,2009,0.0
29616000,Козельский муниципальный район,2009,38079.0
29616000,Козельский муниципальный район,2010,85374.0
29616000,Козельский муниципальный район,2011,68733.0
29616000,Козельский муниципальный район,2012,102365.0
29616000,Козельский муниципальный район,2013,84354.0
29616000,Козельский муниципальный район,2014,155600.0
29616000,Козельский муниципальный район,2015,118664.0
29616000,Козельский муниципальный район,2016,158419.0
29616000,Козельский муниципальный район,2017,138838.0
29616000,Козельский муниципальный район,2018,98866.0
29616000,Козельский муниципальный район,2019,274911.0
29616000,Козельский муниципальный район,2020,260387.0
29616000,Козельский муниципальный район,2021,144944.0
29616000,Козельский муниципальный район,2022,23549.0
29616101,город Козельск,2009,29010.0
29616101,город Козельск,2010,36818.0
29616101,город Козельск,2011,51119.0
29616101,город Козельск,2012,87267.0
29616101,город Козельск,2013,69243.0
29616101,город Козельск,2017,95411.0
29616104,город Сосенский,2010,0.0
29616104,город Сосенский,2011,759.0
29616104,город Сосенский,2012,313.0
29616104,город Сосенский,2013,1041.0
29616404,село Березичский стеклозавод,2009,4297.0
29616404,село Березичский стеклозавод,2010,9563.0
29616404,село Березичский стеклозавод,2011,621.0
29616404,село Березичский стеклозавод,2012,108.0
29616404,село Березичский стеклозавод,2013,8564.0
29616412,село Волконское,2013,3455.0
29616416,деревня Дешовки,2010,34857.0
29616416,деревня Дешовки,2011,2620.0
29616440,деревня Подборки,2009,4772.0
29616440,деревня Подборки,2010,4136.0
29616440,деревня Подборки,2011,13614.0
29616440,деревня Подборки,2012,14677.0
29616440,деревня Подборки,2013,2051.0
29618000,Куйбышевский муниципальный район,2009,8863.0
29618000,Куйбышевский муниципальный район,2010,4608.0
29618000,Куйбышевский муниципальный район,2011,8634.0
29618000,Куйбышевский муниципальный район,2012,9832.0
29618000,Куйбышевский муниципальный район,2013,9125.0
29618000,Куйбышевский муниципальный район,2014,11888.0
29618000,Куйбышевский муниципальный район,2015,13311.0
29618000,Куйбышевский муниципальный район,2016,369.0
29618408,поселок Бетлица,2009,340.0
29618408,поселок Бетлица,2010,35.0
29618408,поселок Бетлица,2012,337.0
29618408,поселок Бетлица,2013,79.0
29618424,село Жерелево,2009,8523.0
29618424,село Жерелево,2010,4573.0
29618424,село Жерелево,2011,8634.0
29618424,село Жерелево,2012,9495.0
29618424,село Жерелево,2013,9046.0
29620000,Людиновский муниципальный район,2009,70925.0
29620000,Людиновский муниципальный район,2010,143437.0
29620000,Людиновский муниципальный район,2011,129019.0
29620000,Людиновский муниципальный район,2012,73918.0
29620000,Людиновский муниципальный район,2013,99233.0
29620000,Людиновский муниципальный район,2014,112692.0
29620000,Людиновский муниципальный район,2015,112113.0
29620000,Людиновский муниципальный район,2016,631672.0
29620000,Людиновский муниципальный район,2017,107584.0
29620000,Людиновский муниципальный район,2018,452738.0
29620000,Людиновский муниципальный район,2019,529485.0
29620000,Людиновский муниципальный район,2020,217416.0
29620000,Людиновский муниципальный район,2021,1279540.0
29620000,Людиновский муниципальный район,2022,1782422.0
29620101,город Людиново,2009,70331.0
29620101,город Людиново,2010,142577.0
29620101,город Людиново,2011,128470.0
29620101,город Людиново,2012,73304.0
29620101,город Людиново,2013,99233.0
29620101,город Людиново,2017,75603.0
29620101,город Людиново,2018,127478.0
29620428,село Заречный,2009,594.0
29620428,село Заречный,2010,860.0
29620428,село Заречный,2011,549.0
29620428,село Заречный,2012,614.0
29623000,Малоярославецкий муниципальный район,2009,313189.0
29623000,Малоярославецкий муниципальный район,2010,733525.0
29623000,Малоярославецкий муниципальный район,2011,701401.0
29623000,Малоярославецкий муниципальный район,2012,676734.0
29623000,Малоярославецкий муниципальный район,2013,500176.0
29623000,Малоярославецкий муниципальный район,2014,314880.0
29623000,Малоярославецкий муниципальный район,2015,2620639.0
29623000,Малоярославецкий муниципальный район,2016,1801715.0
29623000,Малоярославецкий муниципальный район,2017,3810788.0
29623000,Малоярославецкий муниципальный район,2018,4563358.0
29623000,Малоярославецкий муниципальный район,2019,1503504.0
29623000,Малоярославецкий муниципальный район,2020,1890135.0
29623000,Малоярославецкий муниципальный район,2021,3255761.0
29623000,Малоярославецкий муниципальный район,2022,5598232.0
29623101,город Малоярославец,2009,159932.0
29623101,город Малоярославец,2010,204259.0
29623101,город Малоярославец,2011,329844.0
29623101,город Малоярославец,2012,522244.0
29623101,город Малоярославец,2013,408432.0
29623101,город Малоярославец,2017,469787.0
29623101,город Малоярославец,2018,294213.0
29623409,деревня Воробьево,2009,10.0
29623409,деревня Воробьево,2010,306.0
29623409,деревня Воробьево,2011,176503.0
29623409,деревня Воробьево,2012,1272.0
29623409,деревня Воробьево,2013,2889.0
29623412,поселок Детчино,2009,57657.0
29623412,поселок Детчино,2010,115393.0
29623412,поселок Детчино,2011,163493.0
29623412,поселок Детчино,2012,152701.0
29623412,поселок Детчино,2013,11959.0
29623412,поселок Детчино,2017,2868332.0
29623412,поселок Детчино,2018,3652770.0
29623420,деревня Ерденево,2010,5894.0
29623420,деревня Ерденево,2011,4080.0
29623420,деревня Ерденево,2012,0.0
29623420,деревня Ерденево,2013,1325.0
29623436,село Кудиново,2009,77031.0
29623436,село Кудиново,2010,576.0
29623436,село Кудиново,2011,9757.0
29623436,село Кудиново,2012,397.0
29623436,село Кудиново,2013,68706.0
29623440,село Спас-Загорье,2009,1868.0
29623440,село Спас-Загорье,2010,1352.0
29623440,село Спас-Загорье,2011,2621.0
29623440,село Спас-Загорье,2012,120.0
29623440,село Спас-Загорье,2013,1172.0
29623448,село Маклино,2010,386140.0
29623448,село Маклино,2013,5693.0
29623460,село Недельное,2009,2344.0
29623460,село Недельное,2010,4229.0
29623480,деревня Шумятино,2009,14347.0
29623480,деревня Шумятино,2010,15376.0
29623480,деревня Шумятино,2011,15103.0
29625000,Медынский муниципальный район,2009,13577.0
29625000,Медынский муниципальный район,2010,16371.0
29625000,Медынский муниципальный район,2011,11727.0
29625000,Медынский муниципальный район,2012,19518.0
29625000,Медынский муниципальный район,2013,7026.0
29625000,Медынский муниципальный район,2014,973.0
29625000,Медынский муниципальный район,2015,3700.0
29625000,Медынский муниципальный район,2016,2037.0
29625000,Медынский муниципальный район,2017,1128.0
29625000,Медынский муниципальный район,2019,11756.0
29625000,Медынский муниципальный район,2021,16712.0
29625101,город Медынь,2009,13577.0
29625101,город Медынь,2010,16371.0
29625101,город Медынь,2011,11727.0
29625101,город Медынь,2012,19518.0
29625101,город Медынь,2013,7026.0
29625101,город Медынь,2017,1128.0
29627000,Мещовский муниципальный район,2009,7222.0
29627000,Мещовский муниципальный район,2010,3339.0
29627000,Мещовский муниципальный район,2011,1506.0
29627000,Мещовский муниципальный район,2012,1593.0
29627000,Мещовский муниципальный район,2013,578.0
29627000,Мещовский муниципальный район,2016,13195.0
29627000,Мещовский муниципальный район,2017,111513.0
29627000,Мещовский муниципальный район,2019,155997.0
29627101,город Мещовск,2009,5272.0
29627101,город Мещовск,2010,1251.0
29627425,поселок Молодежный,2009,1950.0
29627425,поселок Молодежный,2010,2088.0
29627425,поселок Молодежный,2011,1506.0
29627425,поселок Молодежный,2012,1593.0
29627425,поселок Молодежный,2013,578.0
29629000,Мосальский муниципальный район,2009,21.0
29629000,Мосальский муниципальный район,2011,7916.0
29629000,Мосальский муниципальный район,2013,1793.0
29629101,город Мосальск,2009,21.0
29629101,город Мосальск,2011,7916.0
29629101,город Мосальск,2013,1793.0
29632000,Перемышльский муниципальный район,2009,9881.0
29632000,Перемышльский муниципальный район,2010,28348.0
29632000,Перемышльский муниципальный район,2011,23676.0
29632000,Перемышльский муниципальный район,2012,6268.0
29632000,Перемышльский муниципальный район,2013,23102.0
29632000,Перемышльский муниципальный район,2014,22431.0
29632000,Перемышльский муниципальный район,2015,7667.0
29632000,Перемышльский муниципальный район,2016,8310.0
29632401,село Перемышль,2009,1389.0
29632401,село Перемышль,2010,1021.0
29632401,село Перемышль,2011,1123.0
29632401,село Перемышль,2012,418.0
29632401,село Перемышль,2013,484.0
29632412,село Калужская опытная сельскохозяйственная станция,2009,7251.0
29632412,село Калужская опытная сельскохозяйственная станция,2010,7828.0
29632412,село Калужская опытная сельскохозяйственная станция,2011,9176.0
29632412,село Калужская опытная сельскохозяйственная станция,2012,84.0
29632412,село Калужская опытная сельскохозяйственная станция,2013,84.0
29632420,деревня Горки,2009,1241.0
29632420,деревня Горки,2010,4721.0
29632420,деревня Горки,2011,5023.0
29632420,деревня Горки,2013,3.0
29632440,село Корекозево,2010,9219.0
29632440,село Корекозево,2011,8354.0
29632440,село Корекозево,2012,5358.0
29632440,село Корекозево,2013,3390.0
29632472,СП деревня Хохловка,2010,5559.0
29632472,СП деревня Хохловка,2012,408.0
29632472,СП деревня Хохловка,2013,19141.0
29634000,Спас-Деменский муниципальный район,2009,2761.0
29634000,Спас-Деменский муниципальный район,2010,2022.0
29634000,Спас-Деменский муниципальный район,2011,6043.0
29634000,Спас-Деменский муниципальный район,2012,7920.0
29634000,Спас-Деменский муниципальный район,2013,3193.0
29634000,Спас-Деменский муниципальный район,2014,9190.0
29634000,Спас-Деменский муниципальный район,2015,2796.0
29634000,Спас-Деменский муниципальный район,2018,31241.0
29634101,город Спас-Деменск,2009,2761.0
29634101,город Спас-Деменск,2010,2022.0
29634101,город Спас-Деменск,2011,6043.0
29634101,город Спас-Деменск,2012,7920.0
29634101,город Спас-Деменск,2013,3193.0
29634101,город Спас-Деменск,2018,31241.0
29636000,Сухиничский муниципальный район,2009,13878.0
29636000,Сухиничский муниципальный район,2010,12401.0
29636000,Сухиничский муниципальный район,2011,24392.0
29636000,Сухиничский муниципальный район,2012,6337.0
29636000,Сухиничский муниципальный район,2013,3899.0
29636000,Сухиничский муниципальный район,2014,5065.0
29636000,Сухиничский муниципальный район,2015,25119.0
29636000,Сухиничский муниципальный район,2016,22380.0
29636000,Сухиничский муниципальный район,2017,4400.0
29636000,Сухиничский муниципальный район,2018,38720.0
29636000,Сухиничский муниципальный район,2020,5470.0
29636000,Сухиничский муниципальный район,2022,62180.0
29636101,город Сухиничи,2009,12450.0
29636101,город Сухиничи,2010,9638.0
29636101,город Сухиничи,2011,24392.0
29636101,город Сухиничи,2012,6337.0
29636101,город Сухиничи,2013,3515.0
29636101,город Сухиничи,2017,4400.0
29636101,город Сухиничи,2018,37658.0
29636408,деревня Бордуково,2009,1428.0
29636408,деревня Бордуково,2010,2763.0
29636448,село Татаринцы,2013,384.0
29638000,Тарусский муниципальный район,2009,9536.0
29638000,Тарусский муниципальный район,2010,7333.0
29638000,Тарусский муниципальный район,2011,18188.0
29638000,Тарусский муниципальный район,2012,13592.0
29638000,Тарусский муниципальный район,2013,15049.0
29638000,Тарусский муниципальный район,2014,24709.0
29638000,Тарусский муниципальный район,2015,22714.0
29638000,Тарусский муниципальный район,2016,7856.0
29638000,Тарусский муниципальный район,2018,33161.0
29638000,Тарусский муниципальный район,2021,143966.0
29638000,Тарусский муниципальный район,2022,166766.0
29638101,город Таруса,2009,9536.0
29638101,город Таруса,2010,7333.0
29638101,город Таруса,2011,18188.0
29638101,город Таруса,2012,13592.0
29638101,город Таруса,2013,15049.0
29638101,город Таруса,2018,33161.0
29642000,Ульяновский муниципальный район,2009,147.0
29642000,Ульяновский муниципальный район,2010,374.0
29642000,Ульяновский муниципальный район,2011,46.0
29642000,Ульяновский муниципальный район,2012,610.0
29642000,Ульяновский муниципальный район,2013,1350.0
29642000,Ульяновский муниципальный район,2015,241.0
29642000,Ульяновский муниципальный район,2016,462.0
29642456,село Ульяново,2009,147.0
29642456,село Ульяново,2010,374.0
29642456,село Ульяново,2011,46.0
29642456,село Ульяново,2012,610.0
29642456,село Ульяново,2013,1350.0
29644000,Ферзиковский муниципальный район,2009,77042.0
29644000,Ферзиковский муниципальный район,2010,13912.0
29644000,Ферзиковский муниципальный район,2011,7457.0
29644000,Ферзиковский муниципальный район,2012,14416.0
29644000,Ферзиковский муниципальный район,2013,3183.0
29644000,Ферзиковский муниципальный район,2014,187.0
29644000,Ферзиковский муниципальный район,2015,1626.0
29644000,Ферзиковский муниципальный район,2016,631.0
29644000,Ферзиковский муниципальный район,2017,6564.0
