oktmo,name,year,avgemployers
14610160,поселок Октябрьский,2013,914.0
14610165,поселок Разумное,2013,2407.0
14610167,поселок Северный,2013,1022.0
14610400,Сельские поселения Белгородского муниципального района/,2013,12278.0
14610404,Беломестненское,2013,1075.0
14610408,Бессоновское,2013,1633.0
14610424,Веселолопанское,2013,405.0
14610428,Головинское,2013,245.0
14610430,Ериковское,2013,146.0
14610432,Журавлевское,2013,385.0
14610435,Комсомольское,2013,118.0
14610436,Краснооктябрьское,2013,606.0
14610446,Крутологское,2013,99.0
14610450,Майское,2013,3083.0
14610452,Никольское,2013,188.0
14610453,Новосадовское,2013,278.0
14610456,Малиновское,2013,177.0
14610460,Пушкарское,2013,116.0
14610472,Стрелецкое,2013,958.0
14610474,Тавровское,2013,526.0
14610475,Хохловское,2013,236.0
14610476,Дубовское,2013,1190.0
14610488,Щетиновское,2013,46.0
14610490,Яснозоренское,2013,510.0
14610492,Беловское,2013,260.0
14615000,Борисовский муниципальный район,2013,6252.0
14615000,Борисовский муниципальный район,2014,6161.0
14615000,Борисовский муниципальный район,2015,6438.0
14615000,Борисовский муниципальный район,2016,6591.0
14615100,Городские поселения Борисовского муниципального района/,2013,4493.0
14615151,поселок Борисовка,2013,4493.0
14615400,Сельские поселения Борисовского муниципального района/,2013,1759.0
14615404,Акулиновское,2013,15.0
14615416,Белянское,2013,306.0
14615420,Березовское,2013,68.0
14615432,Грузсчанское,2013,280.0
14615464,Крюковское,2013,179.0
14615476,Октябрьско-Готнянское,2013,52.0
14615488,Стригуновское,2013,248.0
14615492,Хотмыжское,2013,611.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2013,17187.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2014,17332.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2015,16722.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2016,16205.0
14620100,Городские поселения  муниципального района Город Валуйки и Валуйский район/,2013,15467.0
14620101,город Валуйки,2013,14600.0
14620160,поселок Уразово,2013,868.0
14620400,Сельские поселения  муниципального района Город Валуйки и Валуйский район/,2013,1719.0
14620404,Бирючанское,2013,65.0
14620408,Борчанское,2013,118.0
14620416,Герасимовское,2013,52.0
14620420,Двулученское,2013,123.0
14620424,Казинское,2013,340.0
14620432,Кукуевское,2013,43.0
14620436,Колосковское,2013,185.0
14620440,Мандровское,2013,153.0
14620444,Насоновское,2013,121.0
14620452,Принцевское,2013,66.0
14620456,Рождественское,2013,139.0
14620464,Тимоновское,2013,115.0
14620476,Шелаевское,2013,125.0
14620480,Яблоновское,2013,73.0
14625000,Вейделевский муниципальный район,2013,4640.0
14625000,Вейделевский муниципальный район,2014,4368.0
14625000,Вейделевский муниципальный район,2015,4219.0
14625000,Вейделевский муниципальный район,2016,4028.0
14625100,Городские поселения Вейделевского муниципального района/,2013,2916.0
14625151,поселок Вейделевка,2013,2916.0
14625400,Сельские поселения Вейделевского муниципального района/,2013,1724.0
14625404,Белоколодезское,2013,102.0
14625408,Большелипяговское,2013,53.0
14625412,Викторопольское,2013,164.0
14625416,Должанское,2013,246.0
14625420,Закутчанское,2013,280.0
14625424,Зенинское,2013,241.0
14625428,Клименковское,2013,66.0
14625432,Кубраковское,2013,76.0
14625436,Малакеевское,2013,201.0
14625440,Николаевское,2013,231.0
14625449,Солонцинское,2013,64.0
14630000,Волоконовский муниципальный район,2013,6018.0
14630000,Волоконовский муниципальный район,2014,5742.0
14630000,Волоконовский муниципальный район,2015,5582.0
14630000,Волоконовский муниципальный район,2016,5456.0
14630100,Городские поселения Волоконовского муниципального района/,2013,4423.0
14630151,поселок Волоконовка,2013,3707.0
14630162,поселок Пятницкое,2013,716.0
14630400,Сельские поселения Волоконовского муниципального района/,2013,1595.0
14630404,Борисовское,2013,63.0
14630408,Волчье-Александровское,2013,186.0
14630412,Голофеевское,2013,57.0
14630416,Грушевское,2013,78.0
14630420,Погромское,2013,81.0
14630424,Покровское,2013,318.0
14630428,Репьевское,2013,108.0
14630432,Староивановское,2013,102.0
14630436,Тишанское,2013,66.0
14630440,Фощеватовское,2013,72.0
14630444,Шидловское,2013,81.0
14630448,Ютановское,2013,383.0
14632000,Грайворонский муниципальный район,2013,5666.0
14632000,Грайворонский муниципальный район,2014,5655.0
14632000,Грайворонский муниципальный район,2015,5650.0
14632000,Грайворонский муниципальный район,2016,5545.0
14632100,Городские поселения Грайворонского муниципального района/,2013,2384.0
14632101,город Грайворон,2013,2384.0
14632400,Сельские поселения Грайворонского муниципального района/,2013,3282.0
14632412,Безыменское,2013,55.0
14632424,Головчинское,2013,1186.0
14632428,Гора-Подольское,2013,88.0
14632436,Доброивановское,2013,120.0
14632440,Дорогощанское,2013,614.0
14632444,Дунайское,2013,91.0
14632448,Ивано-Лисичанское,2013,311.0
14632452,Козинское,2013,134.0
14632468,Мокроорловское,2013,495.0
14632472,Новостроевское,2013,31.0
14632484,Смородинское,2013,104.0
14632486,Горьковское,2013,52.0
14638000,Ивнянский муниципальный район,2013,4839.0
14638000,Ивнянский муниципальный район,2014,4928.0
14638000,Ивнянский муниципальный район,2015,4792.0
14638000,Ивнянский муниципальный район,2016,4779.0
14638100,Городские поселения Ивнянского муниципального района/,2013,3073.0
14638151,поселок Ивня,2013,3073.0
14638400,Сельские поселения Ивнянского муниципального района/,2013,1766.0
14638406,Богатенское,2013,67.0
14638408,Верхопенское,2013,130.0
14638412,Вознесеновское,2013,125.0
14638416,Драгунское,2013,52.0
14638420,Кочетовское,2013,78.0
14638424,Курасовское,2013,70.0
14638428,Новенское,2013,96.0
14638432,Череновское,2013,59.0
14638436,Покровское,2013,56.0
14638440,Сафоновское,2013,150.0
14638444,Сухосолотинское,2013,766.0
14638448,Сырцевское,2013,53.0
14638452,Хомутчанское,2013,63.0
14640000,Корочанский муниципальный район,2013,8884.0
14640000,Корочанский муниципальный район,2014,9291.0
14640000,Корочанский муниципальный район,2015,9683.0
14640000,Корочанский муниципальный район,2016,9572.0
14640100,Городские поселения Корочанского муниципального района/,2013,3119.0
14640101,город Короча,2013,3119.0
14640400,Сельские поселения Корочанского муниципального района/,2013,5765.0
14640404,Алексеевское,2013,377.0
14640408,Анновское,2013,179.0
14640412,Афанасовское,2013,126.0
14640416,Бехтеевское,2013,635.0
14640420,Большехаланское,2013,78.0
14640424,Бубновское,2013,71.0
14640428,Жигайловское,2013,56.0
14640431,Заяченское,2013,27.0
14640436,Коротковское,2013,33.0
14640440,Кощеевское,2013,274.0
14640444,Ломовское,2013,346.0
14640448,Мелиховское,2013,94.0
14640452,Новослободское,2013,76.0
14640458,Плосковское,2013,38.0
14640460,Плотавское,2013,68.0
14640464,Погореловское,2013,2617.0
14640468,Поповское,2013,211.0
14640472,Проходенское,2013,33.0
14640476,Соколовское,2013,302.0
14640488,Шеинское,2013,40.0
14640492,Шляховское,2013,14.0
14640496,Яблоновское,2013,70.0
14641000,Красненский муниципальный район,2013,2509.0
14641000,Красненский муниципальный район,2014,2467.0
14641000,Красненский муниципальный район,2015,2524.0
14641000,Красненский муниципальный район,2016,2409.0
14641400,Сельские поселения Красненского муниципального района/,2013,2509.0
14641409,Большовское,2013,221.0
14641417,Горкинское,2013,133.0
14641423,Готовское,2013,64.0
14641448,Камызинское,2013,66.0
14641453,Кругловское,2013,72.0
14641459,Лесноуколовское,2013,45.0
14641472,Новоуколовское,2013,172.0
14641478,Красненское,2013,1065.0
14641483,Расховецкое,2013,574.0
14641487,Сетищенское,2013,97.0
14642000,Красногвардейский муниципальный район,2013,7575.0
14642000,Красногвардейский муниципальный район,2014,7263.0
14642000,Красногвардейский муниципальный район,2015,7325.0
14642000,Красногвардейский муниципальный район,2016,7371.0
14642100,Городские поселения Красногвардейского муниципального района/,2013,3808.0
14642151,город Бирюч,2013,3808.0
14642400,Сельские поселения Красногвардейского муниципального района/,2013,3767.0
14642404,Валуйчанское,2013,73.0
14642408,Коломыцевское,2013,570.0
14642412,Верхнепокровское,2013,147.0
14642416,Верхососенское,2013,72.0
14642420,Веселовское,2013,398.0
14642424,Засосенское,2013,899.0
14642428,Калиновское,2013,59.0
14642436,Ливенское,2013,545.0
14642444,Никитовское,2013,425.0
14642448,Новохуторное,2013,48.0
14642452,Палатовское,2013,58.0
14642456,Стрелецкое,2013,225.0
14642460,Утянское,2013,249.0
14643000,Краснояружский муниципальный район,2013,4440.0
14643000,Краснояружский муниципальный район,2014,4299.0
14643000,Краснояружский муниципальный район,2015,4401.0
14643000,Краснояружский муниципальный район,2016,4368.0
14643100,Городские поселения Краснояружского муниципального района/,2013,3147.0
14643151,поселок Красная Яруга,2013,3147.0
14643400,Сельские поселения Краснояружского муниципального района/,2013,1293.0
14643405,Вязовское,2013,227.0
14643410,Графовское,2013,94.0
14643415,Илек-Пеньковское,2013,383.0
14643418,Колотиловское,2013,86.0
14643430,Репяховское,2013,235.0
14643435,Сергиевское,2013,209.0
14643440,Теребренское,2013,58.0
14644000,Новооскольский муниципальный район,2013,14320.0
14644000,Новооскольский муниципальный район,2014,13802.0
14644000,Новооскольский муниципальный район,2015,13675.0
14644000,Новооскольский муниципальный район,2016,13632.0
14644100,Городские поселения Новооскольского муниципального района/,2013,5354.0
14644101,город Новый Оскол,2013,5354.0
14644400,Сельские поселения Новооскольского муниципального района/,2013,8967.0
14644404,Беломестненское,2013,97.0
14644408,Богородское,2013,350.0
14644412,Большеивановское,2013,68.0
14644416,Боровогриневское,2013,49.0
14644420,Васильдольское,2013,48.0
14644424,Великомихайловское,2013,209.0
14644428,Глинновское,2013,634.0
14644434,Николаевское,2013,90.0
14644436,Ниновское,2013,201.0
14644440,Новобезгинское,2013,44.0
14644444,Оскольское,2013,6817.0
14644460,Солонец-Полянское,2013,49.0
14644464,Старобезгинское,2013,64.0
14644468,Тростенецкое,2013,47.0
14644472,Шараповское,2013,85.0
14644476,Яковлевское,2013,34.0
14644480,Ярское,2013,80.0
14646000,Прохоровский муниципальный район,2013,6292.0
14646000,Прохоровский муниципальный район,2014,6176.0
14646000,Прохоровский муниципальный район,2015,6167.0
14646000,Прохоровский муниципальный район,2016,6142.0
14646100,Городские поселения Прохоровского муниципального района/,2013,3137.0
14646151,поселок Прохоровка,2013,3137.0
14646400,Сельские поселения Прохоровского муниципального района/,2013,3155.0
14646404,Беленихинское,2013,155.0
14646408,Береговское,2013,99.0
14646412,Вязовское,2013,182.0
14646416,Маломаяченское,2013,40.0
14646420,Журавское,2013,53.0
14646428,Коломыцевское,2013,52.0
14646432,Кривошеевское,2013,66.0
14646436,Лучковское,2013,113.0
14646440,Петровское,2013,10.0
14646444,Плотавское,2013,233.0
14646448,Подолешенское,2013,448.0
14646452,Прелестненское,2013,284.0
14646456,Призначенское,2013,212.0
14646460,Радьковское,2013,97.0
14646464,Ржавецкое,2013,41.0
14646468,Холоднянское,2013,1034.0
14646472,Шаховское,2013,36.0
14648000,Ракитянский муниципальный район,2013,8914.0
14648000,Ракитянский муниципальный район,2014,9189.0
14648000,Ракитянский муниципальный район,2015,9102.0
14648000,Ракитянский муниципальный район,2016,8858.0
14648100,Городские поселения Ракитянского муниципального района/,2013,7163.0
14648151,поселок Ракитное,2013,5546.0
14648170,поселок Пролетарский,2013,1617.0
14648400,Сельские поселения Ракитянского муниципального района/,2013,1751.0
14648404,Бобравское,2013,477.0
14648410,Введено-Готнянское,2013,41.0
14648412,Венгеровское,2013,204.0
14648414,Вышнепенское,2013,45.0
14648428,Дмитриевское,2013,243.0
14648432,Зинаидинское,2013,46.0
14648436,Илек-Кошарское,2013,249.0
14648448,Нижнепенское,2013,146.0
14648471,Центральное,2013,102.0
14648472,Солдатское,2013,113.0
14648480,Трефиловское,2013,84.0
14650000,Ровеньский муниципальный район,2013,5331.0
14650000,Ровеньский муниципальный район,2014,5290.0
14650000,Ровеньский муниципальный район,2015,5214.0
14650000,Ровеньский муниципальный район,2016,5118.0
14650100,Городские поселения Ровеньского муниципального района/,2013,3419.0
14650151,поселок Ровеньки,2013,3419.0
14650400,Сельские поселения Ровеньского муниципального района/,2013,1912.0
14650404,Айдарское,2013,191.0
14650408,Верхнесеребрянское,2013,81.0
14650412,Ладомировское,2013,223.0
14650416,Лознянское,2013,54.0
14650420,Лозовское,2013,27.0
14650424,Наголенское,2013,160.0
14650428,Нагорьевское,2013,155.0
14650432,Новоалександровское,2013,481.0
14650436,Ржевское,2013,190.0
14650439,Свистовское,2013,178.0
14650448,Харьковское,2013,171.0
14654000,Чернянский муниципальный район,2013,6179.0
14654000,Чернянский муниципальный район,2014,6281.0
14654000,Чернянский муниципальный район,2015,6179.0
14654000,Чернянский муниципальный район,2016,6004.0
14654100,Городские поселения Чернянского муниципального района/,2013,3816.0
14654151,поселок Чернянка,2013,3816.0
14654400,Сельские поселения Чернянского муниципального района/,2013,2363.0
14654404,Андреевское,2013,69.0
14654407,Большанское,2013,45.0
14654412,Волоконовское,2013,60.0
14654416,Волотовское,2013,470.0
14654424,Ездоченское,2013,240.0
14654428,Кочегуренское,2013,210.0
14654432,Лозновское,2013,47.0
14654436,Лубянское,2013,100.0
14654440,Малотроицкое,2013,87.0
14654444,Новореченское,2013,44.0
14654448,Огибнянское,2013,59.0
14654452,Ольшанское,2013,434.0
14654456,Орликовское,2013,309.0
14654460,Прилепенское,2013,91.0
14654464,Русскохаланское,2013,98.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2013,17871.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2014,17880.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2015,18115.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2016,17501.0
14656100,Городские поселения  муниципального района Шебекинский район и город Шебекино/,2013,10394.0
14656101,город Шебекино,2013,10394.0
14656400,Сельские поселения муниципального района Шебекинский район и город Шебекино/,2013,7476.0
14656408,Белоколодезянское,2013,412.0
14656412,Белянское,2013,493.0
14656416,Бершаковское,2013,338.0
14656420,Большегородищенское,2013,109.0
14656424,Большетроицкое,2013,555.0
14656436,Вознесеновское,2013,719.0
14656440,Графовское,2013,147.0
14656456,Купинское,2013,383.0
14656460,Максимовское,2013,574.0
14656462,Масловопристанское,2013,2086.0
14656472,Муромское,2013,345.0
14656480,Новотаволжанское,2013,863.0
14656484,Первоцепляевское,2013,258.0
14656496,Чураевское,2013,194.0
14658000,Яковлевский муниципальный район,2013,13266.0
14658000,Яковлевский муниципальный район,2014,14020.0
14658000,Яковлевский муниципальный район,2015,13599.0
14658000,Яковлевский муниципальный район,2016,14140.0
14658100,Городские поселения Яковлевского муниципального района/,2013,9438.0
14658101,город Строитель,2013,5684.0
14658160,поселок Томаровка,2013,1987.0
14658170,поселок Яковлево,2013,1767.0
14658400,Сельские поселения Яковлевского муниципального района/,2013,3828.0
14658404,Алексеевское,2013,279.0
14658408,Бутовское,2013,219.0
14658412,Быковское,2013,2016.0
14658416,Гостищевское,2013,334.0
14658420,Дмитриевское,2013,139.0
14658428,Завидовское,2013,113.0
14658432,Казацкое,2013,58.0
14658436,Кривцовское,2013,170.0
14658440,Кустовское,2013,193.0
14658444,Мощенское,2013,96.0
14658446,Саженское,2013,18.0
14658448,Смородинское,2013,40.0
14658456,Стрелецкое,2013,66.0
14658460,Терновское,2013,88.0
14701000,город Белгород,2013,118043.0
14701000,город Белгород,2014,116201.0
14701000,город Белгород,2015,113167.0
14701000,город Белгород,2016,110310.0
14730000,Губкинский,2013,37673.0
14730000,Губкинский,2014,37981.0
14730000,Губкинский,2015,37729.0
14730000,Губкинский,2016,36403.0
14740000,Старооскольский,2013,73730.0
14740000,Старооскольский,2014,71484.0
14740000,Старооскольский,2015,70950.0
14740000,Старооскольский,2016,68869.0
15604000,Брасовский муниципальный район,2013,3075.0
15604000,Брасовский муниципальный район,2014,2867.0
15604000,Брасовский муниципальный район,2015,2820.0
15604000,Брасовский муниципальный район,2016,2958.0
15608000,Брянский муниципальный район,2013,10004.0
15608000,Брянский муниципальный район,2014,10040.0
15608000,Брянский муниципальный район,2015,9990.0
15608000,Брянский муниципальный район,2016,9712.0
15610000,Выгоничский муниципальный район,2013,3991.0
15610000,Выгоничский муниципальный район,2014,4960.0
15610000,Выгоничский муниципальный район,2015,6655.0
15610000,Выгоничский муниципальный район,2016,6521.0
15611000,Гордеевский муниципальный район,2013,1253.0
15611000,Гордеевский муниципальный район,2014,1081.0
15611000,Гордеевский муниципальный район,2015,1013.0
15611000,Гордеевский муниципальный район,2016,926.0
15612000,Дубровский муниципальный район,2013,2406.0
15612000,Дубровский муниципальный район,2014,2370.0
15612000,Дубровский муниципальный район,2015,2194.0
15612000,Дубровский муниципальный район,2016,2179.0
15616000,Дятьковский муниципальный район,2013,10573.0
15616000,Дятьковский муниципальный район,2014,9593.0
15616000,Дятьковский муниципальный район,2015,8613.0
15616000,Дятьковский муниципальный район,2016,8028.0
15620000,Жирятинский муниципальный район,2013,1163.0
15620000,Жирятинский муниципальный район,2014,1187.0
15620000,Жирятинский муниципальный район,2015,1202.0
15620000,Жирятинский муниципальный район,2016,1213.0
15622000,Жуковский муниципальный район,2013,5707.0
15622000,Жуковский муниципальный район,2014,5805.0
15622000,Жуковский муниципальный район,2015,5752.0
15622000,Жуковский муниципальный район,2016,5618.0
15623000,Злынковский муниципальный район,2013,1709.0
15623000,Злынковский муниципальный район,2014,1651.0
15623000,Злынковский муниципальный район,2015,1577.0
15623000,Злынковский муниципальный район,2016,1434.0
15624000,Карачевский муниципальный район,2013,6684.0
15624000,Карачевский муниципальный район,2014,6721.0
15624000,Карачевский муниципальный район,2015,6797.0
15624000,Карачевский муниципальный район,2016,6807.0
15626000,Клетнянский муниципальный район,2013,1861.0
15626000,Клетнянский муниципальный район,2014,1724.0
15626000,Клетнянский муниципальный район,2015,1702.0
15626000,Клетнянский муниципальный район,2016,1593.0
15628000,Климовский муниципальный район,2013,4371.0
15628000,Климовский муниципальный район,2014,4257.0
15628000,Климовский муниципальный район,2015,4218.0
15628000,Климовский муниципальный район,2016,4076.0
15630000,Клинцовский муниципальный район,2013,2023.0
15630000,Клинцовский муниципальный район,2014,1888.0
15630000,Клинцовский муниципальный район,2015,1904.0
15630000,Клинцовский муниципальный район,2016,1924.0
15632000,Комаричский муниципальный район,2013,2567.0
15632000,Комаричский муниципальный район,2014,2229.0
15632000,Комаричский муниципальный район,2015,2339.0
15632000,Комаричский муниципальный район,2016,2403.0
15634000,Красногорский муниципальный район,2013,1883.0
15634000,Красногорский муниципальный район,2014,1700.0
15634000,Красногорский муниципальный район,2015,1569.0
15634000,Красногорский муниципальный район,2016,1512.0
15636000,Мглинский муниципальный район,2013,2114.0
15636000,Мглинский муниципальный район,2014,1964.0
15636000,Мглинский муниципальный район,2015,2122.0
15636000,Мглинский муниципальный район,2016,2035.0
15638000,Навлинский муниципальный район,2013,2780.0
15638000,Навлинский муниципальный район,2014,2595.0
15638000,Навлинский муниципальный район,2015,2479.0
15638000,Навлинский муниципальный район,2016,2399.0
15640000,Новозыбковский муниципальный район,2013,909.0
15640000,Новозыбковский муниципальный район,2014,899.0
15640000,Новозыбковский муниципальный район,2015,815.0
15640000,Новозыбковский муниципальный район,2016,792.0
15642000,Погарский муниципальный район,2013,4256.0
15642000,Погарский муниципальный район,2014,3992.0
15642000,Погарский муниципальный район,2015,3806.0
15642000,Погарский муниципальный район,2016,3692.0
15644000,Почепский муниципальный район,2013,6393.0
15644000,Почепский муниципальный район,2014,6180.0
15644000,Почепский муниципальный район,2015,6139.0
15644000,Почепский муниципальный район,2016,5582.0
15646000,Рогнединский муниципальный район,2013,1005.0
15646000,Рогнединский муниципальный район,2014,964.0
15646000,Рогнединский муниципальный район,2015,1000.0
15646000,Рогнединский муниципальный район,2016,1058.0
15648000,Севский муниципальный район,2013,2446.0
15648000,Севский муниципальный район,2014,2382.0
15648000,Севский муниципальный район,2015,2303.0
15648000,Севский муниципальный район,2016,2296.0
15650000,Стародубский муниципальный район,2013,2089.0
15650000,Стародубский муниципальный район,2014,1901.0
15650000,Стародубский муниципальный район,2015,1829.0
15650000,Стародубский муниципальный район,2016,1636.0
15652000,Суземский муниципальный район,2013,2208.0
15652000,Суземский муниципальный район,2014,2154.0
15652000,Суземский муниципальный район,2015,2093.0
15652000,Суземский муниципальный район,2016,2012.0
15654000,Суражский муниципальный район,2013,4222.0
15654000,Суражский муниципальный район,2014,3881.0
15654000,Суражский муниципальный район,2015,3841.0
15654000,Суражский муниципальный район,2016,3728.0
15656000,Трубчевский муниципальный район,2013,6516.0
15656000,Трубчевский муниципальный район,2014,6120.0
15656000,Трубчевский муниципальный район,2015,6054.0
15656000,Трубчевский муниципальный район,2016,6118.0
15658000,Унечский муниципальный район,2013,7160.0
15658000,Унечский муниципальный район,2014,6935.0
15658000,Унечский муниципальный район,2015,6712.0
15658000,Унечский муниципальный район,2016,6612.0
15700000,Городские округа Брянской области/,2013,166111.0
15701000,город Брянск,2013,136303.0
15701000,город Брянск,2014,133196.0
15701000,город Брянск,2015,129723.0
15701000,город Брянск,2016,123725.0
15710000,город Фокино,2013,2805.0
15710000,город Фокино,2014,2681.0
15710000,город Фокино,2015,2573.0
15710000,город Фокино,2016,2091.0
15715000,город Клинцы,2013,11787.0
15715000,город Клинцы,2014,11266.0
15715000,город Клинцы,2015,11022.0
15715000,город Клинцы,2016,10519.0
15720000,Новозыбковский,2013,8024.0
15720000,Новозыбковский,2014,8319.0
15720000,Новозыбковский,2015,8317.0
15720000,Новозыбковский,2016,8062.0
15725000,город Сельцо,2013,2536.0
15725000,город Сельцо,2014,2586.0
15725000,город Сельцо,2015,2577.0
15725000,город Сельцо,2016,2528.0
15750000,город Стародуб,2013,4655.0
15750000,город Стародуб,2014,4584.0
15750000,город Стародуб,2015,4645.0
15750000,город Стародуб,2016,4260.0
17605000,Александровский муниципальный район,2013,15639.0
17605000,Александровский муниципальный район,2014,15148.0
17605000,Александровский муниципальный район,2015,14342.0
17605000,Александровский муниципальный район,2016,14455.0
17605101,город Александров,2013,12497.0
17605105,город Карабаново,2013,475.0
17605108,город Струнино,2013,972.0
17605152,поселок Балакирево,2013,1135.0
17605404,Андреевское,2013,123.0
17605444,Каринское,2013,32.0
17605448,Краснопламенское,2013,209.0
17605468,Следневское,2013,170.0
17610000,Вязниковский муниципальный район,2013,14357.0
17610000,Вязниковский муниципальный район,2014,14082.0
17610000,Вязниковский муниципальный район,2015,13237.0
17610000,Вязниковский муниципальный район,2016,12388.0
17610101,город Вязники,2013,12542.0
17610160,поселок Мстера,2013,801.0
17610165,поселок Никологоры,2013,577.0
17610444,Паустовское,2013,154.0
17610460,Степанцевское,2013,68.0
17615000,Гороховецкий муниципальный район,2013,3988.0
17615000,Гороховецкий муниципальный район,2014,3777.0
17615000,Гороховецкий муниципальный район,2015,3542.0
17615000,Гороховецкий муниципальный район,2016,3388.0
17615101,город Гороховец,2013,3600.0
17615412,Денисовское,2013,205.0
17615420,Куприяновское,2013,24.0
17615436,Фоминское,2013,159.0
17620000,Гусь-Хрустальный муниципальный район,2013,6281.0
17620000,Гусь-Хрустальный муниципальный район,2014,5674.0
17620000,Гусь-Хрустальный муниципальный район,2015,5339.0
17620000,Гусь-Хрустальный муниципальный район,2016,5025.0
17620115,город Курлово,2013,1233.0
17620420,поселок Анопино,2013,544.0
17620426,поселок Великодворский,2013,305.0
17620428,Григорьевское,2013,72.0
17620430,Демидовское,2013,104.0
17620434,поселок Добрятино,2013,163.0
17620435,поселок Золотково,2013,193.0
17620438,поселок Иванищи,2013,31.0
17620442,поселок Красное Эхо,2013,1555.0
17620444,Краснооктябрьское,2013,321.0
17620452,Купреевское,2013,185.0
17620458,поселок Мезиновский,2013,67.0
17620488,Уляхинское,2013,15.0
17620490,поселок Уршельский,2013,437.0
17625000,Камешковский муниципальный район,2013,4627.0
17625000,Камешковский муниципальный район,2014,4528.0
17625000,Камешковский муниципальный район,2015,4430.0
17625000,Камешковский муниципальный район,2016,4627.0
17625101,город Камешково,2013,3135.0
17625404,Брызгаловское,2013,634.0
17625408,Вахромеевское,2013,109.0
17625412,Второвское,2013,383.0
17625424,Пенкинское,2013,293.0
17625428,Сергеихинское,2013,58.0
17630000,Киржачский муниципальный район,2013,7082.0
17630000,Киржачский муниципальный район,2014,6721.0
17630000,Киржачский муниципальный район,2015,7144.0
17630000,Киржачский муниципальный район,2016,7476.0
17630101,город Киржач,2013,5217.0
17630408,Горкинское,2013,26.0
17630420,Кипревское,2013,253.0
17630426,Першинское,2013,1515.0
17630436,Филипповское,2013,71.0
17635000,Ковровский муниципальный район,2013,5555.0
17635000,Ковровский муниципальный район,2014,5259.0
17635000,Ковровский муниципальный район,2015,4784.0
17635000,Ковровский муниципальный район,2016,4368.0
17635173,поселок Мелехово,2013,2186.0
17635408,Ивановское,2013,197.0
17635412,Клязьминское,2013,428.0
17635415,Малыгинское,2013,1375.0
17635420,Новосельское,2013,538.0
17640000,Кольчугинский муниципальный район,2013,10891.0
17640000,Кольчугинский муниципальный район,2014,10413.0
17640000,Кольчугинский муниципальный район,2015,10234.0
17640000,Кольчугинский муниципальный район,2016,9617.0
17640101,город Кольчугино,2013,10004.0
17640404,Бавленское,2013,810.0
17640416,Есиплевское,2013,18.0
17640442,Раздольевское,2013,31.0
17642000,Меленковский муниципальный район,2013,5164.0
17642000,Меленковский муниципальный район,2014,5220.0
17642000,Меленковский муниципальный район,2015,5102.0
17642000,Меленковский муниципальный район,2016,5029.0
17642101,город Меленки,2013,4117.0
17642424,Даниловское,2013,49.0
17642428,Денятинское,2013,72.0
17642432,Дмитриевогорское,2013,258.0
17642440,Илькинское,2013,463.0
17642452,Ляховское,2013,91.0
17642480,Тургеневское,2013,91.0
17644000,Муромский муниципальный район,2013,971.0
17644000,Муромский муниципальный район,2014,880.0
17644000,Муромский муниципальный район,2015,809.0
17644000,Муромский муниципальный район,2016,772.0
17644408,Борисоглебское,2013,354.0
17644424,Ковардицкое,2013,131.0
17646000,Петушинский муниципальный район,2013,12418.0
17646000,Петушинский муниципальный район,2014,11973.0
17646000,Петушинский муниципальный район,2015,11161.0
17646000,Петушинский муниципальный район,2016,11202.0
17646101,город Петушки,2013,5747.0
17646110,город Костерево,2013,718.0
17646120,город Покров,2013,2611.0
17646153,поселок Вольгинский,2013,1400.0
17646157,поселок Городищи,2013,271.0
17646448,Нагорное,2013,428.0
17646454,Пекшинское,2013,334.0
17646456,Петушинское,2013,883.0
17648000,Селивановский муниципальный район,2013,2862.0
17648000,Селивановский муниципальный район,2014,2722.0
17648000,Селивановский муниципальный район,2015,2655.0
17648000,Селивановский муниципальный район,2016,2563.0
17648151,поселок Красная Горбатка,2013,2370.0
17648416,Малышевское,2013,69.0
17648424,Новлянское,2013,388.0
17650000,Собинский муниципальный район,2013,11982.0
17650000,Собинский муниципальный район,2014,11876.0
17650000,Собинский муниципальный район,2015,11098.0
17650000,Собинский муниципальный район,2016,10540.0
17650101,город Собинка,2013,5173.0
17650110,город Лакинск,2013,1879.0
17650157,поселок Ставрово,2013,975.0
17650404,Асерховское,2013,239.0
17650412,Березниковское,2013,113.0
17650420,Воршинское,2013,1046.0
17650444,Копнинское,2013,360.0
17650448,Рождественское,2013,196.0
17650450,Толпуховское,2013,304.0
17650456,Черкутинское,2013,98.0
17650460,Куриловское,2013,1383.0
17652000,Судогодский муниципальный район,2013,6323.0
17652000,Судогодский муниципальный район,2014,6156.0
17652000,Судогодский муниципальный район,2015,5965.0
17652000,Судогодский муниципальный район,2016,5802.0
17652101,город Судогда,2013,3537.0
17652404,Андреевское,2013,953.0
17652408,Вяткинское,2013,300.0
17652420,Головинское,2013,1080.0
17652434,Муромцевское,2013,332.0
17652440,Лавровское,2013,107.0
17654000,Суздальский муниципальный район,2013,6879.0
17654000,Суздальский муниципальный район,2014,6485.0
17654000,Суздальский муниципальный район,2015,6795.0
