oktmo,name,year,avgemployers
95608000,Аскизский муниципальный район,2012,7425.0
95608000,Аскизский муниципальный район,2013,7030.0
95608000,Аскизский муниципальный район,2014,6901.0
95608000,Аскизский муниципальный район,2015,6466.0
95608000,Аскизский муниципальный район,2016,5864.0
95608151,Аскизский поссовет,2013,1305.0
95608165,Бискамжинский поссовет,2013,89.0
95608169,Вершино-Тейский поссовет,2013,1160.0
95608405,Аскизский сельсовет,2013,2877.0
95608409,Балыксинский сельсовет,2013,114.0
95608410,Базинский сельсовет,2013,71.0
95608412,Бельтирский сельсовет,2013,289.0
95608413,Бирикчульский сельсовет,2013,145.0
95608415,Верх-Аскизский сельсовет,2013,95.0
95608420,Есинский сельсовет,2013,196.0
95608430,Кызласский сельсовет,2013,171.0
95608440,Пуланкольский сельсовет,2013,98.0
95608450,Усть-Камыштинский сельсовет,2013,245.0
95608455,Усть-Чульский сельсовет,2013,174.0
95612000,Бейский муниципальный район,2012,3441.0
95612000,Бейский муниципальный район,2013,3324.0
95612000,Бейский муниципальный район,2014,3143.0
95612000,Бейский муниципальный район,2015,3073.0
95612000,Бейский муниципальный район,2016,3013.0
95612405,Бейский сельсовет,2013,2141.0
95612410,Большемонокский сельсовет,2013,62.0
95612415,Бондаревский сельсовет,2013,134.0
95612425,Кирбинский сельсовет,2013,549.0
95612430,Куйбышевский сельсовет,2013,113.0
95612440,Новоенисейский сельсовет,2013,48.0
95612445,Новотроицкий сельсовет,2013,59.0
95612455,Сабинский сельсовет,2013,83.0
95612460,Табатский сельсовет,2013,135.0
95615000,Боградский муниципальный район,2012,3100.0
95615000,Боградский муниципальный район,2013,2645.0
95615000,Боградский муниципальный район,2014,2433.0
95615000,Боградский муниципальный район,2015,1996.0
95615000,Боградский муниципальный район,2016,1948.0
95615404,Троицкий сельсовет,2013,47.0
95615410,Боградский сельсовет,2013,1638.0
95615415,Большеербинский сельсовет,2013,33.0
95615420,Бородинский сельсовет,2013,214.0
95615430,Знаменский сельсовет,2013,73.0
95615440,Первомайский сельсовет,2013,102.0
95615445,Пушновский сельсовет,2013,34.0
95615450,Сарагашский сельсовет,2013,31.0
95615455,Советско-Хакасский сельсовет,2013,42.0
95615460,Сонский сельсовет,2013,433.0
95620000,Орджоникидзевский муниципальный район,2012,3695.0
95620000,Орджоникидзевский муниципальный район,2013,3395.0
95620000,Орджоникидзевский муниципальный район,2014,3171.0
95620000,Орджоникидзевский муниципальный район,2015,2861.0
95620000,Орджоникидзевский муниципальный район,2016,2528.0
95620403,Копьёвский поссовет,2013,1241.0
95620405,Гайдаровский сельсовет,2013,27.0
95620420,Копьёвский сельсовет,2013,206.0
95620425,Красноиюсский сельсовет,2013,140.0
95620430,Новомарьясовский сельсовет,2013,553.0
95620435,Орджоникидзевский сельсовет,2013,254.0
95620437,Приисковый сельсовет,2013,145.0
95620440,Саралинский сельсовет,2013,201.0
95620450,Устинкинский сельсовет,2013,629.0
95625000,Таштыпский муниципальный район,2012,2853.0
95625000,Таштыпский муниципальный район,2013,2827.0
95625000,Таштыпский муниципальный район,2014,2677.0
95625000,Таштыпский муниципальный район,2015,2556.0
95625000,Таштыпский муниципальный район,2016,2525.0
95625405,Анчулский сельсовет,2013,75.0
95625408,Арбатский сельсовет,2013,178.0
95625413,Большеонский сельсовет,2013,164.0
95625415,Большесейский сельсовет,2013,84.0
95625420,Бутрахтинский сельсовет,2013,56.0
95625422,Имекский сельсовет,2013,117.0
95625425,Матурский сельсовет,2013,66.0
95625430,Нижнесирский сельсовет,2013,53.0
95625440,Таштыпский сельсовет,2013,2034.0
95630000,Усть-Абаканский муниципальный район,2012,4761.0
95630000,Усть-Абаканский муниципальный район,2013,5245.0
95630000,Усть-Абаканский муниципальный район,2014,4378.0
95630000,Усть-Абаканский муниципальный район,2015,4314.0
95630000,Усть-Абаканский муниципальный район,2016,4232.0
95630151,Усть-Абаканский поссовет,2013,2886.0
95630405,Вершино-Биджинский сельсовет,2013,74.0
95630410,Весенненский сельсовет,2013,81.0
95630415,Доможаковский сельсовет,2013,99.0
95630425,Калининский сельсовет,2013,151.0
95630430,Московский сельсовет,2013,74.0
95630435,Опытненский сельсовет,2013,141.0
95630440,Райковский сельсовет,2013,80.0
95630445,Расцветовский сельсовет,2013,279.0
95630455,Сапоговский сельсовет,2013,981.0
95630460,Солнечный сельсовет,2013,195.0
95630465,Усть-Бюрский сельсовет,2013,122.0
95630470,Чарковский сельсовет,2013,82.0
95635000,Ширинский муниципальный район,2012,6376.0
95635000,Ширинский муниципальный район,2013,6305.0
95635000,Ширинский муниципальный район,2014,5998.0
95635000,Ширинский муниципальный район,2015,5951.0
95635000,Ширинский муниципальный район,2016,5543.0
95635155,Жемчужненский поссовет,2013,633.0
95635401,Коммунаровский сельсовет,2013,2792.0
95635403,Туимский сельсовет,2013,825.0
95635404,Ширинский сельсовет,2013,712.0
95635405,Беренжакский сельсовет,2013,12.0
95635410,Борцовский сельсовет,2013,61.0
95635415,Воротский сельсовет,2013,32.0
95635420,Джиримский сельсовет,2013,177.0
95635425,Ефремкинский сельсовет,2013,48.0
95635435,Селосонский сельсовет,2013,138.0
95635438,Солёноозёрный сельсовет,2013,175.0
95635440,Спиринский сельсовет,2013,30.0
95635450,Фыркальский сельсовет,2013,41.0
95635455,Целинный сельсовет,2013,567.0
95635460,Черноозёрный сельсовет,2013,62.0
95701000,город Абакан,2012,50931.0
95701000,город Абакан,2013,50335.0
95701000,город Абакан,2014,50146.0
95701000,город Абакан,2015,48819.0
95701000,город Абакан,2016,48693.0
95702000,город Абаза,2012,3248.0
95702000,город Абаза,2013,3086.0
95702000,город Абаза,2014,2969.0
95702000,город Абаза,2015,2838.0
95702000,город Абаза,2016,1698.0
95708000,город Саяногорск,2012,18395.0
95708000,город Саяногорск,2013,17978.0
95708000,город Саяногорск,2014,17142.0
95708000,город Саяногорск,2015,16358.0
95708000,город Саяногорск,2016,16198.0
95709000,город Сорск,2012,2970.0
95709000,город Сорск,2013,2958.0
95709000,город Сорск,2014,3001.0
95709000,город Сорск,2015,3451.0
95709000,город Сорск,2016,3327.0
95715000,город Черногорск,2012,14162.0
95715000,город Черногорск,2013,13648.0
95715000,город Черногорск,2014,13586.0
95715000,город Черногорск,2015,13433.0
95715000,город Черногорск,2016,13315.0
96602000,Ачхой-Мартановский муниципальный район,2013,4712.0
96602000,Ачхой-Мартановский муниципальный район,2014,5413.0
96602000,Ачхой-Мартановский муниципальный район,2015,5552.0
96602000,Ачхой-Мартановский муниципальный район,2016,5735.0
96604000,Веденский муниципальный район,2013,2690.0
96604000,Веденский муниципальный район,2014,2992.0
96604000,Веденский муниципальный район,2015,3023.0
96604000,Веденский муниципальный район,2016,3062.0
96607000,Грозненский муниципальный район,2013,6027.0
96607000,Грозненский муниципальный район,2014,6239.0
96607000,Грозненский муниципальный район,2015,8867.0
96607000,Грозненский муниципальный район,2016,9086.0
96610000,Гудермесский муниципальный район,2013,11747.0
96610000,Гудермесский муниципальный район,2014,12545.0
96610000,Гудермесский муниципальный район,2015,12623.0
96610000,Гудермесский муниципальный район,2016,12899.0
96611000,Итум-Калинский муниципальный район,2013,817.0
96611000,Итум-Калинский муниципальный район,2014,768.0
96611000,Итум-Калинский муниципальный район,2015,797.0
96611000,Итум-Калинский муниципальный район,2016,824.0
96612000,Курчалоевский муниципальный район,2013,7028.0
96612000,Курчалоевский муниципальный район,2014,7680.0
96612000,Курчалоевский муниципальный район,2015,7937.0
96612000,Курчалоевский муниципальный район,2016,8179.0
96616000,Надтеречный муниципальный район,2013,5144.0
96616000,Надтеречный муниципальный район,2014,5129.0
96616000,Надтеречный муниципальный район,2015,5264.0
96616000,Надтеречный муниципальный район,2016,5227.0
96622000,Наурский муниципальный район,2013,5219.0
96622000,Наурский муниципальный район,2014,5447.0
96622000,Наурский муниципальный район,2015,5473.0
96622000,Наурский муниципальный район,2016,5394.0
96625000,Ножай-Юртовский муниципальный район,2013,5767.0
96625000,Ножай-Юртовский муниципальный район,2014,5378.0
96625000,Ножай-Юртовский муниципальный район,2015,5457.0
96625000,Ножай-Юртовский муниципальный район,2016,5554.0
96628000,Шатойский муниципальный район,2013,1994.0
96628000,Шатойский муниципальный район,2014,2247.0
96628000,Шатойский муниципальный район,2015,2429.0
96628000,Шатойский муниципальный район,2016,2371.0
96631000,Серноводский муниципальный район,2013,1909.0
96631000,Серноводский муниципальный район,2014,2208.0
96631000,Серноводский муниципальный район,2015,2373.0
96631000,Серноводский муниципальный район,2016,2467.0
96634000,Урус-Мартановский муниципальный район,2013,6709.0
96634000,Урус-Мартановский муниципальный район,2014,7110.0
96634000,Урус-Мартановский муниципальный район,2015,7214.0
96634000,Урус-Мартановский муниципальный район,2016,7459.0
96637000,Шалинский муниципальный район,2013,7948.0
96637000,Шалинский муниципальный район,2014,8951.0
96637000,Шалинский муниципальный район,2015,9151.0
96637000,Шалинский муниципальный район,2016,9779.0
96640000,Шелковской муниципальный район,2013,5074.0
96640000,Шелковской муниципальный район,2014,5398.0
96640000,Шелковской муниципальный район,2015,5673.0
96640000,Шелковской муниципальный район,2016,5562.0
96691000,Шаройский муниципальный район,2013,575.0
96691000,Шаройский муниципальный район,2014,553.0
96691000,Шаройский муниципальный район,2015,548.0
96691000,Шаройский муниципальный район,2016,549.0
96701000,город Грозный,2013,83481.0
96701000,город Грозный,2014,85511.0
96701000,город Грозный,2015,81950.0
96701000,город Грозный,2016,80391.0
96702000,город Аргун,2013,4017.0
96702000,город Аргун,2014,4624.0
96702000,город Аргун,2015,4826.0
96702000,город Аргун,2016,4988.0
97603000,Алатырский муниципальный район,2013,1681.0
97603000,Алатырский муниципальный район,2014,1480.0
97603000,Алатырский муниципальный район,2015,1435.0
97603000,Алатырский муниципальный район,2016,1412.0
97603405,Алтышевское,2013,30.0
97603410,Атратское,2013,221.0
97603415,Ахматовское,2013,39.0
97603420,Восходское,2013,289.0
97603430,ND,2013,118.0
97603438,Кирское,2013,166.0
97603440,Кувакинское,2013,44.0
97603445,Междуреченское,2013,11.0
97603450,Миренское,2013,91.0
97603455,Новоайбесинское,2013,41.0
97603458,Октябрьское..,2013,117.0
97603460,Первомайское,2013,37.0
97603465,Сойгинское,2013,37.0
97603475,Староайбесинское,2013,39.0
97603480,Стемасское,2013,40.0
97603490,Чуварлейское,2013,271.0
97605000,Аликовский муниципальный район,2013,1914.0
97605000,Аликовский муниципальный район,2014,1860.0
97605000,Аликовский муниципальный район,2015,1816.0
97605000,Аликовский муниципальный район,2016,1778.0
97605405,Аликовское,2013,1316.0
97605415,Большевыльское,2013,35.0
97605420,Ефремкасинское,2013,55.0
97605425,Илгышевское,2013,31.0
97605435,Крымзарайкинское,2013,6.0
97605450,Питишевское,2013,36.0
97605455,Раскильдинское,2013,32.0
97605465,Таутовское,2013,57.0
97605470,Тенеевское,2013,28.0
97605475,ND,2013,218.0
97605485,Шумшевашское,2013,60.0
97605490,Яндобинское,2013,40.0
97607000,Батыревский муниципальный район,2013,4279.0
97607000,Батыревский муниципальный район,2014,4176.0
97607000,Батыревский муниципальный район,2015,4059.0
97607000,Батыревский муниципальный район,2016,3774.0
97607402,Алманчиковское,2013,38.0
97607405,ND,2013,40.0
97607410,Батыревское,2013,2612.0
97607415,Бахтигильдинское,2013,42.0
97607420,Бикшикское,2013,96.0
97607425,Большечеменевское,2013,45.0
97607430,Долгоостровское,2013,56.0
97607435,ND,2013,39.0
97607440,Новоахпердинское,2013,71.0
97607445,ND,2013,154.0
97607450,Первомайское.,2013,90.0
97607452,Сигачинское,2013,29.0
97607455,Сугутское,2013,174.0
97607460,Тарханское,2013,213.0
97607465,ND,2013,45.0
97607470,Тойсинское,2013,175.0
97607472,Туруновское,2013,115.0
97607475,Шыгырданское,2013,189.0
97607480,Шаймурзинское,2013,55.0
97610000,Вурнарский муниципальный район,2013,5158.0
97610000,Вурнарский муниципальный район,2014,5032.0
97610000,Вурнарский муниципальный район,2015,4946.0
97610000,Вурнарский муниципальный район,2016,4987.0
97610151,Вурнарское,2013,3565.0
97610404,Азимсирминское,2013,65.0
97610408,Алгазинское,2013,45.0
97610412,Апнерское,2013,45.0
97610416,Большеторханское,2013,29.0
97610420,Большеяушское,2013,40.0
97610424,Буртасинское,2013,43.0
97610428,Вурманкасинское,2013,34.0
97610432,Ермошкинское,2013,52.0
97610436,Ершипосинское,2013,44.0
97610440,Калининское,2013,539.0
97610444,Кольцовское,2013,38.0
97610452,Малояушское,2013,65.0
97610460,ND,2013,41.0
97610468,Санарпосинское,2013,98.0
97610472,Сявалкасинское,2013,130.0
97610478,Хирпосинское,2013,53.0
97610480,Шинерское,2013,27.0
97610484,Янгорчинское,2013,203.0
97613000,Ибресинский муниципальный район,2013,2855.0
97613000,Ибресинский муниципальный район,2014,2815.0
97613000,Ибресинский муниципальный район,2015,2714.0
97613000,Ибресинский муниципальный район,2016,2599.0
97613151,Ибресинское,2013,1993.0
97613405,Айбечское,2013,60.0
97613410,Андреевское,2013,29.0
97613415,Березовское,2013,25.0
97613420,Большеабакасинское,2013,50.0
97613423,Буинское,2013,47.0
97613425,Ширтанское,2013,10.0
97613430,Кировское,2013,30.0
97613435,Климовское,2013,184.0
97613440,Малокармалинское,2013,76.0
97613445,Новочурашевское,2013,166.0
97613450,Хормалинское,2013,112.0
97613455,ND,2013,61.0
97616000,Канашский муниципальный район,2013,3543.0
97616000,Канашский муниципальный район,2014,3365.0
97616000,Канашский муниципальный район,2015,3374.0
97616000,Канашский муниципальный район,2016,3184.0
97616404,Асхвинское,2013,502.0
97616406,Атнашевское,2013,185.0
97616408,Ачакасинское,2013,156.0
97616412,Байгильдинское,2013,52.0
97616416,Вутабосинское,2013,54.0
97616419,Караклинское,2013,59.0
97616420,Кошноруйское,2013,53.0
97616424,Малобикшихское,2013,152.0
97616428,Малокибечское,2013,33.0
97616432,Новоурюмовское,2013,35.0
97616436,Новочелкасинское,2013,53.0
97616440,Сеспельское,2013,55.0
97616444,Среднекибечское,2013,68.0
97616448,Сугайкасинское,2013,32.0
97616456,Тобурдановское,2013,68.0
97616460,Ухманское,2013,49.0
97616462,Хучельское,2013,241.0
97616464,Чагасьское,2013,88.0
97616468,Шакуловское,2013,30.0
97616472,Шальтямское,2013,40.0
97616474,Шибылгинское,2013,44.0
97616476,Шихазанское,2013,934.0
97616484,Ямашевское,2013,55.0
97616488,Янгличское,2013,92.0
97619000,Козловский муниципальный район,2013,2964.0
97619000,Козловский муниципальный район,2014,2678.0
97619000,Козловский муниципальный район,2015,2653.0
97619000,Козловский муниципальный район,2016,2755.0
97619101,Козловское,2013,2403.0
97619405,ND,2013,46.0
97619410,Аттиковское,2013,8.0
97619415,Байгуловское,2013,31.0
97619425,Еметкинское,2013,33.0
97619430,Карамышевское,2013,114.0
97619435,Карачевское,2013,22.0
97619443,Солдыбаевское,2013,32.0
97619445,Тюрлеминское,2013,249.0
97619450,Янгильдинское,2013,26.0
97621000,Комсомольский муниципальный район,2013,2842.0
97621000,Комсомольский муниципальный район,2014,2745.0
97621000,Комсомольский муниципальный район,2015,2596.0
97621000,Комсомольский муниципальный район,2016,2454.0
97621405,Александровское.,2013,136.0
97621410,ND,2013,53.0
97621415,Асановское,2013,39.0
97621420,Кайнлыкское,2013,53.0
97621425,Комсомольское,2013,1835.0
97621440,ND,2013,49.0
97621445,Полевосундырское,2013,54.0
97621449,ND,2013,140.0
97621452,Тугаевское,2013,103.0
97621455,Урмаевское,2013,149.0
97621460,Чичканское,2013,54.0
97621465,Шераутское,2013,177.0
97624000,Красноармейский муниципальный район,2013,2206.0
97624000,Красноармейский муниципальный район,2014,2251.0
97624000,Красноармейский муниципальный район,2015,2315.0
97624000,Красноармейский муниципальный район,2016,2208.0
97624405,Алманчинское,2013,49.0
97624410,Большешатьминское,2013,51.0
97624420,Исаковское,2013,44.0
97624425,Караевское,2013,27.0
97624430,Красноармейское,2013,1809.0
97624434,Пикшикское,2013,40.0
97624440,Убеевское,2013,103.0
97624445,Чадукасинское,2013,26.0
97624460,ND,2013,57.0
97626000,Красночетайский муниципальный район,2013,1740.0
97626000,Красночетайский муниципальный район,2014,1679.0
97626000,Красночетайский муниципальный район,2015,1614.0
97626000,Красночетайский муниципальный район,2016,1587.0
97626405,Акчикасинское,2013,93.0
97626415,Атнарское,2013,207.0
97626418,Большеатменское,2013,63.0
97626425,Испуханское,2013,17.0
97626430,Красночетайское,2013,1157.0
97626435,Пандиковское,2013,37.0
97626440,Питеркинское,2013,39.0
97626445,Староатайское,2013,44.0
97626450,Хозанкинское,2013,54.0
97626455,Штанашское,2013,29.0
97629000,ND,2013,2582.0
97629000,ND,2014,2483.0
97629000,ND,2015,2370.0
97629000,ND,2016,2150.0
97629101,ND,2013,1728.0
97629410,Бичуринское,2013,38.0
97629415,Карабашское,2013,16.0
97629420,Кугеевское,2013,31.0
97629425,Приволжское,2013,9.0
97629430,Октябрьское.,2013,263.0
97629435,Первочурашевское,2013,168.0
97629440,Сутчевское,2013,39.0
97629445,Аксаринское,2013,20.0
97629450,Шоршелское,2013,85.0
97629460,Эльбарусовское,2013,75.0
97629465,Большешигаевское,2013,111.0
97632000,Моргаушский муниципальный район,2013,5190.0
97632000,Моргаушский муниципальный район,2014,5048.0
97632000,Моргаушский муниципальный район,2015,4641.0
97632000,Моргаушский муниципальный район,2016,4404.0
97632410,Александровское,2013,133.0
97632420,Большесундырское,2013,397.0
97632425,Ильинское,2013,48.0
97632430,Кадикасинское,2013,489.0
97632435,Моргаушское,2013,2220.0
97632440,Москакасинское,2013,740.0
97632445,Орининское,2013,239.0
97632455,Сятракасинское,2013,206.0
97632460,Тораевское,2013,142.0
97632463,Хорнойское,2013,31.0
97632465,Чуманкасинское,2013,61.0
97632470,Шатьмапосинское,2013,43.0
97632480,Юнгинское,2013,57.0
97632485,Юськасинское,2013,236.0
97632488,Ярабайкасинское,2013,98.0
97632490,Ярославское,2013,49.0
97635000,Порецкий муниципальный район,2013,1739.0
97635000,Порецкий муниципальный район,2014,1733.0
97635000,Порецкий муниципальный район,2015,1691.0
97635000,Порецкий муниципальный район,2016,1568.0
97635405,Анастасовское,2013,29.0
97635420,Козловское.,2013,24.0
97635425,Кудеихинское,2013,36.0
97635430,Мишуковское,2013,18.0
97635435,Напольновское,2013,40.0
97635440,Никулинское,2013,13.0
97635445,Октябрьское,2013,65.0
97635455,Порецкое,2013,1441.0
97635465,Семеновское,2013,32.0
97635470,Сиявское,2013,10.0
97635480,Сыресинское,2013,23.0
97635485,Рындинское,2013,9.0
97638000,Урмарский муниципальный район,2013,2582.0
97638000,Урмарский муниципальный район,2014,2503.0
97638000,Урмарский муниципальный район,2015,2421.0
97638000,Урмарский муниципальный район,2016,2325.0
97638151,Урмарское,2013,1753.0
97638405,Арабосинское,2013,93.0
97638408,Бишевское,2013,23.0
97638410,Большечакинское,2013,46.0
97638415,Большеяниковское,2013,79.0
97638425,Ковалинское,2013,36.0
97638430,Кудеснерское,2013,49.0
97638432,Кульгешское,2013,34.0
97638435,Мусирминское,2013,47.0
97638440,Староурмарское,2013,164.0
97638445,Тегешевское,2013,31.0
97638450,Челкасинское,2013,40.0
97638455,Чубаевское,2013,39.0
97638460,Шигалинское,2013,31.0
97638462,Шихабыловское,2013,59.0
97638465,Шоркистринское,2013,57.0
97641000,Цивильский муниципальный район,2013,6421.0
97641000,Цивильский муниципальный район,2014,6295.0
97641000,Цивильский муниципальный район,2015,6271.0
97641000,Цивильский муниципальный район,2016,6692.0
97641101,Цивильское,2013,4415.0
97641404,Богатыревское,2013,67.0
97641408,Первостепановское,2013,28.0
97641412,Булдеевское,2013,25.0
97641420,Игорварское,2013,41.0
97641424,Опытное,2013,416.0
97641432,Медикасинское,2013,8.0
97641434,Михайловское,2013,120.0
97641437,Малоянгорчинское,2013,32.0
97641440,Второвурманкасинское,2013,109.0
97641444,Поваркасинское,2013,28.0
97641448,Рындинское.,2013,27.0
97641452,Конарское,2013,245.0
97641464,Тувсинское,2013,42.0
97641468,Таушкасинское,2013,142.0
97641475,Чиричкасинское,2013,33.0
97641480,Чурачикское,2013,630.0
97644000,Чебоксарский муниципальный район,2013,9510.0
97644000,Чебоксарский муниципальный район,2014,9555.0
97644000,Чебоксарский муниципальный район,2015,9423.0
97644000,Чебоксарский муниципальный район,2016,9504.0
97644404,Абашевское,2013,194.0
97644408,Акулевское,2013,17.0
97644416,Большекатрасьское,2013,52.0
97644420,ND,2013,752.0
97644428,Ишакское,2013,177.0
97644432,Ишлейское,2013,921.0
97644440,Кшаушское,2013,217.0
97644442,Кугесьское,2013,2800.0
97644444,Лапсарское,2013,975.0
97644448,Атлашевское,2013,1543.0
97644452,Сарабакасинское,2013,28.0
97644454,Сирмапосинское,2013,38.0
97644456,ND,2013,370.0
97644460,Синьяльское,2013,605.0
97644482,Чиршкасинское,2013,74.0
97644484,Шинерпосинское,2013,658.0
97644488,Янышское,2013,56.0
97647000,Шемуршинский муниципальный район,2013,1573.0
97647000,Шемуршинский муниципальный район,2014,1483.0
97647000,Шемуршинский муниципальный район,2015,1422.0
97647000,Шемуршинский муниципальный район,2016,1397.0
97647410,ND,2013,63.0
97647417,Большебуяновское,2013,43.0
97647422,ND,2013,155.0
97647428,Малобуяновское,2013,44.0
97647442,Старочукальское,2013,33.0
97647448,Трехбалтаевское,2013,107.0
97647455,ND,2013,35.0
97647460,Чукальское,2013,13.0
97647464,Шемуршинское,2013,1080.0
97650000,Шумерлинский муниципальный район,2013,701.0
97650000,Шумерлинский муниципальный район,2014,655.0
97650000,Шумерлинский муниципальный район,2015,628.0
97650000,Шумерлинский муниципальный район,2016,598.0
97650405,Большеалгашинское,2013,8.0
97650410,Егоркинское,2013,39.0
97650415,Краснооктябрьское,2013,56.0
97650420,Магаринское,2013,99.0
97650430,Нижнекумашкинское,2013,18.0
97650440,ND,2013,32.0
97650445,Торханское,2013,54.0
97650450,Туванское,2013,35.0
97650455,Ходарское,2013,53.0
97650460,Шумерлинское,2013,92.0
97650465,Юманайское,2013,40.0
97653000,Ядринский муниципальный район,2013,4679.0
97653000,Ядринский муниципальный район,2014,4693.0
97653000,Ядринский муниципальный район,2015,4575.0
97653000,Ядринский муниципальный район,2016,4540.0
97653101,Ядринское,2013,3231.0
97653410,Большесундырское.,2013,24.0
97653415,Большечурашевское,2013,57.0
97653420,Большешемердянское,2013,194.0
97653425,Иваньковское,2013,43.0
97653435,Кильдишевское,2013,8.0
97653440,Кукшумское,2013,141.0
97653445,Малокарачкинское,2013,31.0
97653448,Мочарское,2013,17.0
97653450,Николаевское,2013,34.0
97653455,Персирланское,2013,474.0
97653460,Советское,2013,55.0
97653465,Старотиньгешское,2013,32.0
97653470,Стрелецкое,2013,9.0
97653475,Хочашевское,2013,38.0
97653480,Чебаковское,2013,72.0
97653485,Ювановское,2013,168.0
97653490,Ядринское.,2013,53.0
97655000,Яльчикский муниципальный район,2013,2162.0
97655000,Яльчикский муниципальный район,2014,2115.0
97655000,Яльчикский муниципальный район,2015,2003.0
97655000,Яльчикский муниципальный район,2016,1906.0
97655405,Большетаябинское,2013,48.0
97655410,Большеяльчикское,2013,51.0
97655415,Кильдюшевское,2013,81.0
97655420,ND,2013,92.0
97655425,Малотаябинское,2013,54.0
97655430,Новошимкусское,2013,108.0
97655435,Сабанчинское,2013,27.0
97655440,Яльчикское,2013,1461.0
97655445,Янтиковское,2013,236.0
97658000,Янтиковский муниципальный район,2013,1692.0
97658000,Янтиковский муниципальный район,2014,1640.0
97658000,Янтиковский муниципальный район,2015,1597.0
97658000,Янтиковский муниципальный район,2016,1573.0
97658405,Алдиаровское,2013,48.0
97658410,Индырчское,2013,43.0
97658415,Можарское,2013,46.0
97658420,Новобуяновское,2013,47.0
97658425,Турмышское,2013,58.0
97658430,Тюмеревское,2013,62.0
97658435,Чутеевское,2013,41.0
97658440,Шимкусское,2013,64.0
97658445,Янтиковское.,2013,1227.0
97658450,ND,2013,56.0
97701000,город Чебоксары,2013,140204.0
97701000,город Чебоксары,2014,138094.0
97701000,город Чебоксары,2015,134777.0
97701000,город Чебоксары,2016,129087.0
97704000,город Алатырь,2013,10120.0
97704000,город Алатырь,2014,9992.0
97704000,город Алатырь,2015,9823.0
97704000,город Алатырь,2016,9636.0
97707000,город Канаш,2013,11663.0
97707000,город Канаш,2014,11399.0
97707000,город Канаш,2015,11380.0
97707000,город Канаш,2016,10909.0
97710000,город Новочебоксарск,2013,23412.0
97710000,город Новочебоксарск,2014,23592.0
97710000,город Новочебоксарск,2015,23458.0
97710000,город Новочебоксарск,2016,22580.0
97713000,город Шумерля,2013,7371.0
97713000,город Шумерля,2014,7599.0
97713000,город Шумерля,2015,7540.0
97713000,город Шумерля,2016,7430.0
98601000,Абыйский муниципальный район,2013,1575.0
98601000,Абыйский муниципальный район,2014,1582.0
98601000,Абыйский муниципальный район,2015,1589.0
98601000,Абыйский муниципальный район,2016,1602.0
98603000,Алданский муниципальный район,2013,14708.0
98603000,Алданский муниципальный район,2014,14597.0
98603000,Алданский муниципальный район,2015,14111.0
98603000,Алданский муниципальный район,2016,14705.0
98604000,Таттинский муниципальный район,2013,3897.0
98604000,Таттинский муниципальный район,2014,3819.0
98604000,Таттинский муниципальный район,2015,3767.0
98604000,Таттинский муниципальный район,2016,3748.0
98606000,Аллаиховский муниципальный район,2013,975.0
98606000,Аллаиховский муниципальный район,2014,966.0
98606000,Аллаиховский муниципальный район,2015,961.0
98606000,Аллаиховский муниципальный район,2016,962.0
98608000,Амгинский муниципальный район,2013,4360.0
98608000,Амгинский муниципальный район,2014,4158.0
98608000,Амгинский муниципальный район,2015,3964.0
98608000,Амгинский муниципальный район,2016,3939.0
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2013,1866.0
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2014,1747.0
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2015,1723.0
98610000,Анабарский национальный (долгано-эвенкийский) муниципальный район,2016,1557.0
98612000,Булунский муниципальный район,2013,2569.0
98612000,Булунский муниципальный район,2014,2969.0
98612000,Булунский муниципальный район,2015,2870.0
98612000,Булунский муниципальный район,2016,2889.0
98614000,Верхневилюйский муниципальный район,2013,4845.0
98614000,Верхневилюйский муниципальный район,2014,4790.0
98614000,Верхневилюйский муниципальный район,2015,4643.0
98614000,Верхневилюйский муниципальный район,2016,4474.0
98615000,Верхнеколымский муниципальный район,2013,1859.0
98615000,Верхнеколымский муниципальный район,2014,1820.0
98615000,Верхнеколымский муниципальный район,2015,1783.0
98615000,Верхнеколымский муниципальный район,2016,1726.0
98616000,Верхоянский муниципальный район,2013,4011.0
98616000,Верхоянский муниципальный район,2014,3788.0
98616000,Верхоянский муниципальный район,2015,3663.0
98616000,Верхоянский муниципальный район,2016,3635.0
98618000,Вилюйский муниципальный район,2013,6782.0
98618000,Вилюйский муниципальный район,2014,6598.0
98618000,Вилюйский муниципальный район,2015,6356.0
98618000,Вилюйский муниципальный район,2016,6300.0
98620000,Горный муниципальный район,2013,2519.0
98620000,Горный муниципальный район,2014,2533.0
98620000,Горный муниципальный район,2015,2704.0
98620000,Горный муниципальный район,2016,2679.0
98622000,Жиганский национальный эвенкийский муниципальный район,2013,1638.0
98622000,Жиганский национальный эвенкийский муниципальный район,2014,1387.0
98622000,Жиганский национальный эвенкийский муниципальный район,2015,1359.0
98622000,Жиганский национальный эвенкийский муниципальный район,2016,1408.0
98624000,Кобяйский муниципальный район,2013,3589.0
98624000,Кобяйский муниципальный район,2014,3483.0
98624000,Кобяйский муниципальный район,2015,3385.0
98624000,Кобяйский муниципальный район,2016,3331.0
98626000,Нюрбинский муниципальный район,2013,8207.0
98626000,Нюрбинский муниципальный район,2014,8175.0
98626000,Нюрбинский муниципальный район,2015,8164.0
