popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
0.10199311023622049,0.10697772173182009,0.029931572030633978,0.18859971480953353,0.3218390804597701,0.00017377567140600318,0.4668035592060233,0.5583333333333332,0.35083016257350397,0.40061791967044286,0.371523915461624,0.024506714037399957,0.010377850665379516,0.011261539923814175,0.012243818590506411,0.02789654447325997,0.010253990370045282,0.0031855033881897387,0.04568125141691227
0.1031003937007874,0.10592686002522067,0.028277518466488422,0.20878305153799145,0.32471264367816094,0.0001796998420221169,0.4524298425735797,0.5067460317460317,0.35610515392597714,0.3388259526261586,0.4093437152391546,0.025839015911218077,0.01380223223376533,0.01605900181656243,0.011344704482348275,0.02642461624728394,0.016114895495248527,0.004443973862536302,0.06544245446988589
0.10445374015748032,0.10718789407313997,0.02254497666198396,0.23781788551639846,0.32758620689655177,0.0001796998420221169,0.4496919917864477,0.4896825396825397,0.37167070217917675,0.3995880535530381,0.5506117908787541,0.02724294691803717,0.01400799515656379,0.026086557519970306,0.01190003966679889,0.02955538421999486,0.021308381128910363,0.003875242013552759,0.10398246807224364
0.10654527559055119,0.10592686002522067,0.020596365613812482,0.27013974332858015,0.3290229885057471,0.00019747235387045813,0.460643394934976,0.4908730158730159,0.3565375302663438,0.3800205973223481,0.5606229143492769,0.029024124691994727,0.014517638494411409,0.024605120952576824,0.014438714795715986,0.03805985841452302,0.024741677533584753,0.005463455953533398,0.09053124763847956
0.10839074803149606,0.10571668768390079,0.02705397199438075,0.2942041148910165,0.33333333333333337,0.00021721958925750395,0.47843942505133474,0.5083333333333333,0.361034244206157,0.17713697219361482,0.5183537263626251,0.030246595228544688,0.017075180399855134,0.02368168123385312,0.016501388337961127,0.042428915212261394,0.037926592029697184,0.004244312681510165,0.08588377540995995
0.11023622047244094,0.10256410256410256,0.03589069651515838,0.30184151558362193,0.33764367816091956,0.00023696682464454977,0.4537987679671458,0.4880952380952381,0.36034244206157034,0.49021627188465505,0.42380422691879865,0.03123985253949153,0.01887038588048742,0.02073765380761154,0.016025386751289172,0.04175136094951053,0.03579921204888667,0.0034607938044530495,0.07284818257386835
0.11177411417322834,0.10235393022278269,0.030022205102641954,0.3158174781014463,0.3405172413793104,0.00024289099526066352,0.48323066392881586,0.46904761904761905,0.3510895883777239,0.5973223480947477,0.46718576195773076,0.03286822149638034,0.01990822162754823,0.03609854502936244,0.013499933888668518,0.04726525081189692,0.03987509226925142,0.003303484995159729,0.07265926093856269
0.11331200787401574,0.09794031105506515,0.02721257987039471,0.3357351802811163,0.346264367816092,0.0002507898894154818,0.5188227241615332,0.4658730158730159,0.3957108267035628,0.28733264675592174,0.5450500556173525,0.027333677153171736,0.025454495326901028,0.018206593212103533,0.017598836440565913,0.05831639447676456,0.042033281063142976,0.0034184414327202324,0.06472455225572432
0.09012057086614174,0.1317780580075662,0.0537227534327276,0.18915461397433286,0.3218390804597701,0.00016192733017377566,0.20191649555099248,0.25753968253968257,0.20927014873746108,0.006179196704428424,0.5539488320355951,0.01646515003915726,0.2767414005035414,0.061840963523721426,0.011146370487901626,0.024532137099600476,0.018542818591421067,0.012167231364956437,0.028527166931156957
0.09085875984251968,0.13093736864228667,0.031427017718765576,0.19402729680179262,0.33045977011494254,0.00017772511848341231,0.20465434633812457,0.25793650793650796,0.19802836388792805,0.005149330587023687,0.5617352614015573,0.014115714476725306,0.37725476379176665,0.05653138998571823,0.014425492529419541,0.02577042592462793,0.023764912408658155,0.015407187802516941,0.028338245295851282
