saldo,saldoone,saldotwo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
1501.0,848.0,848.0,123992.0,25739.0,47553.791679999995,84571.9,3498.0,3561491.68932,57.2,332.0,322.0,1713.9,417090.0,132934.0,9338328.0,87.0,5140.0,21439757.07576
