saldo,foodseats,sportsvenue,servicesnum,theatres,library,cultureorg,musartschool
0.01985423473234481,0.28949157664123293,0.2757660167130919,0.20273972602739726,0.3333333333333333,0.024390243902439025,0.03773584905660377,0.2222222222222222
0.10756471475245036,0.3003701745108408,0.2757660167130919,0.2054794520547945,0.3333333333333333,0.024390243902439025,0.03773584905660377,0.2222222222222222
0.04222166373460669,0.007554581853894387,0.06128133704735376,0.023287671232876714,0.0,0.43902439024390244,0.4716981132075472,0.1111111111111111
0.03820055290273938,0.0049104782050313515,0.1615598885793872,0.030136986301369864,0.0,0.6585365853658537,0.5283018867924528,0.1111111111111111
0.02839909525006283,0.0049104782050313515,0.1615598885793872,0.031506849315068496,0.0,0.024390243902439025,0.22641509433962265,0.0
0.0062829856747926615,0.0049104782050313515,0.1615598885793872,0.028767123287671233,0.0,0.024390243902439025,0.22641509433962265,0.1111111111111111
0.009801457652676551,0.0049104782050313515,0.1615598885793872,0.030136986301369864,0.0,0.024390243902439025,0.22641509433962265,0.1111111111111111
0.03166624780095501,0.007554581853894387,0.04178272980501393,0.031506849315068496,0.3333333333333333,0.36585365853658536,0.18867924528301888,0.2222222222222222
0.07313395325458658,0.007554581853894387,0.04178272980501393,0.036986301369863014,0.3333333333333333,0.34146341463414637,0.18867924528301888,0.2222222222222222
0.04749937170143252,0.007554581853894387,0.07799442896935933,0.03972602739726028,0.3333333333333333,0.04878048780487805,0.18867924528301888,0.2222222222222222
0.101030409650666,0.0036261992898693057,0.10306406685236769,0.038356164383561646,0.3333333333333333,0.024390243902439025,0.18867924528301888,0.2222222222222222
0.16813269665745162,0.0036261992898693057,0.09749303621169916,0.036986301369863014,0.3333333333333333,0.0975609756097561,0.18867924528301888,0.2222222222222222
0.14149283739633073,0.02228601646898844,0.13370473537604458,0.052054794520547946,0.0,0.8048780487804879,0.6981132075471698,0.2222222222222222
0.06559437044483539,0.0037772909269471935,0.12813370473537605,0.04657534246575343,0.0,0.43902439024390244,0.37735849056603776,0.2222222222222222
0.018848957024377985,0.01933972954596963,0.08356545961002786,0.09178082191780822,0.0,0.14634146341463414,0.018867924528301886,0.2222222222222222
0.0155818044734858,0.03588426380599834,0.08913649025069638,0.09452054794520548,0.0,0.12195121951219512,0.03773584905660377,0.2222222222222222
0.1050515204825333,0.12238422603308907,0.38440111420612816,0.2534246575342466,0.3333333333333333,0.2682926829268293,0.07547169811320754,0.3333333333333333
0.07640110580547876,0.145350154868928,0.3871866295264624,0.2602739726027397,0.3333333333333333,0.024390243902439025,0.03773584905660377,0.3333333333333333
0.1316913797436542,0.14988290398126464,0.39275766016713093,0.26164383561643834,0.3333333333333333,0.04878048780487805,0.03773584905660377,0.3333333333333333
0.1550640864538829,0.14988290398126464,0.39275766016713093,0.26164383561643834,0.3333333333333333,0.04878048780487805,0.018867924528301886,0.3333333333333333
0.12188992209097763,0.17179119135755835,0.39275766016713093,0.26164383561643834,0.3333333333333333,0.04878048780487805,0.018867924528301886,0.3333333333333333
0.11409901985423473,0.08491350003777291,0.3147632311977716,0.24246575342465754,0.3333333333333333,0.21951219512195122,0.07547169811320754,0.5555555555555556
0.10203568735863282,0.08491350003777291,0.3147632311977716,0.24794520547945206,0.3333333333333333,0.21951219512195122,0.09433962264150944,0.5555555555555556
0.1128424227192762,0.08491350003777291,0.3147632311977716,0.25068493150684934,0.3333333333333333,0.21951219512195122,0.03773584905660377,0.5555555555555556
0.04096506659964815,0.08491350003777291,0.34818941504178275,0.2602739726027397,0.3333333333333333,0.21951219512195122,0.03773584905660377,0.5555555555555556
0.04825332998240764,0.08491350003777291,0.34818941504178275,0.2671232876712329,0.3333333333333333,0.024390243902439025,0.07547169811320754,0.5555555555555556
0.018848957024377985,0.08491350003777291,0.35097493036211697,0.2671232876712329,0.3333333333333333,0.024390243902439025,0.07547169811320754,0.5555555555555556
0.17567227946720282,0.07683009745410592,0.17548746518105848,0.39452054794520547,0.3333333333333333,0.24390243902439024,0.03773584905660377,0.2222222222222222
0.11736617240512692,0.07592354763163858,0.2618384401114206,0.40273972602739727,0.3333333333333333,0.024390243902439025,0.03773584905660377,0.2222222222222222
0.06484041216386027,0.09239253607312835,0.2646239554317549,0.40821917808219177,0.3333333333333333,0.24390243902439024,0.03773584905660377,0.2222222222222222
