inflow,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool
0.23976608187134502,0.2599214696396017,0.14613066920393275,0.3316902045334543,0.18846976670063215,0.39766581269570167,0.14889413601201654,0.35616438356164387,0.4166666666666667,0.2310126582278481,0.4760529204460107,0.19561018095474428,0.2832771770877505,0.16449507877641478,0.23863636363636365,0.19943115275221684
0.21459445715738623,0.2621451609672056,0.1329289565493181,0.2974495848161329,0.20923901232898542,0.42840876743524053,0.12542336494976053,0.363013698630137,0.4107142857142857,0.2563291139240506,0.4760529204460107,0.18828489546080449,0.27843741154196866,0.16584765055371797,0.23863636363636365,0.20227538899113268
0.20111873887617596,0.26133381413145823,0.13158103393593404,0.29640591116167103,0.20987888329236548,0.44691147167662965,0.1416912891724774,0.36986301369863017,0.33035714285714285,0.23417721518987342,0.4760529204460107,0.19274429377046629,0.33023866965700177,0.17097090080793906,0.22727272727272727,0.1878868997824996
0.2595982710399186,0.2606526834545345,0.12852838566444655,0.30220296606888825,0.21818271817185247,0.4022203245089667,0.16027704366615125,0.3767123287671233,0.33035714285714285,0.2563291139240506,0.3531688716852504,0.19657115331280015,0.28908354855673307,0.15038982478447963,0.2159090909090909,0.19692153254140873
0.27180269514365624,0.25929042210068715,0.11647637170948304,0.3338886109825706,0.19202165419924375,0.5092513521206946,0.14670713752573028,0.3835616438356164,0.33630952380952384,0.20253164556962025,0.37107862961465127,0.1846161706103026,0.27401762338539376,0.14651504235019375,0.2159090909090909,0.18571189559979923
0.2786676837020086,0.259019973155438,0.11124326038693308,0.34882796097481433,0.20029168457500496,0.5098206660973527,0.1950133125134955,0.3904109589041096,0.2113095238095238,0.17405063291139242,0.37107862961465127,0.18193761221481017,0.291061718818167,0.1524447844410691,0.2159090909090909,0.18571189559979923
0.28248156623442666,0.25982130336358356,0.11358230256898193,0.3577304031896769,0.20502914431142644,0.5035582123541132,0.21333281855783456,0.3938356164383562,0.2113095238095238,0.16139240506329114,0.37107862961465127,0.17930527780616093,0.26063152944611706,0.1576024425785858,0.2159090909090909,0.18136188723439853
0.2560386473429952,0.2619648616703728,0.11021249603552173,0.341766453447723,0.2114097443896597,0.2994591517221748,0.20854044938292876,0.39897260273972607,0.2113095238095238,0.16139240506329114,0.37240741810618755,0.18012514536227442,0.35933263854045244,0.17201940424452858,0.19318181818181818,0.18203111929061402
0.06636155606407322,0.09962537812769197,0.05696955280685062,0.3232182014120024,0.07580659960497023,0.018787361229718188,0.025173713372481598,0.4520547945205479,0.16964285714285715,0.17405063291139242,0.22300537292737882,0.11762544946745102,0.059389831283757,0.08885305806349916,0.14772727272727273,0.0635770453404718
0.05771675565725909,0.09714125448244085,0.053758325404376785,0.29436964941617005,0.06877405552631198,0.018787361229718188,0.026344114583453412,0.4623287671232877,0.13988095238095238,0.17405063291139242,0.22300537292737882,0.10839768198870188,0.04345951400736598,0.13648411260559706,0.125,0.0635770453404718
0.06229341469616069,0.09526814512090069,0.0448778940691405,0.304203331957677,0.06919057530436126,0.018787361229718188,0.027540721550773764,0.46746575342465757,0.13988095238095238,0.14240506329113925,0.22300537292737882,0.10294568438261784,0.05621525023900802,0.16043489851716497,0.125,0.07696168646478166
0.06102212051868802,0.09377566760822967,0.042856010149064386,0.30908251261039005,0.07278834034374351,0.00569313976658127,0.031055110099589472,0.4743150684931507,0.09821428571428571,0.12341772151898735,0.22300537292737882,0.10066611197882455,0.06997440503333736,0.11976341753041873,0.10227272727272728,0.07411745022586581
0.0729722857869311,0.0925336057856041,0.03936726926736441,0.35472687253960833,0.07079508192762939,0.007970395673213778,0.026960860423306622,0.4863013698630137,0.10714285714285714,0.10126582278481013,0.22300537292737882,0.09631619153273875,0.046712106517920626,0.11795209360819199,0.10227272727272728,0.07428475823991969
0.04271548436308162,0.09032994771320392,0.04059625753250872,0.35946203385732134,0.07159190237259323,0.01138627953316254,0.024594008073188803,0.49828767123287676,0.10714285714285714,0.0949367088607595,0.22300537292737882,0.0850156431702843,0.054023958292376016,0.12015452291887797,0.10227272727272728,0.07194244604316546
0.2936689549961861,0.29499969950117194,0.2470266412940057,0.39773285356375554,0.33598054792271326,0.1497295758610874,0.11044202596814151,0.4212328767123288,0.2767857142857143,0.40189873417721517,0.19088335547980817,0.2621046024493847,0.17135790235000925,0.1627823524725197,0.2727272727272727,0.22486197088840557
0.3033307907449784,0.2917643287857844,0.24215033301617508,0.36675170432620163,0.3375862618496859,0.14289780814118985,0.10728841399250376,0.4280821917808219,0.27976190476190477,0.4177215189873418,0.19088335547980817,0.24962169316030966,0.16380880486277735,0.1766546195421707,0.2727272727272727,0.2327254475489376
0.2936689549961861,0.2878678606486768,0.23434031081509674,0.3733224724058489,0.35413839563825317,0.14289780814118985,0.1263805436059592,0.4315068493150685,0.27976190476190477,0.41455696202531644,0.19088335547980817,0.24916188613329052,0.18910308275309043,0.19852505103697365,0.2727272727272727,0.24058892420946965
0.25146198830409355,0.2864354829016167,0.22427053599746274,0.3907858592104782,0.3540176652678041,0.14289780814118985,0.21594804061719575,0.43493150684931503,0.27976190476190477,0.44936708860759494,0.19088335547980817,0.23734070970849694,0.15861383650833213,0.19116623906335267,0.2727272727272727,0.23858122804082316
0.28095601322145947,0.2850832381753711,0.2097605455122106,0.42324769940888535,0.37390195728076575,0.18616567036720752,0.22246027997200646,0.44178082191780826,0.30654761904761907,0.43354430379746833,0.20197585071350166,0.20038098296524443,0.1486768519146567,0.18172604509072718,0.2727272727272727,0.2338966036473147
0.24383422323925757,0.2809063044654126,0.2206232159847764,0.45089913828626443,0.4063059887092958,0.20324508966695132,0.248650051959722,0.4486301369863014,0.17857142857142858,0.43354430379746833,0.20197585071350166,0.18335109307564676,0.15812712641946014,0.18287317193184904,0.2727272727272727,0.23423121967542246
0.22756165776760742,0.2779814492056814,0.21554868379321282,0.4593706271386649,0.41035045611933957,0.21178479931682323,0.2704803395000215,0.4571917808219178,0.21428571428571427,0.43670886075949367,0.20197585071350166,0.16609738177607156,0.14095982613155397,0.19422299863530174,0.2727272727272727,0.23406391166136858
0.22069666920925501,0.2741651140893884,0.210593085949889,0.4361944274975663,0.4082195650809135,0.2174779390834045,0.2578713070006023,0.4691780821917808,0.2261904761904762,0.4272151898734177,0.21156623721763243,0.16117331075656502,0.15433785262004956,0.21500594106353943,0.2727272727272727,0.23004851932407563
0.11034833460462751,0.10465372518380511,0.06454170631144941,0.28214912851166524,0.04990631323253152,0.010247651579846286,0.029794766189585004,0.4606164383561644,0.1488095238095238,0.04746835443037975,0.11866658963544977,0.1024615489414707,0.053887594876745805,0.06669102090866803,0.18181818181818182,0.11376944955663376
0.0966183574879227,0.1040126610172887,0.06069616238503013,0.31247402756670184,0.049335258580307434,0.017364076288072874,0.030930060666837983,0.4708904109589041,0.1488095238095238,0.04430379746835443,0.12028424519036338,0.09071822344188672,0.049827865664255885,0.05326514185408781,0.17045454545454544,0.10908482516312532
0.08873633358759217,0.10177895306208305,0.05645417063114494,0.3311909980060868,0.04592221100771226,0.017364076288072874,0.029127994073233143,0.48458904109589046,0.08035714285714286,0.0379746835443038,0.12028424519036338,0.07489502289303769,0.05282276969840423,0.05190474118064819,0.17045454545454544,0.10908482516312532
