saldo,foodseats,sportsvenue,servicesnum,theatres,library,cultureorg,musartschool
0.009801876955161626,0.00441764981030092,0.07894736842105263,0.06153846153846154,0.0,0.017543859649122806,0.022222222222222223,0.14285714285714285
0.05130344108446298,0.032196871264487295,0.3125,0.6637362637362637,0.029411764705882353,0.17543859649122806,0.044444444444444446,0.2857142857142857
0.29280500521376435,0.008133672886024635,0.2598684210526316,0.5736263736263736,0.0,0.03508771929824561,0.044444444444444446,0.14285714285714285
0.2510948905109489,0.01086222129826932,0.2730263157894737,0.832967032967033,0.0,0.03508771929824561,0.044444444444444446,0.14285714285714285
0.005005213764337852,0.000623668208513071,0.013157894736842105,0.008791208791208791,0.0,0.0,0.0,0.0
0.001251303441084463,0.0,0.003289473684210526,0.0,0.0,0.017543859649122806,0.022222222222222223,0.0
0.0008342022940563086,0.000623668208513071,0.009868421052631578,0.006593406593406593,0.0,0.0,0.0,0.0
0.0,0.0,0.009868421052631578,0.0,0.0,0.0,0.022222222222222223,0.0
0.0,0.0,0.009868421052631578,0.0,0.0,0.0,0.0,0.0
0.0022940563086548487,0.0009355023127696066,0.02631578947368421,0.006593406593406593,0.0,0.0,0.0,0.0
0.025234619395203335,0.04890598201756666,0.3223684210526316,0.20659340659340658,0.029411764705882353,0.017543859649122806,0.08888888888888889,0.2857142857142857
0.11470281543274244,0.0685515305857284,0.3355263157894737,0.20659340659340658,0.029411764705882353,0.017543859649122806,0.08888888888888889,0.2857142857142857
0.09781021897810219,0.07967361363754483,0.35855263157894735,0.20659340659340658,0.029411764705882353,0.017543859649122806,0.08888888888888889,0.2857142857142857
0.06652763295099061,0.08528662751416247,0.3815789473684211,0.20659340659340658,0.029411764705882353,0.017543859649122806,0.08888888888888889,0.14285714285714285
0.06715328467153285,0.010784262772205186,0.5230263157894737,0.13626373626373625,0.0,0.47368421052631576,0.6222222222222222,0.42857142857142855
0.044004171011470285,0.03578296346343745,1.0,0.26153846153846155,0.0,0.8947368421052632,1.0,0.5714285714285714
0.008759124087591242,0.042539369055662385,0.7828947368421053,0.4989010989010989,0.0,0.5614035087719298,0.7111111111111111,0.42857142857142855
0.035453597497393116,0.030871576321397018,0.19407894736842105,0.5494505494505495,0.029411764705882353,0.12280701754385964,0.1111111111111111,0.14285714285714285
0.004588112617309697,0.040616392079413755,0.20723684210526316,0.5494505494505495,0.029411764705882353,0.12280701754385964,0.1111111111111111,0.14285714285714285
0.023983315954118872,0.022711917260017672,0.2631578947368421,0.23076923076923078,0.0,0.017543859649122806,0.4222222222222222,0.42857142857142855
0.17205422314911367,0.02429707395665506,0.19078947368421054,0.22637362637362637,0.0,0.017543859649122806,0.4222222222222222,0.42857142857142855
0.023149113660062566,0.002390728132633439,0.009868421052631578,0.017582417582417582,0.0,0.0,0.022222222222222223,0.14285714285714285
0.1453597497393118,0.008107686710669923,0.3355263157894737,0.20659340659340658,0.0,0.017543859649122806,0.26666666666666666,0.2857142857142857
0.054223149113660066,0.012577308871680267,0.39144736842105265,0.14945054945054945,0.0,0.017543859649122806,0.26666666666666666,0.2857142857142857
0.029197080291970802,0.003638064549659581,0.09210526315789473,0.06593406593406594,0.0,0.017543859649122806,0.022222222222222223,0.14285714285714285
0.004171011470281543,0.007328101450028585,0.125,0.07252747252747253,0.0,0.017543859649122806,0.022222222222222223,0.14285714285714285
0.06506777893639208,0.022945792838210074,0.18421052631578946,0.27472527472527475,0.0,0.017543859649122806,0.022222222222222223,0.2857142857142857
0.002502606882168926,0.028039083207733486,0.18421052631578946,0.2879120879120879,0.0,0.017543859649122806,0.022222222222222223,0.2857142857142857
0.027320125130344108,0.020555064705576633,0.19736842105263158,0.3010989010989011,0.0,0.017543859649122806,0.022222222222222223,0.2857142857142857
0.02440041710114703,0.017176861909464165,0.21710526315789475,0.3054945054945055,0.0,0.017543859649122806,0.022222222222222223,0.2857142857142857
