popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
0.0897531964568823,0.053966593031818,0.0281632653061224,0.3733832737417678,0.4022988505747126,0.0007424960505529,0.509240246406571,0.4396825396825397,0.2641819439640263,0.345005149330587,0.5428253615127919,0.0337594223727565,0.0229112434841018,0.0170764597278531,0.161284951263561,0.1684159084033417,0.0243578315349895,0.0117065559491939,0.0547237076648841
0.0897374212224229,0.0550517381699802,0.3145816326530612,0.3909521582852743,0.4123563218390805,0.0007523696682464,0.5598904859685148,0.4325396825396825,0.2710134901418194,0.3367662203913492,0.5650723025583981,0.0301078993833763,0.0251502910921896,0.0195408953983725,0.1663058932025156,0.1816573968490377,0.0269648739641355,0.0113122051051869,0.0460071301247771
0.0895007927055315,0.0549354726194628,0.0399081632653061,0.4379082652005724,0.4281609195402299,0.0008274091627172,0.5735797399041752,0.4285714285714285,0.2894327222414389,0.4552008238928939,0.5639599555061179,0.027958338307363,0.0290797164288676,0.0349748398260403,0.1841481690213005,0.1851015801354401,0.0351063299528035,0.0167489566801857,0.0509982174688057
0.0100882624368004,0.0037204976165562,0.0041734693877551,0.2732875493775554,0.3376436781609195,0.0001165086887835,0.216974674880219,0.2361111111111111,0.2012279488066412,0.5509783728115345,0.7308120133481646,0.0016065140673362,0.0004659240614403,0.0004340817580289,0.0198660228247921,0.0164839853234351,0.0016117117366256,0.0002297708169688,8.912655971479501e-06
0.0100488243506519,0.0036623648412975,0.0447551020408163,0.2806062123223077,0.3577586206896552,0.0001145339652448,0.2203969883641341,0.2321428571428571,0.1983742649602213,0.3748712667353244,0.7452725250278086,0.0015838871086413,0.0004794811968049,0.0002874733135445,0.0215055140701651,0.017787189810182,0.0019263273794432,0.0004443126379292,-0.002807486631016
0.0100014986472736,0.003565476882533,0.003938775510204,0.3060550383605943,0.3735632183908046,0.0001481042654028,0.2286105407255304,0.2333333333333333,0.2148045658941542,0.2471678681771369,0.675194660734149,0.0015448751108916,0.0005008415670598,0.0001177432961981,0.016228401624121,0.010425635893975,0.0022828884627186,0.001089541153022,-8.021390374331551e-05
0.0135193759317247,0.0068984226640313,0.0055102040816326,0.3131808356044254,0.3520114942528736,0.0001777251184834,0.2354551676933607,0.2603174603174603,0.2034763057765479,0.0617919670442842,0.3103448275862068,0.0021253736374084,0.0090639302482232,0.0007194932752672,0.010336479961062,0.0056161907643139,0.0021929698911885,0.000240190656343,-0.0005347593582887
0.0134089492905088,0.0067434019300081,0.0418265306122449,0.3348006870742194,0.3591954022988506,0.0001658767772511,0.2272416153319644,0.2515873015873016,0.2040816326530612,0.2070030895983522,0.3503893214682981,0.0020028759644741,0.0088989351816017,0.0012721283209003,0.0081590306508011,0.0040259710037001,0.00257082660669,0.0002289692908631,-0.0044028520499108
0.0132748597976037,0.0068015347052668,0.0055,0.370513904436226,0.367816091954023,0.0001777251184834,0.2313483915126625,0.2543650793650793,0.2308889657557938,0.2749742533470649,0.3882091212458287,0.0019076866899646,0.0104266115217048,0.0051290128539008,0.0075442214337863,0.0045224298557942,0.0029979977800214,0.000798587176651,-0.0027272727272727
0.0132511969459146,0.0071697089485718,0.0028877551020408,0.286006451948101,0.3577586206896552,0.0001461295418641,0.2306639288158795,0.4523809523809524,0.2365963334486337,0.1925849639546858,0.3414905450500556,0.0028642608747894,0.0073389975885639,0.0005491005376796,0.0129494191333751,0.0100300202462125,0.0020499778349893,0.0008643123173188,0.0136363636363636
