saldo,saldoone,saldotwo,saldothree,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
-0.05314480741101901,-0.06257378984651712,-0.01650943396226415,-0.053367217280813214,0.20927963094393187,0.14320680679125064,0.3481487659022485,0.18846976670063215,0.4215449607724804,0.17332103945823849,0.36427320490367776,0.42813455657492355,0.2267080745341615,0.46884779516358466,0.19179840223658254,0.264912585512262,0.1694060867571229,0.2413793103448276,0.23190661478599223,0.03531433424724596
0.006825938566552901,-0.01652892561983471,-0.049528301886792456,0.08894536213468869,0.21107006903671205,0.13026924122926298,0.3122091169907555,0.20923901232898542,0.45413397706698855,0.14599975907505236,0.3712784588441331,0.42201834862385323,0.2515527950310559,0.46884779516358466,0.18461586170210229,0.2603865773912157,0.17079903962571602,0.2413793103448276,0.23521400778210116,0.03258457160846744
0.08776206728425158,-0.049586776859504134,0.08254716981132075,0.193138500635324,0.2104168010839409,0.1289482885893003,0.3111136559556108,0.20987888329236548,0.47374773687386845,0.16493652590569224,0.37828371278458844,0.3394495412844037,0.22981366459627328,0.46884779516358466,0.1889883614695225,0.3088296089164506,0.17607524474687172,0.22988505747126436,0.21848249027237354,0.033766789737029866
0.2983910287664554,0.08264462809917356,0.1792452830188679,0.49555273189326554,0.2098683786050713,0.12595671937526712,0.3171983623600524,0.21818271817185247,0.4263729631864816,0.18657137583490105,0.38528896672504376,0.3394495412844037,0.2515527950310559,0.34782361308677096,0.19274064850397532,0.27034253540835373,0.15487971977238835,0.21839080459770116,0.22898832684824902,0.03213215910293691
0.4232081911262799,0.179456906729634,0.45990566037735847,0.4142312579415502,0.20877153364733209,0.11414584871207117,0.35045625789854645,0.19202165419924375,0.53983101991551,0.17077525181952222,0.39229422066549907,0.345565749235474,0.19875776397515527,0.3654623044096728,0.18101862785089132,0.25625331992228784,0.1508892555341249,0.21839080459770116,0.21595330739299612,0.03877808782746537
0.4714773281326182,0.4604486422668241,0.38443396226415094,0.3189326556543837,0.20855377766307504,0.10901744434515716,0.3661369026450416,0.20029168457500496,0.5404345202172601,0.22700632098973672,0.39929947460595444,0.21712538226299694,0.17080745341614906,0.3654623044096728,0.17839226547013318,0.2721924627619351,0.15699603034201798,0.21839080459770116,0.21595330739299612,0.026319951388758256
-0.1599219892735251,-0.18417945690672963,-0.12853773584905662,-0.08005082592121983,0.08021485257113362,0.05582967481254128,0.3392563795997884,0.07580659960497023,0.019915509957754977,0.029303599762922433,0.4623467600700525,0.1743119266055046,0.17080745341614906,0.21963015647226172,0.11533332856246616,0.05553964466979793,0.09150577011121502,0.14942528735632185,0.07392996108949416,0.013255265284944128
-0.15260848366650415,-0.12868949232585597,-0.07429245283018868,-0.17916137229987295,0.07821472353055035,0.05268269940557131,0.3089763543287892,0.06877405552631198,0.019915509957754977,0.030666011741675207,0.47285464098073554,0.1437308868501529,0.17080745341614906,0.21963015647226172,0.10628537896190701,0.04064207480163968,0.14055885193051637,0.12643678160919541,0.07392996108949416,0.007684740274762855
-0.15699658703071673,-0.0743801652892562,-0.16627358490566038,-0.14993646759847523,0.07670656171365894,0.04397995260111116,0.3192979869676416,0.06919057530436126,0.019915509957754977,0.032058928675503924,0.47810858143607704,0.1437308868501529,0.13975155279503104,0.21963015647226172,0.10093962229044562,0.05257086871287656,0.16522468963348658,0.12643678160919541,0.08949416342412451,0.005228440273067278
-0.20965382740126767,-0.16646989374262103,-0.1391509433962264,-0.21728081321473952,0.0755048712820182,0.0419985236411671,0.3244192739385532,0.07278834034374351,0.006035003017501509,0.03614987203066541,0.48511383537653235,0.10091743119266056,0.12111801242236025,0.21963015647226172,0.09870447101817462,0.06543803051003089,0.12333895975127875,0.10344827586206896,0.08618677042801556,0.004407383393155264
