saldo,foodseats,sportsvenue,servicesnum,museums,parks,theatres,library,cultureorg,musartschool
0.01985423473234481,0.30519273654029944,0.2757660167130919,0.20273972602739726,0.23076923076923078,0.25,0.3333333333333333,0.02631578947368421,0.03773584905660377,0.25
0.10756471475245036,0.31666135712010196,0.2757660167130919,0.2054794520547945,0.23076923076923078,0.25,0.3333333333333333,0.02631578947368421,0.03773584905660377,0.25
0.04222166373460669,0.00796431984708506,0.06128133704735376,0.023287671232876714,0.07692307692307693,0.0,0.0,0.47368421052631576,0.4716981132075472,0.125
0.03820055290273938,0.0051768079006052885,0.1615598885793872,0.030136986301369864,0.07692307692307693,0.0,0.0,0.7105263157894737,0.5283018867924528,0.125
0.02839909525006283,0.0051768079006052885,0.1615598885793872,0.031506849315068496,0.07692307692307693,0.0,0.0,0.02631578947368421,0.22641509433962265,0.0
0.0062829856747926615,0.0051768079006052885,0.1615598885793872,0.028767123287671233,0.07692307692307693,0.0,0.0,0.02631578947368421,0.22641509433962265,0.125
0.009801457652676551,0.0051768079006052885,0.1615598885793872,0.030136986301369864,0.07692307692307693,0.0,0.0,0.02631578947368421,0.22641509433962265,0.125
0.14149283739633073,0.023494743548900923,0.13370473537604458,0.052054794520547946,0.07692307692307693,0.0,0.0,0.868421052631579,0.6981132075471698,0.25
0.06559437044483539,0.00398215992354253,0.12813370473537605,0.04657534246575343,0.07692307692307693,0.0,0.0,0.47368421052631576,0.37735849056603776,0.25
0.018848957024377985,0.02038865880853775,0.08356545961002786,0.09178082191780822,0.07692307692307693,0.25,0.0,0.15789473684210525,0.018867924528301886,0.25
0.0155818044734858,0.03783051927365403,0.08913649025069638,0.09452054794520548,0.07692307692307693,0.25,0.0,0.13157894736842105,0.03773584905660377,0.25
0.17567227946720282,0.08099713284485505,0.17548746518105848,0.39452054794520547,0.15384615384615385,0.25,0.3333333333333333,0.2631578947368421,0.03773584905660377,0.25
0.0025131942699170647,0.0,0.008356545961002786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011560693641618497,0.01728257406817458,0.10306406685236769,0.04246575342465753,0.07692307692307693,0.0,0.0,0.02631578947368421,0.018867924528301886,0.25
0.009550138225684845,0.014415418923223957,0.10584958217270195,0.043835616438356165,0.07692307692307693,0.0,0.0,0.02631578947368421,0.018867924528301886,0.25
0.04096506659964815,0.010194329404268876,0.03899721448467967,0.031506849315068496,0.07692307692307693,0.0,0.0,0.07894736842105263,0.03773584905660377,0.125
0.012314651922593617,0.0,0.008356545961002786,0.0027397260273972603,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.125
0.012314651922593617,0.0007964319847085059,0.019498607242339833,0.0027397260273972603,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.0
0.0010052777079668257,0.0027875119464797708,0.002785515320334262,0.0027397260273972603,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.0
0.005026388539834129,0.0,0.005571030640668524,0.0,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.0
0.0,0.0,0.005571030640668524,0.0,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.0
0.007036943955767781,0.0,0.002785515320334262,0.0,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.0
0.0,0.0,0.005571030640668524,0.0,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.0
0.0030158331239004774,0.0,0.005571030640668524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0015079165619502387,0.0,0.005571030640668524,0.0,0.0,0.0,0.0,0.02631578947368421,0.018867924528301886,0.0
