saldo,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,consnewareas,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,funds,hospitals,beforeschool,factoriescap
0.015765765765765764,0.2917776910641619,0.16946325684827657,0.3183446175665381,0.2583815873432365,0.5645161290322581,0.17092402639680976,0.2831756870207645,0.363013698630137,0.5726141078838174,0.3151750972762646,0.5365980724146914,0.20580015369928656,0.34543873640231354,0.18184644325915386,0.08581145757234715,0.28378378378378377,0.24784747847478475,0.04281336651890656
0.0472972972972973,0.2908746306929037,0.1677448701101789,0.31722762864688875,0.2591717405435061,0.5888972243060765,0.19309357279973668,0.2796776179548889,0.36986301369863017,0.4605809128630705,0.28793774319066145,0.5365980724146914,0.21067438885919496,0.4097051043742409,0.18746391708857602,0.20677582291122665,0.2702702702702703,0.23021730217302172,0.04436670098196534
0.17567567567567569,0.11088689447572328,0.0726271100778328,0.3459234101222637,0.09361079140551853,0.024756189047261814,0.03430614742880874,0.02571780377231768,0.4520547945205479,0.23651452282157676,0.2140077821011673,0.25136754363115393,0.12856759178745888,0.07368100486279415,0.09742442854994175,0.031044884236125034,0.17567567567567569,0.07790077900779008,0.017416295594390445
0.12274774774774774,0.10812196889458721,0.06853330637824724,0.3150483249943468,0.08492656047802777,0.024756189047261814,0.03590114280753372,0.021408182683158895,0.4623287671232877,0.1950207468879668,0.2140077821011673,0.25136754363115393,0.11848140850238925,0.053917322102027626,0.1496502986677569,0.020032160096593716,0.14864864864864866,0.07790077900779008,0.010097097667551604
0.07094594594594594,0.10603712581526284,0.057212170221368645,0.32557279726712496,0.0854409054857504,0.024756189047261814,0.03753185077770177,0.0013152739687692394,0.46746575342465757,0.1950207468879668,0.17509727626459143,0.25136754363115393,0.11252223720214115,0.06974251377198924,0.1759115403358707,0.03300695465282931,0.14864864864864866,0.0943009430094301,0.006869727563791948
0.15878378378378377,0.10437594068788673,0.05463459011422218,0.3307947272284195,0.08988365366839804,0.007501875468867217,0.042321177242727125,0.009822577936978787,0.4743150684931507,0.13692946058091288,0.1517509727626459,0.25136754363115393,0.11003060689944928,0.0868125799667418,0.13131661158753394,0.02065260238607038,0.12162162162162163,0.0908159081590816,0.005790928383771173
0.13288288288288289,0.10299347789731869,0.05018700090973416,0.3796454805912741,0.08742225190680365,0.010502625656414103,0.036741629604020304,0.01967314042648458,0.4863013698630137,0.14937759336099585,0.1245136186770428,0.25136754363115393,0.10527603381384304,0.05795259681836463,0.12933055503655214,0.021987292060732896,0.12162162162162163,0.0910209102091021,0.009011574409639006
0.19256756756756757,0.10054072133340766,0.05175376528858789,0.3847132742469116,0.08840621626940347,0.015003750937734433,0.03351613861411634,0.023674931437846308,0.49828767123287676,0.14937759336099585,0.11673151750972763,0.25136754363115393,0.09292424858865231,0.06702392392107392,0.13174544566262245,0.0208345960361234,0.12162162162162163,0.08815088150881509,0.006836646195583664
0.30292792792792794,0.3283460616533809,0.3149196401496007,0.42567251603214995,0.41489006434530584,0.1972993248312078,0.1505078082497404,0.06553982201824593,0.4212328767123288,0.38589211618257263,0.49416342412451364,0.2151601979682209,0.28648696082263686,0.21259232706024497,0.17848544567049965,0.16880194610291008,0.32432432432432434,0.27552275522755226,0.3244031740625429
0.06644144144144144,0.3247449690618206,0.3087031234206004,0.3925150244461471,0.41687290162145396,0.18829707426856715,0.14621013965517576,0.07622992108356187,0.4280821917808219,0.3900414937759336,0.5136186770428015,0.2151601979682209,0.2728428251949827,0.20322666501603293,0.1936959260006991,0.13071397591901987,0.32432432432432434,0.2851578515785158,0.3526468878922407
0.04954954954954955,0.32040804950108703,0.298746588496917,0.39954737129822543,0.4373125249718228,0.18829707426856715,0.17222844706806267,0.07259192925505122,0.4315068493150685,0.3900414937759336,0.5097276264591439,0.2151601979682209,0.2723402444829136,0.23460758952703997,0.21767612811145934,0.11675607263024565,0.32432432432432434,0.2947929479294793,0.39896319324115515
0.3141891891891892,0.31881375773454484,0.28590922874759933,0.41823751402332876,0.437163439462338,0.18829707426856715,0.2942889357942025,0.04309621089158784,0.43493150684931503,0.3900414937759336,0.5525291828793775,0.2151601979682209,0.2594193996154859,0.19678161406518727,0.20960743506969437,0.11208669856013216,0.32432432432432434,0.2923329233292333,0.3625516738600999
0.13175675675675674,0.31730865711578127,0.26741130091984233,0.452979711124918,0.46171782287448787,0.245311327831958,0.3031636631771736,0.0725079755974702,0.44178082191780826,0.42738589211618255,0.5330739299610895,0.22766345402448557,0.21902148333107305,0.18445345965993382,0.19925657576076242,0.12179885709792483,0.32432432432432434,0.2865928659286593,0.3274330515367018
0.10247747747747747,0.3126595685378226,0.28125947639745275,0.48257358915982973,0.5017323736202136,0.2678169542385596,0.3388544715074062,0.09033413555717244,0.4486301369863014,0.24896265560165975,0.5330739299610895,0.22766345402448557,0.20040738288406873,0.19617778530107433,0.20051436226137703,0.12114370567913207,0.32432432432432434,0.2870028700287003,0.33487315188632416
0.240990990990991,0.30940409164390437,0.2747902557363793,0.49164017730317394,0.506726738187955,0.27906976744186046,0.3686042764602769,0.0945598029887502,0.4571917808219178,0.2987551867219917,0.5369649805447471,0.22766345402448557,0.18154863997404663,0.1748794601728093,0.21295907046640605,0.13765733030794594,0.32432432432432434,0.2867978679786798,0.33779032320224445
0.17792792792792791,0.3051563632309493,0.2684726574345497,0.46683591201582464,0.504095378945548,0.2865716429107277,0.3514209820666666,0.07734930318464207,0.4691780821917808,0.3153526970954357,0.5252918287937743,0.23847356082313104,0.17616650578765566,0.19147668588378755,0.2357468769165835,0.145741748113755,0.32432432432432434,0.2818778187781878,0.29744738872488136
0.17117117117117117,0.11648363899882937,0.08228040028302841,0.30196934538772446,0.06162747705574008,0.01350337584396099,0.04060361005874229,0.011641573851234118,0.4606164383561644,0.2074688796680498,0.058365758754863814,0.13375879135191457,0.11199306491800488,0.06685474692102233,0.07312449051326804,0.04368434449729438,0.21621621621621623,0.13940139401394014,0.017657884546722315
0.19481981981981983,0.1157701098166007,0.07737794400080865,0.3344244869821797,0.06092230259587689,0.02288072018004501,0.04215076280237876,0.010802037275423965,0.4708904109589041,0.2074688796680498,0.054474708171206226,0.13558218286011983,0.09915731308119205,0.061818111500761296,0.058403459823043104,0.04412464107159292,0.20270270270270271,0.13366133661336613,0.016178562884270987
0.17454954954954954,0.1132839065722727,0.07197007985444254,0.35445627421837095,0.05670765524274102,0.02288072018004501,0.03969494862343769,0.005345049532657973,0.48458904109589046,0.11203319502074689,0.04669260700389105,0.13558218286011983,0.08186215460871832,0.06553368930143502,0.05691182564525157,0.053010788532638346,0.20270270270270271,0.13366133661336613,0.016962450763629646
0.21846846846846846,0.10662801716929594,0.0688870918831497,0.3439431295020099,0.0905068310980446,0.01350337584396099,0.026091402039102023,0.02286337941456316,0.4246575342465754,0.1991701244813278,0.245136186770428,0.21489971346704873,0.09904828763571674,0.12240436956691367,0.09211888038544945,0.03571479381731464,0.10810810810810811,0.12525625256252562,0.016484022193277055
0.12837837837837837,0.09983834104465132,0.06029515819266148,0.30808561157081044,0.08825116733953926,0.01350337584396099,0.02535717008483748,0.02042872334471372,0.4434931506849315,0.17842323651452283,0.1867704280155642,0.17862724667882263,0.0791657692011094,0.14853361632502662,0.09925639273074004,0.009967343269590959,0.10810810810810811,0.09225092250922509,0.01473740537840102
0.05405405405405406,0.09848932493450024,0.05625189527949055,0.335511711976746,0.08626534835320146,0.01350337584396099,0.024427332105137794,0.004841327587171881,0.45376712328767127,0.17842323651452283,0.16731517509727625,0.18168793956759574,0.06777925804195618,0.13190364354396372,0.10532051354413709,0.05327811502934774,0.10810810810810811,0.0918409184091841,0.01379970587622503
0.02252252252252252,0.09624839734656335,0.05615081370666128,0.3554929267537668,0.08590754313043789,0.01350337584396099,0.02520355616135732,0.014132199026137573,0.4623287671232877,0.14107883817427386,0.16731517509727625,0.18168793956759574,0.0664443611241853,0.13469773628347184,0.1136955522785721,0.05842778350203043,0.10810810810810811,0.0918409184091841,0.014559428642926697
0.0686936936936937,0.09483248787557835,0.05574648741534418,0.36407113905653465,0.0856883874314952,0.01350337584396099,0.03826680514969423,0.009206917781384676,0.4691780821917808,0.16182572614107885,0.16731517509727625,0.1857905704610576,0.06200888690338484,0.11999711981258958,0.14427344336529327,0.05104092685143868,0.10810810810810811,0.0979909799097991,0.019575663892426355
0.11486486486486487,0.09345002508501031,0.05544324269685636,0.35592489994313825,0.08116811478391545,0.015378844711177795,0.03692270133732298,0.0011193821010802038,0.48116438356164387,0.16182572614107885,0.14396887159533073,0.18592081271164368,0.06025650230415972,0.1062550110548084,0.18359188249255937,0.058549841023627994,0.10810810810810811,0.08056580565805659,0.020127958282273057
