saldo,saldoone,popsize,avgemployers,avgsalary,shoparea,foodseats,retailturnover,livarea,sportsvenue,servicesnum,roadslen,livestock,harvest,agrprod,hospitals,beforeschool,factoriescap
-0.03868360277136259,-0.06098964326812428,0.20927963094393187,0.14320680679125064,0.33834028352078355,0.1818338536085356,0.39937106918238996,0.1584648100685902,0.36363636363636365,0.41916167664670656,0.2267080745341615,0.46884779516358466,0.19179840223658254,0.2700019387702463,0.16449507877641478,0.2413793103448276,0.23190661478599223,0.03377712447941363
-0.03233256351039261,-0.01611047180667434,0.21107006903671205,0.13026924122926298,0.3034131713397622,0.20187182593300096,0.43024585477415667,0.1334853758332245,0.3706293706293706,0.41317365269461076,0.2515527950310559,0.46884779516358466,0.18461586170210229,0.2653889794983818,0.16584765055371797,0.2413793103448276,0.23521400778210116,0.031166186614813643
0.016166281755196306,-0.04833141542002301,0.2104168010839409,0.1289482885893003,0.30234857300273726,0.20248916740437028,0.44882790165809033,0.15079897589303476,0.3776223776223776,0.3323353293413174,0.22981366459627328,0.46884779516358466,0.1889883614695225,0.3147626716030031,0.17097090080793906,0.22988505747126436,0.21848249027237354,0.03229694356497154
0.12817551963048499,0.0805523590333717,0.2098683786050713,0.12595671937526712,0.3082618534496297,0.21050062898942368,0.4039451114922813,0.17057939260188207,0.3846153846153846,0.3323353293413174,0.2515527950310559,0.34782361308677096,0.19274064850397532,0.2755362058437984,0.15038982478447963,0.21839080459770116,0.22898832684824902,0.030733467328408298
0.312933025404157,0.17491369390103567,0.20877153364733209,0.11414584871207117,0.3405827659671197,0.18526068117224992,0.5114351057747284,0.15613723485957273,0.39160839160839156,0.3383233532934132,0.19875776397515527,0.3654623044096728,0.18101862785089132,0.26117631618573045,0.14651504235019375,0.21839080459770116,0.21595330739299612,0.037090103142014635
0.4133949191685912,0.4487917146144994,0.20855377766307504,0.10901744434515716,0.35582163598169125,0.1932395284908913,0.5120068610634648,0.20754845258515534,0.3986013986013986,0.2125748502994012,0.17080745341614906,0.3654623044096728,0.17839226547013318,0.2774216729728335,0.1524447844410691,0.21839080459770116,0.21595330739299612,0.025174261197336158
0.3331408775981524,0.3751438434982739,0.2091989805793922,0.11130968569097478,0.3649025638530484,0.19781018496948238,0.5057175528873642,0.2270455068253055,0.4020979020979021,0.2125748502994012,0.15838509316770186,0.3654623044096728,0.17581122632755342,0.24841753571028902,0.1576024425785858,0.21839080459770116,0.21089494163424125,0.0239203977758945
-0.15300230946882218,-0.17951668584579977,0.08021485257113362,0.05582967481254128,0.32969842464487004,0.07313749242883101,0.018867924528301886,0.0267918389208389,0.4615384615384615,0.17065868263473055,0.17080745341614906,0.21963015647226172,0.11533332856246616,0.05660664143403601,0.08885305806349916,0.14942528735632185,0.07392996108949416,0.012678272295962214
-0.09930715935334873,-0.12543153049482164,0.07821472353055035,0.05268269940557131,0.3002714861099712,0.06635256021991334,0.018867924528301886,0.02803747162719161,0.47202797202797203,0.1407185628742515,0.17080745341614906,0.21963015647226172,0.10628537896190701,0.041422867739064666,0.13648411260559706,0.12643678160919541,0.07392996108949416,0.007350228579570945
-0.11778290993071594,-0.07249712313003452,0.07670656171365894,0.04397995260111116,0.3103023248072631,0.06675441457391791,0.018867924528301886,0.029310994553493206,0.47727272727272724,0.1407185628742515,0.13975155279503104,0.21963015647226172,0.10093962229044562,0.05358083100455696,0.16043489851716497,0.12643678160919541,0.08949416342412451,0.00500084970312998
-0.14953810623556582,-0.1622554660529344,0.0755048712820182,0.0419985236411671,0.3152793284776309,0.07022550435633415,0.005717552887364208,0.03305128230969043,0.4842657342657342,0.09880239520958084,0.12111801242236025,0.21963015647226172,0.09870447101817462,0.06669518955790438,0.11976341753041873,0.10344827586206896,0.08618677042801556,0.004215532889756107
-0.16685912240184758,-0.13578826237054084,0.07450480676172656,0.03857958739655775,0.36183881521706757,0.06830242743325723,0.008004574042309892,0.02869386089133996,0.49650349650349646,0.10778443113772455,0.09937888198757763,0.21963015647226172,0.09443931576222953,0.04452303377752846,0.11795209360819199,0.10344827586206896,0.08638132295719844,0.006560016942840993
-0.18937644341801385,-0.3095512082853855,0.2375233886057165,0.24208399704728234,0.40570702601716024,0.3241508642780599,0.15037164093767869,0.11754106063128916,0.43006993006993005,0.27844311377245506,0.3944099378881988,0.18799431009957324,0.25699707307298714,0.16332754489350534,0.1627823524725197,0.27586206896551724,0.2614785992217899,0.23615077914525326
-0.059468822170900694,-0.06789413118527042,0.23491838183108588,0.23730525661447607,0.3741047336564991,0.32570004193262825,0.14351057747284163,0.11418473958242571,0.43706293706293703,0.281437125748503,0.40993788819875776,0.18799431009957324,0.24475741333123416,0.1561322212939384,0.1766546195421707,0.27586206896551724,0.2706225680933852,0.25671092022930075
-0.18648960739030024,-0.05063291139240506,0.23178108265049358,0.22965150161233924,0.38080723950271245,0.34166938452220097,0.14351057747284163,0.1345040803841142,0.4405594405594405,0.281437125748503,0.40683229813664595,0.18799431009957324,0.2443065663830386,0.1802411316565347,0.19852505103697365,0.27586206896551724,0.27976653696498055,0.290427087239328
-0.22863741339491916,-0.32105868814729577,0.23062778243757662,0.2197832083608532,0.39862075091171595,0.34155290499930113,0.14351057747284163,0.22982883112553457,0.444055944055944,0.281437125748503,0.4409937888198758,0.18799431009957324,0.2327157445773131,0.15118070510767043,0.19116623906335267,0.27586206896551724,0.277431906614786,0.2639211546246214
-0.12009237875288684,-0.13463751438434982,0.22953900251629136,0.20556354170713703,0.4317334207048562,0.3607370824209104,0.18696397941680962,0.23675966668508938,0.45104895104895104,0.3083832335329341,0.4254658385093168,0.19891891891891894,0.19647623750330978,0.14170939812344657,0.18172604509072718,0.27586206896551724,0.27198443579766535,0.23835639235574343
-0.17609699769053117,-0.1047180667433832,0.22617588231498806,0.21620886592330704,0.4599392451207125,0.39200018636723666,0.20411663807890223,0.26463287482431447,0.458041958041958,0.17964071856287425,0.4254658385093168,0.19891891891891894,0.1797782023849565,0.15071680374800048,0.18287317193184904,0.27586206896551724,0.2723735408560311,0.24377244754558397
-0.21478060046189376,-0.24626006904487918,0.22382089167043034,0.21123586774932981,0.4685805794169601,0.3959022503843824,0.21269296740994853,0.28786637791228753,0.46678321678321677,0.2155688622754491,0.42857142857142855,0.19891891891891894,0.1628607073764763,0.13435401586357507,0.19422299863530174,0.27586206896551724,0.2721789883268482,0.24589601579101042
-0.18764434180138567,-0.17491369390103567,0.08426350087102394,0.06325032052527294,0.28780595516847846,0.048149140381120996,0.010291595197255575,0.031709925533196265,0.47027972027972026,0.1497005988023952,0.046583850931677016,0.11687055476529161,0.10046492100636673,0.05136225671960821,0.06669102090866803,0.1839080459770115,0.13229571984435798,0.012854138082389624
-0.18937644341801385,-0.19907940161104717,0.08374733853797019,0.059481720346555814,0.3187388401430343,0.04759819223780459,0.017438536306460833,0.032918194901811915,0.4807692307692307,0.1497005988023952,0.043478260869565216,0.1184637268847795,0.08895043307546796,0.04749277888336538,0.05326514185408781,0.1724137931034483,0.12684824902723735,0.0117772590900559
-0.17263279445727484,-0.17836593785960875,0.08194883540873604,0.055324604685496714,0.33783106836852267,0.04430531612542515,0.017438536306460833,0.03100029438447055,0.49475524475524474,0.08083832335329341,0.037267080745341616,0.1184637268847795,0.07343557301692942,0.05034733251865665,0.05190474118064819,0.1724137931034483,0.12684824902723735,0.0123478938688555
-0.18013856812933027,-0.16570771001150747,0.07971482031098781,0.050507012704456275,0.35418966864105783,0.044264548292410194,0.012864493996569469,0.025866857380049724,0.5087412587412588,0.07784431137724551,0.034161490683229816,0.12028449502133713,0.062092836304390865,0.04502291847407657,0.04772112737954803,0.1724137931034483,0.12684824902723735,0.01212950355235137
-0.09353348729792148,-0.13118527042577677,0.07222240144525453,0.04634989704339718,0.29363534764746513,0.06895005358058054,0.010291595197255575,0.01980301687361084,0.45279720279720276,0.12874251497005987,0.14906832298136646,0.15607396870554766,0.07101674335835653,0.11411338886960735,0.09052384661365503,0.09195402298850575,0.08754863813229571,0.010728161870629159
-0.03926096997690531,-0.05523590333716916,0.0712465320343248,0.04324177318466141,0.31977507058438065,0.06739854633555421,0.010291595197255575,0.019076847622858065,0.4632867132867133,0.12874251497005987,0.13354037267080746,0.15874822190611665,0.06080231673310099,0.10133713930530808,0.09605444799111791,0.09195402298850575,0.08715953307392996,0.010045559215205438
-0.04676674364896074,-0.023014959723820484,0.06962545970707787,0.043164070088193014,0.3388190983711852,0.06711899548059451,0.010291595197255575,0.019683050051267435,0.47202797202797203,0.10179640718562874,0.13354037267080746,0.15874822190611665,0.05960482907175623,0.1034837469165005,0.10369265346001982,0.09195402298850575,0.08715953307392996,0.010598602889360108
-0.09411085450346421,-0.07019562715765247,0.06860120007742435,0.04285325770231944,0.34699496331623814,0.0669477705819317,0.010291595197255575,0.029884966876950688,0.47902097902097895,0.11676646706586827,0.13354037267080746,0.16233285917496446,0.055625925846411475,0.0921897570072136,0.13158031133624776,0.09195402298850575,0.09299610894941635,0.01425019435719466
-0.1403002309468822,-0.1323360184119678,0.14817891476869474,0.11577761373790746,0.348587059045081,0.1452732609607231,0.12864493996569468,0.05862459997827969,0.43706293706293703,0.20658682634730538,0.32608695652173914,0.3494167852062589,0.20002099181557736,0.10042255038395041,0.15134176053786075,0.1724137931034483,0.1208171206225681,0.06410283867871572
