oktmo,name,year,saldo
1641413,Верх-Суетский сельсовет,2011,-53.0
1641420,Ильичёвский сельсовет,2011,-14.0
1641425,Нижнесуетский сельсовет,2011,-36.0
1642000,Советский муниципальный район,2011,-61.0
1642411,Кокшинский сельсовет,2011,-34.0
1642415,Коловский сельсовет,2011,-4.0
1642420,Красноярский сельсовет,2011,39.0
1642429,Никольский сельсовет,2011,-17.0
1642435,Платовский сельсовет,2011,16.0
1642440,Половинский сельсовет,2011,-12.0
1642447,Сетовский сельсовет,2011,22.0
1642452,Советский сельсовет,2011,-72.0
1642457,Талицкий сельсовет,2011,-21.0
1642466,Урожайный сельсовет,2011,9.0
1642471,Шульгин-Логский сельсовет,2011,23.0
1642472,Шульгинский сельсовет,2011,-10.0
1643000,Солонешенский муниципальный район,2011,-335.0
1643407,Берёзовский сельсовет,2011,-14.0
1643423,Карповский сельсовет,2011,-29.0
1643434,Лютаевский сельсовет,2011,-25.0
1643445,Сибирячихинский сельсовет,2011,-37.0
1643450,Солонешенский сельсовет,2011,-135.0
1643457,Степной сельсовет,2011,-27.0
1643470,Тополинский сельсовет,2011,-31.0
1643481,Тумановский сельсовет,2011,-37.0
1644000,Солтонский муниципальный район,2011,-206.0
1644424,Карабинский сельсовет,2011,6.0
1644436,Макарьевский сельсовет,2011,-11.0
1644447,Ненинский сельсовет,2011,-12.0
1644450,Нижнененинский сельсовет,2011,-12.0
1644470,Сайдыпский сельсовет,2011,-22.0
1644481,Солтонский сельсовет,2011,-89.0
1644492,Сузопский сельсовет,2011,-66.0
1645000,Шелаболихинский муниципальный район,2011,-153.0
1645410,Верх-Кучукский сельсовет,2011,-32.0
1645420,Ильинский сельсовет,2011,-14.0
1645423,Инской сельсовет,2011,-7.0
1645428,Кипринский сельсовет,2011,-21.0
1645430,Крутишинский сельсовет,2011,-30.0
1645433,Кучукский сельсовет,2011,22.0
1645438,Макаровский сельсовет,2011,0.0
1645442,Новообинцевский сельсовет,2011,0.0
1645445,Омутский сельсовет,2011,-20.0
1645460,Шелаболихинский сельсовет,2011,-51.0
